source,sm_id,id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,HBOGO_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped HBOGO_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
HBOGO,,urn:hbo:feature:GVw5tow8H2JGfCpYJAAAT,MO,101 Dalmatians,,,1996,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVw5tow8H2JGfCpYJAAAT')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVw6G5QlX579hi5sJAAAZ,MO,102 Dalmatians,,,2000,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVw6G5QlX579hi5sJAAAZ')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWNA5FQan-qHCwgEAAACr,MO,15 Minutes,,,2001,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWNA5FQan-qHCwgEAAACr')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWNH1Agupk2CGAQEAAAEV,MO,2500 km,,,2017,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWNH1Agupk2CGAQEAAAEV')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GV7tRLwAb8sLCwwEAAAAW,MO,42,,,2013,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GV7tRLwAb8sLCwwEAAAAW')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWKuzCQs0qYWdlwEAAAB-,MO,9,,,2009,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWKuzCQs0qYWdlwEAAAB-')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWDS2JAqdC8LDwgEAAAAu,MO,Above the Law,,,1988,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWDS2JAqdC8LDwgEAAAAu')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWKutiQmzy8NmwgEAAABl,MO,Absolutely Fabulous: The Movie,,,2016,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWKutiQmzy8NmwgEAAABl')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GV_5_lw5WyRCwEQEAAAAV,MO,The Accidental Tourist,,,1988,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GV_5_lw5WyRCwEQEAAAAV')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GV4z_-gbJc7fDNQEAAAAj,MO,The Adventures of Sharkboy and Lavagirl,,,2005,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GV4z_-gbJc7fDNQEAAAAj')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWGwjvAwIc2uRmwEAAAAL,MO,Airheads,,,1994,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWGwjvAwIc2uRmwEAAAAL')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVU2dYwSXbo7DwvwIAT_y,MO,Alice Telefilm Part 1: The First Day of the Rest of My Life,,,2011,False,[1012685],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVU2dYwSXbo7DwvwIAT_y')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVU2rpwpsbFFvjSoJAU9k,MO,Alice Telefilm Part 2: The Last Night,,,2011,False,[469787],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVU2rpwpsbFFvjSoJAU9k')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWNko0wZ_H8MMcgEAAAFi,MO,Alien: Covenant: HBO First Look,,,2017,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWNko0wZ_H8MMcgEAAAFi')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWNGAfAm_nDzCwgEAAAER,MO,Aliens in the Attic,,,2009,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWNGAfAm_nDzCwgEAAAER')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVvLJaA1KnYpUUGAJAAAJ,MO,All the Way,,,2016,False,[12284859],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVvLJaA1KnYpUUGAJAAAJ')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GV40AfAu6yJKhwgEAAAAp,MO,Alvin and the Chipmunks: The Road Chip,,,2015,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GV40AfAu6yJKhwgEAAAAp')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWIeb3gOZ7MMjXQEAAACW,MO,American Psycho,,,2000,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWIeb3gOZ7MMjXQEAAACW')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GWIeb2ArDnwJ3MAEAAAH0,MO,American Psycho II: All American Girl,,,2003,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GWIeb2ArDnwJ3MAEAAAH0')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVgSDSgTpTbdnvioKAAEA,MO,And Starring Pancho Villa as Himself,,,2003,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVgSDSgTpTbdnvioKAAEA')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVU3Lqg09SlFvjSoJAXL2,MO,And the Band Played On,,,1993,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVU3Lqg09SlFvjSoJAXL2')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GVU4H8gpDPoNJjhsJAbL3,MO,Angel Rodriguez,,,2006,False,[640112],,,,"('No multiple ids for this link', 'urn:hbo:feature:GVU4H8gpDPoNJjhsJAbL3')",No multiple ids for this link
HBOGO,,urn:hbo:feature:GV_5_swJN9SuZwwEAAAAw,MO,Any Given Sunday: Director's Cut,,,1999,False,[],,,,"('No multiple ids for this link', 'urn:hbo:feature:GV_5_swJN9SuZwwEAAAAw')",No multiple ids for this link
