GuideBox_sm_id,GuideBox_id,Rovi_id,Rovi_SM_id,Scheme,episode_title,ozoneepisodetitle,OzoneOriginalEpisodeTitle,projectx_id_rovi,projectx_id_GuideBox,Dev_GuideBox_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_GuideBox_id_present,series_id_match,Px_series_id,Episode mapping,Comment
34804,9166718,6900349483,1846226619, 'Exact sequence & title match',Michael Jackson is ALIVE!, 'Michael Jackson Is ALIVE!',|['Michael Jackson Is ALIVE!',12421531,12421531,,,,,,,Pass,Pass
34804,8742027,6483515934,1846226619, 'Exact sequence & title match',One Time At Adult Camp, 'One Time at Adult Camp',|['One Time at Adult Camp',9942686,9942686,,,,,,,Pass,Pass
34804,8721788,6457541290,1846226619, 'Exact sequence & title match',Neek And You Shall Find, 'Neek and You Shall Find',|['Neek and You Shall Find',9942556,9942556,,,,,,,Pass,Pass
34804,9267570,7064410246,1846226619, 'Exact sequence & title match',I Hope You Make it to America, 'I Hope You Make It to America',|['I Hope You Make It to America',12848271,12848271,,,,,,,Pass,Pass
34804,8648766,6393318518,1846226619, 'Exact sequence & title match',All Phor One, 'All Phor One',|['All Phor One',9942294,9942294,,,,,,,Pass,Pass
34804,8628446,6363092974,1846226619, 'Exact sequence & title match',Barbie Tingz, 'Barbie Tingz',|['Barbie Tingz',9942041,9942041,,,,,,,Pass,Pass
34804,8607357,6339551066,1846226619, 'Exact sequence & title match',Do The Hussle, 'Do the Hussle',|['Do the Hussle',9941870,9941870,,,,,,,Pass,Pass
34804,6407541,4233283564,1846226619, 'Exact sequence & title match',#Team Don, '#Team Don',|['#Team Don',9939175,9939175,,,,,,,Pass,Pass
34804,6340840,4217257806,1846226619, 'Exact sequence & title match',Que Grande, 'Que Grande',|['Que Grande',9939255,9939255,,,,,,,Pass,Pass
34804,8674841,6415620928,1846226619, 'Exact sequence & title match',The Last Supper, 'The Last Supper',|['The Last Supper',9942364,9942364,,,,,,,Pass,Pass
34804,4881996,1962046665,1846226619, 'Exact sequence & title match',Ain't No Prop Clown," ""Ain't No Prop Clown""","|[""Ain't No Prop Clown""",9938395,9938395,,,,,,,Pass,Pass
34804,4857215,1936563471,1846226619, 'Exact sequence & title match',What You Don't Understand Is I Do Understand," ""What You Don't Understand Is I Do Understand""","|[""What You Don't Understand Is I Do Understand""",9937536,9937536,,,,,,,Pass,Pass
