source,sm_id,id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,Vudu_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped Vudu_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
Vudu,276918,1150495,SE,,Full House,Full House: Little Shop of Sweaters,1989,False,"[2747011, 14793408]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[5128598, 2732539]",False,2,1,1,"[{'5128598': 'Rovi_id:1704815'}, {'2732539': 'Rovi_id:424543'}]",[{'5128598': 'Gb_id:1663'}],[{'2732539': 'Vudu_id:276918'}],Null,[]
Vudu,138707,1150831,SE,,The Dukes of Hazzard,The Dukes of Hazzard: The Haunting of J.D. Hogg,1985,False,[2809877],,,,"('No multiple ids for this episode', 1150831, 138707)",No multiple ids for this episode
Vudu,1150990,1150994,SE,,The Thorn Birds,The Thorn Birds: The Complete First Season: Episode 1,1983,False,"[8260762, 14690670, 2751820]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[2751657, 13399782, 8260593]",,2,2,1,"[{'2751657': 'Rovi_id:516537'}, {'8260593': 'Rovi_id:567945683'}]","[{'13399782': 'Gb_id:14913'}, {'8260593': 'Gb_id:11648'}]",[{'13399782': 'Vudu_id:1150990'}],Null,[]
Vudu,135063,1151009,SE,,Martin,Martin: In Search of Martin,1994,False,[4245045],,,,"('No multiple ids for this episode', 1151009, 135063)",No multiple ids for this episode
Vudu,1111052,1151491,SE,,Grand Hotel,Grand Hotel: Grand Hotel Trailer,2019,False,[14271494],,,,"('No multiple ids for this episode', 1151491, 1111052)",No multiple ids for this episode
Vudu,1151712,1151716,SE,,Strange Angel,Strange Angel: Augurs of Spring,2019,False,[11208231],,,,"('No multiple ids for this episode', 1151716, 1151712)",No multiple ids for this episode
Vudu,1151749,1151759,SE,,Declassified,Declassified: Trigon: The KGB Chess Game,2019,False,"[14551255, 9434865]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[9434719, 3487775]",False,2,1,1,"[{'9434719': 'Rovi_id:1547434164'}, {'3487775': 'Rovi_id:934425024'}]",[{'9434719': 'Gb_id:37445'}],[{'3487775': 'Vudu_id:1151749'}],Different,[{'variant_parent_id': '1409443'}]
Vudu,1151817,1151821,SE,,This Is Life With Lisa Ling,This Is Life With Lisa Ling: Sugar Daddies Sugar Babies,2019,False,"[13301964, 3976061]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[3975609, 13301144]",True,1,1,1,[{'3975609': 'Rovi_id:1219984724'}],[{'13301144': 'Gb_id:21864'}],[{'13301144': 'Vudu_id:1151817'}],,[]
Vudu,1113403,1152116,SE,,The Waltons,The Waltons: The Journey,1973,False,[4194988],,,,"('No multiple ids for this episode', 1152116, 1113403)",No multiple ids for this episode
Vudu,225986,1152931,SE,,Family Matters,Family Matters: Boom!,1991,False,[3435137],,,,"('No multiple ids for this episode', 1152931, 225986)",No multiple ids for this episode
Vudu,1153211,1153219,SE,,Beaver Falls,Beaver Falls: Episode 1,2011,False,[7386975],,,,"('No multiple ids for this series', 1153219, 1153211)",No multiple ids for this link
Vudu,235373,1153587,SE,,George Lopez,George Lopez: George Searches for a Needle in a Haight-stack,2004,False,[4963313],,,,"('No multiple ids for this episode', 1153587, 235373)",No multiple ids for this episode
Vudu,1153799,1153817,SE,,Robotech: The Original Broadcast Version,Robotech: The Original Broadcast Version: Boobytrap,1985,False,[],,,,"('No multiple ids for this episode', 1153817, 1153799)",No multiple ids for this episode
Vudu,1154027,1154031,SE,,Living Single,Living Single: Judging by the Cover,1993,False,[4120082],,,,"('No multiple ids for this episode', 1154031, 1154027)",No multiple ids for this episode
Vudu,1113584,1154297,SE,,Mama's Family,Mama's Family: Flaming Forties,1983,False,[4138282],,,,"('No multiple ids for this episode', 1154297, 1113584)",No multiple ids for this episode
Vudu,460663,1154435,SE,,Endeavour,Endeavour: Pylon,2019,False,"[3318050, 8217634]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,True,[{'variant_parent_id': '3318050'}],,
Vudu,1005497,1154678,SE,,Jamestown,Jamestown: Episode 1,2019,False,[11047635],,,,"('No multiple ids for this episode', 1154678, 1005497)",No multiple ids for this episode
Vudu,1154705,1154711,SE,,North and South,North and South: Episode 1,1985,False,"[3256744, 13392935]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[3256652, 3076183]",False,2,2,1,"[{'3256652': 'Rovi_id:1932402'}, {'3076183': 'Rovi_id:618770'}]","[{'3256652': 'Gb_id:13479'}, {'3076183': 'Gb_id:15759'}]",[{'3076183': 'Vudu_id:1154705'}],Null,[]
Vudu,273283,1155203,SE,,Night Court,Night Court: Life With Buddy,1989,False,[4239111],,,,"('No multiple ids for this episode', 1155203, 273283)",No multiple ids for this episode
Vudu,1155769,1155773,SE,,Ready Jet Go!: One Small Step,Ready Jet Go!: One Small Step,2019,False,[],,,,"('No multiple ids for this episode', 1155773, 1155769)",No multiple ids for this episode
Vudu,927021,1155790,SE,,Pinkalicious & Peterrific,Pinkalicious & Peterrific: Peterrific / Mother's Day Surprise,2019,False,[13514777],,,,"('No multiple ids for this episode', 1155790, 927021)",No multiple ids for this episode
Vudu,233792,1155849,SE,,Dora the Explorer,Dora the Explorer: Dora's Pegaso Adventure,2010,False,[2732774],,,,"('No multiple ids for this series', 1155849, 233792)",No multiple ids for this link
Vudu,635646,1155914,SE,,Island Life,Island Life: An Active Life on Hilton Head,2019,False,[13866296],,,,"('No multiple ids for this episode', 1155914, 635646)",No multiple ids for this episode
Vudu,871456,1155968,SE,,Beach Hunters,Beach Hunters: Beach Hunting in Gulf Breeze,2019,False,[13866799],,,,"('No multiple ids for this episode', 1155968, 871456)",No multiple ids for this episode
Vudu,1155779,1156012,SE,,Robotech: The Series Remastered,Robotech: The Series Remastered: Boobytrap,1985,False,[],,,,"('No multiple ids for this episode', 1156012, 1155779)",No multiple ids for this episode
Vudu,1156289,1156297,SE,,Robotech: Super Dimension Fortress Macross,Robotech: Super Dimension Fortress Macross: Booby Trap,1982,False,[13428647],,,,"('No multiple ids for this series', 1156297, 1156289)",No multiple ids for this link
Vudu,1156396,1156399,SE,,Robotech: Super Dimension Cavalry Southern Cross,Robotech: Super Dimension Cavalry Southern Cross: Prisoner,1984,False,[13200108],,,,"('No multiple ids for this series', 1156399, 1156396)",No multiple ids for this link
Vudu,1156500,1156503,SE,,Robotech: Genesis Climber Mospeada,Robotech: Genesis Climber Mospeada: Prelude to the Offensive,1983,False,[13201042],,,,"('No multiple ids for this series', 1156503, 1156500)",No multiple ids for this link
Vudu,,1156998,MO,My Dad Wrote a Porno,,,2019,False,[13472145],,,,"('No multiple ids for this link', 1156998)",No multiple ids for this link
Vudu,927122,1157004,SE,,Final Space,Final Space: The Toro Regatta,2019,False,"[14767896, 13954057]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[14632259, 10823356]",True,1,1,1,[{'10823356': 'Rovi_id:4329360323'}],[{'14632259': 'Gb_id:47086'}],[{'14632259': 'Vudu_id:927122'}],,[]
Vudu,760470,1157049,SE,,The Detour,The Detour: The Search,2019,False,"[3768332, 3771335]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,True,[{'variant_parent_id': '3768332'}],,
Vudu,457490,1157549,SE,,Naked and Afraid,Naked and Afraid: Honduran Hell,2019,False,[13946782],,,,"('No multiple ids for this episode', 1157549, 457490)",No multiple ids for this episode
Vudu,1157552,1157556,SE,,Death in the Bayou: The Jennings 8,Death in the Bayou: The Jennings 8: A Town Divided,2019,False,"[13982193, 13951699]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[13917390, 13982191]",,1,1,1,[{'13917390': 'Rovi_id:7342106945'}],[{'13982191': 'Gb_id:55328'}],[{'13982191': 'Vudu_id:1157552'}],,[]
Vudu,1096863,1157563,SE,,Wife Swap,Wife Swap: Icgoren vs Legend,2019,False,"[13930439, 13825184]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[5108806, 13646472]",False,1,1,1,[{'5108806': 'Rovi_id:1672515'}],[{'13646472': 'Gb_id:14708'}],[{'13646472': 'Vudu_id:1096863'}],,[]
Vudu,,1157648,MO,The Aftermath: Deleted Scenes (Featurette),,,,False,[],,,,"('No multiple ids for this link', 1157648)",No multiple ids for this link
Vudu,,1157651,MO,The Aftermath: VFX Progressions (Featurette),,,,False,[],,,,"('No multiple ids for this link', 1157651)",No multiple ids for this link
Vudu,,1157654,MO,The Aftermath: First Look (Featurette),,,,False,[],,,,"('No multiple ids for this link', 1157654)",No multiple ids for this link
Vudu,875490,1158006,SE,,Claws,Claws: Just the Tip,2019,False,[13847022],,,,"('No multiple ids for this episode', 1158006, 875490)",No multiple ids for this episode
Vudu,740298,1158186,SE,,Forbidden: Dying for Love,Forbidden: Dying for Love: Broken Trust,2019,False,"[3874296, 3387592]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Vudu,,1158857,MO,Spider-Man: Far From Home,,,2019,False,[12785724],,,,"('No multiple ids for this link', 1158857)",No multiple ids for this link
Vudu,,1158861,MO,Escape Plan: The Extractors,,,2019,False,"[14056546, 13953337, 14585682]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[14585682, 14056546]",,1,1,1,[{'14585682': 'Rovi_id:7209028704'}],[{'14056546': 'Gb_id:171624'}],[{'14056546': 'Vudu_id:1158861'}],,[]
Vudu,,1159255,MO,Ophelia,,,2019,False,"[14519700, 975882]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[14519700, 975882]",False,1,1,1,[{'975882': 'Rovi_id:3537140879'}],[{'14519700': 'Gb_id:171955'}],[{'14519700': 'Vudu_id:1159255'}],,[]
Vudu,,1159363,MO,Chuck Berry Hail! Hail! Rock 'n' Roll,,,1987,False,"[12259228, 90426]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,True,[{'variant_parent_id': '12259228'}],,
Vudu,,1159366,MO,The Public,,,2019,False,[1072832],,,,"('No multiple ids for this link', 1159366)",No multiple ids for this link
Vudu,,1159372,MO,Pet Sematary (2019): Night Terrors - Rachel (featurette),,,,False,[],,,,"('No multiple ids for this link', 1159372)",No multiple ids for this link
Vudu,,1159375,MO,Pet Sematary (2019): Night Terrors - Ellie (featurette),,,,False,[],,,,"('No multiple ids for this link', 1159375)",No multiple ids for this link
Vudu,,1159378,MO,Pet Sematary (2019): Night Terrors - Louis (featurette),,,,False,[],,,,"('No multiple ids for this link', 1159378)",No multiple ids for this link
Vudu,,1159381,MO,Pet Sematary (2019): The Tale Of Timmy Baterman (featurette),,,,False,[],,,,"('No multiple ids for this link', 1159381)",No multiple ids for this link
Vudu,,1159384,MO,Pet Sematary (2019): Deleted Scenes (featurette),,,,False,[],,,,"('No multiple ids for this link', 1159384)",No multiple ids for this link
Vudu,,1159387,MO,Pet Sematary (2019): Alternate Ending (featurette),,,,False,[],,,,"('No multiple ids for this link', 1159387)",No multiple ids for this link
Vudu,296423,1159499,SE,,Ridiculousness,Ridiculousness: Kane Brown,2019,False,[13795861],,,,"('No multiple ids for this episode', 1159499, 296423)",No multiple ids for this episode
Vudu,1085932,1159511,SE,,Teen Mom 2,Teen Mom 2: Season 9 Unseen Moments,2019,False,"[14396568, 14678318, 13825829]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[3190936, 14678054]",False,1,1,1,[{'3190936': 'Rovi_id:19261804'}],[{'3190936': 'Gb_id:4471'}],[{'14678054': 'Vudu_id:1085932'}],,[]
Vudu,1136786,1159579,SE,,Chernobyl,Chernobyl: Inside the Episode 1,2019,False,[],,,,"('No multiple ids for this episode', 1159579, 1136786)",No multiple ids for this episode
Vudu,1159632,1159638,SE,,Alternatino With Arturo Castro,Alternatino With Arturo Castro: The Date,2019,False,[13926408],,,,"('No multiple ids for this episode', 1159638, 1159632)",No multiple ids for this episode
Vudu,,1159732,MO,Black & Blue,,,2019,False,[13537075],,,,"('No multiple ids for this link', 1159732)",No multiple ids for this link
Vudu,,1159738,MO,Dark Show,,,2019,False,"[14013283, 14640919]",,,,Duplicate ids found in search api,Duplicate ids found in search api,,"[14640919, 14013283]",True,0,1,1,[],[{'14013283': 'Gb_id:171443'}],[{'14640919': 'Vudu_id:1159738'}],,[]
Vudu,,1159741,MO,College Pranks,,,2019,False,[13951306],,,,"('No multiple ids for this link', 1159741)",No multiple ids for this link
Vudu,,1159744,MO,Clickbait,,,2019,False,[14158229],,,,"('No multiple ids for this link', 1159744)",No multiple ids for this link
Vudu,,1159747,MO,Evil River,,,2019,False,[13995345],,,,"('No multiple ids for this link', 1159747)",No multiple ids for this link
Vudu,,1159750,MO,Abduction 101,,,2019,False,[14513856],,,,"('No multiple ids for this link', 1159750)",No multiple ids for this link
Vudu,,1159761,MO,Annabelle Comes Home,,,2019,False,[13599735],,,,"('No multiple ids for this link', 1159761)",No multiple ids for this link
Vudu,,1159765,MO,Scooby-Doo: Return to Zombie Island,,,,False,[14822174],,,,"('No multiple ids for this link', 1159765)",No multiple ids for this link
Vudu,935995,1159777,SE,,Krypton,Krypton: Light-Years From Home,2019,False,[13810414],,,,"('No multiple ids for this episode', 1159777, 935995)",No multiple ids for this episode
Vudu,805332,1159795,SE,,Queen Sugar,Queen Sugar: Pleasure is Black,2019,False,[13936886],,,,"('No multiple ids for this episode', 1159795, 805332)",No multiple ids for this episode
Vudu,400243,1159828,SE,,Catfish: The TV Show,Catfish: The TV Show: Deven & James,2019,False,"[3292853, 3337111]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,True,[{'variant_parent_id': '3292853'}],,
Vudu,,1159834,MO,Home Videos,,,2019,False,[240460],,,,"('No multiple ids for this link', 1159834)",No multiple ids for this link
Vudu,1159846,1159850,SE,,Are you Smarter than a 5th Grader,Are You Smarter Than a 5th Grader: 3rd Grade Teacher,2019,False,"[3196751, 13885913]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[13538530, 3195312]",False,2,1,2,"[{'13538530': 'Rovi_id:7080628833'}, {'3195312': 'Rovi_id:334142'}]",[{'3195312': 'Gb_id:2102'}],"[{'13538530': 'Vudu_id:1159846'}, {'3195312': 'Vudu_id:213562'}]",Null,[]
Vudu,,1159871,MO,WWE: Becky Lynch - The Man,,,2019,False,"[14600464, 14599870]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[14599870, 14600464]",False,2,1,1,"[{'14599870': 'Rovi_id:7494919787'}, {'14600464': 'Rovi_id:7494927999'}]",[{'14600464': 'Gb_id:174075'}],[{'14600464': 'Vudu_id:1159871'}],Null,[]
Vudu,,1159877,MO,WWE: Stomping Grounds 2019,,,2019,False,"[14600471, 14599886, 14600334]",,,,Duplicate projectx ids found in search api and rovi has duplicate,Duplicate projectx ids found in search api and rovi has duplicate,,"[14599886, 14600334, 14600471]",,3,1,1,"[{'14599886': 'Rovi_id:7494923717'}, {'14600334': 'Rovi_id:7494927873'}, {'14600471': 'Rovi_id:7494928011'}]",[{'14600471': 'Gb_id:173942'}],[{'14600334': 'Vudu_id:1159877'}],Null,[]
Vudu,1159938,1159942,SE,,The Spanish Princess,The Spanish Princess: The New World,2019,False,[13697404],,,,"('No multiple ids for this episode', 1159942, 1159938)",No multiple ids for this episode
Vudu,892799,1159972,SE,,American Gods,American Gods: House on the Rock,2019,False,[12844319],,,,"('No multiple ids for this episode', 1159972, 892799)",No multiple ids for this episode
Vudu,,1160002,MO,Savage Dog,,,2017,False,[1027717],,,,"('No multiple ids for this link', 1160002)",No multiple ids for this link
Vudu,,1160080,MO,Love at Sea,,,2019,False,[389881],,,,"('No multiple ids for this link', 1160080)",No multiple ids for this link
Vudu,,1160083,MO,Love Struck Cafe,,,2019,False,[388485],,,,"('No multiple ids for this link', 1160083)",No multiple ids for this link
Vudu,,1160086,MO,Madness in the Method,,,2019,False,[14417147],,,,"('No multiple ids for this link', 1160086)",No multiple ids for this link
Vudu,,1160089,MO,Penguin Highway,,,2019,False,[13599279],,,,"('No multiple ids for this link', 1160089)",No multiple ids for this link
Vudu,,1160101,MO,The Fever and the Fret,,,2019,False,[13607311],,,,"('No multiple ids for this link', 1160101)",No multiple ids for this link
