VU_SM_ID,ROVI_SM_ID
645293,9997591
645401,2285877
645801,1344344594
645885,1378229203
645957,1376678687
646153,1393532434
646325,1245072101
646415,1440278115
646435,1362417580
646459,1351952796
646967,570878549
647013,1046915523
647173,930134068
647202,1046914033
647651,66471590
647763,17654958
648228,1046915553
648332,1376679510
648460,13135147
648568,1428259491
648676,1046915501
648740,1059890906
648804,1394466767
649176,1367267074
649410,1328348354
649418,1293752630
649872,1379566853
650024,881868617
650060,1389332325
650108,1281520782
650140,1410285981
650172,1394193512
650204,1394193532
650621,992175959
650702,403310
651571,17118344
651791,1080675781
651841,1046915188
651889,1046915122
652147,1386541792
652406,1389615238
652745,19643707
652962,17118213
653252,1416386809
653338,1400533951
653786,1420447106
654079,8220582
654127,1381995512
654183,371691379
654260,1379509888
654300,1449566103
654364,1046916176
654416,1400576861
654788,1097947249
655142,1490458359
655797,1460764265
655821,1432059764
655853,1414819547
655929,1034884032
655989,1435325152
656199,803477594
656765,1367923860
656850,1375397119
657078,1430108148
657110,1356201214
657354,1426503070
657962,2473054
658380,1139667332
658493,1449204618
658754,1432247656
658878,1234040475
658929,1433364221
659025,1053506413
659532,504646615
659613,1420785608
659658,1374879893
660082,1450748670
660253,1452931257
660289,1413017689
660510,1453450390
660776,1031384015
660988,1469959211
661151,1475322948
661311,1130674119
661352,1468794331
661432,1451530927
662357,17118012
662642,1161855126
662727,1241122187
588204,1107079715
662966,512082756
663110,1290936479
663138,1473426877
663236,1481276058
663284,1481276044
663308,1468794313
663400,1470229189
664243,1902561063
664415,1390596428
664650,1492287465
664870,1020098439
664887,2209897
664951,1476660383
665011,1351640490
665071,1460465627
665180,1481131870
665273,1528666231
665660,1459521632
665705,1490898348
665877,1495272779
666268,1477728923
666308,1477728965
666406,1473103865
666518,1508044826
666552,1441826621
666775,1380048335
666975,1486266385
667135,1505119738
667115,1492457501
667377,1446077437
667451,1252317150
667607,1468614244
667885,1487378924
668024,1492319055
668344,1485725960
668384,1501836053
668556,1479417183
668580,1473156690
668612,1495288083
668802,66714351
669388,1508079289
669708,1482787167
669864,1503247624
670419,1510042873
670862,1300378751
671109,1081650260
671178,1055771262
671342,1274707599
671560,997828076
671954,1241212861
672158,1243518087
672645,19938494
672784,1529414149
673067,1457538057
673939,1375024312
673975,1533003262
674319,1509354673
674656,1136057248
674889,1527045642
675216,886313402
675381,1644055773
675698,1337650622
675842,1531422496
676009,1529704172
676261,1463775417
676405,1518860965
676437,1487880820
676453,1468613896
676557,1136001878
676662,1046916158
676767,1536805125
676831,1527059038
676868,1487773498
676905,1538366360
677018,1654352126
677066,1520457112
677622,1508137268
677808,1692723240
678036,1532955289
678168,1534806993
678188,1539900903
678404,1490899146
678480,1053490248
678492,1672161559
678643,1536529383
679054,66044045
679383,1523907639
679833,1444810721
679862,1492530846
679899,1508106623
679920,1509527659
679973,1479543027
680250,1491143739
680362,1140832592
680446,1620536777
680591,1707856810
680735,1053503056
680816,1535194458
680853,1509549718
680915,1548739415
681137,1629055076
681178,1490897466
681422,1490897936
681542,1121828172
681814,1512752716
681932,1163426678
682092,1705935184
682184,1195511961
682352,1315954918
682420,1429053324
682728,1049966426
683008,1624522090
683170,1612167851
683296,1648269125
683457,1643726373
683486,1656188393
683515,1683114775
683759,1707938383
683886,1017058069
684045,1393532586
684143,1538224269
684241,1264047511
684321,21492705
684828,1686140971
684868,1529222588
685359,1533007219
685479,1272687901
685945,1628330161
685985,1034906041
686097,1643251669
686153,1490904101
686205,1460465945
683548,1523559949
686530,1683114592
686583,1700250489
686612,1460764233
686890,1380051041
686927,1690439203
687246,1656145600
687322,1475299629
687354,1490463361
687402,1339714898
688016,1682308831
688064,4584819627
688160,1294181921
688204,1703517839
688562,1506245649
688768,1705499150
688912,1523564586
689078,1234358239
689122,1727568589
689139,1716567704
689288,1620344127
689369,1711594834
689578,1692424045
689626,1693274276
689674,1700580783
689778,1490897032
689902,1490454923
689994,1697658096
690062,1635976005
690130,1712434925
690142,1685599402
690202,1685599422
690242,1463998563
690460,423499
690789,1769586043
691065,1739048725
691201,1744820543
691253,1682388476
691309,1742086589
691743,1046915841
691920,1702641299
692020,1059942569
692025,1826263884
692241,1487801583
692330,1491143869
692373,1733576785
692870,1625276321
693258,1547463721
693552,1760775072
693576,1274767896
693902,1837139583
693954,1028993700
694110,1818462298
694178,1352212822
694591,1748100908
695314,1517518739
696022,1274648311
696347,1636364770
696698,1748355053
696881,1163393090
697062,1748341669
697175,1682474721
697184,1796085795
697491,1519092102
697489,1443670102
697492,1270837296
697490,1450853280
697743,1702142
697803,1757574034
697840,1775455350
697972,1707934755
698075,1130653065
698554,1376932609
698133,1443670238
699123,1762633561
699155,1517406095
699190,1750067904
699558,1227921989
699843,1533012296
699643,1520308324
700522,1463986562
701514,1241168692
702028,1053491950
702727,1519091656
702947,1450784427
702975,1482900873
703653,1443669874
703849,1724095699
704185,1539453929
704584,1885495353
704965,1995316263
704981,1895176505
705033,1787630768
705178,1679593675
705206,1517353804
705422,1758273834
705651,1717457320
705727,1778205247
705234,1491143983
705783,1733539661
705895,1107465334
705951,1742826614
705251,1775207808
706371,1451180930
706491,1517522178
706535,1542599634
706747,1788969477
706779,1490462147
706899,1798277956
708475,1259548335
708615,766995021
708667,1481346009
708791,1793263358
709115,1765632612
709170,1519092050
709313,1046916124
709406,1443547418
709637,1311637197
709762,1844470703
710258,1501789658
710340,1795677585
710464,1490897286
710692,1813595260
710656,1848337437
711058,1833021390
711094,1750058787
711138,1839280286
711210,1441656907
711319,1791313142
711620,1893132809
711656,1390744162
711736,1883726261
712837,1320184242
712963,1846226619
713393,1435320494
713645,1377141430
713765,1490899708
714099,1830480609
714507,1866681304
714990,1136001878
715261,1487657382
715321,1902612170
715552,1872312680
715624,1872312692
715725,1887488157
715777,1867541074
715849,1697970200
716225,1775684580
716796,1921449393
716852,1905001930
717304,1490899492
717349,1490462129
717408,1862184436
717767,1866720269
717937,1000982377
718273,2373784
718433,1471765415
718621,1490462137
718669,1490456729
718765,1864474241
718837,1632922383
718993,1487656566
719213,1875795984
719596,1707855486
720157,3144084367
720217,1000797736
720407,1906628845
720427,1490457853
720531,1887723526
720647,1520308398
720775,1921455782
720946,1309725979
721002,1922217909
721500,1787000299
722073,2080505075
722215,1200519107
722247,709491414
722311,1887680568
722427,1165152819
722591,1937522963
722707,1905890868
722897,1490899728
723005,1926124854
723145,1939095501
723390,1926128861
723734,930115913
723908,1933483986
724000,1921452309
724236,1793116231
724865,1277012889
727957,1938277680
729099,1447620390
729203,1135992577
729833,2003635631
729869,1854020029
730052,1533203629
730116,708589050
730280,3283595337
730666,1641476649
730762,1337879177
730842,1980005581
731037,1226650580
731193,1519089240
731384,3295008523
731045,1520308254
731484,1386748905
731981,3204075447
732045,1850346354
732445,3185050578
732505,3204378072
732549,3204378068
733034,1392654426
733086,1231697122
733126,1839280278
733174,1680989279
733306,1295299718
733718,1490898774
733962,1450865546
734146,2003620410
734170,537237533
734284,1252380531
734336,1952213963
734388,1059930455
734448,1443669244
734932,1991882750
735362,1629151988
735819,982844461
736117,2077737823
738817,1441827239
739186,1946114278
739262,1705498672
739358,3263965267
739584,3163011962
739811,1536530394
739994,1490454989
740090,3150749058
740298,1490899338
740475,2026961570
740531,2027077835
740924,3178237771
740964,1998945385
741164,1300375604
741440,3154435189
741492,3157038893
741647,1490462117
741720,1285008503
741976,2003648894
742068,1536664734
742196,1539871066
742316,3157396031
742376,1779769915
742766,1998696133
742904,1533122013
743052,3227333584
743092,3206805400
743588,4064996367
743636,3280955448
743811,1491141480
743859,1490899636
744639,1822878736
745785,3197039335
745833,1053487330
745921,1907472266
746009,3283523828
746125,2030037236
746357,1909307578
746417,1969981881
746586,1909637604
747050,1681961845
747179,3206668963
747235,3210517302
747267,3209087743
747615,1163311698
748044,3214605557
748076,1490458243
748260,1762544162
748296,3169930517
748392,1433884878
748428,3254875794
748548,3221589091
748691,2017654117
748731,3241943260
748803,3233465825
748935,1487812885
749239,1887712519
749287,3256810783
749335,2026577322
749423,3332828522
749532,1078239092
749889,1848453329
750001,707288043
750057,3259169612
750105,2098217815
750145,1539821375
750205,1533203635
750253,1972574628
750293,1487657036
750333,1487814583
750373,1231766532
750433,3278163685
750953,18144498
751154,1450941105
751534,2014475660
751581,1805323498
752147,1517637865
752245,3245326698
752349,1490462229
752489,3263374127
753198,1517412433
753334,1539486982
753418,1517476431
753514,1517457357
753686,3337581702
754248,3443319648
754296,1548730263
755209,1536665933
755332,3227364212
755512,3227311214
755983,1529514919
756135,3275666942
756267,3223796779
756869,3258923153
757020,3383329324
757260,990857177
757468,1672592668
757520,1547465712
757584,1651918155
757676,3322161061
757704,3343010171
757732,3299556549
757784,3318171758
758112,1814439386
758220,3328721890
758543,3277799182
758847,3288943364
758974,3357945620
759164,3322224042
759424,1945933837
759572,1520315266
760178,3405874980
760262,3361848647
760470,1547449526
760666,3380260199
760726,3428630407
761204,3458597424
761836,22341430
761884,1829581290
761908,918743283
761962,1919256500
762134,3382895984
762430,3393724606
762478,3394688403
763221,1641420771
763253,1682419341
763446,3312795169
763490,3227358506
763598,3322113559
763630,3407815847
763710,2003666202
763910,3282206008
763990,3394729642
764314,1887725612
764350,1487799277
764382,3458301993
764461,3402320520
764776,3371221507
765243,3232633532
766198,1454310587
766238,3383289686
766326,3411752978
766374,3427079299
766986,3414810357
767221,3434933627
767273,3452761026
767686,1909172324
767974,3410253489
768130,2116246363
768414,3256890222
768518,3443117176
768629,3388912230
769196,1718566984
769228,560590137
769412,3470164904
769763,66164898
769971,1426326214
770031,3460189677
770111,3491172022
770225,1330166525
770409,3476110168
770581,1632922733
770641,3380259967
770789,3452121140
771275,3432828711
771299,3492813286
771578,1892273829
771654,3152013918
772174,1278881507
772391,3258985978
772541,1547470464
772720,3657379380
773144,1444863841
773204,12085499
773652,3511034245
773696,1897528247
773811,3478582593
774189,1707856110
774237,1782885282
774301,154220
774477,3364523903
774553,3524257481
774738,3206794740
775145,1776133141
775517,3394765761
775572,3568335123
775596,1545710565
775824,1547440054
776088,3554879479
776152,3532169118
776235,1450981734
776607,3545047366
776747,1786794912
776775,3524061402
776807,3533187128
776855,1520550101
776903,3144066846
777144,3480457144
777208,3452723211
777244,3567035343
777448,3592661924
777855,761705375
778859,1536665099
778899,3458114940
779126,3567036832
779162,3444215943
779194,3587867209
779226,3598281116
779446,3157300991
779590,3545772607
779650,3447018483
780110,2026690227
780390,3589250783
781090,3893368106
781130,3651265064
781746,3536927432
781891,1786893472
782043,1273033076
782227,1854045007
782339,3447018548
782915,3710493533
783023,3616727887
783063,3411808268
783173,3609292002
783433,3626606814
783461,3520582335
783561,3629374641
783625,3596294386
783852,3572059059
783789,6950260560
783924,1687776418
784063,3572093543
784665,3557554785
785058,5602963487
785438,3609319275
785478,3597301917
785582,3669768667
786132,3426967255
786444,1034889179
786484,3447018598
787166,3641352466
787198,3654208535
787285,3673686533
788166,3572069300
788322,3498973057
788382,3774617359
788513,1037972303
788964,1748117767
789640,3196824084
790180,1967252876
790304,1690355773
790724,1956952
791912,1344536711
791956,22423691
792108,3383389153
792140,3923948349
792188,3447018306
792220,3928247172
792461,324723232
793338,3380259861
793594,3543112159
793690,3358209913
793842,3575822374
794004,1389607597
794553,2001885398
795043,3505269018
795094,3505255110
795142,1538366388
795415,4478455178
795554,3505276203
795759,1079851654
796015,3391865718
796067,3543026972
796323,3537303730
796411,3965239856
796901,3355649171
797121,3288950948
797333,3444205634
797663,3408087272
797724,3355609132
798000,3763789940
798176,3752541385
798953,1809883698
799069,3744907254
799133,3995456101
799205,3958169892
799406,3517486700
799578,3923880835
799802,3927230050
800086,3573865370
800684,3951420961
801107,3925024436
801299,3248899280
801678,3408598352
802318,3444192608
802378,3537275773
802547,3391338842
802627,3187093644
802683,708589585
803022,3431637486
803234,7304913460
803503,4005432500
803603,1498353998
803655,3357945272
804170,1916247180
804421,3940223977
804613,2001512
804952,3569700416
805068,3613303646
805180,5282208523
805332,3246213661
805682,219794
805800,1539704524
805848,3629839429
805988,3974861933
806008,3944320436
806042,3981993541
806526,4009958651
806802,4007533516
806834,4004428408
807156,3590121532
808459,4042623146
812320,3288955804
813333,4016715828
814462,4022084615
814547,3944590856
815125,4067144999
815213,4044087895
815353,1199581670
815537,3241587189
816595,1410308038
816796,3283811209
817618,1686752722
818242,4114087785
818322,424548
818382,1638396
818442,12722597
819134,3971909910
819794,4057895882
820072,3557561592
820184,2017591238
821253,4167191014
821289,3936106146
822663,4019741263
822755,3432829023
823165,4116151087
824453,1707853810
824641,4113959532
824677,4273812695
824717,3569639124
824829,3505221226
825181,4124779083
825233,4141615296
825373,4112111912
826004,4634828191
826056,3631064259
826200,4153433459
826647,4158421295
826731,4163179108
826927,67848121
827091,3757890479
827131,4104471530
827300,4063222009
827354,4190763599
827436,4042619790
827616,1514651002
827760,4150552671
827788,1498353896
827848,3411728173
827939,2017553091
828030,3598878742
828237,4225673152
828277,3643227631
828809,4126161703
828937,4181678837
828933,3598869191
829085,4202033835
829178,1873953817
829513,3191313310
829625,4201480892
829776,4212134697
829936,3569616532
830032,3569618419
830072,3950194039
830148,3297781858
830224,4196503679
830236,3569623729
830592,3302654582
830632,3277855601
830680,3394780578
830720,3496468947
830776,3639766913
830808,3396050800
830876,3456171416
830964,3967846936
831361,4212450917
831718,4153451635
831738,4057903328
832329,4227143364
832740,4201481310
832966,1866547
833058,4242494919
833082,3758040484
833345,4194559726
833385,3631069788
833589,1046915544
834234,4248442846
834462,3569655223
834418,4257461308
835532,3177791593
835568,4201481008
835942,228769
836407,4270380126
836605,11923707
837287,4267869692
837401,1795686198
837464,4324136138
837533,4324137216
837584,4324136132
837626,4324137220
837662,4330421918
837784,4342248103
837868,4326534128
837922,4103016435
838958,4322734770
839307,3624522688
839549,4350381633
839928,3936063681
840458,3452532111
840479,1613846338
840629,3222902436
840737,4347828511
840776,4347494242
840821,1909249050
841263,3358209498
841308,4377754919
841392,4200365815
841445,4486651608
842162,4087499637
842273,17117946
842438,16816936
842747,2450868
842693,1450853146
843053,3174169278
843272,3521258498
843371,1938681649
843453,4416714417
843857,3579239412
843890,4418237546
843878,3174144661
844139,4164615213
844157,4066374646
844319,673521
844425,4392262416
844540,1308468530
844579,1286612496
844717,3355664714
844813,4089226070
844897,4366050225
844942,4399799391
844996,4399798020
845107,4386522577
845202,4588137954
845651,1952220988
845666,4373767962
845756,4408611278
846162,3358209684
846207,3565268457
846246,3543040968
846291,3227268359
846372,1496598778
846438,3569684356
848121,3259834603
846686,4312431249
846881,1533110505
846917,3355575349
847004,3631090472
847034,4528911185
847223,4062021414
847262,3337577559
847336,4397758894
847365,1301389337
847482,1221887023
847722,4326522312
847847,4445430630
848229,3543020520
848226,3223494698
848274,4452652566
848323,1921453890
848368,4492219839
848386,4544087328
848886,5212548594
848994,4453438621
849024,4453438603
849087,4347252565
849910,1613869506
850687,3358209347
850861,3426940177
850922,3233111776
851593,4544974216
851617,4459607145
852019,4511522333
852095,3926237781
852544,4172753331
852568,4453336433
852867,4460073272
852897,4493604648
853047,4515135274
853651,4166088040
853945,4486314041
854219,4551196364
854627,4307642015
854675,4269692862
855150,4359413910
855445,4576070596
856101,4602250367
856116,4623341769
856149,4558537600
856293,4583898492
856428,4485579968
856740,4584801795
856755,4347155408
856940,4625328013
857116,4617879711
857361,4595295757
857976,4625328025
858092,4594280636
858122,3279966821
858167,3357386422
858197,3233172879
858343,4633876639
858466,3543094494
858502,3631073658
858586,4305535645
858778,4463701547
858888,4153409217
858962,1508217543
859203,4780984159
859302,4633427663
859422,4656596909
859515,4310580301
859696,4087446701
859761,3457329733
860033,4166108032
860066,3524468527
860295,4470456428
860370,4705209424
860382,4784200447
860406,4681833892
860463,4470362688
860484,4664962205
860733,3752818055
860787,4068720565
860838,4613211085
864125,4698165191
861111,4634393583
861773,4470318450
861830,4676711284
861854,4699885735
861890,4680531278
861920,3915517663
862004,19186747
862025,17268166
862052,280168
862223,1189776
862256,1795719
862397,21751992
862436,1149163508
862712,3481791912
862869,1288022200
862919,4676355221
863611,3318172175
864212,3709278889
864467,4703696907
864581,4441245960
864688,3408933313
864721,4755463509
864938,4730137465
865317,4780657907
865425,4200389476
865455,4716495348
865674,4758653454
866264,2038119425
866384,2011553347
866684,2038119439
866853,18860894
867288,4766944332
867357,4762612652
867480,4670238906
868769,1903547
868784,4767577555
869136,4782808942
869258,5533526422
869767,3365173599
869905,4148717681
869972,4223226585
870328,19955728
870572,374328
871278,4860809333
871456,3927303384
871630,4642570216
871821,4665171319
872076,4272651609
872247,4805776002
872344,4832520275
872494,3380260081
872653,4739752867
873462,1777388360
873669,3469817500
873873,4833150925
874095,4334413915
874155,1547437319
874203,3529341346
874216,4064958684
874972,4122136517
875011,5960326837
875098,6916483080
875371,4873348812
875464,4676229767
875490,3432828826
875586,4937585032
876046,4883563263
876106,4902288220
876181,4888161179
876304,4492566390
876400,4492791687
877030,4958652212
877249,4218454329
877471,4937454861
877492,4977659964
877657,4915142530
878348,4892194758
878393,4291975926
878837,4941123880
879071,4977870842
879122,4928593184
879368,4173267622
879416,4793686976
879527,3543106783
879566,4515136446
879677,4478154637
879779,5001251058
879800,4696405544
879830,4720293976
879866,4986361912
879956,4720286053
880034,4997059525
880070,5779079196
880106,4689016255
880136,4836285030
880160,4540561500
880205,4836293008
880256,5085416019
880704,5078184290
880763,4347252825
880805,4918415900
881214,5022697583
881855,5116364297
882054,3452746074
882411,4329730639
882459,4107186350
882785,4508378268
882822,4974315111
882851,4901925353
882875,5026723028
882932,4316433947
883075,4999979206
883226,4684718101
883388,3383452025
884062,5087163273
884270,4754099697
884394,4901207204
884581,4905262833
884707,4733252631
885122,4563503305
885236,4839848697
885389,4833219966
885689,4771831225
885713,819428
886091,3958605667
886315,5055850942
886399,5122924678
888146,4676317184
886546,4463889961
886888,4733376544
886930,3543032788
886966,4844832069
886984,5100902885
887008,5100969234
887035,9622057
887863,982825972
887972,4987803057
888041,5073786614
888158,4999307779
889794,5116380980
888489,4145445853
889159,5138243763
889258,4824239425
889306,4871576975
889498,5088918329
889524,5116371572
889584,5154916136
889932,4571912205
890338,5103254121
890350,5116372780
890410,4478156736
890500,5114914980
890671,4540444658
890809,4563451861
891475,626406340
891521,4856343707
891594,3380260258
891705,4261308034
891813,4217636435
891849,3943876214
892086,4579841536
892134,4865973417
892799,1690500481
892835,3953159885
893122,5188187929
893146,5191292132
893677,4644565693
893864,5159705350
894056,5220060492
894071,9367818
894101,1895047349
894135,1093567809
894468,66953542
894582,1029453964
894639,939969754
894735,4469917716
894771,1295418898
894894,4363885174
894918,5178413310
894947,5184058090
895280,290913
895658,3263279866
895724,4812383874
895943,5199958661
895973,5289179439
895997,4414615274
896084,5113747717
896159,5171709937
896303,3433818244
896820,361415325
896919,5278024800
897011,5200050976
897071,1560238
897242,11845897
897346,4612446926
897414,1268892393
897782,5240256468
897809,1988799257
897845,5242971092
898457,4933797097
898624,1490904227
898666,5239558824
898828,1805326002
898992,4814671837
899013,4814684130
899111,5285813283
899336,4754105743
899542,5420340343
899870,4933753184
900075,5247652196
900750,3502238854
900837,3598772925
900939,5334718551
900987,4754092310
901113,5212485768
901360,5385450319
901390,4754110371
901580,5099086664
901610,5242971104
901634,4320217119
901724,5242971096
901859,5294816960
901883,5297883447
901934,5289916744
902029,5289319773
902222,4524343985
902353,4518804690
902365,4543720624
902556,5163199660
902646,5150872809
902671,4814289395
902906,5123252314
903044,2011987591
903080,5020417179
903152,4358464283
903170,1822703047
903823,3941891576
904060,5151178940
904242,5345567475
904355,4844369734
904403,4470086219
904714,4881081502
905186,5459697723
905225,5406258115
905258,4844405202
905600,5376203500
905684,5355716983
905711,5368651433
905753,5341514702
905837,5391527173
906113,3757016635
906170,4708231905
907134,5376205974
907263,5396239100
907344,5376205970
907416,5355473671
907505,5384314922
907568,5381404968
907604,5381404716
907688,5204148097
907742,5463293422
907910,5312417033
908440,4010720408
908794,4689116946
908893,5480479155
909038,5277169110
909062,5459918588
909717,5382861557
910136,5444672883
910160,1477965821
910199,5107756437
910535,1547434387
910874,1356448460
910919,5443688681
911003,5502067487
911033,5463113264
911303,5435065425
911483,3971912841
911595,5207607654
912270,4614917678
912594,4793655129
912620,3598782915
912843,3521233372
912918,5531868000
912972,5483504864
913002,5676333776
913053,5552124921
913482,4720335407
913533,5501901336
913848,4306836221
914001,1069104604
914085,970958416
914122,3174235697
914345,5107445946
914366,5483469006
914423,3943916489
914695,1451685009
914770,5508054495
915104,4714968078
915246,3933329848
915484,5519650518
915822,5627677252
915967,4197941160
916036,5154536337
916203,4571561276
916309,5620438188
916331,5620441568
916464,5581112615
916574,5682025328
917417,5272560490
917418,5602619617
917420,4707024317
917439,5960330804
917452,5700066045
918259,5633842005
918742,4767325296
918947,5620855093
918993,5642496222
919514,5577753255
919538,5608414601
919593,4547279204
919720,5637745332
919766,4521204055
920450,4218454407
920610,5568860124
920639,5637745328
920740,5628064401
920902,5628083311
920948,4521901145
920994,5577655134
923074,5732430569
921878,4797672865
921942,4835465601
921985,4524138849
922022,4614917846
922296,5628087927
922339,5627272600
922658,5642795939
922828,4814617592
922910,5709784150
923021,5629925830
923046,5631401277
923078,5660646239
923710,1095959
923734,559908141
924065,5681581196
924117,5122460028
924139,1768538
924209,1830515077
924344,3996871284
924433,5714462572
924623,5602909109
925443,5579036631
925753,5689732451
926424,5712358413
926693,5750465342
927021,5710641171
927122,4329360323
927324,5623373231
927756,3550468700
927792,5854358143
928543,5755769027
928568,5830184414
928584,4256847307
928600,5813719262
928988,6023108114
928989,3414156879
929116,4501418256
929188,5272504586
929476,5799240703
929797,4589682124
929834,4861652729
929868,5764326624
930014,2291925
930130,2015142991
930646,5342133699
930677,5798570981
930705,5774979769
930724,3988147808
930764,5801408541
930861,414703
930951,1740091
930980,239460
931220,5768382601
931283,5812368404
931303,5812353555
931542,5790240542
931715,5823313368
931757,1511639
931874,5776662155
932398,5013208533
932756,5737344471
932796,5854345023
933187,423492
933218,1694831686
933322,4579719401
933379,5918495705
933519,4856010444
933719,5652919495
933762,5805079592
933930,5840480095
933946,5837494856
934070,4881088223
934283,17262648
934299,309186869
934424,5172545536
934487,4537325978
934595,5581683867
934699,5812771597
934754,5776662165
935098,5849850565
935168,5854146713
935259,5580337563
935311,4543701018
935504,5631094999
935541,3397745746
935686,3542558018
935726,5333031870
935790,1519090614
935832,4560683822
935914,3743093313
935927,5922436237
935995,3554859823
936289,5909422978
936288,427871
936512,5026181748
936600,6097759720
937184,5779029192
937437,795383745
937453,5313027385
937845,5855650098
937967,5837734855
939181,5735958523
939197,5735910062
939222,5892936400
939436,4869457947
939671,4793643685
939744,4793671731
939772,5870987744
939800,5849961316
939828,6033344322
940244,5909173462
940337,5128619985
940408,5599713128
940469,5917886353
940491,5971696595
940513,5972375457
940586,5882524523
940759,5921330751
940772,5849972037
941184,5900395867
941237,5960825299
941283,5960331832
942287,5605035625
942326,5914428701
942411,5931501209
942613,4249398503
942670,5929433092
942755,5925496242
943770,304342992
943820,3545786348
943856,1216301
943896,5935944020
944014,1098294082
944092,4572377195
944293,4981170923
944339,5946384787
944403,5992069100
944782,5758439229
944843,5968899845
945473,4859870389
945674,4273178186
945687,5161898806
945778,5975705235
945965,5754256882
945996,945720838
946085,4843188320
946681,5960875932
946798,5528096762
947017,3528992592
947052,4644655055
947322,5998403434
947350,5368494862
947831,5983329772
947862,6015584108
948310,4664610259
948365,5968541368
948443,4543750126
948754,6062746184
948797,6074105667
948810,764769
948955,423460
948984,423498
949031,1253497
949610,3447017149
950453,6146738370
950532,6030410703
950736,4236499931
950842,6030410591
950870,4718838739
951374,6024815917
951450,4823940228
951867,1775224243
952162,4679783556
952249,6146738380
952508,5887547728
952607,6066762988
952703,6019633211
953408,3616848814
953750,6048860312
953809,5329793744
953840,6066688905
954345,3971915430
954414,6106947073
954519,6070358866
955362,6015708060
955483,6105279550
955524,5219555803
955572,4525745090
955743,6117190308
955834,6114850214
956055,1276980477
956224,5814081397
956291,6123264919
956361,6123264923
956383,5946384927
956453,6070398242
957097,6137291433
957155,6015710145
957222,6159058897
957415,6098824622
957476,5992446252
957577,3469804542
957665,3651495475
957756,999187123
957883,4803433144
957926,1330084
958134,3613495695
958177,6114832766
958245,6153948993
958375,6105141784
958548,6152674993
958693,662994071
959258,6157501961
959731,6024753464
959767,4181571026
960104,6165241641
960197,6146738394
960198,6125184739
961517,6085577296
961731,6125184753
961747,5508880570
961826,1559578
961926,6267015972
962054,4861113019
962589,6015786999
962615,5187493172
962828,1234114434
963225,5905633221
963259,4018476376
963386,1703729789
964057,4507943307
964088,4884086666
964143,5727852292
964183,5131965639
964228,3233085676
964811,5518495050
965111,6019317184
965181,6231666030
965472,6158230695
965503,5708873835
966077,5628083311
966084,5642266721
966319,6278188013
966413,6158955016
966841,5238793413
966863,6262446934
967238,5871233167
967427,4607822826
967479,6019531082
967527,6285676167
967555,6285689339
967751,999412154
967970,1800540937
968139,5868011563
968255,6259939594
969972,5100786981
970432,424989
970642,4539218879
970745,6162769126
970797,6263555266
970867,6248990578
971092,6222201087
971132,6298947491
971193,6262450615
971224,6300265513
971225,4628678762
971370,6341464942
971371,1764795619
971864,5709784152
971900,5964288877
971973,5089337171
970038,3255221629
972239,6338951313
972756,5905364878
972945,5980347669
973881,6335439121
974331,6085663149
974422,6311834300
974451,6090076954
974498,5799061511
974634,6159029675
975039,4129841724
975235,6015772285
975299,6366284540
975369,6393212280
975600,6386373848
975839,6126169752
976638,4326097073
977032,6126108667
977210,4432317027
978058,6322641683
978801,6015729795
978895,6085578474
978941,5789776784
978991,6126145627
979037,2169469
979530,6420353156
979558,6038647314
979781,6505132697
979899,6356873250
980434,6369015582
980732,6126165379
980896,4459759659
981009,6104835402
981058,5238792288
981107,4579185421
981141,6140645236
981218,5353153746
981399,6385166365
981960,6104958229
982360,6363757302
982463,6114793795
982593,6085573603
982636,5238795617
982637,6137235953
982716,6266988596
983113,4016574907
983558,6223577058
983601,6561602047
983801,4789726179
983886,5905269272
984492,6426549719
984541,6426555970
984611,6443164989
984660,6443164999
984722,3355628989
984908,6407961109
985185,6432751816
985207,6432752272
985250,6426555974
985336,6401275751
985479,5964065305
986106,473322445
986197,6400500170
986859,5139378335
987840,5380803238
988240,6473037391
988268,6125951762
989054,6403098524
990288,5577767524
990370,6424723636
990407,6443894513
990564,6645979803
991825,6386370585
993539,6023107832
993562,6511961624
993578,1152321203
993596,6285736589
994634,6499679898
994695,6379451660
994896,4902234196
994939,6680649082
994997,6038671458
995016,6489899750
995186,5518510829
995208,5753538652
995257,6162648599
996383,6876574881
996540,6436658146
996547,4740082447
996671,6133056103
997667,6497066182
997764,6523601874
997861,6601401001
999013,5789952653
999092,6601805097
999153,5698581259
1009096,6850075712
1000008,6598363412
1000051,6537697620
1000118,1171365
1000841,6531289265
1000874,6366268217
1001846,6581479630
1001969,4595657682
970306,2253260
970316,222512
1003155,6598803010
1003270,6528702842
1003679,6572051441
1003714,6370808292
1003760,6533457102
1003866,5130651204
1003894,1980397308
1005000,6589520227
1005398,6583623367
1005469,6596839434
1006502,6617848614
1007349,6022660743
1008521,6038836143
1008922,6676546118
1008944,6618434063
1009041,6738814686
1009214,5947449721
1009393,6618292701
1009409,6688442693
1009899,6621175171
1010587,6019668742
1011615,5874276062
1011699,6604312252
1011749,6366182897
1011801,1808332
1011870,2169493
1011969,8131989
1012161,274312
1012273,2471818
1012645,1773766
1013056,1852917904
1013207,6669241995
1013457,17739095
1014266,6811205393
1014288,6612069089
1014648,6662323672
1014816,6630943495
1015071,5809044325
1015093,4741318796
1015146,6055765039
1015426,2126931
1016154,6589978436
1016305,6652439898
1017121,6563590770
1019659,5813481324
