source,id,SM_id,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,7483114,127,[{'itunes': '1304808766'}],,Sesame Street,The Four Sneezons,,FALSE,[2817041],,,,"('No multiple ids for this link', [{'itunes': '1304808766'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7502615,14749,[{'itunes': '1277398094'}],,Sofia the First,Princess Jade,,FALSE,[3348680],,,,"('No multiple ids for this link', [{'itunes': '1277398094'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7502623,37718,[{'netflixusa': '80205144'}],,Sin Senos Si Hay Paraiso,Blanco equivocado,,FALSE,[3792485],,,,"('No multiple ids for this link', [{'netflixusa': '80205144'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7454417,20933,[{'itunes': '1277754187'}],,Girlfriends' Guide to Divorce,Rule #706: Let Them Eat Cupcakes,,FALSE,[3967307],,,,"('No multiple ids for this link', [{'itunes': '1277754187'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7382299,32178,[{'itunes': '1274804093'}],,Zoo,The Black Forest,,FALSE,[2742287],,,,"('No multiple ids for this link', [{'itunes': '1274804093'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,294088,13642,[{'itunes': '458868134'}],,Star Trek: Deep Space Nine,What You Leave Behind (Part 2),,FALSE,"[13412730, 2740964]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,360976,13689,[{'itunes': '469821646'}],,Star Trek: The Next Generation,All Good Things... (Part 2),,FALSE,[2743273],,,,"('No multiple ids for this link', [{'itunes': '469821646'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6898912,613,[{'itunes': '1238984536'}],,Archer,Archer Dreamland: Auflosung,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '1238984536'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7088622,66,[{'itunes': '1238038397'}],,Family Guy,A House Full of Peters,,FALSE,[2826089],,,,"('No multiple ids for this link', [{'itunes': '1238038397'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,326066,68,[{'itunes': '650509147'}],,The Cleveland Show,Wheel! Of! Family!,,FALSE,[3233312],,,,"('No multiple ids for this link', [{'itunes': '650509147'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,19326,991,[{'itunes': '324534025'}],,Star Trek: The Original Series,Turnabout Intruder,,FALSE,"[2785360, 13698332]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,268052,13620,[{'itunes': '459218040'}],,Star Trek: Voyager,Endgame (Parts 1 & 2),,FALSE,"[13414637, 2835226]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,5504293,2296,[{'vudu': '903251'}],,Bob the Builder,Scoop's Shockers,,FALSE,"[13293285, 2877804]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,4675484,2445,[{'amazon': 'B014WH8JDG'}],,Ghost in the Shell: Stand Alone Complex,PYROPHORIC CULT (Part 2),,FALSE,[13285086],,,,"('No multiple ids for this link', [{'amazon': 'B014WH8JDG'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,183,159,[{'itunes': '316589352'}],,Grey's Anatomy,Here's to Future Days,,FALSE,[12261781],,,,"('No multiple ids for this link', [{'itunes': '316589352'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,474,165,[{'itunes': '477654318'}],,Revenge,Charade,,FALSE,[3245075],,,,"('No multiple ids for this link', [{'itunes': '477654318'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,673,1587,[{'itunes': '389652249'}],,Better Off Ted,It's a Party and I'll Lie if I Want to,,FALSE,"[13390947, 2851894]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,1008,446,[{'itunes': '316462004'}],,Lost,The Incident (Part 2),,FALSE,"[14776976, 2902136]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,1112,171,[{'itunes': '489019399'}],,Last Man Standing,The Passion of the Mandy,,FALSE,[3144644],,,,"('No multiple ids for this link', [{'itunes': '489019399'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,3743,1627,[{'netflixusa': '70144010'}],,The Deep End,"White Lies, Black Ties",,TRUE,[],,,,"('No multiple ids for this link', [{'netflixusa': '70144010'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6150,1695,[{'itunes': '391250988'}],,The Gates,Little Girl Lost,,FALSE,[3095428],,,,"('No multiple ids for this link', [{'itunes': '391250988'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6557,1707,[{'itunes': '876897979'}],,Sonic the Hedgehog,Drood Henge,,FALSE,[2760865],,,,"('No multiple ids for this link', [{'itunes': '876897979'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6777,1720,[{'amazon': 'B07JGBJYWS'}],,The Young Riders,Till Death Do Us Part (Part 1),,FALSE,[13369070],,,,"('No multiple ids for this link', [{'amazon': 'B07JGBJYWS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7050,1725,[{'hulu': '678d99b9-70ba-4f09-9349-4187a8b4bec2'}],,The Wonder Years,Independence Day,,FALSE,"[2749231, 2749129]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,7542,205,[{'itunes': '485268506'}],,The Office,Mrs. California,,FALSE,"[14791288, 2831759]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,7759,206,[{'itunes': '428160569'}],,30 Rock,Plan B,,FALSE,[2909740],,,,"('No multiple ids for this link', [{'itunes': '428160569'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7859,208,[{'itunes': '481623904'}],,Parks and Recreation,The Smallest Park,,FALSE,[3520278],,,,"('No multiple ids for this link', [{'itunes': '481623904'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7918,1737,[{'itunes': '315881720'}],,Friends,The One Where Joey Speaks French,,FALSE,"[14793392, 12363153]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,8941,314,[{'itunes': '316680734'}],,My Name is Earl,Dodge's Dad,,FALSE,[12260860],,,,"('No multiple ids for this link', [{'itunes': '316680734'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,9293,307,[{'itunes': '487240401'}],,Law & Order: Special Victims Unit,Spiraling Down,,FALSE,[3028229],,,,"('No multiple ids for this link', [{'itunes': '487240401'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,9574,311,[{'itunes': '447733232'}],,Friday Night Lights,Texas Whatever,,FALSE,[2862296],,,,"('No multiple ids for this link', [{'itunes': '447733232'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,9786,1738,[{'itunes': '374301728'}],,The A-Team,Without Reservations,,FALSE,[2763188],,,,"('No multiple ids for this link', [{'itunes': '374301728'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,10636,1747,[{'itunes': '477046138'}],,Cheers,"Rebecca Gaines, Rebecca Loses (Part 1)",,FALSE,[3281503],,,,"('No multiple ids for this link', [{'itunes': '477046138'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,10904,493,[{'itunes': '414208984'}],,Merlin,The Coming of Arthur (Part 2),,FALSE,"[2836687, 14805918]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,12073,1760,[{'itunes': '632806264'}],,Frasier,Detour,,FALSE,[4637547],,,,"('No multiple ids for this link', [{'itunes': '632806264'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,12852,1772,[{'amazon': 'B01GKJ491K'}],,Sanford and Son,There'll Be Some Changes Made,,FALSE,[4068446],,,,"('No multiple ids for this link', [{'amazon': 'B01GKJ491K'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,13221,1778,[{'itunes': '292720009'}],,The West Wing,Tomorrow,,FALSE,[2778714],,,,"('No multiple ids for this link', [{'itunes': '292720009'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,13521,1782,[{'amazon': 'B0184IB5FS'}],,Diff'rent Strokes,Green Hair,,FALSE,[3600641],,,,"('No multiple ids for this link', [{'amazon': 'B0184IB5FS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,14330,310,[{'itunes': '311757566'}],,Life,One,,FALSE,[2944349],,,,"('No multiple ids for this link', [{'itunes': '311757566'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,14808,316,[{'itunes': '299984385'}],,Lipstick Jungle,Chapter 18: Indecent Exposure,,FALSE,[2819675],,,,"('No multiple ids for this link', [{'itunes': '299984385'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,16654,1881,[{'itunes': '462511640'}],,Friends with Benefits,The Benefit of Being Shallow,,FALSE,[3293650],,,,"('No multiple ids for this link', [{'itunes': '462511640'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,17172,201,[{'itunes': '484648968'}],,Parenthood,Missing,,FALSE,[2992263],,,,"('No multiple ids for this link', [{'itunes': '484648968'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,17300,1919,[{'itunes': '385055106'}],,Persons Unknown,Saved,,FALSE,[3260600],,,,"('No multiple ids for this link', [{'itunes': '385055106'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,17678,968,[{'itunes': '489856445'}],,Rules Of Engagement,The Chair,,FALSE,"[14770772, 3012313]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,17758,954,[{'itunes': '481138664'}],,Criminal Minds,Hope,,FALSE,[3013720],,,,"('No multiple ids for this link', [{'itunes': '481138664'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,18163,965,[{'itunes': '489185083'}],,NCIS,Newborn King,,FALSE,[2811626],,,,"('No multiple ids for this link', [{'itunes': '489185083'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,18361,956,[{'itunes': '486148820'}],,CSI: Miami,Long Gone,,FALSE,[12261484],,,,"('No multiple ids for this link', [{'itunes': '486148820'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,18683,962,[{'itunes': '482548523'}],,How I Met Your Mother,The Rebound Girl,,FALSE,"[12518837, 3008472]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,18832,960,[{'itunes': '482496316'}],,Hawaii Five-0,Ki'ilua,,FALSE,[3021149],,,,"('No multiple ids for this link', [{'itunes': '482496316'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,19178,957,[{'itunes': '471104495'}],,CSI: NY,Cavallino Rampante,,FALSE,[2932055],,,,"('No multiple ids for this link', [{'itunes': '471104495'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,19295,952,[{'itunes': '485570168'}],,Blue Bloods,Moonlighting,,FALSE,[3120767],,,,"('No multiple ids for this link', [{'itunes': '485570168'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,19418,1937,[{'itunes': '471680828'}],,The Twilight Zone,What's in the Box?,,FALSE,[3855806],,,,"('No multiple ids for this link', [{'itunes': '471680828'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,19649,948,[{'amazon': 'B010RHLE4G'}],,A Gifted Man,In Case of Missed Communication,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B010RHLE4G'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,19777,1939,[{'itunes': '276064933'}],,Jericho,Termination For Cause,,FALSE,[2809142],,,,"('No multiple ids for this link', [{'itunes': '276064933'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,21005,1948,[{'itunes': '654653440'}],,The Andy Griffith Show,Mayberry RFD,,FALSE,[4076968],,,,"('No multiple ids for this link', [{'itunes': '654653440'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,21396,1949,[{'netflixusa': '70206799'}],,Star Trek: The Animated Series,The Infinite Vulcan,,FALSE,[8999911],,,,"('No multiple ids for this link', [{'netflixusa': '70206799'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,21403,1950,[{'itunes': '558227405'}],,The Dick Van Dyke Show,The Last Chapter,,FALSE,[4097798],,,,"('No multiple ids for this link', [{'itunes': '558227405'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,21824,959,[{'itunes': '469783554'}],,The Good Wife,The Death Zone,,FALSE,[2932009],,,,"('No multiple ids for this link', [{'itunes': '469783554'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,22449,1958,[{'itunes': '876745725'}],,Dino Squad,Perseverance,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '876745725'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,23519,1969,[{'itunes': '279766839'}],,Good Times,Florida's Homecomin (Part 3),,FALSE,"[13328452, 4065709, 4064181]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,23559,1970,[{'itunes': '308236505'}],,The Jeffersons,George's Birthday,,FALSE,[4077617],,,,"('No multiple ids for this link', [{'itunes': '308236505'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,25342,2002,[{'starz': '15866'}],,Lonesome Dove,The Plains,,FALSE,[],,,,"('No multiple ids for this link', [{'starz': '15866'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,26231,2039,[{'vudu': '612182'}],,Pee-Wee's Playhouse,Playhouse for Sale,,FALSE,[4033925],,,,"('No multiple ids for this link', [{'vudu': '612182'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,26572,971,[{'hulu': '1b114540-9015-4340-ac85-766333435fc7'}],,Undercover Boss,BrightStar Care,,FALSE,[3033175],,,,"('No multiple ids for this link', [{'hulu': '1b114540-9015-4340-ac85-766333435fc7'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,27099,2066,[{'netflixusa': '70203227'}],,'Twas the Night Before Christmas,'Twas the Night Before Christmas,,FALSE,[14344173],,,,"('No multiple ids for this link', [{'netflixusa': '70203227'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,27378,2072,[{'itunes': '359025952'}],,Star Trek: Enterprise,Terra Prime,,FALSE,"[3281509, 2755156]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[{'variant_parent_id': '2755156'}],,
GuideBox,27476,2074,[{'amazon': 'B0063VAZ00'}],,Busytown Mysteries,The Admiral Hornblast's Nameplate Mystery / The Secret Spy Ring Mystery,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B0063VAZ00'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,27595,2082,[{'itunes': '476806086'}],,Care Bears: Adventures in Care-A-Lot,Grizzle-ized / Share and Share Alike,,FALSE,[3623224],,,,"('No multiple ids for this link', [{'itunes': '476806086'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,27606,2084,[{'vudu': '192513'}],,Horseland,The Whispering Gallery,,FALSE,[3204649],,,,"('No multiple ids for this link', [{'vudu': '192513'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28056,57,[{'itunes': '487578168'}],,Bones,The Twist in the Twister,,FALSE,[3192095],,,,"('No multiple ids for this link', [{'itunes': '487578168'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28190,67,[{'itunes': '488563384'}],,American Dad!,Season's Beatings,,FALSE,[2861457],,,,"('No multiple ids for this link', [{'itunes': '488563384'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28317,63,[{'itunes': '477474645'}],,New Girl,Naked,,FALSE,[3663404],,,,"('No multiple ids for this link', [{'itunes': '477474645'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28324,59,[{'itunes': '480233298'}],,Glee,Mash Off,,FALSE,[3239249],,,,"('No multiple ids for this link', [{'itunes': '480233298'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28447,60,[{'itunes': '483923677'}],,Terra Nova,Now You See Me,,FALSE,[3271337],,,,"('No multiple ids for this link', [{'itunes': '483923677'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28456,366,[{'itunes': '417604976'}],,Lie To Me,Killer App,,FALSE,"[2911281, 14779865]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,28895,368,[{'itunes': '353010102'}],,Dollhouse,Epitaph 2: Return,,FALSE,[5405842],,,,"('No multiple ids for this link', [{'itunes': '353010102'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,29264,371,[{'itunes': '436687257'}],,The Chicago Code,Black Sox,,FALSE,[3092360],,,,"('No multiple ids for this link', [{'itunes': '436687257'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,29403,372,[{'itunes': '426361631'}],,Traffic Light,No Good Deed,,FALSE,[3266691],,,,"('No multiple ids for this link', [{'itunes': '426361631'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,29520,2098,[{'itunes': '276024941'}],,Arrested Development,Development Arrested,,FALSE,[6362343],,,,"('No multiple ids for this link', [{'itunes': '276024941'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,29823,2103,[{'itunes': '461990794'}],,Futurama,Overclockwise,,FALSE,[3688613],,,,"('No multiple ids for this link', [{'itunes': '461990794'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,30149,369,[{'netflixusa': '70134076'}],,Prison Break,The Old Ball and Chain / Free,,TRUE,[13498757],,,,"('No multiple ids for this link', [{'netflixusa': '70134076'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,30896,2111,[{'hulu': 'a4e9dfc2-4c43-46f5-a046-81fef89a5dac'}],,Malcolm in the Middle,Graduation,,FALSE,[2755836],,,,"('No multiple ids for this link', [{'hulu': 'a4e9dfc2-4c43-46f5-a046-81fef89a5dac'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,31063,2112,[{'itunes': '851126904'}],,Goosebumps,Strained Peas,,FALSE,"[14787093, 3267970]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,31241,2117,[{'hulu': '0ed9303c-e5ba-4491-986d-9b0180707474'}],,The Bernie Mac Show,Bernie's Angels,,FALSE,[3956626],,,,"('No multiple ids for this link', [{'hulu': '0ed9303c-e5ba-4491-986d-9b0180707474'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,32196,2139,[{'itunes': '276338662'}],,Party of Five,"You Win Some, You Lose Some",,FALSE,[2750410],,,,"('No multiple ids for this link', [{'itunes': '276338662'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,32320,2146,[{'itunes': '385471423'}],,Sons of Tucson,Ron Quits,,FALSE,[3024012],,,,"('No multiple ids for this link', [{'itunes': '385471423'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,32577,2161,[{'itunes': '836517091'}],,Power Rangers,Danger and Destiny (Part 2),,FALSE,"[2840426, 14789037]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,33318,2165,[{'itunes': '579515393'}],,Ninja Turtles: The Next Mutation,Unchain My Heart (Part 4),,FALSE,"[13303440, 4614816]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,33447,61,[{'itunes': '486474998'}],,Raising Hope,The Men of New Natesville,,FALSE,[3079009],,,,"('No multiple ids for this link', [{'itunes': '486474998'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,33485,2168,[{'itunes': '481142711'}],,Winx Club,Valtor's Mark,,FALSE,"[13311150, 3950489, 3644279]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,35679,121,[{'itunes': '215401615'}],,The Electric Company,Episode 91A,,FALSE,"[13422902, 4121578, 4127981, 4128077]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,35753,2220,[{'itunes': '336401826'}],,The War,The Ghost Front: December 1944 - March 1945,,FALSE,[3217797],,,,"('No multiple ids for this link', [{'itunes': '336401826'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,36316,2268,[{'itunes': '874165952'}],,Liberty's Kids,We the People,,FALSE,[4987481],,,,"('No multiple ids for this link', [{'itunes': '874165952'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,36847,2305,[{'itunes': '342735782'}],,The Civil War,"The Better Angels of Our Nature, 1865",,FALSE,[4008158],,,,"('No multiple ids for this link', [{'itunes': '342735782'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,36871,137,[{'itunes': '478157237'}],,The Vampire Diaries,Ordinary People,,FALSE,[2855954],,,,"('No multiple ids for this link', [{'itunes': '478157237'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,36924,135,[{'itunes': '484102130'}],,Gossip Girl,Rhodes to Perdition,,FALSE,[2815844],,,,"('No multiple ids for this link', [{'itunes': '484102130'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,37021,141,[{'itunes': '484102307'}],,Hart of Dixie,The Pirate and the Practice,,FALSE,[3235483],,,,"('No multiple ids for this link', [{'itunes': '484102307'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,37031,134,[{'itunes': '482111734'}],,Supernatural,How to Win Friends and Influence Monsters,,FALSE,[2799826],,,,"('No multiple ids for this link', [{'itunes': '482111734'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,37170,133,[{'itunes': '433138970'}],,One Tree Hill,Quiet Little Voices,,FALSE,[2847363],,,,"('No multiple ids for this link', [{'itunes': '433138970'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,37349,138,[{'itunes': '485731130'}],,Nikita,Guardians,,FALSE,[3553974],,,,"('No multiple ids for this link', [{'itunes': '485731130'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,37381,139,[{'vudu': '240002'}],,Ringer,That's What You Get for Trying to Kill Me,,FALSE,[3290569],,,,"('No multiple ids for this link', [{'vudu': '240002'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,38385,2329,[{'netflixusa': '70202221'}],,Life UneXpected,Affair Remembered,,FALSE,[],,,,"('No multiple ids for this link', [{'netflixusa': '70202221'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,38549,385,[{'itunes': '455897473'}],,The Secret Life of the American Teenager,Flip Flop,,FALSE,[2858328],,,,"('No multiple ids for this link', [{'itunes': '455897473'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,39387,390,[{'itunes': '455469432'}],,Switched at Birth,The Homecoming,,FALSE,[2733653],,,,"('No multiple ids for this link', [{'itunes': '455469432'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,39488,384,[{'itunes': '451462773'}],,Pretty Little Liars,Never Letting Go,,FALSE,[3612695],,,,"('No multiple ids for this link', [{'itunes': '451462773'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,4989685,16879,[{'itunes': '1068097850'}],,Getting On,Reduced to Eating Boiled Magazines and Book Paste,,FALSE,[3894952],,,,"('No multiple ids for this link', [{'itunes': '1068097850'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,44487,2468,[{'itunes': '280759229'}],,Death Note,Renewal,,FALSE,[5377976],,,,"('No multiple ids for this link', [{'itunes': '280759229'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,44819,2488,[{'hulu': '3f91c7b0-ec06-4ffa-ac9f-b3651ba56801'}],,Durarara!,Selfless Devotion,,FALSE,"[7087851, 14784376]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,104864,6988,[{'itunes': '284825489'}],,OZ,Exeunt Omnes,,FALSE,[2926273],,,,"('No multiple ids for this link', [{'itunes': '284825489'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,44961,293,[{'itunes': '487505380'}],,Burn Notice,Acceptable Loss,,FALSE,[2812993],,,,"('No multiple ids for this link', [{'itunes': '487505380'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,45180,296,[{'itunes': '461665204'}],,Royal Pains,"A Little Art, a Little Science",,FALSE,"[14782263, 3150916]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,45367,2501,[{'vudu': '1137398'}],,He-Man and the Masters of the Universe,The Cold Zone,,FALSE,"[4691644, 14785589]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,46007,295,[{'itunes': '456030736'}],,White Collar,Countdown,,FALSE,[3008336],,,,"('No multiple ids for this link', [{'itunes': '456030736'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,46720,2529,[{'amazon': 'B004XUMM9A'}],,Human Planet,Cities: Surviving the Urban Jungle,,FALSE,[8967580],,,,"('No multiple ids for this link', [{'amazon': 'B004XUMM9A'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,47231,2553,[{'amazon': 'B00321OH3A'}],,Planet Earth,Seasonal Forests,,FALSE,[2929117],,,,"('No multiple ids for this link', [{'amazon': 'B00321OH3A'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48036,2600,[{'itunes': '309083785'}],,The Blue Planet,Coasts,,FALSE,"[3206141, 3941094, 3097764, 10541089, 10327879]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[{'variant_parent_id': '3097764'}],,
GuideBox,48238,2621,[{'itunes': '536784671'}],,Dexter,Talk to the Hand,,FALSE,[3236691],,,,"('No multiple ids for this link', [{'itunes': '536784671'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48323,2622,[{'itunes': '496128974'}],,Weeds,Fran Tarkenton,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '496128974'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48410,2624,[{'itunes': '390953414'}],,The Tudors,Finale Piece,,FALSE,[13278115],,,,"('No multiple ids for this link', [{'itunes': '390953414'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48449,2625,[{'itunes': '546519113'}],,Homeland,The Vest,,FALSE,[3278523],,,,"('No multiple ids for this link', [{'itunes': '546519113'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48460,2626,[{'itunes': '467545227'}],,Californication,And Justice For All,,FALSE,[2861639],,,,"('No multiple ids for this link', [{'itunes': '467545227'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48508,2627,[{'itunes': '443921534'}],,Shameless,"Father Frank, Full Of Grace",,FALSE,"[3065615, 3067491]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,48546,2629,[{'itunes': '320894174'}],,The L Word,Last Word,,FALSE,[2941482],,,,"('No multiple ids for this link', [{'itunes': '320894174'}])",No multiple ids for this link,,,,,,,,,,,,,
