source,id,SM_id,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,5612471,37293,[{'itunes': '1114124772'}],,Jacques Pepin: Heart and Soul,Menu Memories,,FALSE,[9499436],,,,"('No multiple ids for this link', [{'itunes': '1114124772'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7373782,13746,[{'itunes': '1302544102'}],,Teenage Mutant Ninja Turtles,Wanted: Bebop & Rocksteady,,FALSE,[3300697],,,,"('No multiple ids for this link', [{'itunes': '1302544102'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5514,1661,[{'vudu': '139760'}],,T.J. Hooker,The Witness,,FALSE,[],,,,"('No multiple ids for this link', [{'vudu': '139760'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,794025,15316,[{'itunes': '899519328'}],,Sam & Cat,#GettinWiggy,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '899519328'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,1237836,16470,[{'itunes': '926079935'}],,Witches of East End,For Whom the Spell Tolls,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '926079935'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6312515,38914,[{'itunes': '1174033481'}],,Sweet 15: Quinceanera,Once Upon a Quinceanera,,FALSE,[9966571],,,,"('No multiple ids for this link', [{'itunes': '1174033481'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6225,1697,[{'itunes': '289678711'}],,Barney Miller,The Mole,,FALSE,[4281859],,,,"('No multiple ids for this link', [{'itunes': '289678711'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,39070,2345,[{'itunes': '458978591'}],,Everwood,Foreverwood (Part 2),,FALSE,[2792661],,,,"('No multiple ids for this link', [{'itunes': '458978591'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,297569,528,[{'itunes': '590391974'}],,Jersey Shore,Reunion,,FALSE,"[13030800, 3037309]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,33343,2166,[{'vudu': '1077335'}],,21 Jump Street,Second Chances,,FALSE,[2913064],,,,"('No multiple ids for this link', [{'vudu': '1077335'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7409552,27449,[{'itunes': '1255967246'}],,The Tunnel,Episode 8,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '1255967246'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,304951,10439,[{'itunes': '455954561'}],,Torchwood, The Blood Line,,FALSE,[7325762],,,,"('No multiple ids for this link', [{'itunes': '455954561'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5775876,37745,[{'itunes': '1294900456'}],,HarmonQuest,The Quest Begins,,FALSE,[10083289],,,,"('No multiple ids for this link', [{'itunes': '1294900456'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,4677080,18899,[{'itunes': '1045823546'}],,Dominion,Sine Deo Nihil,,FALSE,[8948507],,,,"('No multiple ids for this link', [{'itunes': '1045823546'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,11355,323,[{'itunes': '954653336'}],,Quantum Leap,"Mirror Image: August 8, 1953",,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '954653336'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7461703,43993,[{'itunes': '1342456097'}],,Marvel's Spider-Man,Screwball Live,,FALSE,[3460629],,,,"('No multiple ids for this link', [{'itunes': '1342456097'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,329709,1796,[{'itunes': '1444929263'}],,Hill Street Blues,It Ain't Over Till it's Over,,FALSE,[2933893],,,,"('No multiple ids for this link', [{'itunes': '1444929263'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5302860,33041,[{'itunes': '1111929407'}],,Damien,Ave Satani,,FALSE,[9419460],,,,"('No multiple ids for this link', [{'itunes': '1111929407'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5755684,16671,[{'hulu': '9caf61f9-8422-4e86-9d6d-afe814f74201'}],,Please Like Me,Souvlaki,,FALSE,[8865201],,,,"('No multiple ids for this link', [{'hulu': '9caf61f9-8422-4e86-9d6d-afe814f74201'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,83003,1045,[{'itunes': '741248687'}],,Hey Arnold,Grandpa's Packard / Phoebe's Little Problem,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '741248687'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,38923,2342,[{'itunes': '412683194'}],,What I Like About You,Finally?,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '412683194'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5972545,38555,[{'itunes': '1172900143'}],,Quarry,Nuoc Cha Da Mon,,FALSE,"[3793937, 3793685]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[{'variant_parent_id': '3793685'}],,
GuideBox,5961742,15273,[{'itunes': '1150150230'}],,Hit The Floor,Til Death Do Us Part,,FALSE,[8208778],,,,"('No multiple ids for this link', [{'itunes': '1150150230'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7114077,16675,[{'itunes': '1252150248'}],,The Thundermans,Thunder in Paradise,,FALSE,[3433467],,,,"('No multiple ids for this link', [{'itunes': '1252150248'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,45678,2504,[{'amazon': 'B000WCV0YQ'}],,Hercules: The Legendary Journeys,The Unchained Heart,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B000WCV0YQ'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7416455,32509,[{'itunes': '1312757018'}],,Difficult People,The Silkwood,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '1312757018'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7713959,15896,[{'itunes': '1300619921'}],,Paw Patrol,Pups Save the Mail / Pups Save a Frog Mayor,,FALSE,[3530771],,,,"('No multiple ids for this link', [{'itunes': '1300619921'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,16268,1868,[{'itunes': '312614398'}],,I Dream of Jeannie,The Chili King,,FALSE,[2771686],,,,"('No multiple ids for this link', [{'itunes': '312614398'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,351508,958,[{'itunes': '743916210'}],,Flashpoint,Keep the Peace (Part 2),,FALSE,"[2974599, 14767958]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,20230,958,[{'itunes': '291706894'}],,Flashpoint,First In Line,,FALSE,"[14769765, 2974811]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,355313,1743,[{'itunes': '637670347'}],,Southland,Reckoning,,FALSE,[3656118],,,,"('No multiple ids for this link', [{'itunes': '637670347'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,294376,13469,[{'hulu': 'ba84e79e-36f6-4789-ad9e-12d23b0dafe2'}],,MI-5,Episode 6,,FALSE,"[13414205, 2763103, 2907565]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,99619,1066,[{'itunes': '280019754'}],,Zoey 101,Chasing Zoey,,FALSE,[2779412],,,,"('No multiple ids for this link', [{'itunes': '280019754'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7716111,533,[{'amazon': 'B0771XVQJK'}],,The Challenge,The Sinister Six,,FALSE,[2853245],,,,"('No multiple ids for this link', [{'amazon': 'B0771XVQJK'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5533635,17335,[{'itunes': '1114237769'}],,Faking It,Up in Flames,,FALSE,[3511007],,,,"('No multiple ids for this link', [{'itunes': '1114237769'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7725945,127,[{'hulu': 'c55da08f-7bca-4f9f-853d-b3373b147965'}],,Sesame Street,Zoe Has a Birthday Party for Rocco,,FALSE,[2786811],,,,"('No multiple ids for this link', [{'hulu': 'c55da08f-7bca-4f9f-853d-b3373b147965'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6498855,38005,[{'itunes': '1183461172'}],,Mars,Crossroads,,FALSE,[3842557],,,,"('No multiple ids for this link', [{'itunes': '1183461172'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6665858,25196,[{'itunes': '1200371868'}],,The Odd Couple (2015),Conscious Odd Coupling,,FALSE,[3804140],,,,"('No multiple ids for this link', [{'itunes': '1200371868'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,2829,1606,[{'amazon': 'B004RDV5GE'}],,Leave It To Beaver,Famiy Scrapbook,,FALSE,"[4083339, 14792020]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,84339,565,[{'itunes': '443345560'}],,Army Wives,Farewell to Arms,,FALSE,[3009194],,,,"('No multiple ids for this link', [{'itunes': '443345560'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,72253,5004,[{'itunes': '280190399'}],,Mad About You,The Test,,FALSE,"[2750226, 14777431]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,6905614,18712,[{'itunes': '1154735479'}],,DCI Banks,Undertow (Part 2),,FALSE,[3137333],,,,"('No multiple ids for this link', [{'itunes': '1154735479'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7374514,44285,[{'netflixusa': '80990803'}],,Somewhere Between,One Must Die,,FALSE,[10964367],,,,"('No multiple ids for this link', [{'netflixusa': '80990803'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,102683,615,[{'itunes': '458556944'}],,Rescue Me,Ashes,,FALSE,[2797252],,,,"('No multiple ids for this link', [{'itunes': '458556944'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,417485,13713,[{'itunes': '676261832'}],,Big Time Rush,Big Time Dreams (Parts 1 & 2),,FALSE,"[13411173, 3007484]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,4502510,16970,[{'itunes': '1001723695'}],,Atlantis,The Queen Must Die (Part 2),,FALSE,"[13371242, 3959055]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,29576,2099,[{'itunes': '910425965'}],,X-Men,Graduation Day,,FALSE,"[14803696, 2949619]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,254238,13100,[{'itunes': '570244835'}],,The Thick of It,Episode 3,,FALSE,[4149828],,,,"('No multiple ids for this link', [{'itunes': '570244835'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,38502,389,[{'itunes': '306866681'}],,Kyle XY,Bringing Down the House,,FALSE,[5266930],,,,"('No multiple ids for this link', [{'itunes': '306866681'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48809,2640,[{'itunes': '262083498'}],,Dead Like Me,Haunted,,FALSE,[3002556],,,,"('No multiple ids for this link', [{'itunes': '262083498'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7690821,9259,[{'itunes': '1298729184'}],,The Amazing World of Gumball,The Nuisance / The Line,,FALSE,[14768137],,,,"('No multiple ids for this link', [{'itunes': '1298729184'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,4635390,11352,[{'itunes': '1038478514'}],,Key & Peele,The End,,FALSE,"[14789020, 3949954]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,7653461,16070,[{'itunes': '1272779702'}],,Peppa Pig,Pirate Treasure / The Wishing Well / The Blackberry Bush / Chloe's Puppet Show,,FALSE,[13388191],,,,"('No multiple ids for this link', [{'itunes': '1272779702'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,4982620,142,[{'itunes': '1064864722'}],,America's Next Top Model,Finale Part Two: America's Next Top Model Is...,,FALSE,[2946678],,,,"('No multiple ids for this link', [{'itunes': '1064864722'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,13639,1784,[{'itunes': '299335023'}],,The Man From U.N.C.L.E.,The Seven Wonders of the World Affair (Part 2),,FALSE,"[4262282, 4262130]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,39159,2346,[{'vudu': '951314'}],,Grounded for Life,"Hello, Goodbye",,FALSE,[],,,,"('No multiple ids for this link', [{'vudu': '951314'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5533513,17737,[{'itunes': '1092144421'}],,Rogue,A Piece of Wood,,FALSE,[8137626],,,,"('No multiple ids for this link', [{'itunes': '1092144421'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6494,1703,[{'vudu': '1084868'}],,The Greatest American Hero,Divorce Venusian Style,,FALSE,[13372196],,,,"('No multiple ids for this link', [{'vudu': '1084868'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,319021,10578,[{'amazon': 'B000K39YA4'}],,Keeping Up Appearances,Historical Pageant,,FALSE,[13436140],,,,"('No multiple ids for this link', [{'amazon': 'B000K39YA4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,216204,386,[{'itunes': '524814198'}],,Make It Or Break It,United Stakes,,FALSE,[3396506],,,,"('No multiple ids for this link', [{'itunes': '524814198'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7718299,185,[{'itunes': '1302977821'}],,Shark Tank,Episode 7,,FALSE,[3085898],,,,"('No multiple ids for this link', [{'itunes': '1302977821'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,41805,412,[{'itunes': '323207604'}],,Reno 911!,Wiegel's Couple's Therapy,,FALSE,[2887303],,,,"('No multiple ids for this link', [{'itunes': '323207604'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,31230,2115,[{'itunes': '272692270'}],,The Tick,The Terror,,FALSE,[2778983],,,,"('No multiple ids for this link', [{'itunes': '272692270'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7687471,635,[{'itunes': '1298817694'}],,Flipping Out,Full Circle,,FALSE,[3104275],,,,"('No multiple ids for this link', [{'itunes': '1298817694'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,20836,1946,[{'hulu': '3d42c973-8815-4fe3-b258-58d9186f4ab7'}],,Alfred Hitchcock Presents,Appointment at Eleven,,FALSE,[3160473],,,,"('No multiple ids for this link', [{'hulu': '3d42c973-8815-4fe3-b258-58d9186f4ab7'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7000093,627,[{'itunes': '1230124359'}],,The Real Housewives of Beverly Hills,Reunion (Part 3),,FALSE,[3099822],,,,"('No multiple ids for this link', [{'itunes': '1230124359'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5352,1658,[{'itunes': '257439841'}],,"Welcome Back, Kotter",The Breadwinners,,FALSE,[4128944],,,,"('No multiple ids for this link', [{'itunes': '257439841'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,22946,1962,[{'itunes': '666275236'}],,Mission: Impossible,Imitation,,FALSE,[3179604],,,,"('No multiple ids for this link', [{'itunes': '666275236'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,226310,12805,[{'itunes': '535012719'}],,Felicity,Back to the Future,,FALSE,[2736073],,,,"('No multiple ids for this link', [{'itunes': '535012719'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,28896,368,[{'itunes': '350719541'}],,Dollhouse,The Hollow Men,,FALSE,[5405818],,,,"('No multiple ids for this link', [{'itunes': '350719541'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6742646,18228,[{'vudu': '842681'}],,League of Super Evil,Muhaha / The Art of Eviiil,,FALSE,[2851818],,,,"('No multiple ids for this link', [{'vudu': '842681'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5275524,18231,[{'itunes': '1088684610'}],,Discovery Presents,Rockin' Roadsters,,FALSE,"[10271077, 14381766]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,695865,18235,[{'amazon': 'B004HBVDT0'}],,Doctor Who: Animated,Dreamland,,FALSE,[13350784],,,,"('No multiple ids for this link', [{'amazon': 'B004HBVDT0'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,696057,18238,[{'itunes': '731345313'}],,BEING: Mariano Rivera,Being: Mariano Rivera,,FALSE,[13350644],,,,"('No multiple ids for this link', [{'itunes': '731345313'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,697125,18308,[{'itunes': '766529338'}],,Epic,Epic Home Builds,,FALSE,[7963832],,,,"('No multiple ids for this link', [{'itunes': '766529338'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7722191,18329,[{'itunes': '1303998855'}],,ESPN Films,Morningside 5,,FALSE,[13349780],,,,"('No multiple ids for this link', [{'itunes': '1303998855'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,1194915,18332,[{'amazon': 'B00DAFYQ02'}],,The Veil,Jack the Ripper,,FALSE,"[13349517, 14576160]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,1161541,18340,[{'amazon': 'B007TSBZDC'}],,Joseph Campbell: Mythos,Into the Well of Myth,,FALSE,"[13350027, 4040580]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,7119282,18344,[{'amazon': 'B01N39UCBB'}],,Decoy,The Lost Ones,,FALSE,[10111887],,,,"('No multiple ids for this link', [{'amazon': 'B01N39UCBB'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6605357,18351,[{'amazon': 'B07JMLHDYP'}],,Fushigi Yugi,For my Loved One,,FALSE,[13358474],,,,"('No multiple ids for this link', [{'amazon': 'B07JMLHDYP'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,725628,18358,[{'amazon': 'B00ENCE6QA'}],,Buffalo Girls,Part 2,,FALSE,[13358404],,,,"('No multiple ids for this link', [{'amazon': 'B00ENCE6QA'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6938056,18379,[{'itunes': '1224973893'}],,Soul Train,Soul Train Easter 2017,,FALSE,[13354040],,,,"('No multiple ids for this link', [{'itunes': '1224973893'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,1147074,18387,[{'itunes': '965897176'}],,The Jewel in the Crown,The Division Of The Spoils,,FALSE,[4396610],,,,"('No multiple ids for this link', [{'itunes': '965897176'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,703631,18403,[{'amazon': 'B00BHMHYH2'}],,WWE Superstar Collection Randy Orton,"Randy Orton Vs. Christian World Heavyweight Championship Match Capital Punishment - June 19, 2011",,TRUE,[13350667],,,,"('No multiple ids for this link', [{'amazon': 'B00BHMHYH2'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,707637,18415,[{'itunes': '485497117'}],,Nazi Hunters,Goering: The Start Exhibit,,FALSE,"[13349643, 3048436]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,773189,18418,[{'hulu': '46a923a7-e8d8-4a32-86b9-2e9dfc6a30b6'}],,Mekakucity Actors,Summertime Record,,FALSE,[8887467],,,,"('No multiple ids for this link', [{'hulu': '46a923a7-e8d8-4a32-86b9-2e9dfc6a30b6'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6340119,18431,[{'amazon': 'B017S9TY66'}],,Gaiam TV Mind Shift,Toltec Shamanic Prophecies,,FALSE,[14789074],,,,"('No multiple ids for this link', [{'amazon': 'B017S9TY66'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,772919,18434,[{'itunes': '899994830'}],,Daimidaler: Prince vs. Penguin Empire,Showdown! Sound Robots Vs Daimidaler,,FALSE,[8891281],,,,"('No multiple ids for this link', [{'itunes': '899994830'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,707304,18436,[{'amazon': 'B004TSAXAG'}],,You're A Good Man Charlie Brown,"You're a Good Man, Charlie Brown / Featurette: Animating a Charlie Brown Music",,FALSE,[13351542],,,,"('No multiple ids for this link', [{'amazon': 'B004TSAXAG'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,745784,18438,[{'itunes': '890790137'}],,I Wanna Marry Harry,Fairytale Ends,,FALSE,[8827380],,,,"('No multiple ids for this link', [{'itunes': '890790137'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5034112,18441,[{'itunes': '1060966341'}],,Riddle Story of Devil,Who Is the Winner? (Pop Quiz),,FALSE,[13350059],,,,"('No multiple ids for this link', [{'itunes': '1060966341'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708537,18454,[{'amazon': 'B00H8AIBYM'}],,Noddy in Toyland,Noddy and the Lost Teeth / Frozen Fun,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B00H8AIBYM'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,723015,18455,[{'itunes': '870902029'}],,Boss Hog,Call Me Pig Papa,,FALSE,[9269419],,,,"('No multiple ids for this link', [{'itunes': '870902029'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5925163,18456,[{'itunes': '1146114239'}],,How (Not) to Kill Your Husband,Temper of Doom,,FALSE,[10046698],,,,"('No multiple ids for this link', [{'itunes': '1146114239'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,736747,18457,[{'itunes': '883056659'}],,Comedy Underground with Dave Attell,"Jesse Joyce, Al Jackson & Tom Rhodes",,FALSE,[8807215],,,,"('No multiple ids for this link', [{'itunes': '883056659'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708622,18458,[{'itunes': '844306334'}],,The Story of the Jews,Return,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '844306334'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,712738,18460,[{'itunes': '867273714'}],,Rise as One,Forever Heroes,,FALSE,[3444615],,,,"('No multiple ids for this link', [{'itunes': '867273714'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,4772868,18462,[{'itunes': '1048691473'}],,Lord of the Car Hoards,All or Nothing,,FALSE,"[3588396, 3589608]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,760529,18463,[{'itunes': '885188580'}],,The Numbers Game,Can Code Breaking Change Your Life?,,FALSE,[3496184],,,,"('No multiple ids for this link', [{'itunes': '885188580'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,731616,18464,[{'itunes': '880358724'}],,Chasing Maria Menounos,It's Good to Be Greek,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '880358724'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,722163,18465,[{'itunes': '874999594'}],,Barry'd Treasure,All About Evel,,FALSE,[3483252],,,,"('No multiple ids for this link', [{'itunes': '874999594'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708611,18466,[{'vudu': '528415'}],,Summer Dreams,Summer Dreams,,FALSE,[],,,,"('No multiple ids for this link', [{'vudu': '528415'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,718784,18467,[{'itunes': '870992296'}],,Celebrities Undercover,Fantasia & Lil' Kim,,FALSE,[8709526],,,,"('No multiple ids for this link', [{'itunes': '870992296'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708413,18468,[{'amazon': 'B00E1M1IQI'}],,Built for the Kill,Grizzly Bear,,FALSE,[2749820],,,,"('No multiple ids for this link', [{'amazon': 'B00E1M1IQI'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,709296,18471,[{'itunes': '864122173'}],,Women of Homicide,"Wrong Place, Wrong Time",,FALSE,[8197346],,,,"('No multiple ids for this link', [{'itunes': '864122173'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,734457,18472,[{'itunes': '882124023'}],,Secret Lives of Stepford Wives,All Bets Are Off,,FALSE,[8799465],,,,"('No multiple ids for this link', [{'itunes': '882124023'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,2983265,18473,[{'itunes': '959805939'}],,Down East Dickering,Have Your Cake and Dicker Too,,FALSE,[3497431],,,,"('No multiple ids for this link', [{'itunes': '959805939'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,893310,18474,[{'amazon': 'B00LMFWDYI'}],,Irene Huss,The Hunted Witness,,FALSE,[13348797],,,,"('No multiple ids for this link', [{'amazon': 'B00LMFWDYI'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,733012,18476,[{'itunes': '870789637'}],,Showdown of the Unbeatables,T-Shirt Gun vs. Stretch Cable,,FALSE,[3475891],,,,"('No multiple ids for this link', [{'itunes': '870789637'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708541,18480,[{'amazon': 'B00HD6D94S'}],,Patrick Dempsey: Racing Le Mans,Endurance,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B00HD6D94S'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,5023650,18481,[{'itunes': '1068512338'}],,Dallas Car Sharks,Cadillac Queen,,FALSE,[3395394],,,,"('No multiple ids for this link', [{'itunes': '1068512338'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7118022,18482,[{'itunes': '1245549780'}],,Fear Thy Neighbor,Boiling Point,,FALSE,"[3946541, 3934059]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[{'variant_parent_id': '3934059'}],,
GuideBox,708928,18491,[{'itunes': '826715045'}],,APB with Troy Dunn,Someone to Watch Over Me/Mother Confidential,,FALSE,[8624069],,,,"('No multiple ids for this link', [{'itunes': '826715045'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,710248,18492,[{'itunes': '865966612'}],,Bible Rules,Ancient Slavery,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '865966612'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708401,18504,[{'amazon': 'B00ICSVLT6'}],,Alaska Fish Wars,Last Captain Standing,,FALSE,[3354729],,,,"('No multiple ids for this link', [{'amazon': 'B00ICSVLT6'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,708575,18506,[{'itunes': '828615949'}],,Shear Madness,Hold Your Horses,,FALSE,[3466690],,,,"('No multiple ids for this link', [{'itunes': '828615949'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,3771741,18517,[{'itunes': '987344215'}],,Big Break,Finale,,FALSE,[13348562],,,,"('No multiple ids for this link', [{'itunes': '987344215'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,728001,18526,[{'amazon': 'B00K8DRUCU'}],,Rosemary's Baby,Night 2,,FALSE,[3777754],,,,"('No multiple ids for this link', [{'amazon': 'B00K8DRUCU'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,764314,18527,[{'itunes': '899830852'}],,Ping Pong: The Animation,Blood Tastes Like Iron,,FALSE,[8893075],,,,"('No multiple ids for this link', [{'itunes': '899830852'}])",No multiple ids for this link,,,,,,,,,,,,,
