Rovi,Vudu,Px_id1,Px_id2
12096061,172938,939634,14071785
10174057,172940,91446,14071783
306027,173013,77213,2845598
9707072,173023,802599,14071790
20344042,173028,1368966,14071789
9526767,173107,799496,14071792
13893565,173118,1132694,797009
1093198328,173409,2002643,812617
17889149,174389,1170938,14071806
2499954,175316,768549,14071812
14555854,175712,1147484,2212755
19972862,175716,1360665,14071821
8102511,175798,775553,14071827
2499178,175971,768274,14071825
6782348,175994,771265,14071826
13399228,176103,1122857,14071828
1958350733,176108,2545866,14071829
2450597,176141,749104,14071830
989236478,176177,1436152,14071833
6782480,176523,771306,14071836
11771956,176578,836770,14071837
18905903,177071,1231697,14071841
8839890,177148,788224,2520575
2397003,177177,725305,14071843
18559711,177220,1254624,14071844
407128,177224,90315,14071845
2491689,177354,765240,14071846
2434532,177366,742228,14071847
2204686,177375,649043,14071850
2352058,177388,706881,14071849
335632,177397,80709,14071852
1089949508,177512,2016763,14071855
382585,178241,87018,14071857
14699247,178252,1150475,14071858
2499183,178294,768277,14071860
8417440,178304,780814,14071862
131509,178311,45494,14071861
418309,178709,92237,3918476
442728469,178821,1669717,810644
1737809,178835,481531,3907068
421490,178854,92628,14071869
16643377,178932,1164892,13913439
4551219211,178986,3132307,14071871
8548668,179051,783346,14071874
14990344,179084,1156773,14071876
17889334,180177,1206407,14071916
449479,180301,101163,14071963
471906,180369,112758,14071964
17637700,180503,1191866,14072008
10799298,180516,820221,14072053
13557675,180577,1125283,14072105
2352135,180580,706956,14072092
2423521,180586,737329,14072124
2397894,180589,725819,14072123
2285895,180592,679957,14072129
1695370,181012,466967,14072183
443892227,181058,1670456,2567
17403703,181164,1183939,1369291
330365300,181169,1601051,1123885
5388178462,181746,3410746,1191118
18973385,181818,1295408,14072192
2431089,181843,740629,2811257
14745219,182006,1151491,14072195
6782343,182011,771258,14072198
9212737,182077,793956,14072197
5444308454,182230,3428609,663502
8548731,182241,783777,14072205
19088908,184132,1314780,14072235
18099702,184262,1231996,13538098
2100285,184504,612305,14072251
753316076,185825,1814524,14076034
418020,185857,92175,4085314
13566922,185879,1125381,14072344
9715843,186683,803739,14072349
20381131,186863,1368994,1206134
17890562,187104,1206749,14072353
17889104,187129,1206274,14072354
386194957,187132,1657889,803733
341871,187264,81740,14072355
21934172,187576,1411964,1130638
18047159,189416,1225289,14072382
18886479,189424,1281225,14072387
16851970,190794,1170102,14072398
396611,191668,88098,14072407
17614945,191793,1188959,14072408
422999,191868,93069,14072410
1772767677,192040,2444216,1300629
13407068,192044,1122863,14072416
66864909,192532,1498113,1235882
8354669,192581,779378,14072423
13816949,193942,1130646,14072428
8841405,194237,788400,14072438
12299975,194241,974572,14072441
16950249,194249,1173941,14072440
9343035,194285,796675,694221
13816949,195152,1130646,14072453
8548660,195244,783349,14072462
16851746,195922,1170069,14072460
14662804,195981,1149619,14072470
4865851266,196043,3238881,787208
1932080,196306,550390,14072493
19278655,196377,1336538,14072496
421493,196379,92642,14072504
66485853,196419,1482621,14072502
8659126,197158,784896,14072515
11742997,197202,823037,868505
2352256,197216,707053,14072519
2319288,197299,692860,14072525
18772982,197387,1259034,14072529
7509007239,197549,4025283,14076036
7846847720,197577,13531867,13587092
12149027,197649,954409,14072532
403677,197800,89423,14072542
8417481,197831,780802,14072541
17320933,197887,1182275,14072543
17195368,197970,1179807,4070965
17831325,198405,1199482,14072548
14240707,198431,1140155,14072550
15090225,198941,1158650,14072549
4107789443,199250,2884869,1243763
815238936,199873,1847334,14072553
982759678,200266,1333529,14072552
17834215,201365,1199515,14072558
18070624,201369,1227869,2626376
18887283,201373,1281341,14072557
13803696,201792,1130201,14072560
1454096027,203395,2308787,688125
386085,204015,87610,14072564
2470899,204229,756981,14072565
2352203,204463,706997,14079698
1370526797,204475,2243767,1186922
4996944736,204652,3289038,1324445
16673550,205201,1165675,14072577
8017037,205294,774086,14072578
9956956,205864,806843,14072579
19986828,206716,1343134,14072587
18145221,207170,1237794,14072589
18175979,207405,1241967,14072592
13567951,207517,1125417,14072590
13956098,207822,1134340,14072593
19768073,210059,1346975,14072644
558366334,210359,1718844,14072631
19895005,211487,1353407,14072642
16610061,211712,1163824,14072641
443884315,213306,1670281,14072704
982759685,214543,1340428,4024890
17320922,215446,1182262,14072716
19932922,215886,1356417,14072717
13816984,216243,1130708,14072719
21590416,216796,1382460,14072721
17094031,217584,1177215,14072723
18042922,217675,1224799,14072724
17609966,217695,1188333,14072725
17718561,218261,1197307,14072727
19895199,218506,1353301,14072728
19914133,218731,799741,14072734
17936767,219777,1208790,14072742
438378,219989,99098,14072743
452078,220278,102691,14072789
441027,220298,99275,14072791
2403535,220315,728412,14072792
15235372,220958,1162946,14072802
18239069,225402,1250227,14072851
19237000,225982,1330692,14072866
21533640,226677,1377115,14072885
2407366,236598,730084,13856415
9709599,236604,802882,1311494
19755379,245115,1345507,777131
12480357,248038,1007815,14072938
2336933,249991,700502,689089
12224238,251645,974249,14072945
17950960,252260,1211030,14072946
12257595,252283,974395,14072948
17573027,253330,1185803,14072967
19248085,253334,1332135,14072968
18190943,260525,1244295,14073002
17016567,261711,1175175,14073011
15090212,266169,1159538,14073033
9716048,270119,803779,14073041
19094622,272544,1316800,14073042
19025940,273623,1305376,14073043
407842,274106,90521,14077898
67507591,275202,1518605,1288563
12219103,275210,973928,13899687
18074702,275400,1183188,14073053
66136041,277022,1471194,14073052
294286417,277035,1533822,3603573
18161455,277503,1240301,14073070
599720854,277555,1735645,14073084
385983,277557,87598,14073088
9633142,277561,801278,14073087
17661951,278145,1194801,14073094
22061616,278333,1427120,1219519
1056846,286076,205084,14073103
2388093,286132,721407,14073106
18804410,286319,1266523,14073104
18916800,286601,1287531,14076037
1018125307,286638,1479244,14073105
19866955,288404,1351067,14073108
502104322,289119,1649741,14073177
938761978,289133,1925019,14073184
17671770,290910,1195276,14073193
13893620,291310,1132704,14073196
500857188,292124,1687858,14073197
18997333,292183,1299226,14073198
18997331,292187,1299229,14073199
18024460,292211,1222220,14073201
17951017,292263,1211071,14073202
21646690,293770,1388012,1406638
66674149,295471,1369118,14073206
2420312,295473,735870,14073208
18821839,295665,1271368,14073209
327498472,297293,1596148,1272287
265187,297330,70467,14073213
21618573,298048,1385337,14073214
500045012,299081,1687585,14073215
18559225,301100,1188826,14073217
8876227,301965,789529,14073219
1016296743,302134,1971320,14073221
2352069,304104,706906,14073226
2450425,304287,749039,14073234
408691,304293,90739,14077899
2344608,304317,703771,14073237
1087866,304344,230636,14073239
419465,304346,92358,14073242
18145223,304350,1237790,14073238
19783706,304859,1348542,14073246
17350446,306435,1183144,14073247
1092604,306735,234553,14076488
17945191,309234,1209950,14073249
14553178,310811,1147388,14073250
20152710,310815,1368821,14073251
19138374,311067,1322009,14073252
7509008035,311442,4025497,1503358
21789057,311953,1400553,14073256
22012553,312082,1421343,14073255
66502638,313818,1484782,13906677
67224634,314147,1513030,14073258
2253947,314357,667127,14073260
12020762,314371,918043,14073259
72716,314431,24503,14073261
418023,314463,92179,14076718
18033744,314467,92812,14073264
413433,314525,91498,14073262
13583225,314527,1125744,14073263
18804023,314535,1266479,14073266
13893443,317208,1132667,14073269
19225317,319697,1328992,14073270
2378865,320224,717707,14073271
19755898,324175,1345543,14073274
21928644,324565,1411369,13832539
1513839,326539,404669,3592745
425040,326573,94034,14073279
18881340,327045,266970,14073280
18816043,328689,1269953,1508672
19105806,329397,1317496,3922241
11740009,331599,821638,14073287
1296916048,333026,2173501,91218
590798902,333037,1729968,1838249
1144901,333054,258512,14073289
982759794,333367,1355677,14073296
3447396082,333372,1362900,14073295
1588108,334152,430139,14073297
1343194,334185,343179,14073298
2272119,334213,674618,14073299
22317516,337741,1438456,14073300
982759906,338203,1397383,2225024
3936512001,339183,2829283,1369281
22365117,339195,1443696,14073308
20003822,339994,1364324,14073307
1097737,341643,237996,14073309
21480377,343241,1371035,14073313
18766737,343248,1257480,14073312
15108906,343437,1159120,14073315
1619708,343465,441423,14073317
2408141,346620,730435,14073319
21497929,350371,1373289,14073323
385522731,350885,1656419,14073324
9968107,351338,802874,14073328
18900644,351350,1284891,14073329
20021387,351354,1366527,14073326
303143660,351358,1553275,14073327
1026734155,351871,1978378,1441515
15155669,352600,1160421,13535776
443887462,353040,1670346,14073332
20021363,353839,1366550,14073334
590888696,354127,1730009,1194778
379740,357531,86561,14073337
301760711,357541,1550847,1227279
18997275,357694,1299189,14073338
376130,358095,85953,3966657
602573040,360615,1736966,1403644
863019925,360738,1880011,1565604
1063514,360796,210419,14073350
822677960,360857,1651227,14073352
19356330,361055,1337936,14073356
1331830141,362132,2209576,14073362
20003003,362176,1364254,14073361
21521283,362831,1375313,14073363
67264782,364421,1513726,14073367
21962584,364676,1415041,14073368
377523,364769,86220,14073371
9715341,364905,803671,14073372
11951954,364909,897417,14073375
16897539,365006,1172025,14078811
17661933,365156,1194802,14073376
21611632,365227,1384753,13541583
21527710,365247,1376267,14073377
21527627,366674,1376253,14073382
21792180,367095,1401013,14073381
982760119,367782,1406331,2213630
22346291,367845,1442174,14073383
18997304,368573,1299205,14073386
310449810,369820,1566010,195431
13893634,370180,1132690,14073391
21962125,370188,1415022,14073389
66345474,370645,1478844,14073393
66315315,371268,1477333,1183259
18997308,371295,1299208,14073394
302378,371310,76826,3492850
18997296,371517,1299206,14073395
19940621,371692,1357371,14073397
22254358,373012,1432440,14073401
22507030,374416,1457096,1569486
1345875,374615,344136,14073408
1144169578,374806,2049893,14073412
66237847,377880,1475100,14073416
377971,378087,86255,14073417
15073775,378095,1158272,1381054
1005254734,380505,1965129,1452036
982759767,382065,1445815,3904917
556519181,382557,1718044,974125
22524510,384043,1459231,14073429
9706368,385660,802563,2078007
289935329,388053,1528561,14073435
1273112675,388741,2150337,14073434
18754937,389834,1255560,14076719
458604,390996,105582,14073438
233358,392256,63964,14073444
66422291,392540,1479194,1277365
964576866,394673,1943390,1552132
869947710,394681,1885875,1625442
373855261,396131,1644514,1608377
307016848,396350,1561436,14073478
67224604,396354,1512999,14073477
317134541,396362,1577039,14073481
290190985,396366,1528642,14073480
1454502881,396556,2309447,13939693
336994415,397690,1385390,14073511
315188538,397710,1575308,14073512
323796465,397821,1588013,1472457
5325175274,397881,3390591,1415832
