Rovi,Vudu,Px_id1,Px_id2
295298216,399317,1535417,1615197
322379102,399547,1586157,14073524
3973036533,399551,2844154,415501
22254033,400364,1432421,42370
19985948,400400,1362046,14073528
66552572,401114,1486682,14073530
304701445,404855,1556984,14073551
468931651,404950,1682067,14073555
982759806,405236,1650465,14073554
318839537,405269,1580094,14073556
21513781,405527,1374439,14073557
1349523199,405808,2225463,1625900
22467639,405858,1453636,14073559
320875166,406012,1583614,14073560
324972686,406016,1590705,14073561
293462515,406032,1532399,14073562
66144714,406122,1471779,13795361
4464951320,407037,3097223,1621892
420552,407145,92494,81155
19220259,407420,1328225,14073565
360245976,407878,1621923,1947041
309234177,410434,1565153,14073573
66927790,410438,1500521,14073578
22396759,410442,1447052,14073574
1007401160,410450,1450751,14073572
467204,412696,110151,14079084
22524989,413154,1459315,14073585
19750904,414195,1345022,14076722
290846544,415429,1530098,14073627
67614477,416540,1519283,14073635
66586561,416881,1487748,14073636
1064577217,417032,2001851,1540930
2455974,417057,751252,14073638
19138371,417169,1322015,14073639
982760741,417433,1445827,3897380
21778978,417453,1399270,14073640
18166788,417593,1240579,14073643
289956272,417605,1528573,14073644
1534269,417693,411564,14073648
66260395,418233,1476038,14073647
66260236,418836,1475974,14073653
67189618,419148,1511486,14073656
2253760,419184,37924,14073659
21803171,421073,1401927,1527066
66237939,422015,1475142,1532900
66345508,422111,1478845,1518598
931641523,422289,1919956,14073668
289935394,422750,1528564,3625171
378339980,422786,1647168,13538460
656786448,423362,1761938,168188
1158010443,423533,2059543,14073672
3976863567,423634,2844875,14073670
1197169519,424031,2091580,1308161
1486475147,424112,2333209,1603080
22244266,424414,1431411,14073676
66198429,424543,1473186,14073678
312872146,425034,1570891,14073680
22549358,425038,1461998,14073682
1838494266,425574,2475224,1613254
312871997,425749,1570900,14073681
599573578,426433,1735537,1639574
305625063,427879,1557912,14073686
1031761995,428346,1981193,1662473
613159837,428583,1741672,1119622
311686480,428591,1568560,14073690
478385320,428607,1686857,14073689
361122411,428647,1623482,14073691
21920318,428675,1369203,14073693
982759820,429706,1494436,1631643
18754903,430379,1255550,14073698
17078554,431595,1176812,14073702
1169966593,432672,2070413,14073704
66034643,434401,1467459,14073708
372359693,434535,1642051,14073712
434988,434573,97332,14073714
1064619,434575,211314,14073713
1071917,434577,217231,14073715
308466723,434655,1563792,14073719
12219997,434779,974204,14073716
66345508,435121,1478845,14073723
372637767,437491,1642238,1648844
613159837,439214,1741672,1562351
1022094609,440645,1595147,14073761
308948116,442254,1564520,14073763
982759829,443003,1577100,14073766
314505135,443824,1573339,14073769
384316724,443828,1654900,14073773
746443563,444410,1812431,14073771
408678,446379,90735,14073781
982760398,446387,1430122,2507015
305933110,447396,1558868,14073783
19075687,448009,1312959,14073784
66614901,450349,1489410,14073791
362599142,451160,1627665,14073792
298285981,451257,1543452,14073793
342491859,451387,1615650,14073794
308452182,451492,1563551,14073798
324720943,451555,1590467,14073799
314234412,451728,1573070,14073802
982931806,451732,1952756,14073800
448310918,451744,1672756,14073803
6501848575,452752,3740856,1553803
66260393,457536,1476039,14073829
18864215,457927,1277374,2724573
18013328,459299,1220948,14073834
66034947,459559,1467491,1801081
372690038,460491,1642884,14073841
982759822,462473,1818389,14073847
705352884,462681,1790490,1451691
66064167,463859,1468866,14073852
253380,463915,67882,917154
3973036698,464339,2844151,1554891
66927768,464774,1500508,14073854
310468309,465710,1566275,14073858
982760219,465715,1593462,3883489
1088136,465865,230829,233595
451472278,465950,1674395,14073859
4180697817,465986,3008882,14073862
310467851,468599,1566241,14073884
973331357,468937,1948988,1781351
66744364,470249,1495096,14073889
66602304,470253,1488723,14073892
304369988,470257,1556956,14073891
2278959,470587,677354,14073893
3855148230,471139,2818962,14073895
475357351,471153,1685286,14073894
290190975,471736,1528644,14073897
305624981,472303,1557902,14073899
326320523,473037,1593358,1554313
361429462,475156,1624498,14073909
66716605,477236,1494142,14073911
20313107,477888,1368939,14073913
1728658482,478633,2427392,1639793
982759959,478735,1441637,14073914
66927770,479740,1500513,14073919
438968072,480246,1667406,14073918
763812859,480438,1820057,1797343
15235184,480450,1162941,2484577
13805094,480454,1130252,14073922
373544753,480462,1643809,14073920
311189930,482548,1567785,14073927
1081289312,485835,2011716,14073943
794959144,485871,1835125,13606211
303984891,486045,1555847,14073944
303984880,486053,1555844,14073946
20003823,486120,1364326,14073950
310742033,486136,1566958,14073948
449612844,486144,1673648,14073947
1033616488,486446,1982369,1566260
18821838,487007,1271362,1693277
301786496,487379,1550880,13537290
641320502,487723,1752495,14073956
948189934,487735,1931525,14073958
364411789,487755,1630575,14073962
685641970,487771,1779595,1825390
993516249,487779,1926753,14073959
509114324,489122,1692554,14073983
1422721543,489251,2284924,14073982
450982,489260,102052,14077089
703604785,489479,1789031,13723371
688837921,489630,1781432,14073985
315188473,489674,1575304,14073987
289956272,490906,1528573,1369119
22556272,491470,1462675,1694951
837948186,491479,1864527,14073993
21710349,491561,1391890,3209154
4996944626,493344,3289035,1743442
533914408,493481,1705510,1792518
648470980,493485,1757566,14074031
857153884,494145,1875636,14074038
6927625801,494153,3863479,1642060
513740919,494215,1694970,14074036
21792180,494624,1401013,14074040
297005576,494652,1539342,14074039
7509007613,496854,4025400,2009151
746851372,496862,1812709,14074051
421493,496898,92642,803669
451472307,498052,1674394,14074061
518753145,498056,1697540,14074059
998217592,498072,1960777,14074060
361429672,498329,1624526,14074062
22520394,498337,1458646,13571163
317624842,499096,1577936,1142739
2417349,499394,734533,1835404
833931625,499408,1861695,1578618
362036741,499476,1626607,14074068
899796459,500156,1905922,14074069
1625746,500258,443608,14074071
1957013,500266,559742,14074072
998217595,500329,1883439,14074075
6252294305,500610,3674484,1379274
998218051,500618,1835893,14074076
13944892,500648,1134248,2222867
298286019,500656,1543467,1355698
18225188,500674,1248293,14074079
22003768,500693,1420009,14074080
5812875562,500939,3544753,1409069
22302825,502350,1437065,14074086
3207252420,502388,2621456,14074085
358553884,502484,1616476,14074089
66733570,503060,1494899,14074093
22553308,503064,1462377,14074092
373547597,503861,1643891,13564057
311686427,506531,1568546,14074112
66716269,506535,1494090,14074114
975098489,507158,1949724,14074125
311686422,507182,1568556,14074124
512454117,507210,1694113,14074128
17569923,507216,1185737,14074127
22584238,507223,1465956,14074129
3389794429,507369,2705895,1963793
826320918,507406,1854320,14074131
467520007,507418,1681438,14074133
538109975,507422,1707504,14074134
383640802,507465,1653371,14074138
1295786753,507631,2172938,2787414
1101941676,507639,2022459,1715259
604721962,507647,1737835,14074139
602944478,507786,1737063,14074141
566835713,507790,1722899,14074143
998218117,507798,1838845,14074142
362036755,508287,1626613,14074144
310468294,508295,1566269,14074145
1138122685,508315,2047494,14074146
424974,508398,93982,14074147
969719786,508442,1947346,14074149
651888147,508840,1758811,14074152
994696955,508908,1609543,14074153
583064138,509607,1726390,14074156
998218226,509611,1877748,14074154
1519442897,510869,2359927,1577046
1007690358,511900,1966700,14074163
802153757,512771,1839356,14074168
872893551,512775,1889270,14074167
361429442,512879,1624491,14074169
854194041,512910,1873258,14074171
296209406,512984,1538672,1534410
553150845,513203,1716206,14074175
951110622,513326,1933418,1798341
1697988,513842,467735,941781
989165745,514141,1628500,14074177
568106892,514261,1723552,3746969
21758820,514563,1396991,14074178
534088297,514579,1705609,14074180
374194596,514591,1645502,14074181
18988453,516517,1297897,14074186
757616609,517230,1816403,1807479
684517563,518017,1778615,14074193
384316591,519657,1654886,14074195
2460712,520972,753145,1161431
1102446546,521118,2025077,14074205
66765476,521238,1496046,14074200
8803712,521544,787638,14074202
379553236,524778,1648874,14074213
1296875340,525253,2173052,1797344
694061560,525261,1784547,14074215
926288084,525646,1915736,14074218
422181464,525648,1659194,14074217
950377495,525856,1932784,1681420
1242330582,526052,2125684,1936382
362036761,526433,1626615,14074221
533914408,527789,1705510,1827550
13583555,528904,1125843,14074228
1149367878,529742,2054212,1606295
310468075,529772,1566254,14074233
430610961,529800,1663463,14074237
631444561,529804,1746790,14077900
2473230,529816,757989,14074238
374194992,531130,1645559,14074240
532827200,531134,1705077,14074239
9715128,531232,803605,14074244
328333731,531244,1597308,14074246
9711437,531260,803096,14074247
1204622186,531334,2097303,1674386
10755580,531350,819228,14074250
19137643,531354,1321951,14074257
760533579,531358,1714648,14074253
17123036,531362,1178037,14074251
325189036,531366,1591278,14074252
21917748,531370,1410019,14074256
20015282,531378,1365851,14074258
315483355,532354,1576194,14074264
1109814467,532406,2031547,1581117
9574131,532431,800340,14074266
864238254,532728,1881399,1737089
448310929,532748,1672748,14074268
386578399,532956,1658514,14074269
310467978,532962,1518672,14074271
12726183,532994,1048570,14074272
604722020,533022,1729525,14074273
21883201,534890,1406041,14074281
1220660978,535528,2107817,1792577
630241065,535544,1746145,1894740
931623663,536056,1919915,14074289
615681903,536097,1742596,14074291
438968224,537370,1667420,14074297
1113414019,537422,2033226,14074298
449612812,537554,1673644,949814
847041193,537792,1869726,1862801
757616609,540079,1816403,14074318
1183470831,540083,2080696,14074309
1427154772,540087,2287783,14074314
669400856,540165,1770869,14074310
374194608,541387,1645505,14074321
22467061,541997,1453566,3713655
710083451,542218,1793465,1706463
7509008103,542302,4025537,1873180
1162066264,543022,2061645,2061707
335042019,543336,1610208,1965031
942963795,543344,1927612,14074339
1204587525,543389,2097266,14074342
66488809,543393,1483092,14074343
3930686869,543435,2826929,1733724
739069824,543833,1808634,14074346
661621464,543837,1765905,1681423
517995338,543841,1696907,14074344
969128971,544680,1946629,13579098
66602275,544762,1488745,14074349
334816,544774,80654,14074350
6831334255,544949,3834898,1331894
534088192,545102,1705574,14074353
2096433255,545134,2579464,14074354
1081851061,548133,2012072,14074356
545612200,548149,1713350,14074357
587777023,549572,1728501,3120215
371374675,550010,1639526,14074370
325954319,551241,1591779,2288756
3380664042,552545,2701842,1122872
310468317,552549,1566268,14074376
1633627709,552561,2395884,14074378
784196922,554458,1830944,1540656
1327408366,554528,2204554,14074381
28847,555252,8652,14074386
1046828736,555640,1985734,2148902
22442556,557115,1450961,510814
615681896,558897,1742590,14074417
301760711,558901,1550847,1498265
822840205,558905,1851631,14074419
661621808,558979,1765935,14074420
1053566,561468,202483,13590434
3332752011,567888,2679215,14074429
699108608,567938,1786584,14074431
534088375,567972,1705595,14074432
654538303,567992,1760921,14074433
553150833,567996,1716204,14074435
648894143,568000,1757441,14074434
716406323,568018,1796392,14074436
1025705421,568342,1977775,13607576
303406962,569481,1553515,14074438
553150987,569499,1716222,14074439
1198408283,569507,2093276,14074440
1214903401,569555,2103865,14074441
333646455,569607,1607078,14074442
7840360183,569637,13531278,13590599
1206650813,569725,2098901,14074444
1104013846,573752,2027630,14074449
1017127164,573772,1971960,14074450
538109975,573834,1707504,2069443
669401110,573914,1770895,14074451
20021372,573921,1366531,14074452
21734209,573962,1394724,14074454
553151029,573978,1716198,14074456
22524370,573982,1459221,14074455
865745420,574223,1882772,2079723
784196922,575757,1830944,14074464
1763733938,575845,2440607,14074459
1121318651,576245,2037570,14074467
1067591816,578810,2003120,14074475
1216766707,581599,2105265,14074477
1249689020,581787,2130093,14074479
1144427512,581871,2050353,14074476
669401068,585920,1770914,14074488
853940548,586210,1873184,14074490
324721161,586218,1590501,14074487
66044321,589600,1468142,1792449
637222815,593205,1749820,14074497
759138265,594164,1817220,14074500
666699012,596070,1768471,14074505
9707224,596090,802606,14074506
944641073,597258,1928909,14074517
559651368,597266,1719326,14074516
955138154,601437,1936378,14074522
663201537,601443,1767115,14074523
4681956070,601455,3181664,14074525
1060750389,601615,1998850,14074528
19141774,601619,1322586,222064
762475200,601658,1819247,14074534
1418751785,601674,2281226,14074535
559651389,601678,1719313,14074532
1101828094,601682,2022278,14074531
746851245,601690,1812708,13939452
305625106,601698,1557916,14074537
290289169,601741,1528944,14074539
1898965,601750,537191,14080126
428537994,602078,1662588,14074542
802153759,603588,1839351,14074544
669400660,603635,1770855,14074543
1444757591,603904,2300753,14074549
959352550,605926,1939069,14074559
622644749,606786,1743435,14074562
711057603,606816,1793685,14074561
560881703,606872,1720063,14074563
4551986422,608314,3132588,14074566
7846847718,608378,13531871,13585909
526721593,609214,1701764,14074575
379553116,609218,1648894,14074576
1204940422,610945,2097495,2078786
821073676,610976,1850607,14074590
1533371890,611570,2369424,4111117
5048101683,611574,3304239,398986
471045,611593,112382,84436
694061601,611603,1784564,14074595
992624538,611627,1957496,14074597
471006253,611635,1683422,1761913
822840526,611643,1851651,14074596
570873486,611776,1725020,3928685
637224133,611964,1749827,14074607
635941985,611968,1749097,14074608
19095759,613510,1315797,13582068
1786412,613987,498097,226585
865745723,615958,1882779,14074626
865745292,615966,1882740,14074625
1113659580,615970,2033605,14074624
715722402,616265,1796296,14074628
1302111627,616277,2179501,1705510
336751918,619154,1612289,14074643
762475134,619238,1819268,14074645
1058909889,619316,1997764,3837996
718819348,620314,1798239,14074646
3152903329,621991,2593579,14074656
1155616325,623782,2058152,14074663
1756597817,623818,2436855,2054487
719016026,624735,1798343,14074666
989177016,624833,1954412,14074667
2345838,624912,704247,14074669
1167831805,624940,2069447,14074671
383984006,625423,1653957,14077909
7339933470,625427,3979634,1966996
305624995,625693,1557906,14074678
865745432,625865,1882751,14074680
982928500,625885,1952375,14074681
932578057,628549,1920730,14074686
5510204042,629135,3446551,2281928
841696854,629262,1866067,1397358
1092273263,629332,2017507,14074692
407288,629393,90378,14074693
1419263084,629615,2281925,14074695
1033616488,629662,1982369,14074697
310445936,629844,1565965,14074701
743598189,629891,1810055,14074705
1241275027,630572,2124886,14074712
1467250,630632,389215,14074715
1389712125,630699,2259138,2310557
985969649,636329,1953234,14074727
7076300825,636385,3906993,2192769
1476507210,636601,2325577,14074728
311686464,637410,1568565,14074741
22354767,637414,1443038,14074742
926539244,637552,1915908,14074744
1418698465,638027,2281201,14074748
7464847027,638031,4014381,14074749
66418188,638035,1479171,14074747
865745564,638191,1882768,14074757
1905254882,638222,2510119,14074754
1435226502,638345,2294063,14074763
5695207096,638525,3508843,2567998
5108096303,639101,3323903,14074767
6619517498,639623,3772783,2212430
718788740,639691,1798182,14074771
1069213,640555,215010,14074776
427927591,642208,1662473,1340350
879867412,642255,1894279,14074788
1346744420,642576,2223498,14074795
1105897063,642836,2029877,14076047
1154277290,643808,2057331,14074797
1058909907,644948,1997773,14074803
7210791934,646193,3944788,1830952
3930662638,646209,2826823,2144722
1087569693,646767,2015048,143400
4934153783,646787,3265880,2089019
1251478918,646867,2131225,14074808
1029731870,646871,1980381,14074807
1434004722,647477,2293248,14074811
442828556,647560,1669932,14074812
8590125,647564,784047,14074813
1101941676,648010,2022459,1925968
323818173,648108,1588415,2290456
774746152,648112,1825397,14074822
8875500,648216,789488,14074823
2448818,650236,748432,4046927
1094108597,650589,2018485,14074828
1060667,650732,208094,14074829
515646385,650771,1670492,14074832
585980026,650779,1727485,14074831
1132509176,650783,2044899,14074833
1090212594,651451,2016943,14074837
1549217125,652227,2381449,1686831
553151174,652251,1716192,14074838
6086004223,652327,3625305,14076046
1180776331,652532,2078914,14074842
1527789467,652547,2366042,1888945
1496943217,652566,2343524,14074841
694061537,652570,1784580,14074843
884316171,652674,1896281,14074844
1023462497,655602,1976000,14074850
1438425691,656021,2296052,2717550
17885566,656342,1205727,1284403
1122200166,656374,2038406,14074851
1046917521,656500,1990007,14074853
1036597170,656508,1984357,14074854
17055089,656516,1176120,14074860
927840131,656716,1917059,14074858
1006759824,656757,1966055,14074861
935516720,657450,1922438,2338121
553151301,657650,1716214,14074869
937352243,657696,1924057,14074871
1242330661,657704,2125706,14074870
1385280140,657708,2255800,14074872
1078693812,657720,2010202,14074874
6741526636,658046,3808055,13676864
4132477847,659777,2896513,3094598
449612812,659817,1673644,14074905
1205248176,659821,2097756,14074904
863726785,660025,1880802,885714
2443056,661125,745808,14074907
735586070,661135,1806484,14074908
1499831121,662057,2345379,3352376
966690723,662061,1944562,14074914
14928603,662930,1155517,14074918
22478073,662934,1453876,14074917
1033616482,664483,1982383,14074924
1334042654,666815,2210833,14074938
1517854964,666819,2358590,14074937
1172876074,667003,2069776,14074940
1053993501,667187,1994661,14074942
317131351,667203,1576958,14074943
735585973,667211,1806471,14074946
998214240,667296,1960755,14074945
1734778925,667341,2429254,3360361
936320148,667361,1923261,14074948
1242330563,667873,2125683,14074949
894089204,668072,1902693,14074951
1058909936,668143,1997777,14074953
1058909893,668240,1997788,14074952
4670332731,669175,3177527,2103813
7798630272,669267,4105179,1697475
4461587362,669271,3095832,2267408
998214284,669933,1960794,14074959
66645706,669945,1491079,14074960
6135658092,669949,3638296,14074961
317131393,669969,1576955,14074963
1029731868,673155,1980383,14074971
1277151917,673179,2153436,14074972
1144824787,673201,2050686,14074976
1085980138,673205,2014153,14074973
4092394476,674191,2880522,2178198
7729134372,674831,4085327,2524186
5469765542,675417,3435111,1914517
1046905206,676102,1987871,14074983
1147945304,676162,2053121,2536051
7846942728,676178,13531701,13657409
1007373218,676763,1966944,14074985
1766116196,678256,2441599,2387950
5742561287,678260,3524202,2444406
4225850365,678268,3029703,2408183
1058909901,678276,1997770,14074990
1057185,678284,205340,14074989
1077134,678296,221506,14074988
1077221467,678962,2009283,14075005
860208228,679510,1836230,14075007
1033616490,680342,1982402,14075009
607464986,680358,1738748,2154420
1182388539,681706,2080121,14075013
936320133,681710,1923256,14075012
1075856137,681738,2008360,14075014
1543008664,681766,2376686,14075015
1415152949,681786,2279562,14075016
468932000,681854,1682090,14075019
1001185468,682824,1962849,14075023
1197169528,683684,2091582,14075025
7509009160,684017,4025644,13996864
3624954737,684676,2787389,2054488
1021596616,684704,1975133,14075041
1017127166,684708,1971956,14075042
1760998231,684901,2439458,14075043
1058909883,685754,1997769,14075049
1211998875,686415,2102581,14075048
1615136215,687158,2388285,2395235
1483230298,688329,2331597,14075067
1275421868,688379,2152208,14075071
1448271465,688957,2304079,2394382
1092536007,690365,2017651,14075076
745268362,690553,1811461,14075082
1472307834,690588,2322527,14075081
1099976824,691613,2021333,3724626
639420810,692742,1751084,14075100
1197169486,692766,2091585,14075101
1492989062,692968,2340971,14075103
926539267,692972,1915923,14075104
1029731240,693734,1980392,14075106
1263345159,693788,2140730,14075105
1814523418,693792,2462565,3865776
7831309746,693842,1615490,3917335
331861626,694363,1602834,14075110
1031761995,696292,1981193,2318637
1033616486,696590,1982384,14075116
826320905,696594,1854303,14075115
1177847082,696803,2076693,14075117
1046914608,696969,1989501,14075122
294545763,697159,1534488,1590010
1636804758,701070,2396971,14075124
1238416801,701075,2121792,14075125
1198761286,701085,2094022,14075126
1198762922,701194,2094018,14075127
960350929,701510,1939907,14075130
1618824219,701526,2391021,14075129
7095136650,701617,3912142,14075131
1901978527,702155,2507430,2033226
1096988444,702163,2019901,14075132
1087569634,702167,2015025,2051918
1129020278,705439,2043126,14075145
999680265,705443,1961825,14075144
1273024198,705451,2150007,14075146
920036255,708235,1910672,14075171
1524304724,708280,2363435,14075172
1180776308,708319,2078883,14075174
1370825983,709566,2244280,14075183
1387352061,709953,2257713,14075189
1249689020,709981,2130093,2530226
1432247678,709985,2292037,13706270
961670309,710167,1941604,3772778
951965142,710211,1933898,2114389
1636804758,710222,2396971,14075191
1487780291,710318,2334435,14075192
1775375780,710548,2445399,13707020
1872417015,710552,2493562,14075193
1264834237,710564,2141705,14075194
1721547930,710608,2424816,14075196
1488554324,710638,2336470,2371165
1228465261,711355,2114628,14075203
1058909892,711359,1997752,14075204
982845052,711473,1951365,14075205
1999169007,711485,2564972,2093993
3300196594,712693,2665437,2517967
1154277291,712697,2057327,14075254
7729134372,712841,4085327,2795348
1389712045,713019,2259106,14075260
1000416280,713054,1962117,2427487
884543334,713106,1896508,1723661
21574017,713781,1380683,14075262
1839188558,713910,2475664,2501987
4764794970,714346,3208874,14075269
1102446542,714354,2025088,14075267
7485952910,714382,4019457,1884271
7373777294,714390,3989878,14075268
1360244493,714695,2235284,2330015
1171600715,714702,2071318,14075270
1614246743,715103,2387963,1985300
1329117239,715435,2207045,2532422
5879511531,716367,3566097,2150753
4134287643,716390,2901548,2632559
3168471627,716437,2601808,14075280
1686614366,716453,2408156,13641506
1536666159,716493,2371988,2438194
3449640382,716722,2736115,14075282
1496943465,716756,2343565,14075283
762474921,717759,1819227,2154801
1451829441,717893,2306796,14075287
1887886193,718305,2500480,14075291
1362899247,718309,2237523,14075294
4952306847,718313,3271281,2435271
1442146195,718317,2298735,14075298
361687491,719037,1624617,13707500
602568936,719352,1541578,14075301
1496943533,719391,2343567,14075303
1151207156,719422,2055985,14075310
1064713164,719442,2002001,14075304
1554939806,719476,2384876,2576334
3400593007,719484,2712156,13709713
17004731,720923,1174592,14075314
1851186469,720943,2483170,13641543
7831588674,721145,13529685,34796
1198762932,721406,2093997,14075316
1092536003,721430,2017633,14075318
1171600738,721438,2071305,14075317
1936115794,721469,2529384,4029240
1179594346,721473,2078035,14075320
6908894238,721619,3858118,2438102
1180776312,723210,2078877,14075322
1180776290,723654,2078866,14075324
1415930461,723658,2279877,14075325
2216174,723872,653229,14075328
1389712065,724122,2259108,2179747
19206896,725623,1326443,1155512
311686402,725790,1568543,14079086
4374238992,726653,3070638,14077092
254454,728363,68125,14075334
6689438032,729569,3793057,14075351
1514815346,729897,2355935,14075352
1746322511,729905,2433103,14075349
3530245023,730370,2760472,14075353
1389712099,730402,2259144,1991049
1186702171,730463,2082568,14075358
705351950,731627,1790444,14076050
594116871,731655,1731000,14075366
669400561,731675,1770837,14075370
502428396,731679,1688773,14075369
1527306221,731687,2365890,14075374
6667219322,734792,3786934,2491807
3251313851,735194,2639085,2017137
1216792449,735326,2105311,14075420
1387352093,735330,2257723,14075421
1389712075,735402,2259131,14075422
1172876101,735522,2073574,14075423
1389712095,736013,2259135,14075428
4429429622,736045,3086644,2565331
3139814254,736245,2586628,2520950
1828634445,737343,2469171,13705478
1370825595,737354,2244258,14075437
1415152979,737366,2279582,14075436
1535463924,737382,2371179,14075435
3395050093,738000,2709449,2491696
3272220086,738012,2649506,14075444
1746322515,738561,2433098,14075445
1389712051,738573,2259102,13537720
5000778599,738638,3290042,2585725
4864876471,738658,3238550,14075449
1496943451,738929,2343560,14075447
1737871408,739779,2430269,14075451
1514815358,741772,2355942,14075452
1467520179,743696,2318751,14075458
1387351853,743704,2257692,14075456
1415152961,743736,2279574,14076404
1370825601,743934,2244252,13645762
4666449691,744061,3176321,2700193
3146767889,744758,2590622,14075463
1828696408,745309,2469739,14075481
1486542574,745902,2333519,14075484
7402384057,746549,3997567,2402889
3408766311,746690,2715637,14075493
6087705148,746709,3625810,14075497
1686126296,746800,2407782,14075496
1006759889,748356,1966068,14075508
455127458,748360,1675155,14075509
3493722377,748364,2749658,14075511
1649198486,748460,2400373,14075516
2352309,748596,707074,14075522
39142,748604,14055,14075524
1496943397,749503,2343584,14075526
1867718822,749536,2491745,14076489
6760795767,751858,3813522,2736423
1814523118,752058,2462537,14075532
1508480919,752118,2350952,14075536
1469052702,752381,2320005,14075537
4728069024,752792,3197378,2558369
5307597905,753032,3385033,1755526
1496943373,753036,2343526,14075539
1411082389,753064,2277244,14075542
6782504,753150,771365,14075540
67207237,753292,1512350,14075543
956494374,753764,1937442,14075573
1058909938,754647,1997779,14075574
7849343387,754799,13996703,14017630
308151460,754839,1562803,1724524
5309073401,754859,3385598,2493550
5346916814,754954,3399141,14075575
5273902359,755090,3375850,2795056
6238813403,755126,3669658,2493598
5329987698,755141,3392121,2392061
3528980917,755326,2760243,14075581
66716602,755917,1494136,14075586
1548932873,756047,2381105,14075588
1629860194,756685,2394141,3872663
1253043370,756713,2132526,2359396
3453058904,757100,2738004,254299
3249908106,757196,2638732,14075596
1916636416,759080,2517500,14075598
724972444,759776,1801317,14075604
1440594083,759808,2297585,2491714
1543131892,759816,2376917,3939907
7846847710,760064,13531883,13725408
343940,761063,81924,14075613
1867718854,761071,2491712,14075614
1524304748,762769,2363437,14075624
530384938,762905,1703847,14075621
1279936355,763415,2155233,14075625
3254704570,764450,2640309,14075634
1846332801,764507,2480056,14075635
1890559406,765403,2502057,14075662
1527048408,765857,2364719,14075666
1890559319,765865,2502058,14075668
1514815350,766314,2355932,14075670
11740925,766438,821820,14075671
1438921903,766454,2296525,14075673
1860857245,766501,2488337,14075675
937352215,766505,1924037,14075676
7846843759,766541,13531914,13739759
1712038869,767510,2420840,14075691
1218718233,767518,2106602,2323740
1527048388,767550,2364726,14075689
474675,767838,114294,14075693
7658620698,768062,4065865,2852692
985969677,768214,1953266,14075703
1514815364,768594,2355958,14075704
3496599264,768713,2750752,14075705
6067496813,768988,3619862,2706294
1544819032,769392,2378222,14075708
1544817609,769396,2378191,14075709
1538367424,769400,2373451,14075711
5200261231,769404,3352364,14075710
1862604535,770023,2489392,14075713
891027790,771849,1900551,14075719
1791642181,772349,2452318,14075730
1814523148,773580,2462528,14075735
1843847438,773584,2478360,14075734
1543131906,773680,2376911,14075737
2001239577,773684,2566057,14075736
936317882,774091,1923251,14075741
6924131604,774593,3862341,14075742
3163967341,774605,2599951,14075740
5224810382,774635,3361378,1844697
4067741438,774649,2873893,2776960
4646468006,775557,3166942,14076660
1887886155,775808,2500446,2819899
4954315732,776200,3271932,2251421
1922447972,777312,2520965,14075759
3676341730,778103,2802061,14075761
1197169520,778385,2091594,14075766
1555896320,778517,2385624,14075771
1313828117,778812,2190492,14075784
1874816258,779526,2495051,13928945
4495146763,779698,3108432,14076662
1915890613,779858,2516188,244871
1464368254,779896,2316521,14075790
5308172548,779947,3385229,2831019
3997212890,779982,2851416,14075791
1803479335,779994,2457134,14075793
5619954106,780078,3481606,2831981
1867717572,780098,2491710,14075795
3260744838,781424,2644000,14075806
6201774305,781428,3659943,14075803
4495146721,781544,3108419,14075805
1971379503,783418,2553297,14075811
4962802553,784348,3275674,14075817
1867719046,784380,2491777,14075818
1386932250,784392,2257152,14075819
1514815344,784601,2355940,14075820
1789714229,785126,2451459,14075821
1544819068,785250,2378221,14075822
1467520121,785286,2318745,14075824
3257121782,785526,2641889,14075828
406842,785534,90225,1332830
1655345064,785658,2403324,14075830
1737871410,785880,2430270,14075831
4111681047,786000,2885819,2723925
4506254559,786124,3113843,2877087
3484586572,786532,2747678,14075835
1867719018,787146,1607166,14075841
1867719038,787821,2491942,14076051
3441262871,787829,2731778,14075840
1737871345,788128,2430296,14075842
242997,788270,65735,14076412
313458498,788274,1572442,14076416
504451732,788278,1689950,14076413
1544819006,788366,2378202,14075844
3630687668,788450,2788976,2452474
435769,789477,97948,14077093
1923943870,789732,2521615,3185978
2173619,789908,638537,14075850
1867718958,790428,2491739,14075852
1251478908,790492,2131219,14075853
1129020283,790892,2043141,14075854
1078693780,791153,2010210,14076052
1839416203,791197,2476138,14075855
2081770176,791221,2577751,14075856
1514815402,791252,2355976,14076338
1122200199,791312,2038412,14075857
4495146741,792530,3108423,13752345
3657361915,792618,2797497,14076530
3663591062,794525,2799075,14075867
1846332969,794931,2480080,14075868
1732107008,794935,2428442,14075869
3450220516,794947,2736447,14075870
1846332903,795606,2480048,14075872
1867718832,795630,2491703,14075871
4080688991,796475,2876829,14076337
1867718900,798257,2491780,14075880
3663591040,798269,2799089,14076058
3294318666,798357,2662742,14075879
3930677655,800516,2826861,14075930
4495146713,800644,3108452,13897310
1939285349,800964,2531667,14075933
4092283231,800968,2880395,14075934
1887886117,800980,2500479,2839364
1514815342,801024,2355947,14075942
1495560608,801538,2342498,14075944
3175876981,801546,2605304,14076060
1720440973,801550,2424076,3207424
6714556724,802418,3799316,2259129
1791642065,802783,2452307,14075959
1527048424,802791,2364698,14076061
3323062956,802795,2673494,14076064
3158404225,802799,2597087,14076062
1026734187,803071,1978388,14075960
16851743,803366,1170017,14076063
948558702,804041,1931917,14076072
1483040166,805736,2330656,14075989
1693135665,807221,2411502,14076075
