GuideBox_id,Rovi_id,movie_name,release_year,projectx_id_rovi,projectx_id_GuideBox,Dev_GuideBox_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_GuideBox_id_present,variant_present,Comment,Result of mapping,hulu_id_present,vudu_id_present
26688,465977,Batman Returns,1992,571848,571848,,,,,,Pass,Pass,,
26695,16258,Chinese Roulette,1976,505327,505327,,,,,,Pass,Pass,,
26704,436168,Arthur,1981,49938,49938,,,,,,Pass,Pass,,
26716,462878,The In-Laws,1979,57108,57108,,,,,,Pass,Pass,,
26720,428290,The Stalking Moon,1968,79618,79618,,,,,,Pass,Pass,,
26728,1376273,An American Rhapsody,2001,66403,66403,,,,,,Pass,Pass,,
26733,1075770,Slave Girls From Beyond Infinity,1987,185885,185885,,,,,,Pass,Pass,,
26739,1019425964,Thank You for Smoking,2005,88458,88458,,,,,,Pass,Pass,,
26744,1056325,The Devil & Max Devlin,1981,89652,89652,,,,,,Pass,Pass,,
26748,1053852,Cabin in the Sky,1943,574180,574180,,,,,,Pass,Pass,,
26755,2422840,You Won't Miss Me,2010,765960,765960,,,,,,Pass,Pass,,
26761,982759662,A Thousand Words,2012,104508,104508,,,,,,Pass,Pass,,
26766,2352001,Meet Dave,2008,74102,74102,,,,,,Pass,Pass,,
26779,2325737,River Queen,2005,644752,644752,,,,,,Pass,Pass,,
26780,1055362,Darling,1965,117951,117951,,,,,,Pass,Pass,,
26798,17564733,Hamlet,1996,49749,49749,,,,,,Pass,Pass,,
26805,133845,Shadow Boxers,1999,537844,537844,,,,,,Pass,Pass,,
26806,2475839,Bright Star,2009,86533,86533,,,,,,Pass,Pass,,
26810,17963917,The Lost Valentine,2011,40636,40636,,,,,,Pass,Pass,,
26811,2432488,Chain Link,2008,648135,648135,,,,,,Pass,Pass,,
26813,1066168,A Lawless Street,1955,668733,668733,,,,,,Pass,Pass,,
26814,2181320,La Vie en Rose,2007,74503,74503,,,,,,Pass,Pass,,
26822,17697363,Sundays at Tiffany's,2010,28209,28209,,,,,,Pass,Pass,,
26823,1289052,The Ladies Man,2000,59770,59770,,,,,,Pass,Pass,,
26832,1064493,1941,1979,[132920],[132920],,,,,,Pass,Pass,,
26833,66237830,Jannat 2,2012,814778,814778,,,,,,Pass,Pass,,
26846,1911890,Fantastic Four,2005,74730,74730,,,,,,Pass,Pass,,
26872,1082124,Hot Shots! Part Deux,1993,52262,52262,,,,,,Pass,Pass,,
26876,474998,The Wizard,1989,59573,59573,,,,,,Pass,Pass,,
26878,2013954,Over the Hedge,2006,70654,70654,,,,,,Pass,Pass,,
26881,433500,The Blue Iguana,1988,567737,567737,,,,,,Pass,Pass,,
26884,18175979,Deliver Us from Evil,2009,752295,752295,,,,,,Pass,Pass,,
26886,1449801,Murder By Numbers,2002,60797,60797,,,,,,Pass,Pass,,
26887,12252818,Kangaroo Jack: G'Day USA!,2004,142751,142751,,,,,,Pass,Pass,,
26907,13704,Camila,1984,504804,504804,,,,,,Pass,Pass,,
26908,1556427,P.S. Your Cat Is Dead!,2002,623374,623374,,,,,,Pass,Pass,,
26912,458879,Out of the Past,1947,56583,56583,,,,,,Pass,Pass,,
26913,2173632,The Hills Have Eyes 2,2007,70881,70881,,,,,,Pass,Pass,,
26914,1619495,Calendar Girls,2003,77724,77724,,,,,,Pass,Pass,,
26916,1990590,Komodo vs. Cobra,2005,27140,27140,,,,,,Pass,Pass,,
26918,66128904,Hell's Labyrinth,2007,231139,231139,,,,,,Pass,Pass,,
26921,14502033,Stripped Naked,2010,737608,737608,,,,,,Pass,Pass,,
26922,424523,Copycat,1995,54440,54440,,,,,,Pass,Pass,,
26937,20563272,Madagascar: Escape 2 Africa,2008,73882,73882,,,,,,Pass,Pass,,
26941,17893978,Tigerland,2000,12266561,12266561,,,,,,Pass,Pass,,
26943,361429252,Concussion,2013,122690,122690,,,,,,Pass,Pass,,
26953,437801,A Woman's Face,1941,568532,568532,,,,,,Pass,Pass,,
26956,448041,Drunks,1997,22886,22886,,,,,,Pass,Pass,,
26958,401319,Kemper,2008,185279,185279,,,,,,Pass,Pass,,
26959,465374,Tightrope,1984,51999,51999,,,,,,Pass,Pass,,
26976,3768603410,Your Life in 65,2006,982014,982014,,,,,,Pass,Pass,,
26977,2376657,Son of Sam,2008,202679,202679,,,,,,Pass,Pass,,
26978,449722,Operation Pacific,1951,89342,89342,,,,,,Pass,Pass,,
26984,13086909,Kaidan,2007,96253,96253,,,,,,Pass,Pass,,
26996,453829,This Is Spinal Tap,1984,50877,50877,,,,,,Pass,Pass,,
26998,435237,Star Trek VI: The Undiscovered Country,1991,66003,66003,,,,,,Pass,Pass,,
27004,2455991,Island of Lost Souls,2007,77645,77645,,,,,,Pass,Pass,,
27006,1938917,Underclassman,2005,85370,85370,,,,,,Pass,Pass,,
27015,430420,Other People's Money,1991,59561,59561,,,,,,Pass,Pass,,
27020,286437,Illegal Business,2006,392289,392289,,,,,,Pass,Pass,,
27037,22524989,War Witch,2012,103115,103115,,,,,,Pass,Pass,,
27042,2271028,Welcome to Paradise,2007,230046,230046,,,,,,Pass,Pass,,
27050,2210967,My Best Friend,2006,12261899,12261899,,,,,,Pass,Pass,,
27053,2445601,Whatever Works,2009,84666,84666,,,,,,Pass,Pass,,
27064,458605,Easy to Wed,1946,65268,65268,,,,,,Pass,Pass,,
27065,396433,National Lampoon Presents RoboDoc,2009,563668,563668,,,,,,Pass,Pass,,
27074,2122153,Turistas,2006,70092,70092,,,,,,Pass,Pass,,
27100,425483,Night Visitor,1989,51451,51451,,,,,,Pass,Pass,,
27110,426911,Reg'lar Fellers,1941,567179,567179,,,,,,Pass,Pass,,
27123,2095057,Love Wrecked,2005,76374,76374,,,,,,Pass,Pass,,
27127,2487316,The Greatest Song,2009,649716,649716,,,,,,Pass,Pass,,
27133,1091049,Return to the Lost World,1992,63038,63038,,,,,,Pass,Pass,,
27138,428377,Gigi,1958,52090,52090,,,,,,Pass,Pass,,
27149,18216696,Mother's Day,2010,115068,115068,,,,,,Pass,Pass,,
27151,454599,The Narrow Margin,1952,69971,69971,,,,,,Pass,Pass,,
27160,1082507,The Man Without a Face,1993,59867,59867,,,,,,Pass,Pass,,
27167,1249920,Running Free,1999,67951,67951,,,,,,Pass,Pass,,
27170,1068177,From Noon Till Three,1976,582024,582024,,,,,,Pass,Pass,,
27188,12334275,Le Samourai,1967,670762,510441,"[{'510441': 'rovi_id:36944,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":5,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '27188'}]","[{'670762': 'rovi_id:12334275,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":78,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'vudu_id': '55115'}]",TRUE,,FALSE,Fail,Fail,FALSE,TRUE
27193,2451850,鑴 l'aventure,2008,648732,648732,,,,,,Pass,Pass,,
27205,1891609,Return of the Living Dead 5: Rave to the Grave,2005,134938,134938,,,,,,Pass,Pass,,
27212,460009,The Blue Max,1966,84569,84569,,,,,,Pass,Pass,,
27213,2224928,Silk,2007,12261957,12261957,,,,,,Pass,Pass,,
27215,1060862,The Klansman,1974,52329,52329,,,,,,Pass,Pass,,
27219,14680162,Ashley's Ashes,2010,738022,738022,,,,,,Pass,Pass,,
27223,434735,When Time Ran Out...,1980,58046,58046,,,,,,Pass,Pass,,
27225,11740175,Dance with the One,2010,655062,655062,,,,,,Pass,Pass,,
27239,1072585,Warning Shot,1967,584523,584523,,,,,,Pass,Pass,,
27261,115259,Death Walks at Midnight,1972,531261,531261,,,,,,Pass,Pass,,
27265,429494,Harry and Walter Go to New York,1976,567456,567456,,,,,,Pass,Pass,,
27268,2431092,The Casino Job,2009,204567,204567,,,,,,Pass,Pass,,
27269,1852005,Gang of Roses,2003,731422,731422,,,,,,Pass,Pass,,
27271,2390528,Trackman,2007,646460,646460,,,,,,Pass,Pass,,
27280,1550647,All I Want,2002,12259855,12259855,,,,,,Pass,Pass,,
27294,446902,The Hunger,1983,50536,50536,,,,,,Pass,Pass,,
27295,67821117,Pitch Perfect,2012,103395,103395,,,,,,Pass,Pass,,
27303,29109,The Executioner,1974,117621,117621,,,,,,Pass,Pass,,
27309,13465864,Once Fallen,2010,8265,8265,,,,,,Pass,Pass,,
27310,424890,Under the Cherry Moon,1986,75941,75941,,,,,,Pass,Pass,,
27312,19710192,Wasted on the Young,2010,106746,106746,,,,,,Pass,Pass,,
27313,77019,Four of the Apocalypse,1975,520812,520812,,,,,,Pass,Pass,,
27317,425525,Hook,1991,82338,82338,,,,,,Pass,Pass,,
27320,460719,Demetrius and the Gladiators,1954,69156,69156,,,,,,Pass,Pass,,
27335,212122,Beneath Clouds,2002,546578,546578,,,,,,Pass,Pass,,
27336,1816679,Tom and Jerry: Blast Off to Mars,2005,4716,4716,,,,,,Pass,Pass,,
27344,2397100,Alvin and the Chipmunks: The Squeakquel,2009,[86197],[86197],,,,,,Pass,Pass,,
27346,994697031,Ali,2001,61776,61776,,,,,,Pass,Pass,,
27357,1065889,Remembrance of Love,1982,394201,394201,,,,,,Pass,Pass,,
27360,2397053,Hannah Montana: The Movie,2009,90227,90227,,,,,,Pass,Pass,,
27374,20227869,Dr. Dolittle: Tail to the Chief,2008,12269460,12269460,,,,,,Pass,Pass,,
27535,1418578,The Lost Treasure of Sawtooth Island,1999,62180,62180,,,,,,Pass,Pass,,
27558,430764,The Adventures of Milo and Otis,1986,68085,693868,"[{'693868': 'rovi_id:12637682,Map_reason:not found in projectx'}, {'source_id': '27558'}]","[{'68085': 'rovi_id:430764,Map_reason:not found in projectx'}, {'vudu_id': '14537'}]",TRUE,,FALSE,Fail,Fail,FALSE,TRUE
27571,2173603,Breaking and Entering,2006,70925,70925,,,,,,Pass,Pass,,
27634,458597,The Last Time I Saw Paris,1954,117282,117282,,,,,,Pass,Pass,,
27641,21541981,Flight,2012,104477,104477,,,,,,Pass,Pass,,
27643,1196191,Beautiful People,1999,602680,602680,,,,,,Pass,Pass,,
27674,1063576,The Mountain Men,1980,77800,77800,,,,,,Pass,Pass,,
27675,1062950,My Sister Eileen,1955,91783,91783,,,,,,Pass,Pass,,
27681,247975,Happy the Littlest Bunny,1994,184410,184410,,,,,,Pass,Pass,,
27682,1938152,Lord of War,2005,74377,74377,,,,,,Pass,Pass,,
27691,19764853,Santa Claus Is Comin' to Town,1970,12268703,12268703,,,,,,Pass,Pass,,
27693,427716,In Pursuit of Honor,1995,29371,29371,,,,,,Pass,Pass,,
27694,982759660,Stardust,2007,21486,21486,,,,,,Pass,Pass,,
27698,462736,Brute Force,1947,571111,571111,,,,,,Pass,Pass,,
27711,1534918,Princesa,2001,622452,622452,,,,,,Pass,Pass,,
27899,1072031,The Swiss Conspiracy,1976,584204,584204,,,,,,Pass,Pass,,
27916,2134121,Beer League,2006,147077,147077,,,,,,Pass,Pass,,
27917,422941,Cheech & Chong's The Corsican Brothers,1984,566879,566879,,,,,,Pass,Pass,,
27919,9714765,Bigfoot,2006,208717,208717,,,,,,Pass,Pass,,
27930,1133610,The Passion of Darkly Noon,1995,59680,59680,,,,,,Pass,Pass,,
27935,235333,Main Prem Ki Diwani Hoon,2003,159439,159439,,,,,,Pass,Pass,,
27967,134563,Scooby-Doo and the Witch's Ghost,1999,183228,183228,,,,,,Pass,Pass,,
27997,1079171,Mirror Mirror,1990,588000,588000,,,,,,Pass,Pass,,
28001,1002597983,Woke Up Dead,2009,360526,360526,,,,,,Pass,Pass,,
28003,2035504,Fetching Cody,2005,638020,638020,,,,,,Pass,Pass,,
28005,18032538,Cougars Inc.,2011,224798,224798,,,,,,Pass,Pass,,
28019,22450536,The Fairy,2011,784031,784031,,,,,,Pass,Pass,,
28024,1022625,Pit Pony,1997,36811,36811,,,,,,Pass,Pass,,
28033,434979,On the Waterfront,1954,69382,69382,,,,,,Pass,Pass,,
28035,437435,The Wild Angels,1966,66328,66328,,,,,,Pass,Pass,,
28036,2475427,The Broken,2008,90344,90344,,,,,,Pass,Pass,,
28038,310467928,Byzantium,2012,152218,152218,,,,,,Pass,Pass,,
28040,438125,Cold River,1982,568580,568580,,,,,,Pass,Pass,,
28042,16820147,Post-Mortem,2010,[740072],[740072],,,,,,Pass,Pass,,
28054,19769469,The Bling Ring,2011,12269449,12269449,,,,,,Pass,Pass,,
28375,449126,Casablanca,1942,571148,571148,,,,,,Pass,Pass,,
28385,435435,Kill Me Again,1989,54566,54566,,,,,,Pass,Pass,,
28390,457317,The Prize,1963,70733,70733,,,,,,Pass,Pass,,
28398,469163,Road to Singapore,1940,70866,70866,,,,,,Pass,Pass,,
28404,1933047,King Kong,2005,75777,75777,,,,,,Pass,Pass,,
28406,1441660969,Flywheel,2003,891523,891523,,,,,,Pass,Pass,,
28410,982760718,The Help,2011,93641,93641,,,,,,Pass,Pass,,
28412,2292052,Moving McAllister,2007,644103,644103,,,,,,Pass,Pass,,
28419,2479364,What Goes Up,2009,87497,87497,,,,,,Pass,Pass,,
28423,1093479,Scars of Dracula,1970,109994,109994,,,,,,Pass,Pass,,
28424,83810,Scooby-Doo and the Reluctant Werewolf,1988,391578,391578,,,,,,Pass,Pass,,
28430,1058746,Good News,1947,71411,71411,,,,,,Pass,Pass,,
28439,1084502,Squanto: A Warrior's Tale,1994,60494,60494,,,,,,Pass,Pass,,
28504,430444,Waterland,1992,56836,56836,,,,,,Pass,Pass,,
28508,1054493,A Big Hand for the Little Lady,1966,78344,78344,,,,,,Pass,Pass,,
28542,1054472,Beyond Evil,1980,574528,574528,,,,,,Pass,Pass,,
28543,327932,Parasomnia,2008,558104,558104,,,,,,Pass,Pass,,
28550,19246648,Shaolin Intruders,1983,766794,766794,,,,,,Pass,Pass,,
28551,429617,Jacknife,1989,65974,65974,,,,,,Pass,Pass,,
28553,1296699,Sunshine,1999,59193,59193,,,,,,Pass,Pass,,
28562,1532644,Star Wars: Episode II: Attack of the Clones,2002,12259870,12259870,,,,,,Pass,Pass,,
28568,437852,Private School,1983,128367,128367,,,,,,Pass,Pass,,
28574,283047,Harder They Fall,2009,554240,554240,,,,,,Pass,Pass,,
28577,2420136,The Riddle,2007,204185,204185,,,,,,Pass,Pass,,
28578,1593774,Sylvia,2003,128346,128346,,,,,,Pass,Pass,,
28583,430507,Getting Straight,1970,567617,567617,,,,,,Pass,Pass,,
28588,21510729,Violet & Daisy,2011,140447,140447,,,,,,Pass,Pass,,
28590,470615,Halloween III: Season of the Witch,1982,50625,50625,,,,,,Pass,Pass,,
28593,2133575,Happily N'Ever After,2006,75595,75595,,,,,,Pass,Pass,,
28597,468582,Tickle Me,1965,572194,572194,,,,,,Pass,Pass,,
28598,14240707,In a Better World,2010,89526,89526,,,,,,Pass,Pass,,
28602,1064825,Ikiru,1952,145439,145439,,,,,,Pass,Pass,,
28604,1408043,New Port South,2001,67339,67339,,,,,,Pass,Pass,,
28607,1057446,The Arrangement,1969,57143,57143,,,,,,Pass,Pass,,
28608,1060401,Inside the Law,1942,577669,577669,,,,,,Pass,Pass,,
28613,12704254,Sparkling Cyanide,1983,408967,408967,,,,,,Pass,Pass,,
28621,1916067,The Great Rupert,1950,634831,634831,,,,,,Pass,Pass,,
28624,120300,Halfaouine: Boy of the Terraces,1990,533228,533228,,,,,,Pass,Pass,,
28642,436170,Assassination,1987,60927,60927,,,,,,Pass,Pass,,
28643,1067529,Road to Utopia,1946,66243,66243,,,,,,Pass,Pass,,
28705,21962614,Bad Meat,2011,227620,227620,,,,,,Pass,Pass,,
28710,301752172,The Avengers,2012,126812,97008,"[{'97008': 'rovi_id:383071,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":108,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '28710'}, {'vudu_id': '249993'}]","[{'126812': 'rovi_id:301752172,Map_reason:not found in projectx'}, {'source_id': '117053,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.8305084746,""directors"":1.0,""part_names"":0.5357142857,""episode_titles"":0.0,""genres"":1.0,""amazon"":1.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":1.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":0.0,""credits_missing"":0.0,""directors_missing"":0.0,""part_names_missing"":0.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":4.4831113801}'}, {'vudu_id': '655422'}]",TRUE,TRUE,FALSE,Fail,Fail,FALSE,TRUE
28728,66293631,Monster High: Ghouls Rule,2012,10932,10932,,,,,,Pass,Pass,,
28734,1203443,Ricochet River,2001,603439,603439,,,,,,Pass,Pass,,
28748,8839907,Into Temptation,2009,651111,651111,,,,,,Pass,Pass,,
28755,1083859,Midnight Warrior,1989,186081,186081,,,,,,Pass,Pass,,
28758,2457260,Dear John,2010,120357,120357,,,,,,Pass,Pass,,
28794,436061,Go for Broke!,1951,70731,70731,,,,,,Pass,Pass,,
28806,433412,Hell's House,1932,826980,826980,,,,,,Pass,Pass,,
28811,1086420,Jennifer 8,1992,53406,53406,,,,,,Pass,Pass,,
28841,426032,The Ghost and Mrs. Muir,1947,74329,74329,,,,,,Pass,Pass,,
28847,1633357,Judgment,2001,103517,901646,"[{'901646': 'rovi_id:1647856799,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":336,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '28847'}]","[{'103517': 'rovi_id:1633357,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":124,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",TRUE,,FALSE,Fail,Fail,FALSE,FALSE
28852,472871,Cotton Comes to Harlem,1970,84856,84856,,,,,,Pass,Pass,,
28941,1714454,The Cookout,2004,73112,73112,,,,,,Pass,Pass,,
28966,1205149,The Guilty,2000,61876,61876,,,,,,Pass,Pass,,
28968,1874325,The Californians,2005,70884,70884,,,,,,Pass,Pass,,
28970,427038,Cabin Boy,1994,62646,62646,,,,,,Pass,Pass,,
28981,428949,Forever Darling,1956,65276,65276,,,,,,Pass,Pass,,
28982,21563054,Psychic Experiment,2009,774086,774086,,,,,,Pass,Pass,,
28991,472913,My Life,1993,56407,56407,,,,,,Pass,Pass,,
29002,995192205,The Social Network,2010,87382,87382,,,,,,Pass,Pass,,
29013,183014,Tesla: Master of Lightning,2000,1107940,1107940,,,,,,Pass,Pass,,
29111,2201306,Animal 2,2007,642226,642226,,,,,,Pass,Pass,,
29112,982760352,A Clockwork Orange,1971,70252,70252,,,,,,Pass,Pass,,
29199,238592,Los Angeles Plays Itself,2003,549009,549009,,,,,,Pass,Pass,,
29207,1185291,Bonhoeffer: Agent of Grace,2000,397211,397211,,,,,,Pass,Pass,,
29213,2352097,Flashbacks of a Fool,2008,103427,103427,,,,,,Pass,Pass,,
29237,1709906,Madman,1982,628765,628765,,,,,,Pass,Pass,,
29299,9716052,Psych: 9,2010,99897,99897,,,,,,Pass,Pass,,
29453,1071115,Those Calloways,1965,583675,583675,,,,,,Pass,Pass,,
29480,1978482,Duck Season,2004,636338,636338,,,,,,Pass,Pass,,
29481,427335,The Silent Partner,1978,50694,50694,,,,,,Pass,Pass,,
29493,2173593,The Hoax,2006,82445,82445,,,,,,Pass,Pass,,
29505,1116623,The Prince of Egypt,1998,55170,55170,,,,,,Pass,Pass,,
29508,23798,The Devil Commands,1941,507074,507074,,,,,,Pass,Pass,,
29518,1251395,Saving Grace,2000,81638,81638,,,,,,Pass,Pass,,
29589,1056130,Beau Ideal,1931,575442,575442,,,,,,Pass,Pass,,
29592,1587573,Out of Time,2003,62276,62276,,,,,,Pass,Pass,,
29600,1298852,Kikujiro,1999,62770,62770,,,,,,Pass,Pass,,
29604,1075715,The Thomas Crown Affair,1968,962597,962597,,,,,,Pass,Pass,,
29611,1978601,The Shaggy Dog,2006,103110,103110,,,,,,Pass,Pass,,
29630,472255,The Dresser,1983,78322,78322,,,,,,Pass,Pass,,
29632,1749357,Gone Dark,2004,629795,629795,,,,,,Pass,Pass,,
29640,406016,The Beaver,2011,93054,93054,,,,,,Pass,Pass,,
29646,463517,On Moonlight Bay,1951,571193,571193,,,,,,Pass,Pass,,
29648,1528102,Inspector Gadget 2,2003,5952,5952,,,,,,Pass,Pass,,
29649,1275755,Star Wars: Episode I: The Phantom Menace,1999,86784,1004050,"[{'1004050': 'rovi_id:4343973633,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":146,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'vudu_id': '7998'}, {'source_id': '29649'}]","[{'86784': 'rovi_id:1275755,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":46,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",TRUE,,FALSE,Fail,Fail,FALSE,TRUE
29657,2242922,Rendition,2007,74141,74141,,,,,,Pass,Pass,,
29667,1056845,A Breath of Scandal,1960,87507,87507,,,,,,Pass,Pass,,
29668,1075768,Skeleton Coast,1988,586244,586244,,,,,,Pass,Pass,,
29671,427689,Modern Problems,1981,50746,50746,,,,,,Pass,Pass,,
29683,19955141,Quo Vadis,1951,49816,49816,,,,,,Pass,Pass,,
29686,1063902,Guns of the Magnificent Seven,1969,57003,57003,,,,,,Pass,Pass,,
29693,1495948,The Banger Sisters,2002,62762,62762,,,,,,Pass,Pass,,
29695,453149,Drive He Said,1971,59832,59832,,,,,,Pass,Pass,,
29702,2313195,The Hammer,2007,76145,76145,,,,,,Pass,Pass,,
29703,502104322,Rabies,2010,109714,109714,,,,,,Pass,Pass,,
29723,2391909,Quarantine,2008,87556,87556,,,,,,Pass,Pass,,
29739,2353911,Drona,2008,645591,886301,"[{'886301': 'rovi_id:1386951764,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":14,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '29739'}]","[{'645591': 'rovi_id:2353911,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":14,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",TRUE,,FALSE,Fail,Fail,FALSE,FALSE
29778,429939,Reach for the Sky,1956,567539,567539,,,,,,Pass,Pass,,
29788,1068151,Frankie and Johnny,1966,59138,59138,,,,,,Pass,Pass,,
29789,21969128,In the Hive,2012,778894,778894,,,,,,Pass,Pass,,
29793,2396965,Angels & Demons,2009,12262745,12262745,,,,,,Pass,Pass,,
29794,2250425,Martian Child,2007,74470,74470,,,,,,Pass,Pass,,
29797,20599874,Rogue,2007,73521,73521,,,,,,Pass,Pass,,
29798,1071359,Time After Time,1979,59961,59961,,,,,,Pass,Pass,,
29799,2440922,The Devil's Tomb,2009,119940,119940,,,,,,Pass,Pass,,
29802,1079943,Darkness Before Dawn,1993,39760,39760,,,,,,Pass,Pass,,
29804,208035,Bruce Lee: A Warrior's Journey,2000,1108707,1108707,,,,,,Pass,Pass,,
29805,9705618,Night Watcher,2008,208662,208662,,,,,,Pass,Pass,,
29812,22038751,Ill Manors,2012,779956,779956,,,,,,Pass,Pass,,
29814,1449811,Frailty,2001,74325,74325,,,,,,Pass,Pass,,
29818,21936189,25 Hill,2011,119737,119737,,,,,,Pass,Pass,,
29944,1054341921,E.T. the Extra-Terrestrial,1982,84417,84417,,,,,,Pass,Pass,,
29947,1829482,Devour,2005,5432,5432,,,,,,Pass,Pass,,
29951,14240588,Agent Vinod,2012,153225,153225,,,,,,Pass,Pass,,
29956,1065225,The Proud Ones,1956,168200,168200,,,,,,Pass,Pass,,
29965,312248407,Puppet Master X: Axis Rising,2012,237334,237334,,,,,,Pass,Pass,,
29967,458640,High Noon,1952,70255,70255,,,,,,Pass,Pass,,
30022,1097709,8MM,1999,54368,54368,,,,,,Pass,Pass,,
30025,455710,Yellowneck,1955,570138,570138,,,,,,Pass,Pass,,
30030,422559,The Day of the Locust,1975,126811,126811,,,,,,Pass,Pass,,
30033,1089041,The Professional,1994,956412,956412,,,,,,Pass,Pass,,
30034,268934,Tarzan 2,2005,6770,6770,,,,,,Pass,Pass,,
30041,2392586,Night of the Demons,2009,135917,135917,,,,,,Pass,Pass,,
30043,1057811,Flesh and the Devil,1926,82229,82229,,,,,,Pass,Pass,,
30045,429684,Grace of My Heart,1996,58602,58602,,,,,,Pass,Pass,,
30052,12729733,The Meerkats,2008,700893,700893,,,,,,Pass,Pass,,
30064,1689106,Before Sunset,2004,67635,67635,,,,,,Pass,Pass,,
30066,11932638,Sarah Silverman: Jesus Is Magic,2005,660531,660531,,,,,,Pass,Pass,,
30069,1123865,The Hitman,1991,111428,111428,,,,,,Pass,Pass,,
30073,451066,Pete's Dragon,1977,80304,80304,,,,,,Pass,Pass,,
30080,2396961,Sunshine Cleaning,2008,84847,84847,,,,,,Pass,Pass,,
30083,429421,Unstrung Heroes,1995,57553,57553,,,,,,Pass,Pass,,
30106,12122587,Helter Skelter,1976,404278,404278,,,,,,Pass,Pass,,
30107,447871,White Fang,1991,101111,101111,,,,,,Pass,Pass,,
30115,1093316,Gloria,1999,133436,133436,,,,,,Pass,Pass,,
30118,2396949,Case 39,2009,84786,84786,,,,,,Pass,Pass,,
30123,451197,The Loved One,1965,569308,569308,,,,,,Pass,Pass,,
30125,2091088,American Pie Presents: The Naked Mile,2006,5450,5450,,,,,,Pass,Pass,,
30139,380238780,The Dinosaur Project,2012,809787,809787,,,,,,Pass,Pass,,
30233,218526,In the Line of Duty 4,1989,547336,547336,,,,,,Pass,Pass,,
30236,413458,The Showdown,2009,566070,566070,,,,,,Pass,Pass,,
30238,1593249,Marines,2002,71051,71051,,,,,,Pass,Pass,,
30244,1320127,The Mexican,2001,87597,87597,,,,,,Pass,Pass,,
30245,427747,Starman,1984,52509,52509,,,,,,Pass,Pass,,
30259,989232186,Fifteen Minutes,2001,59538,59538,,,,,,Pass,Pass,,
30277,1671875,Coffee and Cigarettes,2003,68883,68883,,,,,,Pass,Pass,,
30280,1057675,Experiment in Terror,1962,74299,74299,,,,,,Pass,Pass,,
30284,1064524,The North Avenue Irregulars,1979,579962,579962,,,,,,Pass,Pass,,
30285,21567746,Flatfoot in Africa,1978,1072539,1072539,,,,,,Pass,Pass,,
30290,2499183,Coco Chanel & Igor Stravinsky,2009,87843,87843,,,,,,Pass,Pass,,
30291,297368021,Ain't Them Bodies Saints,2013,125321,125321,,,,,,Pass,Pass,,
30296,1326261,Christina's House,2000,3237,3237,,,,,,Pass,Pass,,
30306,329218694,Act of Vengeance,2010,98638,98638,,,,,,Pass,Pass,,
30316,426352,Operation Dumbo Drop,1995,50235,50235,,,,,,Pass,Pass,,
30318,2438403,One Man's Treasure,2009,648336,648336,,,,,,Pass,Pass,,
30323,20588042,Four,2013,142664,142664,,,,,,Pass,Pass,,
