rovi_id,hulu_id,px_id1,px_id1_show_type,px_id1_variant_parent_id,px_id1_is_group_language_primary,px_id1_record_language,px_id2,px_id2_show_type,px_id2_variant_parent_id,px_id2_is_group_language_primary,px_id2_record_language,px_id1_credits_null,px_id1_db_credit_present,px_id2_credits_null,px_id2_db_credit_present,long_title_match,original_title_match,runtime_match,release_year_match,alias_title_match,credit_match,match_link_id,link_match,comment
17982749,6466,1216554,SM,,True,EN,14044071,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],px_id2_video_link_null,
2091882,3663,84855,SM,,True,EN,14044216,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
936077774,15682,1818283,SM,,True,EN,14057055,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
19650936,4621,1330454,SM,,True,EN,14057031,SM,,True,JA,False,False,True,False,True,False,False,True,False,,[],px_id2_video_link_null,
543837675,9873,1530813,SM,,True,EN,14044916,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
17835686,9172,120664,SM,,True,EN,128134,SM,,True,EN,False,False,False,False,True,True,False,False,,False,[],px_id1_video_link_null,
406170,3640,90040,SM,,True,EN,14045136,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
318547525,3281,1330449,SM,,True,EN,14045202,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
661539770,14703,1748979,SM,,True,EN,14045197,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
19766558,6287,1320259,SM,,True,EN,14045255,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
556694071,9814,1478148,SM,,True,EN,14056850,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
2231762,1303,658788,SM,,True,EN,14056437,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
17016589,4069,1175170,SM,,True,EN,14056433,SM,,True,JA,False,False,True,False,True,False,False,True,False,,[],px_id2_video_link_null,
19955807,2324,61877,SM,,True,EN,14045473,SM,,True,JA,True,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
2490666,18131,91520,SM,,True,EN,82928,SM,,True,EN,False,False,False,False,True,True,True,False,,False,[],Both_ott_link_null,
22280226,8230,1398419,SM,,True,EN,14045753,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
456706435,8095,1393690,SM,1469711,True,EN,14055775,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],px_id2_video_link_null,
18135438,13878,1236440,SM,,True,EN,1829889,SM,,True,EN,False,False,True,False,True,True,True,False,,,[],Both_ott_link_null,
556694614,11756,1605774,SM,,True,EN,14055648,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
383120310,13874,116861,SM,,True,EN,56254,SM,,True,EN,False,False,False,False,True,True,True,False,,True,[],Both_ott_link_null,
273654,11352,72218,SM,,True,EN,14055452,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
881938,12868,46526,SM,,True,EN,14048156,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],px_id2_video_link_null,
747218,12871,126896,SM,,True,EN,14048187,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],px_id2_video_link_null,
556694183,8845,1456091,SM,,True,EN,1496652,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
13739048,2055,820856,SM,,True,EN,14054675,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],px_id2_video_link_null,
1517956,4830,50002,SM,,True,EN,14046832,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
17553536,1379,1185263,SM,,True,EN,14054939,SM,,True,JA,False,False,True,False,True,False,False,True,False,,[],px_id2_video_link_null,
260180,4347,69318,SM,,True,EN,14054871,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
8859586,4512,788757,SM,,True,EN,14048731,SM,,True,JA,False,False,True,False,True,True,False,True,False,,[],Both_ott_link_null,
383552802,3904,1185198,SM,1162247,True,EN,14048682,SM,,True,JA,True,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
279227,4950,73018,SM,,True,EN,14048168,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
9715695,4043,803726,SM,,True,EN,14047854,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
1103583,655,65930,SM,,True,EN,14048312,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
268625,3902,71102,SM,,True,EN,14047553,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
1616499,298,76586,SM,,True,EN,995212,SM,,True,EN,False,False,False,False,True,True,False,True,,False,[],Both_ott_link_null,
