rovi_id,hulu_id,px_id1,px_id1_show_type,px_id1_variant_parent_id,px_id1_is_group_language_primary,px_id1_record_language,px_id2,px_id2_show_type,px_id2_variant_parent_id,px_id2_is_group_language_primary,px_id2_record_language,px_id1_credits_null,px_id1_db_credit_present,px_id2_credits_null,px_id2_db_credit_present,long_title_match,original_title_match,runtime_match,release_year_match,alias_title_match,credit_match,match_link_id,link_match,comment
2373513,10890,715466,SM,,True,EN,13948742,SM,,True,EN,False,False,False,False,True,False,False,True,,True,[],Both_ott_link_null,
66290102,31373,1476405,SM,,True,EN,14050095,SM,,True,EN,False,False,False,False,True,True,False,False,,True,[],Both_ott_link_null,
637365240,16752,1749871,SM,,True,EN,13586683,SM,,True,EN,False,False,False,False,True,False,False,True,,False,[],Both_ott_link_null,
3162925257,29991,2599074,SM,,True,EN,13939903,SM,,True,EN,False,False,False,False,True,False,False,False,,True,[],Both_ott_link_null,
561774475,20898,1720494,SM,,True,EN,11226,SM,,True,EN,False,False,False,False,True,True,True,False,,False,[],Both_ott_link_null,
2452348,16406,749848,SM,,True,EN,1123896,SM,,True,EN,False,False,False,False,True,True,True,True,,True,[],Both_ott_link_null,
1800074,17976,91920,SM,,True,EN,14061912,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],px_id2_video_link_null,
2020459,21722,12256,SM,,True,EN,14062570,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
297633806,31332,11426,SM,,True,EN,14049455,SM,,True,EN,True,False,True,False,True,True,False,False,,,[],px_id2_video_link_null,
1702819,12745,67954,SM,,True,EN,14036575,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
2491249,17861,765048,SM,,True,EN,1316783,SM,,True,EN,False,False,False,False,True,True,True,True,,False,[],px_id2_video_link_null,
945674413,15730,1819319,SM,1901865,True,EN,14056432,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
