Service_name,Link_id,Rovi_id,Projectx_id,Rovi_id_form_reverse_api,Rovi_id_match,Link_expired,Prod_link_status,Projectx_link_status,Link_fetched_from,Fetched_from_sources,Comment
itunes,1465045379,6951095994,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1471629726,1066424,[212776],[u'1066424'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
itunes,1475688581,1612268,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1475600507,7593047623,[13389328],[u'7593047623'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
amazon,B07W5PW7XJ,7593039854,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1475735097,7593039854,[13388806],[u'7593039854'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
amazon,B07W6W78R3,7593039856,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1475874769,7593039856,[13389086],[u'7593039856'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
amazon,B07W4WCN4R,7593035682,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1476028855,7593035682,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WCW5ZM3,7593035674,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1476368901,7593035674,[13387718],[u'7593035674'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
itunes,1476508094,7593049207,[13389526],[u'7593049207'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
amazon,B07WMR77C6,7593035678,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1476664333,7593035678,[13387976],[u'7593035678'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
showtime,3473615,7486260768,[13392031],[u'7486260768'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,others,[u'showtime'],Pass
showtime,3473620,7592339008,[13392219],[u'7592339008'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,others,[u'showtime'],Pass
showtime,3461446,5818828258,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
showtime,3461446,5818828258,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07W1WX5H9,1149527,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07W3WZH6Z,7607623293,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T26671P,6178017470,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07VS3VPBS,6523552411,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
netflixusa,80021840,584185924,[4004834],[u'7430177699'],False,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Fail
hbogo,urn:hbo:episode:GXRuDHQfRgJVLqQEAAAG4,7551284162,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
hbogo,urn:hbo:episode:GXRuDHQfRgJVLqQEAAAG4,7551284162,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
showtime,3462500,1020980,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07VWCTYBC,7598754928,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WNBDV7S,4137196144,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WNBDV7S,4884751759,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WNB79VY,4884751969,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WN97BRH,4884752262,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WNB62BF,4884754482,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WKGNYHH,4884754486,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WNB62BG,4884754829,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WQJBV9F,4884755020,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WNB15TB,4884755024,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WQKHB49,4884755314,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WQHMGQQ,4884755977,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WJBY5K1,4884755979,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WJBVQDV,4884756119,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07WH7V7DT,4884756466,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
