Service_name,Link_id,Rovi_id,Projectx_id,Rovi_id_form_reverse_api,Rovi_id_match,Link_expired,Prod_link_status,Projectx_link_status,Link_fetched_from,Fetched_from_sources,Comment
netflixusa,80196131,7426149550,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07SY9DVDT,227021,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T174WMS,460491,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07PLM4PP3,7103044010,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07SN5YJTW,1153220,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T6KQ7GJ,1632265279,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T3TT2R8,301119186,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T3TT2R8,302878706,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T3TT2R8,305346152,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T3TT2R8,307877969,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07T3TT2R8,310074897,[],[],False,False,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
amazon,B07LFJYVM8,6621335824,[],[],False,True,link_id_not_present_in_Prod,link_id_not_present_in_Preprod,None,[],Fail
itunes,1461017694,7402688776,[13381715],[u'7402688776'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
itunes,1461040706,7402688780,[13381937],[u'7402688780'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
itunes,1461026899,7402689027,[13382111],[u'7402689027'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
itunes,1461060702,7402691657,[13382297],[u'7402691657'],True,False,link_id_present_in_Prod,link_id_present_in_Preprod,Rovi,[u'Rovi'],Pass
