Vudu_id,Rovi_id,projectx_id_rovi,projectx_id_Vudu,Dev_Vudu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Vudu_id_present,variant_present,Comment,Result of mapping,hulu_id_present,gb_id_present
30189,53270,514563,57091,"[{'57091': 'rovi_id:422645,Map_reason:not found in projectx'}, {'Hulu_id': '68251'}, {'source_id': '30189,Map_reason:{""color"":0.0,""language"":0.0,""credits"":0.8888888889,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":0.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":0.9,""run_time"":0.0,""release_year_diff"":1.0,""release_year_missing"":0.0,""run_time_diff"":131.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.3244444444}'}]","[{'514563': 'rovi_id:53270,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":752,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",True,,False,Fail,Fail,False,True
30190,16896868,740705,740705,,,,,,Pass,Pass,,
30192,429897,80735,80735,,,,,,Pass,Pass,,
30267,1485050,68391,68391,,,,,,Pass,Pass,,
30288,1566609,12207,12207,,,,,,Pass,Pass,,
30294,1485236,68368,68368,,,,,,Pass,Pass,,
30301,1528102,5952,5952,,,,,,Pass,Pass,,
30319,1153124,56074,56074,,,,,,Pass,Pass,,
30340,1094686,595272,595272,,,,,,Pass,Pass,,
30432,434797,67244,67244,,,,,,Pass,Pass,,
30444,224117,547828,547828,,,,,,Pass,Pass,,
30455,435498,615609,615609,,,,,,Pass,Pass,,
30458,1083548,52058,52058,,,,,,Pass,Pass,,
30493,1064074,59740,59740,,,,,,Pass,Pass,,
30507,1485008,61952,61952,,,,,,Pass,Pass,,
30511,1092505,62861,62861,,,,,,Pass,Pass,,
30525,1506264,62991,62991,,,,,,Pass,Pass,,
30530,1063814,52722,52722,,,,,,Pass,Pass,,
30545,1081631,589213,589213,,,,,,Pass,Pass,,
30553,1495944,132531,132531,,,,,,Pass,Pass,,
30560,436303,568260,568260,,,,,,Pass,Pass,,
30565,1503360,61929,61929,,,,,,Pass,Pass,,
30570,1054164,52831,52831,,,,,,Pass,Pass,,
30593,433650,85216,85216,,,,,,Pass,Pass,,
30598,1059369,63560,63560,,,,,,Pass,Pass,,
30608,1300982,23263,23263,,,,,,Pass,Pass,,
30633,1317275,23140,23140,,,,,,Pass,Pass,,
30640,1496795,65652,65652,,,,,,Pass,Pass,,
30646,1513830,62821,62821,,,,,,Pass,Pass,,
30651,1064676,50679,50679,,,,,,Pass,Pass,,
30654,427248,567201,567201,,,,,,Pass,Pass,,
30661,451654,569469,569469,,,,,,Pass,Pass,,
30662,461232,60283,60283,,,,,,Pass,Pass,,
30666,430267,107458,107458,,,,,,Pass,Pass,,
30668,1074310,93302,93302,,,,,,Pass,Pass,,
30669,437815,568530,568530,,,,,,Pass,Pass,,
30673,1063555,136582,136582,,,,,,Pass,Pass,,
30677,1053699,78375,78375,,,,,,Pass,Pass,,
30680,437888,568543,568543,,,,,,Pass,Pass,,
30682,446038,59189,59189,,,,,,Pass,Pass,,
30688,425470,50591,50591,,,,,,Pass,Pass,,
30689,1474762,620049,620049,,,,,,Pass,Pass,,
30691,449139,60266,60266,,,,,,Pass,Pass,,
30692,1075048,87928,87928,,,,,,Pass,Pass,,
30693,430946,76197,76197,,,,,,Pass,Pass,,
30695,1087163,591787,56037,"[{'56037': 'rovi_id:426189,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":16,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'Hulu_id': '70294'}, {'source_id': '30695,Map_reason:{""color"":0.0,""language"":0.0,""credits"":0.7777777778,""directors"":1.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":0.0,""directors_missing"":0.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":62.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.7888888889}'}]","[{'591787': 'rovi_id:1087163,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":988,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",True,,False,Fail,Fail,False,True
30697,426757,62317,62317,,,,,,Pass,Pass,,
30698,1087988,67775,67775,,,,,,Pass,Pass,,
30701,468494,58610,58610,,,,,,Pass,Pass,,
30704,1074755,585690,585690,,,,,,Pass,Pass,,
30705,426985,49835,49835,,,,,,Pass,Pass,,
30706,445903,82305,82305,,,,,,Pass,Pass,,
30723,16884218,12265770,12265770,,,,,,Pass,Pass,,
30724,453780,77918,77918,,,,,,Pass,Pass,,
30726,1075430,72149,72149,,,,,,Pass,Pass,,
30729,473898,53690,53690,,,,,,Pass,Pass,,
30731,472905,572977,572977,,,,,,Pass,Pass,,
30735,429421,57553,57553,,,,,,Pass,Pass,,
30760,1067246,394351,394351,,,,,,Pass,Pass,,
30764,1510367,66060,66060,,,,,,Pass,Pass,,
30809,422583,51007,51007,,,,,,Pass,Pass,,
30810,446526,59244,59244,,,,,,Pass,Pass,,
30813,1090683,12259396,12259396,,,,,,Pass,Pass,,
30815,450453,55260,55260,,,,,,Pass,Pass,,
30816,1086368,56750,56750,,,,,,Pass,Pass,,
30817,422622,61807,61807,,,,,,Pass,Pass,,
30818,1082784,54814,54814,,,,,,Pass,Pass,,
30822,1089357,592858,592858,,,,,,Pass,Pass,,
30823,1060397,57915,57915,,,,,,Pass,Pass,,
30825,1075052,60718,60718,,,,,,Pass,Pass,,
30826,452611,58052,58052,,,,,,Pass,Pass,,
30828,449097,12258325,12258325,,,,,,Pass,Pass,,
30830,1090314,58802,58802,,,,,,Pass,Pass,,
30831,426352,50235,50235,,,,,,Pass,Pass,,
30832,426805,61021,61021,,,,,,Pass,Pass,,
30833,426418,67484,67484,,,,,,Pass,Pass,,
30834,448078,55921,55921,,,,,,Pass,Pass,,
30836,472267,12258490,12258490,,,,,,Pass,Pass,,
30837,1085015,54850,54850,,,,,,Pass,Pass,,
30839,1079817,130076,130076,,,,,,Pass,Pass,,
30840,443521,12258311,12258311,,,,,,Pass,Pass,,
30904,1057411,170753,170753,,,,,,Pass,Pass,,
30940,1546211,66577,66577,,,,,,Pass,Pass,,
31017,1508400,62650,62650,,,,,,Pass,Pass,,
31034,73411,519807,519807,,,,,,Pass,Pass,,
31048,67275,391448,391448,,,,,,Pass,Pass,,
31109,1506310,62922,62922,,,,,,Pass,Pass,,
31112,462239,52686,52686,,,,,,Pass,Pass,,
31113,451676,52657,52657,,,,,,Pass,Pass,,
31125,1507948,8155,8155,,,,,,Pass,Pass,,
31129,1082723,52672,52672,,,,,,Pass,Pass,,
31139,1496809,63303,63303,,,,,,Pass,Pass,,
31142,428555,567360,567360,,,,,,Pass,Pass,,
31153,1083307,590037,590037,,,,,,Pass,Pass,,
31157,1074167,22082,22082,,,,,,Pass,Pass,,
31163,1068068,33976,33976,,,,,,Pass,Pass,,
31227,1507005,90360,90360,,,,,,Pass,Pass,,
31235,1506297,98334,98334,,,,,,Pass,Pass,,
31252,472376,89092,89092,,,,,,Pass,Pass,,
31300,1065119,580284,580284,,,,,,Pass,Pass,,
31304,1496925,63931,63931,,,,,,Pass,Pass,,
31331,474355,573269,573269,,,,,,Pass,Pass,,
31384,426703,68137,68137,,,,,,Pass,Pass,,
31386,435248,53078,53078,,,,,,Pass,Pass,,
31390,1075393,53373,53373,,,,,,Pass,Pass,,
31435,1506289,78899,78899,,,,,,Pass,Pass,,
31442,1518146,73184,73184,,,,,,Pass,Pass,,
31479,1469965,3658,3658,,,,,,Pass,Pass,,
31482,439025,66903,66903,,,,,,Pass,Pass,,
31486,1522909,118910,118910,,,,,,Pass,Pass,,
31487,428625,60611,60611,,,,,,Pass,Pass,,
31496,1065023,580259,580259,,,,,,Pass,Pass,,
31498,436323,127892,127892,,,,,,Pass,Pass,,
31499,1506307,80802,80802,,,,,,Pass,Pass,,
31502,1506314,66006,66006,,,,,,Pass,Pass,,
31506,459070,69049,69049,,,,,,Pass,Pass,,
31514,1518238,82038,82038,,,,,,Pass,Pass,,
31515,429952,77804,77804,,,,,,Pass,Pass,,
31519,1093316,133436,133436,,,,,,Pass,Pass,,
31552,1543888,112483,112483,,,,,,Pass,Pass,,
31565,1506275,66791,66791,,,,,,Pass,Pass,,
31584,1518231,75834,75834,,,,,,Pass,Pass,,
31588,1518205,63945,63945,,,,,,Pass,Pass,,
31602,461701,66097,66097,,,,,,Pass,Pass,,
31626,1518130,82131,82131,,,,,,Pass,Pass,,
31629,1522893,68991,68991,,,,,,Pass,Pass,,
31709,1525523,62124,62124,,,,,,Pass,Pass,,
31727,1525566,65644,65644,,,,,,Pass,Pass,,
31734,1534271,63295,63295,,,,,,Pass,Pass,,
31791,1518470,69865,69865,,,,,,Pass,Pass,,
31793,428932,64566,64566,,,,,,Pass,Pass,,
31815,449026,105871,105871,,,,,,Pass,Pass,,
31816,1630518,12259972,12259972,,,,,,Pass,Pass,,
31819,1517935,62987,62987,,,,,,Pass,Pass,,
31820,1525503,67958,67958,,,,,,Pass,Pass,,
31853,1459833,69513,69513,,,,,,Pass,Pass,,
31870,1516380,63475,63475,,,,,,Pass,Pass,,
31889,1074903,88719,88719,,,,,,Pass,Pass,,
31907,1080734,63234,54327,"[{'54327': 'rovi_id:474149,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":8,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'Hulu_id': '24254'}, {'source_id': '31907,Map_reason:{""color"":0.0,""language"":0.0,""credits"":1.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":0.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":6.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.4}'}]","[{'63234': 'rovi_id:1080734,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":156,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '5827'}, {'source_id': '141085,Map_reason:{""color"":0.0,""language"":0.0,""credits"":1.0,""directors"":1.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":0.0,""directors_missing"":0.0,""part_names_missing"":1.0,""release_year"":0.0,""run_time"":0.0,""release_year_diff"":2.0,""release_year_missing"":0.0,""run_time_diff"":40.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.7}'}]",True,True,False,Fail,Fail,False,True
31908,428560,70361,70361,,,,,,Pass,Pass,,
31930,430421,53093,53093,,,,,,Pass,Pass,,
31935,425508,58075,58075,,,,,,Pass,Pass,,
31967,1459163,81628,81628,,,,,,Pass,Pass,,
31981,1056253,575518,575518,,,,,,Pass,Pass,,
32026,471274,22724,22724,,,,,,Pass,Pass,,
32106,445956,85094,85094,,,,,,Pass,Pass,,
32107,1057614,77468,77468,,,,,,Pass,Pass,,
32108,435465,64314,64314,,,,,,Pass,Pass,,
32109,1074247,585410,585410,,,,,,Pass,Pass,,
32112,1059029,65719,65719,,,,,,Pass,Pass,,
32122,1534266,68453,68453,,,,,,Pass,Pass,,
32125,1740133,82142,82142,,,,,,Pass,Pass,,
32172,465933,62549,62549,,,,,,Pass,Pass,,
32173,1192609,602277,602277,,,,,,Pass,Pass,,
32174,1070427,583253,583253,,,,,,Pass,Pass,,
32198,12187572,667254,667254,,,,,,Pass,Pass,,
32229,1518159,62440,62440,,,,,,Pass,Pass,,
32234,449116,65468,65468,,,,,,Pass,Pass,,
32236,1474960,5173,5173,,,,,,Pass,Pass,,
32246,1518211,63305,63305,,,,,,Pass,Pass,,
32257,1535604,85153,85153,,,,,,Pass,Pass,,
32269,435312,50136,50136,,,,,,Pass,Pass,,
32275,1536802,71546,71546,,,,,,Pass,Pass,,
32339,1525511,69371,69371,,,,,,Pass,Pass,,
32350,1536026,68356,68356,,,,,,Pass,Pass,,
32374,1535556,63688,63688,,,,,,Pass,Pass,,
32376,1062690,578962,578962,,,,,,Pass,Pass,,
32381,1084910,77754,77754,,,,,,Pass,Pass,,
32386,468359,54610,54610,,,,,,Pass,Pass,,
32388,445789,92038,92038,,,,,,Pass,Pass,,
32400,431747,67940,67940,,,,,,Pass,Pass,,
32406,428187,56374,56374,,,,,,Pass,Pass,,
32407,1084214,57853,57853,,,,,,Pass,Pass,,
32419,468579,66542,66542,,,,,,Pass,Pass,,
32420,422589,566854,566854,,,,,,Pass,Pass,,
32421,427708,88679,88679,,,,,,Pass,Pass,,
32431,437813,50552,50552,,,,,,Pass,Pass,,
32435,449061,108848,108848,,,,,,Pass,Pass,,
32438,425514,50202,50202,,,,,,Pass,Pass,,
32439,450367,56585,56585,,,,,,Pass,Pass,,
32440,1084112,61087,61087,,,,,,Pass,Pass,,
32450,1083605,590136,590136,,,,,,Pass,Pass,,
32451,1095333,2426,2426,,,,,,Pass,Pass,,
32452,422667,78269,78269,,,,,,Pass,Pass,,
32453,427803,12258254,12258254,,,,,,Pass,Pass,,
32454,435853,12258244,12258244,,,,,,Pass,Pass,,
32455,458095,121515,121515,,,,,,Pass,Pass,,
32457,426186,101519,101519,,,,,,Pass,Pass,,
32459,436465,53395,53395,,,,,,Pass,Pass,,
32460,1077157,12259297,12259297,,,,,,Pass,Pass,,
32461,453670,53458,53458,,,,,,Pass,Pass,,
32463,460970,59243,59243,,,,,,Pass,Pass,,
32464,426194,51755,51755,,,,,,Pass,Pass,,
32465,1081734,54341,54341,,,,,,Pass,Pass,,
32572,424982,79999,79999,,,,,,Pass,Pass,,
32573,19404954,80050,80050,,,,,,Pass,Pass,,
32574,1524850,63658,63658,,,,,,Pass,Pass,,
32575,449067,72529,72529,,,,,,Pass,Pass,,
32609,422699,50773,50773,,,,,,Pass,Pass,,
32610,448361,54393,54393,,,,,,Pass,Pass,,
32667,1060475,72513,72513,,,,,,Pass,Pass,,
32680,1535554,64121,64121,,,,,,Pass,Pass,,
32708,1524842,89991,89991,,,,,,Pass,Pass,,
32820,424483,50011,50011,,,,,,Pass,Pass,,
32823,428984,68138,68138,,,,,,Pass,Pass,,
32824,1057175,576024,576024,,,,,,Pass,Pass,,
32827,1459106,78200,78200,,,,,,Pass,Pass,,
32834,1536814,62150,62150,,,,,,Pass,Pass,,
32835,1535566,63544,63544,,,,,,Pass,Pass,,
32836,465792,571620,571620,,,,,,Pass,Pass,,
32945,430293,567594,567594,,,,,,Pass,Pass,,
32951,1535599,62087,62087,,,,,,Pass,Pass,,
32954,1095466,595699,595699,,,,,,Pass,Pass,,
32979,451648,58422,58422,,,,,,Pass,Pass,,
32988,1081486,589158,589158,,,,,,Pass,Pass,,
32989,438172,145823,145823,,,,,,Pass,Pass,,
32993,1539934,191045,71114,"[{'71114': 'rovi_id:1552139,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":24,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'Hulu_id': '1313'}, {'source_id': '32993,Map_reason:{""color"":0.0,""language"":0.0,""credits"":0.7777777778,""directors"":1.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":0.0,""directors_missing"":0.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":6.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.7888888889}'}]","[{'191045': 'rovi_id:1539934,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":590,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",True,,False,Fail,Fail,False,True
32994,1585157,123580,123580,,,,,,Pass,Pass,,
32997,1544185,62162,62162,,,,,,Pass,Pass,,
33033,435217,55280,55280,,,,,,Pass,Pass,,
33037,1535639,62416,62416,,,,,,Pass,Pass,,
33039,1543388,102384,102384,,,,,,Pass,Pass,,
33047,1541503,63740,63740,,,,,,Pass,Pass,,
33049,1535617,72173,72173,,,,,,Pass,Pass,,
33108,1544164,67963,67963,,,,,,Pass,Pass,,
33110,1555172,64267,64267,,,,,,Pass,Pass,,
33115,1609685,191604,191604,,,,,,Pass,Pass,,
33116,1585179,64134,64134,,,,,,Pass,Pass,,
33119,1561083,67243,67243,,,,,,Pass,Pass,,
33122,1548695,71060,71060,,,,,,Pass,Pass,,
33123,1535635,70180,70180,,,,,,Pass,Pass,,
33124,1574233,6552,6552,,,,,,Pass,Pass,,
33126,1548674,625019,625019,,,,,,Pass,Pass,,
33196,1546212,49582,49582,,,,,,Pass,Pass,,
33217,422779,54550,54550,,,,,,Pass,Pass,,
33221,1084737,590868,590868,,,,,,Pass,Pass,,
33224,982759601,50656,50656,,,,,,Pass,Pass,,
33227,447810,151875,151875,,,,,,Pass,Pass,,
33233,443126,568705,568705,,,,,,Pass,Pass,,
33251,462268,89743,89743,,,,,,Pass,Pass,,
33252,1059727,12259237,12259237,,,,,,Pass,Pass,,
33256,1083249,22095,22095,,,,,,Pass,Pass,,
33314,1069781,582878,582878,,,,,,Pass,Pass,,
33386,435461,57535,57535,,,,,,Pass,Pass,,
33407,1547226,74469,74469,,,,,,Pass,Pass,,
33412,1057675,74299,74299,,,,,,Pass,Pass,,
33416,1095749,57376,57376,,,,,,Pass,Pass,,
33422,1069879,582900,582900,,,,,,Pass,Pass,,
33425,1544174,90346,90346,,,,,,Pass,Pass,,
33443,1536789,100983,100983,,,,,,Pass,Pass,,
33485,1535665,62681,62681,,,,,,Pass,Pass,,
33488,453155,569656,569656,,,,,,Pass,Pass,,
33492,430980,50862,50862,,,,,,Pass,Pass,,
33493,1544168,72509,72509,,,,,,Pass,Pass,,
33499,459957,51126,51126,,,,,,Pass,Pass,,
33589,1548672,78224,78224,,,,,,Pass,Pass,,
33643,982759708,62989,62989,,,,,,Pass,Pass,,
33651,1083704,59063,59063,,,,,,Pass,Pass,,
33652,453154,2019,2019,,,,,,Pass,Pass,,
33654,1056945,60071,60071,,,,,,Pass,Pass,,
33656,1085762,52206,52206,,,,,,Pass,Pass,,
33657,1084571,66144,66144,,,,,,Pass,Pass,,
33658,1087879,592125,592125,,,,,,Pass,Pass,,
33664,1548707,62688,62688,,,,,,Pass,Pass,,
33836,424926,70536,70536,,,,,,Pass,Pass,,
33855,1552773,71082,71082,,,,,,Pass,Pass,,
33857,1544187,64018,64018,,,,,,Pass,Pass,,
33955,427202,567202,567202,,,,,,Pass,Pass,,
33967,1372358,614564,614564,,,,,,Pass,Pass,,
33969,17890542,12266317,12266317,,,,,,Pass,Pass,,
33970,1083844,86408,86408,,,,,,Pass,Pass,,
33980,453331,12258479,12258479,,,,,,Pass,Pass,,
34030,1547222,81109,81109,,,,,,Pass,Pass,,
34031,993664860,52031,52031,,,,,,Pass,Pass,,
34032,458193,62455,62455,,,,,,Pass,Pass,,
34033,451605,54477,54477,,,,,,Pass,Pass,,
34034,1091239,56926,56926,,,,,,Pass,Pass,,
34121,1061736,74261,74261,,,,,,Pass,Pass,,
34129,425696,50897,50897,,,,,,Pass,Pass,,
34134,1065020,580354,580354,,,,,,Pass,Pass,,
34150,1466073,36218,36218,,,,,,Pass,Pass,,
34203,1552763,62678,62678,,,,,,Pass,Pass,,
34211,453019,86522,86522,,,,,,Pass,Pass,,
