source,sm_id,id,launch_id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id_count for duplicate,Hulu_id count for duplicate,Mapped rovi_id for duplicate,Mapped gb_id for duplicate,Mapped Hulu_id for duplicate,variant parent id present,variant_parent_id,link_fetched_from,Sources of link
Hulu,10921,953270,60747137,SE,,Larry King Now,"Dan Rather On Orlando, 2016 Elections & the State of Journalism",2012,False,[],,,,"('No multiple ids for this episode link', 953270, 10921)",No multiple ids for this episode link,,,,,
Hulu,14114,955755,60747126,SE,,East Los High,Wanna Bro Job?,2013,False,[],,,,"('No multiple ids for this episode link', 955755, 14114)",No multiple ids for this episode link,,,,,
Hulu,16321,957180,60747056,SE,,My Strange Addiction,Men in Doll Suits,2010,False,[],,,,"('No multiple ids for this episode link', 957180, 16321)",No multiple ids for this episode link,,,,,
Hulu,20900,957205,60747054,SE,,My 600-lb Life,Charity's Story,2014,False,[],,,,"('No multiple ids for this episode link', 957205, 20900)",No multiple ids for this episode link,,,,,
Hulu,18617,953205,60746991,SE,,Sailor Moon Crystal,(Sub) Act.37 Infinity 11 Infinite - Judgement - ,2014,False,[],,,,"('No multiple ids for this episode link', 953205, 18617)",No multiple ids for this episode link,,,,,
Hulu,14027,953158,60746929,SE,,Inside Amy Schumer,Rubbing Our Clips,2013,False,[],,,,"('No multiple ids for this episode link', 953158, 14027)",No multiple ids for this episode link,,,,,
Hulu,27359,957136,60746543,SE,,Scorned: Love Kills,Married to the Mob,2012,False,[],,,,"('No multiple ids for this episode link', 957136, 27359)",No multiple ids for this episode link,,,,,
Hulu,28076,957252,60746542,SE,,Obsession: Dark Desires,Crushed,2014,False,[],,,,"('No multiple ids for this episode link', 957252, 28076)",No multiple ids for this episode link,,,,,
Hulu,20160,952959,60746444,SE,,With All Due Respect,"Thu, Jun 16, 2016",2014,False,[],,,,"('No multiple ids for this episode link', 952959, 20160)",No multiple ids for this episode link,,,,,
Hulu,10,952772,60746294,SE,,Bones,The Head in the Abutment,2005,False,[],,,,"('No multiple ids for this episode link', 952772, 10)",No multiple ids for this episode link,,,,,
