Vudu_sm_id,Vudu_id,Rovi_id,Rovi_SM_id,projectx_id_rovi,projectx_id_Vudu,Dev_Vudu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Vudu_id_present,series_id_match,Px_series_id,Episode mapping,Comment
271075,313213,66195273,2350577,5428856,5428197,"[{'5428856': 'rovi_id:22483238,Map_reason:not found in projectx'}, {'source_id': '313213,Map_reason:{MATCH_PARAM_EPISODE_TITLE_SOLR=1.0, MATCH_PARAM_OTT=1.0}'}]","[{'5428856': 'rovi_id:66195273,Map_reason:not found in projectx'}]",True,,True,[5417518],Fail,Fail
271075,313217,22488061,2350577,5428338,5428338,,,,,,,Pass,Pass
271075,313221,22518383,2350577,5428468,5428468,,,,,,,Pass,Pass
271075,313225,66232188,2350577,5429028,5429028,,,,,,,Pass,Pass
271075,313229,22582835,2350577,5428608,5428608,,,,,,,Pass,Pass
271075,313233,66094634,2350577,5428746,5428746,,,,,,,Pass,Pass
271075,313237,22449123,2350577,5428017,5428017,,,,,,,Pass,Pass
271075,313241,66259070,2350577,5429201,13017350,"[{'source_id': '313241,Map_reason:{MATCH_PARAM_EPISODE_TITLE_SOLR=1.0, MATCH_PARAM_OTT=1.0}'}]","[{'5429201': 'rovi_id:66259070,Map_reason:not found in projectx'}]",,,True,[5417518],Fail,Fail
271075,334382,66314422,2350577,5429394,14267944,"[{'source_id': '334382,Map_reason:not found in projectx'}]","[{'5429394': 'rovi_id:66314422,Map_reason:not found in projectx'}]",,,True,[5417518],Fail,Fail
271075,393917,322373166,2350577,5430250,5430026,"[{'5430250': 'rovi_id:320639699,Map_reason:not found in projectx'}, {'source_id': '393917,Map_reason:{MATCH_PARAM_EPISODE_TITLE_SOLR=1.0, MATCH_PARAM_OTT=1.0}'}]","[{'5430250': 'rovi_id:322373166,Map_reason:not found in projectx'}, {'source_id': '393921,Map_reason:{MATCH_PARAM_EPISODE_TITLE_SOLR=1.0, MATCH_PARAM_OTT=1.0}'}]",True,True,True,[5417518],Fail,Fail
271075,393921,322373166,2350577,5430250,5430250,,,,,,,Pass,Pass
271075,393925,324702727,2350577,5430430,5430430,,,,,,,Pass,Pass
271075,393929,326920551,2350577,5430658,5430658,,,,,,,Pass,Pass
271075,393933,328944437,2350577,5430914,5430914,,,,,,,Pass,Pass
271075,393937,331290245,2350577,5431156,5431156,,,,,,,Pass,Pass
271075,393941,333300680,2350577,5431350,5431350,,,,,,,Pass,Pass
271075,393945,335649625,2350577,5431581,5431581,,,,,,,Pass,Pass
271075,393949,342463484,2350577,5431779,5431779,,,,,,,Pass,Pass
271075,393953,359964163,2350577,5431966,5431966,,,,,,,Pass,Pass
271075,393957,361729178,2350577,5432144,5432144,,,,,,,Pass,Pass
271075,393961,364796618,2350577,5432216,5432216,,,,,,,Pass,Pass
271075,393965,367358889,2350577,5432433,5432433,,,,,,,Pass,Pass
271075,393969,370191344,2350577,5432608,5432608,,,,,,,Pass,Pass
271075,393973,374522610,2350577,5432751,5432751,,,,,,,Pass,Pass
271075,393977,380630647,2350577,5432930,5432930,,,,,,,Pass,Pass
271075,393981,386187936,2350577,5433107,5433107,,,,,,,Pass,Pass
271075,393985,430861581,2350577,5433323,5433323,,,,,,,Pass,Pass
271075,393989,433912233,2350577,5433523,5433523,,,,,,,Pass,Pass
271075,393993,442837431,2350577,5433744,5433744,,,,,,,Pass,Pass
271075,402062,2378844,2350577,5419622,5419622,,,,,,,Pass,Pass
271075,402065,2382262,2350577,5419742,5419742,,,,,,,Pass,Pass
271075,402067,2382744,2350577,5419931,5419931,,,,,,,Pass,Pass
271075,402069,2386006,2350577,5419985,5419985,,,,,,,Pass,Pass
271075,402071,2392060,2350577,5420176,5420176,,,,,,,Pass,Pass
271075,402073,2395159,2350577,5420291,5420291,,,,,,,Pass,Pass
271075,402075,2395624,2350577,5420369,5420369,,,,,,,Pass,Pass
271075,402077,2401950,2350577,5420419,5420419,,,,,,,Pass,Pass
