series_id,_id,show_type,Video_language,series_type,type,duration
13334,648152,SE,en,TV,episode,2590054
7560,617507,SE,en,TV,episode,1292240
13334,648151,SE,en,TV,episode,2588006
13334,648150,SE,en,TV,episode,2589030
13334,648149,SE,en,TV,episode,2590054
13334,648148,SE,en,TV,episode,2589030
13334,648147,SE,en,TV,episode,2589030
1968,617415,SE,en,TV,episode,1296062
4948,617410,SE,en,TV,episode,1292833
8108,637392,SE,en,TV,episode,2103750
8108,637391,SE,en,TV,episode,1993630
2458,617290,SE,en,TV,episode,2583447
10921,617119,SE,en,TV,episode,1631546
14027,617406,SE,en,TV,episode,1283232
4948,616989,SE,en,TV,episode,1303135
16693,618233,SE,en,TV,episode,1305864
17297,617006,SE,en,TV,episode,1333272
16693,617543,SE,en,TV,episode,1354464
389,616909,SE,en,TV,episode,2564664
15462,616835,SE,en,TV,episode,1409760
15462,616834,SE,en,TV,episode,1409928
1603,616856,SE,ja,TV,episode,1402296
10921,616535,SE,en,TV,episode,1651920
17206,616341,SE,ja,TV,episode,1521096
17206,616342,SE,ja,TV,episode,1521096
16149,616398,SE,ja,TV,episode,1542120
2138,616322,SE,ja,TV,episode,1418544
10662,616364,SE,en,TV,episode,1279680
6434,616287,SE,ja,TV,episode,1367208
14682,625957,SE,en,TV,episode,1455912
14682,625956,SE,en,TV,episode,1468128
14682,625955,SE,en,TV,episode,1470960
14682,625990,SE,en,TV,episode,1444080
14682,625954,SE,en,TV,episode,1452000
14682,625953,SE,en,TV,episode,1460016
14682,625989,SE,en,TV,episode,1460112
8108,636312,SE,en,TV,episode,1970596
4910,616098,SE,en,TV,episode,1295002
11226,616023,SE,en,TV,episode,2584320
348,616059,SE,en,TV,episode,5406672
404,616425,SE,en,TV,episode,2590032
10921,615930,SE,en,TV,episode,1506096
4814,615996,SE,en,TV,episode,1282720
17797,617397,SE,ja,TV,episode,1432752
17797,617396,SE,ja,TV,episode,1432704
17797,617395,SE,ja,TV,episode,1432800
17797,617394,SE,ja,TV,episode,1454808
17797,617393,SE,ja,TV,episode,1432632
17797,617392,SE,ja,TV,episode,1432752
17797,617391,SE,ja,TV,episode,1432800
17797,617390,SE,ja,TV,episode,1432800
17797,617389,SE,ja,TV,episode,1454736
17797,617388,SE,ja,TV,episode,1432632
17797,617387,SE,ja,TV,episode,1433760
17797,617386,SE,ja,TV,episode,1432800
17797,617398,SE,ja,TV,episode,1453656
16693,615790,SE,en,TV,episode,1378128
16693,615785,SE,en,TV,episode,1392504
12990,615689,SE,en,TV,episode,1279695
13334,645653,SE,en,TV,episode,2590054
13334,645648,SE,en,TV,episode,2588006
13334,645647,SE,en,TV,episode,2583047
13334,645646,SE,en,TV,episode,2590054
13334,645640,SE,en,TV,episode,2588006
13334,645641,SE,en,TV,episode,2590054
13334,645636,SE,en,TV,episode,2587998
13334,645635,SE,en,TV,episode,2587070
13334,645610,SE,en,TV,episode,2589030
8108,629104,SE,en,TV,episode,2037195
11878,615505,SE,ja,TV,episode,1451326
10921,615444,SE,en,TV,episode,1644600
77,615418,SE,en,TV,episode,3126056
11248,615383,SE,en,TV,episode,1303218
10,615357,SE,en,TV,episode,2532738
16831,615513,SE,en,TV,episode,1504921
1303,623275,SE,en,TV,episode,1387704
1303,623274,SE,en,TV,episode,1387704
1303,624910,SE,en,TV,episode,1386696
1303,623273,SE,en,TV,episode,1387704
1303,623672,SE,en,TV,episode,1387704
1303,624908,SE,en,TV,episode,1386696
1303,624907,SE,en,TV,episode,1363632
1303,619357,SE,en,TV,episode,1388664
1303,623671,SE,en,TV,episode,1384704
1303,623673,SE,en,TV,episode,1384704
1303,619356,SE,en,TV,episode,1392672
1303,623670,SE,en,TV,episode,1384704
1303,623669,SE,en,TV,episode,1387704
1303,624909,SE,en,TV,episode,1386696
1303,619363,SE,en,TV,episode,1388376
1303,624906,SE,en,TV,episode,1386672
1303,623668,SE,en,TV,episode,1384656
1303,623271,SE,en,TV,episode,1387704
1303,619355,SE,en,TV,episode,1392792
1303,624905,SE,en,TV,episode,1386696
1303,623667,SE,en,TV,episode,1386696
1303,623268,SE,en,TV,episode,1387704
1303,619362,SE,en,TV,episode,1387704
1303,623270,SE,en,TV,episode,1387704
1303,619361,SE,en,TV,episode,1387536
1303,623272,SE,en,TV,episode,1388208
1303,623267,SE,en,TV,episode,1387704
1303,623666,SE,en,TV,episode,1384704
1303,619360,SE,en,TV,episode,1392672
1303,619358,SE,en,TV,episode,1388376
1303,623269,SE,en,TV,episode,1387656
1303,624904,SE,en,TV,episode,1386696
1303,619359,SE,en,TV,episode,1392720
1303,623664,SE,en,TV,episode,1387704
1303,623266,SE,en,TV,episode,1387656
1303,623665,SE,en,TV,episode,1387656
15360,615131,SE,en,TV,episode,1292920
16903,615137,SE,ja,TV,episode,1464360
16923,615050,SE,ja,TV,episode,1417128
16937,615557,SE,en,TV,episode,1283592
6901,616791,SE,ja,TV,episode,1476984
6901,616790,SE,ja,TV,episode,1476984
16832,615049,SE,ja,TV,episode,1466592
9974,617783,SE,ja,TV,episode,1443576
9974,617782,SE,ja,TV,episode,1443624
16924,615087,SE,ja,TV,episode,1464888
15854,615121,SE,ja,TV,episode,1443792
16921,615074,SE,ja,TV,episode,1441368
16922,615088,SE,ja,TV,episode,1472688
17246,615139,SE,ja,TV,episode,1491648
17249,615149,SE,ja,TV,episode,1505808
7556,614999,SE,en,TV,episode,2466800
15462,615771,SE,ja,TV,episode,1409232
15462,615770,SE,ja,TV,episode,1413192
15462,615769,SE,ja,TV,episode,1410696
15462,615768,SE,ja,TV,episode,1413744
11725,614952,SE,es,TV,episode,978024
3433,614923,SE,en,TV,episode,1225974
7560,614852,SE,en,TV,episode,1287320
14421,614843,SE,en,TV,episode,2557560
53,614799,SE,en,TV,episode,1298297
11248,615382,SE,en,TV,episode,1303093
4069,616485,SE,en,TV,episode,1448405
4069,617802,SE,en,TV,episode,1448160
4069,616487,SE,en,TV,episode,1448232
4069,616486,SE,en,TV,episode,1449168
4069,617801,SE,en,TV,episode,1450032
4069,617798,SE,en,TV,episode,1449197
4069,616482,SE,en,TV,episode,1447737
4069,617800,SE,en,TV,episode,1448400
4069,617799,SE,en,TV,episode,1448405
4069,616488,SE,en,TV,episode,1448238
4069,617797,SE,en,TV,episode,1450704
4069,616481,SE,en,TV,episode,1448160
4069,616484,SE,en,TV,episode,1448328
4069,616479,SE,en,TV,episode,1447464
4069,617796,SE,en,TV,episode,1449168
4069,616492,SE,en,TV,episode,1447154
4069,617795,SE,en,TV,episode,1447992
4069,616480,SE,en,TV,episode,1447487
4069,617791,SE,en,TV,episode,1449096
4069,617790,SE,en,TV,episode,1448160
4069,616478,SE,en,TV,episode,1447464
4069,617794,SE,en,TV,episode,1448832
4069,617793,SE,en,TV,episode,1448928
4069,616489,SE,en,TV,episode,1451472
4069,617792,SE,en,TV,episode,1449000
15730,614684,SE,ja,TV,episode,1466040
3897,614714,SE,en,TV,episode,2584984
13482,614661,SE,en,TV,episode,2653696
16693,614967,SE,en,TV,episode,1334352
2388,614620,SE,en,TV,episode,2814792
148,614507,SE,en,TV,episode,2592223
4069,616477,SE,en,TV,episode,1447464
53,614717,SE,en,TV,episode,1298338
11199,614623,SE,es,TV,episode,2412877
14534,614498,SE,en,TV,episode,1739404
10921,614259,SE,en,TV,episode,1570944
54,614029,SE,en,TV,episode,1298005
6434,613963,SE,ja,TV,episode,1382184
11907,613956,SE,en,TV,episode,2830728
17297,615143,SE,en,TV,episode,1314888
15896,614116,SE,en,TV,episode,1332984
8108,627202,SE,en,TV,episode,2045515
148,613764,SE,en,TV,episode,2591981
4910,613748,SE,en,TV,episode,1293208
4948,613742,SE,en,TV,episode,1303135
10921,613597,SE,en,TV,episode,1676688
2138,613391,SE,ja,TV,episode,1418483
11210,649372,SE,ja,TV,episode,1484112
11210,641920,SE,ja,TV,episode,1482840
11210,641919,SE,ja,TV,episode,1468584
11210,641918,SE,ja,TV,episode,1482816
11210,641917,SE,ja,TV,episode,1480344
11210,641916,SE,ja,TV,episode,1482768
11210,641915,SE,ja,TV,episode,1482936
11210,641912,SE,ja,TV,episode,1482984
11210,641914,SE,ja,TV,episode,1483152
11210,641911,SE,ja,TV,episode,1483896
11210,641910,SE,ja,TV,episode,1484280
11210,641913,SE,ja,TV,episode,1482840
11210,649371,SE,ja,TV,episode,1484736
11210,649370,SE,ja,TV,episode,1482888
11210,649369,SE,ja,TV,episode,1484472
1303,619354,SE,en,TV,episode,1388040
11210,649368,SE,ja,TV,episode,1484472
11210,649367,SE,ja,TV,episode,1483488
11210,649375,SE,ja,TV,episode,1483512
11210,649378,SE,ja,TV,episode,1484184
11210,649374,SE,ja,TV,episode,1484016
11210,649373,SE,ja,TV,episode,1484472
11210,649377,SE,ja,TV,episode,1483392
11210,649376,SE,ja,TV,episode,1484688
11210,649380,SE,ja,TV,episode,1484424
11210,651058,SE,ja,TV,episode,1486560
11210,649381,SE,ja,TV,episode,1482936
11210,649379,SE,ja,TV,episode,1483848
16149,613501,SE,ja,TV,episode,1542528
11210,653890,SE,ja,TV,episode,1482024
11210,653832,SE,ja,TV,episode,1481688
11210,640801,SE,ja,TV,episode,1482648
11210,640308,SE,ja,TV,episode,1481400
11210,640307,SE,ja,TV,episode,1481640
11210,640306,SE,ja,TV,episode,1481232
11210,640305,SE,ja,TV,episode,1481688
11210,640304,SE,ja,TV,episode,1482216
11210,636815,SE,ja,TV,episode,1481736
11210,636969,SE,ja,TV,episode,1481232
11210,636814,SE,ja,TV,episode,1481688
11210,636813,SE,ja,TV,episode,1481688
11210,630087,SE,ja,TV,episode,1481736
11210,636812,SE,ja,TV,episode,1482720
11210,630080,SE,ja,TV,episode,1481688
11210,630086,SE,ja,TV,episode,1481736
11210,629066,SE,ja,TV,episode,1480680
11210,629065,SE,ja,TV,episode,1482720
11210,626069,SE,ja,TV,episode,1480728
11210,626070,SE,ja,TV,episode,1480680
11210,626068,SE,ja,TV,episode,1481688
11210,626026,SE,ja,TV,episode,1480632
11210,626025,SE,ja,TV,episode,1480632
404,614127,SE,en,TV,episode,2589840
4814,613146,SE,en,TV,episode,1282280
10662,613112,SE,en,TV,episode,1279200
10921,613088,SE,en,TV,episode,1616281
348,613101,SE,en,TV,episode,5415408
11226,612965,SE,en,TV,episode,2585640
11210,620797,SE,ja,TV,episode,1482840
11210,620796,SE,ja,TV,episode,1481136
11210,620795,SE,ja,TV,episode,1481256
11210,620794,SE,ja,TV,episode,1480680
11210,620793,SE,ja,TV,episode,1482144
11210,620792,SE,ja,TV,episode,1481688
11210,620791,SE,ja,TV,episode,1480680
11210,620790,SE,ja,TV,episode,1480728
11210,620789,SE,ja,TV,episode,1480104
11210,620788,SE,ja,TV,episode,1479672
11210,620787,SE,ja,TV,episode,1482192
11210,620786,SE,ja,TV,episode,1480728
11210,620785,SE,ja,TV,episode,1480728
11210,620784,SE,ja,TV,episode,1480632
11210,620783,SE,ja,TV,episode,1481184
11210,620781,SE,ja,TV,episode,1481736
11210,620780,SE,ja,TV,episode,1479720
11210,620779,SE,ja,TV,episode,1479768
11210,620782,SE,ja,TV,episode,1479720
11210,620778,SE,ja,TV,episode,1479768
11210,620777,SE,ja,TV,episode,1482360
11210,616869,SE,ja,TV,episode,1479816
11210,616870,SE,ja,TV,episode,1482432
11210,618070,SE,ja,TV,episode,1478352
11210,618069,SE,ja,TV,episode,1479480
11210,618068,SE,ja,TV,episode,1479048
11878,612864,SE,ja,TV,episode,1451326
13334,645600,SE,en,TV,episode,2589030
13334,645565,SE,en,TV,episode,2589030
13334,645564,SE,en,TV,episode,2588006
8231,613043,SE,ja,TV,episode,1450128
14407,612757,SE,en,TV,episode,1357584
17327,612756,SE,en,TV,episode,1358856
3433,613567,SE,en,TV,episode,1220928
8108,634266,SE,en,TV,episode,2003351
16922,612401,SE,ja,TV,episode,1472568
15854,612400,SE,ja,TV,episode,1446744
16924,612397,SE,ja,TV,episode,1479648
16832,612396,SE,ja,TV,episode,1466520
16921,612394,SE,ja,TV,episode,1441368
10921,612341,SE,en,TV,episode,1631448
16923,612323,SE,ja,TV,episode,1432608
16831,613063,SE,en,TV,episode,1504129
16937,612543,SE,en,TV,episode,1283448
8108,623839,SE,en,TV,episode,1997915
14421,612018,SE,en,TV,episode,2520960
10,612010,SE,en,TV,episode,2579785
53,612405,SE,en,TV,episode,1293333
11725,611926,SE,es,TV,episode,1002672
9974,615522,SE,ja,TV,episode,1443528
6901,616779,SE,ja,TV,episode,1477032
9974,615521,SE,ja,TV,episode,1443576
6901,616778,SE,ja,TV,episode,1476984
16903,611968,SE,ja,TV,episode,1464360
17249,611976,SE,ja,TV,episode,1505880
17246,611944,SE,ja,TV,episode,1492152
10337,614492,SE,en,TV,episode,1766920
3433,613591,SE,en,TV,episode,1277234
10337,614491,SE,en,TV,episode,1766440
