GuideBox_sm_id,Rovi_sm_id,projectx_id_rovi,projectx_id_GuideBox,Dev_GuideBox_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_GuideBox_id_present,variant_present,Comment,Result of mapping series
14749,22023391,3327119,3327119,,,,,,Pass,Pass
20933,1020105542,3961451,3961451,,,,,,Pass,Pass
32178,1121828172,2732586,2732586,,,,,,Pass,Pass
13642,881938,2740068,2740068,,,,,,Pass,Pass
13689,480675,2736570,2736570,,,,,,Pass,Pass
613,17892128,7061546,7061546,,,,,,Pass,Pass
66,469459,2770453,2770453,,,,,,Pass,Pass
68,2334107,3227606,3227606,,,,,,Pass,Pass
13620,747218,2796156,2796156,,,,,,Pass,Pass
2296,1822703047,2865215,2865215,,,,,,Pass,Pass
2445,1739620,5151497,5151497,,,,,,Pass,Pass
159,1790203,12258170,12258170,,,,,,Pass,Pass
166,18830383,3188568,3188568,,,,,,Pass,Pass
165,18830442,3243871,3243871,,,,,,Pass,Pass
1587,2444634,2849913,2849913,,,,,,Pass,Pass
446,1672492,2892047,7363233,"[{'source_projectx_id_mapped': 'rovi_id:19635329,Map_reason:not found in projectx'}, {'sourceId': '446'}]","[{'rovi_projectx_id_mapped': 'rovi_id:1672492,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
171,18829943,3142606,3142606,,,,,,Pass,Pass
173,431050,3007355,3007355,,,,,,Pass,Pass
1695,11947579,3094743,3094743,,,,,,Pass,Pass
1707,917607,2759982,2759982,,,,,,Pass,Pass
1720,506534,3220857,3220857,,,,,,Pass,Pass
205,1785402,2819197,7364975,"[{'source_projectx_id_mapped': 'rovi_id:19654200,Map_reason:not found in projectx'}, {'sourceId': '205'}]","[{'rovi_projectx_id_mapped': 'rovi_id:1785402,Map_reason:not found in projectx'}, {'sourceId': '592,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":1.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":0.0,""credits_missing"":0.0,""directors_missing"":0.0,""part_names_missing"":0.0,""release_year"":0.0,""run_time"":0.0,""release_year_diff"":11.0,""release_year_missing"":0.0,""run_time_diff"":1770.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0}'}]",True,True,False,Fail,Fail
206,2001298,2895395,2895395,,,,,,Pass,Pass
208,412432,3498772,3498772,,,,,,Pass,Pass
1737,423675,12258232,9975628,"[{'source_projectx_id_mapped': 'rovi_id:1905995711,Map_reason:not found in projectx'}, {'sourceId': '1737'}]","[{'rovi_projectx_id_mapped': 'rovi_id:423675,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":63,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
314,1833819,12260304,12260304,,,,,,Pass,Pass
307,1103250,3001199,3001199,,,,,,Pass,Pass
311,2001264,2858222,2858222,,,,,,Pass,Pass
1738,481387,2761292,2761292,,,,,,Pass,Pass
1747,424456,3280081,3280081,,,,,,Pass,Pass
493,2329560,2833278,14805758,[{'sourceId': '493'}],"[{'rovi_projectx_id_mapped': 'rovi_id:2329560,Map_reason:not found in projectx'}]",,,False,Fail,Fail
1760,720561,4558321,4558321,,,,,,Pass,Pass
1772,224883,4059904,4059904,,,,,,Pass,Pass
1778,1104787,2765021,2765021,,,,,,Pass,Pass
1782,446998,3598806,3598806,,,,,,Pass,Pass
310,2166931,2940955,2940955,,,,,,Pass,Pass
1800,2001310,2818577,2818577,,,,,,Pass,Pass
316,2167248,2817899,2817899,,,,,,Pass,Pass
1881,14034105,3292831,3292831,,,,,,Pass,Pass
201,2484036,2986569,2986569,,,,,,Pass,Pass
1919,12966115,3259868,3259868,,,,,,Pass,Pass
968,2103448,3000551,10334247,"[{'source_projectx_id_mapped': 'rovi_id:3440901328,Map_reason:not found in projectx'}, {'sourceId': '968'}]","[{'rovi_projectx_id_mapped': 'rovi_id:2103448,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
954,1835232,3002658,3002658,,,,,,Pass,Pass
965,16892661,2799758,2799758,,,,,,Pass,Pass
956,1438306,12259696,12259696,,,,,,Pass,Pass
962,1835235,3000484,3000484,,,,,,Pass,Pass
960,13305894,[3015742],Nil,,,,,,source_id not ingested,Fail
957,1673497,2913689,2913689,,,,,,Pass,Pass
952,18040876,3047429,3047429,,,,,,Pass,Pass
1937,99775,3847062,3847062,,,,,,Pass,Pass
948,19113969,3360678,3360678,,,,,,Pass,Pass
1939,306786,2807341,2807341,,,,,,Pass,Pass
994,674114,3574574,3574574,,,,,,Pass,Pass
1948,167973,4037003,4037003,,,,,,Pass,Pass
1949,1167670131,8999101,8999101,,,,,,Pass,Pass
1950,253656,4089426,4089426,,,,,,Pass,Pass
959,2490563,2927351,2927351,,,,,,Pass,Pass
1958,379645,4155579,4155579,,,,,,Pass,Pass
1969,223245,4054858,4054858,,,,,,Pass,Pass
1970,224070,4058733,4058733,,,,,,Pass,Pass
2002,596961,3129014,3129014,,,,,,Pass,Pass
2039,129576,4029713,4029713,,,,,,Pass,Pass
971,2491249,3019262,3019262,,,,,,Pass,Pass
2072,19759378,2745026,2745026,,,,,,Pass,Pass
2074,2230657,5375034,5375034,,,,,,Pass,Pass
2084,321144,3202901,3202901,,,,,,Pass,Pass
57,1836155,3155311,3155311,,,,,,Pass,Pass
67,1772812,2848425,2848425,,,,,,Pass,Pass
63,19034491,3649957,3649957,,,,,,Pass,Pass
59,16885228,3235233,3235233,,,,,,Pass,Pass
60,13833539,3270162,3270162,,,,,,Pass,Pass
366,2406698,2905961,4687976,"[{'source_projectx_id_mapped': 'rovi_id:902775,Map_reason:not found in projectx'}, {'sourceId': '366'}]","[{'rovi_projectx_id_mapped': 'rovi_id:2406698,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
368,2314067,5403540,5403540,,,,,,Pass,Pass
371,13895742,3091267,3091267,,,,,,Pass,Pass
372,13895738,3266203,3266203,,,,,,Pass,Pass
2098,997158950,6359302,6359302,,,,,,Pass,Pass
2103,471861,3676764,3676764,,,,,,Pass,Pass
369,1836145,2785194,2785194,,,,,,Pass,Pass
2112,129380,3265664,5470666,"[{'source_projectx_id_mapped': 'rovi_id:2485482,Map_reason:not found in projectx'}, {'sourceId': '2112'}]","[{'rovi_projectx_id_mapped': 'rovi_id:129380,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
2117,1308634,3946162,3946162,,,,,,Pass,Pass
2139,429900,2741693,2741693,,,,,,Pass,Pass
2146,421657,3022847,3022847,,,,,,Pass,Pass
2165,801296,4613841,4613841,,,,,,Pass,Pass
61,13892760,3065419,3065419,,,,,,Pass,Pass
2168,19234633,3614446,3614446,,,,,,Pass,Pass
2168,11820197,3950046,3614446,"[{'source_projectx_id_mapped': 'rovi_id:19234633,Map_reason:not found in projectx'}, {'sourceId': '2168'}]","[{'rovi_projectx_id_mapped': 'rovi_id:11820197,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":6,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
2168,1668240,3642204,3614446,"[{'source_projectx_id_mapped': 'rovi_id:19234633,Map_reason:not found in projectx'}, {'sourceId': '2168'}]","[{'rovi_projectx_id_mapped': 'rovi_id:1668240,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
121,284739,4120961,5446250,"[{'source_projectx_id_mapped': 'rovi_id:2420637,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":11,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'sourceId': '121'}]","[{'rovi_projectx_id_mapped': 'rovi_id:284739,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
2220,2177941,3216960,3216960,,,,,,Pass,Pass
2268,1438700,4985983,4985983,,,,,,Pass,Pass
2305,426286,4006401,4006401,,,,,,Pass,Pass
137,2490832,2850046,2850046,,,,,,Pass,Pass
135,2170297,2806875,2806875,,,,,,Pass,Pass
141,18846680,3234338,3234338,,,,,,Pass,Pass
134,1835027,2787160,2787160,,,,,,Pass,Pass
133,1561837,2833074,2833074,,,,,,Pass,Pass
139,18815398,3289275,3289275,,,,,,Pass,Pass
136,2333214,2824114,2824114,,,,,,Pass,Pass
2329,2491273,2922534,2922534,,,,,,Pass,Pass
385,2341335,2852449,2852449,,,,,,Pass,Pass
390,18785636,2732633,2732633,,,,,,Pass,Pass
384,9952498,3609808,3609808,,,,,,Pass,Pass
16879,726224840,3893377,3893377,,,,,,Pass,Pass
2468,2231762,5375795,5375795,,,,,,Pass,Pass
2488,17982749,7086419,9394241,"[{'source_projectx_id_mapped': 'rovi_id:1503912975,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":11,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'sourceId': '2488'}]","[{'rovi_projectx_id_mapped': 'rovi_id:17982749,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
6988,427152,2920682,2920682,,,,,,Pass,Pass
293,2165623,2807480,2807480,,,,,,Pass,Pass
296,2478513,3146523,8353901,"[{'source_projectx_id_mapped': 'rovi_id:650709964,Map_reason:not found in projectx'}, {'sourceId': '296'}]","[{'rovi_projectx_id_mapped': 'rovi_id:2478513,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
2501,899215,4685559,6051466,"[{'source_projectx_id_mapped': 'rovi_id:12080619,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}, {'sourceId': '2501'}]","[{'rovi_projectx_id_mapped': 'rovi_id:899215,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
295,8240941,2999478,2999478,,,,,,Pass,Pass
2529,13520723,3073860,3073860,,,,,,Pass,Pass
2529,1134960258,8967178,3073860,"[{'source_projectx_id_mapped': 'rovi_id:13520723,Map_reason:not found in projectx'}, {'sourceId': '2529'}]","[{'rovi_projectx_id_mapped': 'rovi_id:1134960258,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
2553,2120790,2928356,2928356,,,,,,Pass,Pass
2600,3424702909,10327237,3205446,"[{'source_projectx_id_mapped': 'rovi_id:1363035,Map_reason:not found in projectx'}, {'sourceId': '2600'}]","[{'rovi_projectx_id_mapped': 'rovi_id:3424702909,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
2621,2040884,3233118,3233118,,,,,,Pass,Pass
2622,16888511,3301603,3301603,,,,,,Pass,Pass
2625,18933945,3274647,3274647,,,,,,Pass,Pass
2626,2154617,2858535,2858535,,,,,,Pass,Pass
2627,14729213,3063480,3063480,,,,,,Pass,Pass
2629,1609178,2938441,2938441,,,,,,Pass,Pass
2630,13977514,3094664,3094664,,,,,,Pass,Pass
2632,17495228,3017864,3017864,,,,,,Pass,Pass
2633,2300286,12262262,12262262,,,,,,Pass,Pass
2634,1863968,2953188,2953188,,,,,,Pass,Pass
2635,1483774,3260549,3260549,,,,,,Pass,Pass
2638,19729647,7226739,7226739,,,,,,Pass,Pass
2639,2105279,5320876,5320876,,,,,,Pass,Pass
2643,1987080,5263664,5263664,,,,,,Pass,Pass
2644,1781169,5167712,5167712,,,,,,Pass,Pass
2658,13610633,3985421,3985421,,,,,,Pass,Pass
2662,2295377,2831784,2831784,,,,,,Pass,Pass
2664,16882730,12258441,12258441,,,,,,Pass,Pass
2779,12400185,3169925,3169925,,,,,,Pass,Pass
10984,280906,4116637,4116637,,,,,,Pass,Pass
504,17616400,3076425,3076425,,,,,,Pass,Pass
2932,2195190,2926996,13655114,"[{'source_projectx_id_mapped': 'rovi_id:7207240983,Map_reason:not found in projectx'}, {'sourceId': '2932'}]","[{'rovi_projectx_id_mapped': 'rovi_id:2195190,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
2937,2458275,3128657,3128657,,,,,,Pass,Pass
2948,2444536,2845985,2845985,,,,,,Pass,Pass
2976,18881277,3420004,3420004,,,,,,Pass,Pass
2977,1880905,2808262,2808262,,,,,,Pass,Pass
505,19016957,3142828,3142828,,,,,,Pass,Pass
2982,2235925,2967521,2967521,,,,,,Pass,Pass
498,14031120,3140767,3140767,,,,,,Pass,Pass
2993,67120373,3899075,3899075,,,,,,Pass,Pass
5903,19955398,2935879,2935879,,,,,,Pass,Pass
565,2105382,3002156,3002156,,,,,,Pass,Pass
5073,129162,2743725,2743725,,,,,,Pass,Pass
555,2498864,2852889,2852889,,,,,,Pass,Pass
21690,1053597501,3950200,3950200,,,,,,Pass,Pass
1115,408466,4163685,4163685,,,,,,Pass,Pass
6959,14773782,3077080,3077080,,,,,,Pass,Pass
6961,1941630,2943983,2943983,,,,,,Pass,Pass
7197,19958649,3196829,3196829,,,,,,Pass,Pass
6963,2247513,2816306,2816306,,,,,,Pass,Pass
7399,8202313,3091615,3072988,"[{'source_projectx_id_mapped': 'rovi_id:17943376,Map_reason:not found in projectx'}, {'sourceId': '7399'}]","[{'rovi_projectx_id_mapped': 'rovi_id:8202313,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
6965,2337372,2908459,2908459,,,,,,Pass,Pass
617,2357228,3218505,3218505,,,,,,Pass,Pass
6968,12124014,2932529,2932529,,,,,,Pass,Pass
7391,18982134,6388886,6388886,,,,,,Pass,Pass
5744,16883916,2999030,2999030,,,,,,Pass,Pass
7395,344456,4142965,4142965,,,,,,Pass,Pass
612,1855730,2790678,2790678,,,,,,Pass,Pass
6969,464847,2941908,2941908,,,,,,Pass,Pass
6971,2430807,2933031,2933031,,,,,,Pass,Pass
6973,2052128,3125926,3125926,,,,,,Pass,Pass
6979,815073,2738768,2738768,,,,,,Pass,Pass
6981,8257507,3657975,3657975,,,,,,Pass,Pass
614,14595823,3229324,3229324,,,,,,Pass,Pass
6984,1213625,2735571,2735571,,,,,,Pass,Pass
1253,826394,2905652,2905652,,,,,,Pass,Pass
6985,1316567,2759106,2759106,,,,,,Pass,Pass
4690,1288712,2764115,2764115,,,,,,Pass,Pass
5067,2151719,5342699,5342699,,,,,,Pass,Pass
6079,9650028,5507509,5507509,,,,,,Pass,Pass
7000,2482608,2953828,2953828,,,,,,Pass,Pass
7002,18011414,3070308,3070308,,,,,,Pass,Pass
7003,1853033,2960189,7623274,"[{'source_projectx_id_mapped': 'rovi_id:22301432,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":21,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'sourceId': '7003'}]","[{'rovi_projectx_id_mapped': 'rovi_id:1853033,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
5763,9155646,3199687,3199687,,,,,,Pass,Pass
7021,2336802,3928990,3928990,,,,,,Pass,Pass
7024,213546,4042473,4042473,,,,,,Pass,Pass
7025,975128413,2965774,2965774,,,,,,Pass,Pass
7039,11782302,3167732,3167732,,,,,,Pass,Pass
7043,1967774,3288010,3288010,,,,,,Pass,Pass
7056,319627,4133766,4133766,,,,,,Pass,Pass
7058,253570,8884912,5792513,"[{'source_projectx_id_mapped': 'rovi_id:11919554,Map_reason:not found in projectx'}, {'sourceId': '7058'}]","[{'rovi_projectx_id_mapped': 'rovi_id:253570,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
7076,16886597,3083454,3083454,,,,,,Pass,Pass
7081,403310,4162059,4162059,,,,,,Pass,Pass
7097,18175463,3021475,3021475,,,,,,Pass,Pass
7119,811383,4619024,4619024,,,,,,Pass,Pass
7120,9980308,2865812,2865812,,,,,,Pass,Pass
7129,2446617,3644614,3644614,,,,,,Pass,Pass
7135,1406911,2842473,2842473,,,,,,Pass,Pass
9331,17717132,3272161,3272161,,,,,,Pass,Pass
9090,18142219,3655529,3655529,,,,,,Pass,Pass
8521,2173167,3522667,3522667,,,,,,Pass,Pass
8523,2242870,2818360,7364028,"[{'source_projectx_id_mapped': 'rovi_id:19650833,Map_reason:not found in projectx'}, {'sourceId': '8523'}]","[{'rovi_projectx_id_mapped': 'rovi_id:2242870,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
8528,18045939,3225516,3225516,,,,,,Pass,Pass
9421,2488023,2862712,2862712,,,,,,Pass,Pass
9423,1408028,3517037,3517037,,,,,,Pass,Pass
703,18181222,3265251,3265251,,,,,,Pass,Pass
8605,19893665,3177008,3177008,,,,,,Pass,Pass
803,18001985,7095273,7095273,,,,,,Pass,Pass
9821,2402770,5440923,14799102,[{'sourceId': '9821'}],"[{'rovi_projectx_id_mapped': 'rovi_id:2402770,Map_reason:not found in projectx'}]",,,False,Fail,Fail
804,16860733,3165890,3165890,,,,,,Pass,Pass
9281,2184344,2832065,2832065,,,,,,Pass,Pass
9291,1886884,3424021,3424021,,,,,,Pass,Pass
10017,340684,3452294,3452294,,,,,,Pass,Pass
332,425163,2735024,2735024,,,,,,Pass,Pass
967,18815354,3124764,3124764,,,,,,Pass,Pass
10293,18906934,3271012,3271012,,,,,,Pass,Pass
149,21718205,3345859,3345859,,,,,,Pass,Pass
146,1332222,2744747,2744747,,,,,,Pass,Pass
10322,17119555,6983395,6983395,,,,,,Pass,Pass
10416,9709672,5508113,5508113,,,,,,Pass,Pass
10422,2215255,2828064,2828064,,,,,,Pass,Pass
10434,11982324,3312822,3312822,,,,,,Pass,Pass
10435,1907279,5227870,5227870,,,,,,Pass,Pass
10468,19955807,8133328,7959158,"[{'source_projectx_id_mapped': 'rovi_id:318547525,Map_reason:not found in projectx'}, {'sourceId': '10468'}]","[{'rovi_projectx_id_mapped': 'rovi_id:19955807,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",True,,False,Fail,Fail
10500,406170,4162711,4162711,,,,,,Pass,Pass
10509,9715695,5508182,5508182,,,,,,Pass,Pass
10515,11962690,5856293,5856293,,,,,,Pass,Pass
10576,19273426,7357667,7357667,,,,,,Pass,Pass
10587,643601,2781054,2781054,,,,,,Pass,Pass
10715,17016589,6974658,6974658,,,,,,Pass,Pass
10716,563474124,8254425,8254425,,,,,,Pass,Pass
11037,522107,[2865848],Nil,,,,,,source_id not ingested,Fail
11193,18815807,3185914,3185914,,,,,,Pass,Pass
11358,425185,4207141,4207141,,,,,,Pass,Pass
11373,19955053,2858160,2858160,,,,,,Pass,Pass
11380,862691,4656696,4656696,,,,,,Pass,Pass
10317,19210556,7335380,7335380,,,,,,Pass,Pass
6977,1857896,3661311,3661311,,,,,,Pass,Pass
7092,10522767,2978256,2978256,,,,,,Pass,Pass
11421,21983277,8491692,8491692,,,,,,Pass,Pass
11620,539957838,8214762,8214762,,,,,,Pass,Pass
11672,2450270,3590506,3590506,,,,,,Pass,Pass
11673,67236056,7812448,7812448,,,,,,Pass,Pass
11690,543825332,8218274,8218274,,,,,,Pass,Pass
12461,18867637,7242379,7242379,,,,,,Pass,Pass
12653,66043970,7626278,7626278,,,,,,Pass,Pass
12764,563307357,8253952,8253952,,,,,,Pass,Pass
12791,212927,4041415,4041415,,,,,,Pass,Pass
12783,67204864,3708943,3708943,,,,,,Pass,Pass
12830,9708099,5508135,5508135,,,,,,Pass,Pass
12850,1346390,2744639,2744639,,,,,,Pass,Pass
12834,556694021,8240030,8240030,,,,,,Pass,Pass
12858,21575498,3648568,3648568,,,,,,Pass,Pass
13423,18785960,3040758,3040758,,,,,,Pass,Pass
12880,66330236,3253075,3253075,,,,,,Pass,Pass
12887,13995424,6818407,6818407,,,,,,Pass,Pass
12897,2291925,3081606,3081606,,,,,,Pass,Pass
12908,556694277,8241319,8241319,,,,,,Pass,Pass
12907,21751992,3816185,3816185,,,,,,Pass,Pass
12905,556694220,8240884,8240884,,,,,,Pass,Pass
12902,556694253,3886613,3886613,,,,,,Pass,Pass
12937,1762662,6549626,6549626,,,,,,Pass,Pass
12982,19218168,7337401,7337401,,,,,,Pass,Pass
12993,66856195,2804313,2804313,,,,,,Pass,Pass
13092,556694301,8241446,8241446,,,,,,Pass,Pass
13133,333627154,8009221,8009221,,,,,,Pass,Pass
13145,17132096,3012922,3012922,,,,,,Pass,Pass
129,2177886,2807849,2807849,,,,,,Pass,Pass
13186,1204909,2764617,2764617,,,,,,Pass,Pass
13306,542476032,8549019,8549019,,,,,,Pass,Pass
13337,12595521,3034091,3034091,,,,,,Pass,Pass
13316,2432647,3962330,3962330,,,,,,Pass,Pass
13381,309200564,7573566,7573566,,,,,,Pass,Pass
13387,17654958,3361207,3361207,,,,,,Pass,Pass
10354,18916161,3389577,3389577,,,,,,Pass,Pass
13424,14778569,3240715,3240715,,,,,,Pass,Pass
13446,1285653,4895295,4895295,,,,,,Pass,Pass
116,14718332,3024444,3024444,,,,,,Pass,Pass
