Px_id,GB_id,Show_type
12987905,128514,MO
12987904,128600,MO
12987906,128599,MO
12987908,128510,MO
12987907,128512,MO
12987909,128509,MO
12987910,128506,MO
12987911,128590,MO
12987912,128504,MO
12987913,128503,MO
12987914,128502,MO
12987915,128501,MO
12987916,128500,MO
12987917,128588,MO
12987918,128498,MO
12987919,128493,MO
12987920,128492,MO
12987921,128489,MO
12987922,128488,MO
12987923,128487,MO
12987924,128587,MO
12987925,128586,MO
12987926,128585,MO
12987927,128486,MO
12987928,128484,MO
12987929,128584,MO
12987930,128483,MO
12987931,128581,MO
12987932,128482,MO
12987933,128580,MO
12987934,128479,MO
12987935,128477,MO
12987936,128476,MO
12987937,128475,MO
12987938,128573,MO
12987941,128470,MO
12987940,128473,MO
12987939,128474,MO
12987942,128471,MO
12987943,12847,MO
12987944,128469,MO
12987945,128463,MO
12987946,128464,MO
12987947,128460,MO
12987948,128570,MO
12987949,128569,MO
12987950,128567,MO
12987951,128566,MO
12987952,128565,MO
12987953,128564,MO
12987954,128562,MO
12987955,128561,MO
12987956,128459,MO
12987957,128457,MO
12987958,128453,MO
12987959,128454,MO
12987960,128450,MO
12987961,128451,MO
12987962,128440,MO
12987964,128439,MO
12987963,128448,MO
12987966,128445,MO
12987967,128443,MO
12987965,128446,MO
12987968,128436,MO
12987969,128434,MO
12987970,128431,MO
12987971,128430,MO
12987972,128428,MO
12987973,128426,MO
12987974,128424,MO
12987975,128422,MO
12987976,128417,MO
12987978,128420,MO
12987979,128415,MO
12987977,128419,MO
12987980,128416,MO
12987981,128418,MO
12987982,128410,MO
12987983,128411,MO
12987984,128413,MO
12987985,128408,MO
12987986,128406,MO
12987987,128405,MO
12987988,128399,MO
12987989,128395,MO
12987990,128393,MO
12987991,128392,MO
12987992,128391,MO
12987993,128389,MO
12987994,128387,MO
12987995,128379,MO
12987996,128376,MO
12987997,128381,MO
12987998,128385,MO
12987999,128377,MO
12988000,128386,MO
12988001,128384,MO
12988002,128383,MO
12988003,128382,MO
12988004,128367,MO
12988005,128365,MO
12988006,128359,MO
12988007,128357,MO
12988008,128354,MO
12988009,128353,MO
12988010,128352,MO
12988011,128349,MO
12988012,128344,MO
12988013,128343,MO
12988014,128340,MO
12988015,128341,MO
12988021,128317,MO
12988016,128314,MO
12988020,128315,MO
12988022,128319,MO
12988019,128313,MO
12988018,128318,MO
12988017,128320,MO
12988023,128321,MO
12988024,128339,MO
12988026,128338,MO
12988025,128337,MO
12988027,128333,MO
12988028,128322,MO
12988029,128312,MO
12988030,128306,MO
12988031,128307,MO
12988032,128304,MO
12988033,128303,MO
12988034,128285,MO
12988035,128284,MO
12988036,128301,MO
12988037,1283,MO
12988038,128299,MO
12988039,128300,MO
12988040,128275,MO
12988041,128298,MO
12988042,128297,MO
12988043,128273,MO
12988044,128270,MO
12988045,128272,MO
12988046,128266,MO
12988047,128269,MO
12988048,128296,MO
12988049,128294,MO
12988050,128290,MO
12988051,128265,MO
12988052,128264,MO
12988053,128289,MO
12988054,128263,MO
12988055,128262,MO
12988056,128261,MO
12988057,128259,MO
12988058,128257,MO
12988059,128258,MO
12988060,128256,MO
12988061,128255,MO
12988062,128250,MO
12988063,128253,MO
12988064,128249,MO
12988065,128248,MO
12988066,128246,MO
12988067,128247,MO
12988068,128245,MO
12988069,128244,MO
12988071,128241,MO
12988070,128236,MO
12988072,128235,MO
12988074,128238,MO
12988075,128243,MO
12988076,128232,MO
12988073,128234,MO
12988077,128230,MO
12988078,128226,MO
12988079,128224,MO
12988080,128225,MO
12988081,128223,MO
12988082,128221,MO
12988083,128219,MO
12988084,128220,MO
12988085,128218,MO
12988086,128213,MO
12988087,128215,MO
12988088,128214,MO
12988089,128212,MO
12988090,128211,MO
12988091,128209,MO
12988093,128110,MO
12988094,128111,MO
12988095,128117,MO
12988096,128112,MO
12988092,128118,MO
12988097,128207,MO
12988098,128107,MO
12988099,128108,MO
12988100,128206,MO
12988101,128204,MO
12988103,128200,MO
12988102,128202,MO
12988104,128201,MO
12988105,128106,MO
12988106,128104,MO
12988107,128198,MO
12988108,128195,MO
12988109,128100,MO
12988110,128102,MO
12988111,1281,MO
12988112,128197,MO
12988113,128099,MO
12988114,128098,MO
12988115,128194,MO
12988116,128193,MO
12988117,128192,MO
12988118,128191,MO
12988119,12819,MO
12988120,128094,MO
12988121,128095,MO
12988122,128090,MO
12988123,128096,MO
12988124,128128,MO
12988125,128126,MO
12988126,128123,MO
12988127,128122,MO
12988128,128121,MO
12988129,128085,MO
12988131,128086,MO
12988130,128070,MO
12988132,12809,MO
12988133,128077,MO
12988134,128073,MO
12988135,128081,MO
12988136,128069,MO
12988137,128067,MO
12988138,128059,MO
12988139,128056,MO
12988140,128048,MO
12988141,128046,MO
12988142,128045,MO
12988143,128044,MO
12988144,128043,MO
12988145,128040,MO
12988146,128039,MO
12988147,128038,MO
12988148,128036,MO
12988149,128033,MO
12988150,128030,MO
12988151,128027,MO
12988152,127959,MO
12988153,127954,MO
12988154,127956,MO
12988155,127961,MO
12988156,127957,MO
12988157,127951,MO
12988158,127953,MO
12988159,128025,MO
12988160,128022,MO
12988161,128018,MO
12988162,128017,MO
12988163,128016,MO
12988164,128013,MO
12988165,128012,MO
12988166,128011,MO
12988167,128010,MO
12988168,128008,MO
12988169,128006,MO
12988170,128005,MO
12988171,127937,MO
12988172,128004,MO
12988173,128003,MO
12988174,128000,MO
12988175,127998,MO
12988176,127996,MO
12988177,127995,MO
12988178,127994,MO
12988179,127993,MO
12988180,127926,MO
12988181,127991,MO
12988182,127989,MO
12988183,127987,MO
12988184,127925,MO
12988185,127985,MO
12988186,127978,MO
12988187,127975,MO
12988188,127921,MO
12988189,127916,MO
12988190,12790,MO
12988191,127899,MO
12988192,127892,MO
12988193,127891,MO
12988194,127886,MO
12988195,127853,MO
12988196,127851,MO
12988197,127852,MO
12988198,127847,MO
12988199,127849,MO
12988200,127881,MO
12988201,127845,MO
12988203,127879,MO
12988202,127878,MO
12988204,127875,MO
12988205,127842,MO
12988206,127874,MO
12988207,127870,MO
12988208,12784,MO
12988209,127869,MO
12988210,127838,MO
12988211,127836,MO
12988212,127835,MO
12988213,127859,MO
12988214,127834,MO
12988215,127858,MO
12988216,127833,MO
12988217,127831,MO
12988218,127830,MO
12988219,127826,MO
12988220,127818,MO
12988221,127817,MO
12988222,127816,MO
12988224,127807,MO
12988225,127806,MO
12988223,127810,MO
12988226,127805,MO
12988227,127803,MO
12988228,127802,MO
12988229,127800,MO
12988230,127799,MO
12988231,127798,MO
12988232,127797,MO
12988233,127794,MO
12988234,127793,MO
12988235,127790,MO
12988236,127787,MO
12988237,127785,MO
12988238,127668,MO
12988239,127664,MO
12988240,127667,MO
12988241,127781,MO
12988242,127666,MO
12988243,127662,MO
12988244,127661,MO
12988245,127663,MO
12988246,127659,MO
12988247,127777,MO
12988248,127776,MO
12988249,127770,MO
12988251,127769,MO
12988250,127658,MO
12988252,127657,MO
12988253,127654,MO
12988254,127651,MO
12988255,127656,MO
12988256,127652,MO
12988257,127649,MO
12988258,127767,MO
12988259,127768,MO
12988260,127766,MO
12988261,127764,MO
12988262,127648,MO
12988263,127765,MO
12988264,127647,MO
12988265,127761,MO
12988266,127646,MO
12988267,127645,MO
12988268,127643,MO
12988269,127644,MO
12988270,127642,MO
12988271,127759,MO
12988272,127758,MO
12988273,127755,MO
12988274,127753,MO
12988275,127754,MO
12988276,127738,MO
12988277,127731,MO
12988278,127729,MO
12988279,127727,MO
12988280,127726,MO
12988281,127723,MO
12988282,127721,MO
12988283,127720,MO
12988284,127718,MO
12988285,127716,MO
12988286,127715,MO
12988287,127714,MO
12988288,127711,MO
12988289,127633,MO
12988290,127634,MO
12988291,127641,MO
12988293,127635,MO
12988294,127708,MO
12988295,127637,MO
12988296,127639,MO
12988292,127640,MO
12988297,127630,MO
12988298,127709,MO
12988299,127636,MO
12988300,127632,MO
12988301,127707,MO
12988302,127619,MO
12988303,127704,MO
12988304,127702,MO
12988305,127697,MO
12988306,127698,MO
12988307,127696,MO
12988308,127695,MO
12988309,127694,MO
12988310,127691,MO
12988311,127687,MO
12988312,127686,MO
12988313,127685,MO
12988314,127682,MO
12988315,127681,MO
12988316,12768,MO
12988317,127676,MO
12988318,127671,MO
12988319,127673,MO
12988320,127670,MO
12988321,127669,MO
12988322,127531,MO
12988323,127532,MO
12988324,127486,MO
12988325,127484,MO
12988326,127485,MO
12988327,127481,MO
12988328,127480,MO
12988329,127479,MO
12988330,127483,MO
12988331,127482,MO
12988332,127478,MO
12988334,127476,MO
12988333,127527,MO
12988335,127477,MO
12988336,127525,MO
12988337,127526,MO
12988338,127472,MO
12988339,127470,MO
12988340,127471,MO
12988341,127469,MO
12988342,127468,MO
12988343,127466,MO
12988344,127465,MO
12988345,127464,MO
12988346,127463,MO
12988347,127462,MO
12988349,127522,MO
12988348,127523,MO
12988350,127519,MO
12988351,12746,MO
12988352,127458,MO
12988353,127518,MO
12988354,127457,MO
12988355,127454,MO
12988356,127517,MO
12988357,127515,MO
12988358,127450,MO
12988359,127516,MO
12988360,127449,MO
12988361,127512,MO
12988362,127513,MO
12988363,127511,MO
12988364,127510,MO
12988365,127509,MO
12988367,127506,MO
12988366,127508,MO
12988368,127505,MO
12988369,127504,MO
12988370,127500,MO
12988371,127502,MO
12988372,127501,MO
12988373,127499,MO
12988374,127498,MO
12988375,127495,MO
12988376,127494,MO
12988377,127492,MO
12988378,127491,MO
12988379,127488,MO
12988380,127487,MO
12988383,127445,MO
12988384,127447,MO
12988385,127444,MO
12988386,127443,MO
12988388,12744,MO
12988387,127440,MO
12988382,127442,MO
12988389,127441,MO
12988390,127439,MO
12988391,127431,MO
12988392,127432,MO
12988393,127435,MO
12988394,127429,MO
12988395,127423,MO
12988396,127422,MO
12988397,127421,MO
12988398,127420,MO
12988399,127419,MO
12988400,127417,MO
12988401,127416,MO
12988402,127418,MO
12988403,127415,MO
12988404,127414,MO
12988405,127413,MO
12988406,127412,MO
12988407,127411,MO
12988408,127410,MO
12988409,127409,MO
12988410,127408,MO
12988411,127407,MO
12988412,127405,MO
12988413,127406,MO
12988414,127404,MO
12988415,127403,MO
12988416,127400,MO
12988417,127401,MO
12988418,127399,MO
12988419,127398,MO
12988420,127397,MO
12988422,127395,MO
12988421,127396,MO
12988423,127393,MO
12988424,127394,MO
12988425,127391,MO
12988426,127392,MO
12988427,127390,MO
12988428,127388,MO
12988430,127387,MO
12988431,127386,MO
12988429,127389,MO
12988432,127383,MO
12988433,127380,MO
12988434,127377,MO
12988435,127375,MO
12988436,127379,MO
12988437,127378,MO
12988438,127376,MO
12988439,127374,MO
12988440,127373,MO
12988442,127371,MO
12988441,127372,MO
12988443,127368,MO
12988444,127367,MO
12988445,127365,MO
12988446,127366,MO
12988447,127364,MO
12988448,127363,MO
12988449,127362,MO
12988450,127317,MO
12988451,127316,MO
12988452,127314,MO
12988453,127313,MO
12988454,127360,MO
12988455,127359,MO
12988456,127358,MO
12988457,127357,MO
12988458,127356,MO
12988459,127353,MO
12988460,127355,MO
12988461,127351,MO
12988462,127269,MO
12988463,127350,MO
12988464,127349,MO
12988465,127348,MO
12988466,127347,MO
12988467,127345,MO
12988468,127346,MO
12988469,127344,MO
12988470,127343,MO
12988471,127342,MO
12988472,127341,MO
12988473,127340,MO
12988474,127339,MO
12988475,127338,MO
12988476,127337,MO
12988477,127336,MO
12988478,127335,MO
12988479,127334,MO
12988481,127330,MO
12988480,127332,MO
12988482,127329,MO
12988483,127328,MO
12988484,127327,MO
12988485,127260,MO
12988486,127326,MO
12988487,127325,MO
12988488,127322,MO
12988489,127323,MO
12988490,127320,MO
12988491,127319,MO
12988492,127249,MO
12988493,127248,MO
12988494,127240,MO
12988495,127233,MO
12988496,127219,MO
12988497,127187,MO
12988498,127218,MO
12988499,127091,MO
12988500,127089,MO
12988501,127085,MO
12988503,127084,MO
12988502,127090,MO
12988504,127083,MO
12988505,127186,MO
12988506,127184,MO
12988507,127081,MO
12988508,127080,MO
12988509,127079,MO
12988510,127183,MO
12988511,127077,MO
12988512,127078,MO
12988513,127076,MO
12988514,127075,MO
12988515,127182,MO
12988516,127074,MO
12988517,127073,MO
12988518,127178,MO
12988519,127072,MO
12988520,127176,MO
12988521,127167,MO
12988522,127165,MO
12988523,127161,MO
12988524,127159,MO
12988525,127158,MO
12988526,127156,MO
12988527,127155,MO
12988528,127070,MO
12988529,127069,MO
12988530,127061,MO
12988531,127064,MO
12988533,127058,MO
12988534,127059,MO
12988532,127152,MO
12988535,127151,MO
12988536,127057,MO
12988537,127054,MO
12988539,127053,MO
12988540,127056,MO
12988538,127055,MO
12988541,127148,MO
12988542,127051,MO
12988543,127052,MO
12988544,127147,MO
12988545,127050,MO
12988546,127049,MO
12988547,127047,MO
12988548,127046,MO
12988549,127045,MO
12988550,127044,MO
12988551,127092,MO
12988552,127042,MO
12988553,127041,MO
12988554,127040,MO
12988555,127035,MO
12988557,127033,MO
12988559,127034,MO
12988556,127039,MO
12988558,127032,MO
12988560,127030,MO
12988561,127029,MO
12988562,12680,MO
12988563,126789,MO
12988564,126792,MO
12988566,126794,MO
12988567,127027,MO
12988568,127024,MO
12988569,127028,MO
12988565,126790,MO
12988570,126791,MO
12988571,126795,MO
12988572,127022,MO
12988573,127021,MO
12988574,127020,MO
12988575,127019,MO
12988576,126783,MO
12988577,126784,MO
12988578,127018,MO
12988579,127017,MO
12988580,126782,MO
12988581,126781,MO
12988583,126777,MO
12988582,127016,MO
12988584,126778,MO
12988585,126776,MO
12988586,127015,MO
12988587,127013,MO
12988588,127011,MO
12988589,127009,MO
12988590,127007,MO
12988592,126774,MO
12988593,126772,MO
12988594,126775,MO
12988591,127008,MO
12988595,127006,MO
12988596,127005,MO
12988597,126770,MO
12988598,127004,MO
12988599,127003,MO
12988600,127002,MO
12988601,127000,MO
12988602,126999,MO
12988603,126994,MO
12988604,126993,MO
12988605,126991,MO
12988606,126989,MO
12988607,126988,MO
12988608,126987,MO
12988609,126983,MO
12988610,126980,MO
12988611,126979,MO
12988612,126977,MO
12988613,126976,MO
12988614,126975,MO
12988615,126974,MO
12988616,126973,MO
12988617,126971,MO
12988618,126969,MO
12988619,126937,MO
12988620,126938,MO
12988621,126936,MO
12988622,126935,MO
12988623,126932,MO
12988624,126931,MO
12988625,126928,MO
12988626,126926,MO
12988627,126925,MO
12988628,126923,MO
12988629,126922,MO
12988630,126921,MO
12988631,126919,MO
12988632,126914,MO
12988633,126916,MO
12988634,126768,MO
12988635,126913,MO
12988636,126767,MO
12988638,126769,MO
12988637,126911,MO
12988640,126758,MO
12988641,126762,MO
12988642,126760,MO
12988639,126759,MO
12988643,126910,MO
12988644,126909,MO
12988645,126754,MO
12988646,126755,MO
12988647,126751,MO
12988649,126752,MO
12988648,126907,MO
12988650,126749,MO
12988651,12675,MO
12988652,126746,MO
12988653,126745,MO
12988654,126902,MO
12988656,126903,MO
12988657,126744,MO
12988655,126904,MO
12988658,126743,MO
12988659,126901,MO
12988660,126742,MO
12988661,126740,MO
12988662,126899,MO
12988663,126739,MO
12988664,126738,MO
12988665,126736,MO
12988666,126734,MO
12988667,126733,MO
12988668,126896,MO
12988669,126898,MO
12988670,126895,MO
12988671,126894,MO
12988672,126732,MO
12988673,126728,MO
12988674,126892,MO
12988675,126891,MO
12988676,126890,MO
12988677,126726,MO
12988679,126888,MO
12988680,126886,MO
12988678,126724,MO
12988681,126722,MO
12988682,126884,MO
12988683,126882,MO
12988684,126881,MO
12988685,126879,MO
12988686,126878,MO
12988687,126877,MO
12988688,126875,MO
12988689,126874,MO
12988690,126829,MO
12988691,126828,MO
12988692,126827,MO
12988693,126823,MO
12988694,126825,MO
12988695,126822,MO
12988696,126821,MO
12988697,126819,MO
12988698,126817,MO
12988699,126810,MO
12988700,126809,MO
12988701,126807,MO
12988702,126806,MO
12988703,126805,MO
12988704,126804,MO
12988705,126803,MO
12988706,126721,MO
12988707,126720,MO
12988708,126708,MO
12988709,126710,MO
12988710,126711,MO
12988711,126705,MO
12988712,126704,MO
12988713,126700,MO
12988714,126685,MO
12988715,126566,MO
12988716,126555,MO
12988717,126565,MO
12988718,126569,MO
12988719,126554,MO
12988720,126556,MO
12988721,126679,MO
12988722,126551,MO
12988723,126543,MO
12988724,126550,MO
12988725,126544,MO
12988726,126542,MO
12988727,126672,MO
12988728,126546,MO
12988729,126538,MO
12988730,126537,MO
12988731,12654,MO
12988732,126536,MO
12988733,126670,MO
12988734,126668,MO
12988735,126666,MO
12988736,126664,MO
12988737,126663,MO
12988738,126659,MO
12988739,126657,MO
12988740,126645,MO
12988741,126644,MO
12988742,126643,MO
12988743,126640,MO
12988744,126637,MO
12988745,126626,MO
12988746,126625,MO
12988747,126621,MO
12988748,126618,MO
12988749,126532,MO
12988750,126530,MO
12988751,126527,MO
12988752,126529,MO
12988753,126612,MO
12988754,126526,MO
12988755,126611,MO
12988756,126610,MO
12988757,126606,MO
12988758,126604,MO
12988759,126599,MO
12988760,126593,MO
12988761,126588,MO
12988762,126516,MO
12988763,126578,MO
12988764,126576,MO
12988765,126574,MO
12988766,12657,MO
12988767,126515,MO
12988768,126514,MO
12988769,126509,MO
12988770,126500,MO
12988771,126501,MO
12988772,126513,MO
12988773,126499,MO
12988775,126498,MO
12988774,126497,MO
12988776,126496,MO
12988777,126495,MO
12988778,126494,MO
12988779,126491,MO
12988780,126490,MO
12988781,126488,MO
12988782,126448,MO
12988783,126445,MO
12988784,126449,MO
12988785,126446,MO
12988786,126451,MO
12988787,126444,MO
12988788,126487,MO
12988789,126486,MO
12988790,126485,MO
12988791,126484,MO
12988792,126442,MO
12988793,126437,MO
12988794,126481,MO
12988795,126480,MO
12988796,126479,MO
12988797,126478,MO
12988798,126475,MO
12988799,126436,MO
12988800,126474,MO
12988802,126472,MO
12988801,126471,MO
12988803,126435,MO
12988804,126434,MO
12988805,126464,MO
12988806,126433,MO
12988807,126432,MO
12988808,126430,MO
12988809,126429,MO
12988810,126460,MO
12988811,126427,MO
12988812,126426,MO
12988813,126425,MO
12988814,126458,MO
12988815,126457,MO
12988816,126456,MO
12988817,126424,MO
12988818,126423,MO
12988819,126455,MO
12988820,126422,MO
12988821,126421,MO
12988822,126454,MO
12988823,126419,MO
12988824,126453,MO
12988825,126452,MO
12988826,126416,MO
12988827,126413,MO
12988828,126415,MO
12988829,126412,MO
12988830,126409,MO
12988831,126410,MO
12988832,126414,MO
12988834,126408,MO
12988833,126407,MO
12988835,126405,MO
12988836,126406,MO
12988837,126404,MO
12988838,126401,MO
12988839,126402,MO
12988840,126400,MO
12988841,126399,MO
12988842,126394,MO
12988843,126396,MO
12988844,126393,MO
12988845,126392,MO
12988846,126391,MO
12988847,126370,MO
12988849,126366,MO
12988848,126371,MO
12988850,126365,MO
12988851,126353,MO
12988852,126358,MO
12988853,126352,MO
12988854,126390,MO
12988855,126388,MO
12988856,126387,MO
12988857,126385,MO
12988858,126386,MO
12988859,126384,MO
12988860,126350,MO
12988861,126383,MO
12988862,126346,MO
12988863,126349,MO
12988864,126348,MO
12988865,126345,MO
12988866,126344,MO
12988867,126343,MO
12988868,126381,MO
12988869,126380,MO
12988870,126379,MO
12988871,126342,MO
12988872,126378,MO
12988873,126377,MO
12988874,126376,MO
12988875,126375,MO
12988876,126341,MO
12988877,126337,MO
12988878,126340,MO
12988879,126336,MO
12988880,126373,MO
12988883,126330,MO
12988884,126335,MO
12988881,126333,MO
12988882,126334,MO
12988885,126332,MO
12988886,126327,MO
12988887,126328,MO
12988888,126326,MO
12988889,126322,MO
12988890,126320,MO
12988891,126321,MO
12988892,126314,MO
12988893,126313,MO
12988894,126312,MO
12988895,126311,MO
12988896,12631,MO
12988897,126310,MO
12988899,126307,MO
12988900,126308,MO
12988898,126309,MO
12988901,126301,MO
12988902,126304,MO
12988903,126300,MO
12988905,126296,MO
12988904,126297,MO
12988906,126294,MO
12988907,126295,MO
12988908,126291,MO
12988909,126288,MO
12988910,126285,MO
12988911,126284,MO
12988912,126283,MO
12988913,126282,MO
12988914,126281,MO
12988915,126279,MO
12988916,126274,MO
12988917,126272,MO
12988918,126271,MO
12988919,126268,MO
12988920,126267,MO
12988925,126256,MO
12988921,126261,MO
12988924,126257,MO
12988923,126260,MO
12988922,126262,MO
12988926,126258,MO
12988927,126259,MO
12988928,126266,MO
12988929,126265,MO
12988930,126264,MO
12988931,126263,MO
12988932,126254,MO
12988933,126251,MO
12988934,126250,MO
12988935,126249,MO
12988936,126247,MO
12988938,126246,MO
12988937,126248,MO
12988939,126243,MO
12988940,126239,MO
12988941,126241,MO
12988942,126244,MO
12988943,126240,MO
12988944,126242,MO
12988945,126238,MO
12988946,126232,MO
12988947,126231,MO
12988948,126229,MO
12988949,126227,MO
12988950,126225,MO
12988951,126223,MO
12988952,126218,MO
12988953,126215,MO
12988954,126213,MO
12988955,126212,MO
12988956,126210,MO
12988958,126141,MO
12988957,126140,MO
12988959,126137,MO
12988960,126139,MO
12988961,126135,MO
12988963,126136,MO
12988962,126133,MO
12988964,126132,MO
12988965,126130,MO
12988966,126131,MO
12988967,126128,MO
12988968,126127,MO
12988969,126126,MO
12988970,126125,MO
12988971,126124,MO
12988972,126123,MO
12988973,126122,MO
12988974,126120,MO
12988975,125731,MO
12988976,125726,MO
12988977,125730,MO
12988978,125724,MO
12988979,125723,MO
12988980,125719,MO
12988982,125709,MO
12988981,125711,MO
12988983,125706,MO
12988984,125708,MO
12988985,125712,MO
12988986,125713,MO
12988987,125707,MO
12988988,125710,MO
12988989,125705,MO
12988990,125717,MO
12988991,125716,MO
12988992,125715,MO
12988993,125714,MO
12988995,125702,MO
12988994,125701,MO
12988996,125704,MO
12988997,125703,MO
12988998,125698,MO
12988999,125697,MO
12989000,125699,MO
12989001,125696,MO
12989002,125693,MO
12989004,125692,MO
12989005,125691,MO
12989003,125694,MO
12989006,125688,MO
12989007,125689,MO
12989008,125690,MO
12989009,125686,MO
12989010,125684,MO
12989011,125679,MO
12989012,125677,MO
12989013,125683,MO
12989014,125680,MO
12989015,125678,MO
12989016,125685,MO
12989017,125676,MO
12989018,125681,MO
12989019,125675,MO
12989020,125674,MO
12989021,125673,MO
12989022,125672,MO
12989023,125671,MO
12989024,125666,MO
12989025,125668,MO
12989026,125662,MO
12989027,125664,MO
12989028,125670,MO
12989030,125665,MO
12989029,125669,MO
12989031,125667,MO
12989032,125663,MO
12989033,125661,MO
12989034,125660,MO
12989035,125654,MO
12989036,125659,MO
12989037,125657,MO
12989038,125655,MO
12989041,125649,MO
12989039,125652,MO
12989040,125648,MO
12989042,125647,MO
12989043,125645,MO
12989044,125646,MO
12989045,125644,MO
12989048,125643,MO
12989049,125641,MO
12989050,125642,MO
12989046,125635,MO
12989047,125638,MO
12989051,125634,MO
12989052,125630,MO
12989053,125632,MO
12989054,125629,MO
12989055,125628,MO
12989056,125627,MO
12989057,125626,MO
12989058,125625,MO
12989059,125624,MO
12989060,125623,MO
12989061,125622,MO
12989062,125621,MO
12989063,125620,MO
12989064,125543,MO
12989065,125562,MO
12989066,125564,MO
12989067,125541,MO
12989068,125565,MO
12989069,125619,MO
12989070,125615,MO
12989071,125617,MO
12989072,125618,MO
12989073,125539,MO
12989074,125613,MO
12989075,125614,MO
12989076,125608,MO
12989077,125606,MO
12989078,125607,MO
12989079,125535,MO
12989080,125602,MO
12989081,125604,MO
12989082,125597,MO
12989083,125591,MO
12989085,125590,MO
12989084,125595,MO
12989086,125589,MO
12989087,125587,MO
12989088,125588,MO
12989089,125584,MO
12989090,125582,MO
12989091,125583,MO
12989092,125581,MO
12989093,125579,MO
12989095,125573,MO
12989096,125577,MO
12989097,125570,MO
12989094,125578,MO
12989098,125568,MO
12989099,125567,MO
12989100,125532,MO
12989101,125533,MO
12989105,125534,MO
12989106,125527,MO
12989102,125528,MO
12989104,125531,MO
12989103,125529,MO
12989107,125530,MO
12989109,125520,MO
12989110,125524,MO
12989111,125526,MO
12989108,125521,MO
12989112,125518,MO
12989113,125517,MO
12989114,125516,MO
12989115,125515,MO
12989116,125512,MO
12989117,125508,MO
12989118,125510,MO
12989119,125507,MO
12989120,125506,MO
12989121,125497,MO
12989122,125494,MO
12989123,125490,MO
12989124,125493,MO
12989125,125393,MO
12989126,125398,MO
12989127,125392,MO
12989128,125391,MO
12989129,125401,MO
12989130,1254,MO
12989131,125390,MO
12989132,125489,MO
12989133,125389,MO
12989134,125487,MO
12989135,125387,MO
12989136,125383,MO
12989137,125485,MO
12989138,125486,MO
12989139,125379,MO
12989140,125377,MO
12989141,125368,MO
12989142,125484,MO
12989143,125483,MO
12989144,125367,MO
12989145,125482,MO
12989146,125481,MO
12989147,125480,MO
12989148,125361,MO
12989149,125360,MO
12989150,125356,MO
12989151,125353,MO
12989152,125357,MO
12989153,125352,MO
12989154,125479,MO
12989155,125478,MO
12989157,125351,MO
12989156,125477,MO
12989158,125475,MO
12989159,125473,MO
12989160,125474,MO
12989161,125471,MO
12989162,125349,MO
12989163,125348,MO
12989164,125470,MO
12989165,125468,MO
12989166,125467,MO
12989167,125466,MO
12989168,125465,MO
12989169,125464,MO
12989170,125463,MO
12989171,125462,MO
12989172,125461,MO
12989173,125460,MO
12989174,125453,MO
12989175,125459,MO
12989176,125452,MO
12989177,125450,MO
12989178,125451,MO
12989179,125449,MO
12989180,125445,MO
12989181,125443,MO
12989182,125441,MO
12989183,125439,MO
12989184,125438,MO
12989185,125435,MO
12989186,125432,MO
12989187,125429,MO
12989188,125426,MO
12989189,125425,MO
12989190,125424,MO
12989191,125423,MO
12989192,125422,MO
12989193,125418,MO
12989194,125417,MO
12989195,125414,MO
12989196,125411,MO
12989197,125413,MO
12989198,125410,MO
12989199,125406,MO
12989200,125347,MO
12989201,125342,MO
12989202,125339,MO
12989203,125335,MO
12989204,125337,MO
12989206,125341,MO
12989205,125340,MO
12989207,12534,MO
12989208,125332,MO
12989209,125334,MO
12989210,125322,MO
12989211,125321,MO
12989213,125328,MO
12989212,125324,MO
12989214,125331,MO
12989216,125320,MO
12989215,125319,MO
12989217,125316,MO
12989219,125315,MO
12989218,125313,MO
12989220,125312,MO
12989221,125309,MO
12989222,125306,MO
12989223,125308,MO
12989224,125305,MO
12989225,125301,MO
12989226,125296,MO
12989227,125295,MO
12989228,125294,MO
12989229,125293,MO
12989230,125291,MO
12989231,125290,MO
12989232,125288,MO
12989233,125286,MO
12989234,125283,MO
12989235,125282,MO
12989236,125281,MO
12989237,125280,MO
12989238,125279,MO
12989239,125276,MO
12989240,125272,MO
12989241,125271,MO
12989242,125270,MO
12989243,125268,MO
12989244,125269,MO
12989245,125264,MO
12989246,125262,MO
12989247,125263,MO
12989248,125261,MO
12989249,125259,MO
12989250,125255,MO
12989251,125252,MO
12989252,125254,MO
12989254,125203,MO
12989255,125205,MO
12989253,125208,MO
12989256,125202,MO
12989257,125200,MO
12989258,125199,MO
12989259,125196,MO
12989260,125251,MO
12989261,125197,MO
12989262,125198,MO
12989263,125250,MO
12989264,125249,MO
12989265,125247,MO
12989266,125248,MO
12989267,125246,MO
12989268,125194,MO
12989269,125192,MO
12989270,125195,MO
12989271,125188,MO
12989272,125187,MO
12989273,125193,MO
12989274,125186,MO
12989275,125245,MO
12989276,125244,MO
12989277,125183,MO
12989279,125182,MO
12989278,125243,MO
12989280,125181,MO
12989281,125178,MO
12989282,125175,MO
12989283,125242,MO
12989284,125177,MO
12989285,125173,MO
12989286,125241,MO
12989287,125240,MO
12989288,125239,MO
12989289,125238,MO
12989290,125237,MO
12989291,125236,MO
12989292,125235,MO
12989293,125234,MO
12989294,125233,MO
12989295,125217,MO
12989297,125215,MO
12989296,125216,MO
12989299,125214,MO
12989300,125213,MO
12989298,125211,MO
12989301,125210,MO
12989302,125209,MO
