Px_id,GB_id,Show_type
12970566,84429,MO
12970567,84427,MO
12970568,84411,MO
12970569,84418,MO
12970570,84407,MO
12970571,84405,MO
12970572,84399,MO
12970573,84400,MO
12970574,84401,MO
12970575,84370,MO
12970576,84376,MO
12970577,84380,MO
12970578,8439,MO
12970579,84366,MO
12970580,8436,MO
12970581,84386,MO
12970582,84354,MO
12970583,84301,MO
12970584,84297,MO
12970585,84294,MO
12970586,84291,MO
12970587,84228,MO
12970588,84216,MO
12970589,84223,MO
12970590,84278,MO
12970591,84273,MO
12970592,84212,MO
12970593,84210,MO
12970594,84209,MO
12970595,84261,MO
12970596,84207,MO
12970597,84205,MO
12970598,84204,MO
12970599,84203,MO
12970600,84259,MO
12970601,84202,MO
12970602,84258,MO
12970603,84201,MO
12970604,8420,MO
12970605,84199,MO
12970606,84198,MO
12970607,84196,MO
12970608,84194,MO
12970609,84191,MO
12970610,84189,MO
12970611,84188,MO
12970612,84187,MO
12970613,84179,MO
12970614,84182,MO
12970616,84181,MO
12970615,84180,MO
12970617,84165,MO
12970618,8417,MO
12970619,84158,MO
12970620,84157,MO
12970621,84156,MO
12970622,84151,MO
12970623,84153,MO
12970624,84150,MO
12970625,84164,MO
12970626,84149,MO
12970627,84147,MO
12970628,84146,MO
12970629,84062,MO
12970630,84064,MO
12970631,84060,MO
12970632,8406,MO
12970633,84059,MO
12970634,84058,MO
12970635,84049,MO
12970636,84048,MO
12970637,84047,MO
12970638,84045,MO
12970639,84044,MO
12970640,8404,MO
12970642,83987,MO
12970641,83985,MO
12970643,83983,MO
12970644,83988,MO
12970645,83986,MO
12970646,83984,MO
12970647,83981,MO
12970648,8398,MO
12970649,83979,MO
12970650,84029,MO
12970651,84025,MO
12970652,84023,MO
12970653,84022,MO
12970654,84020,MO
12970655,8402,MO
12970657,83970,MO
12970658,83965,MO
12970659,83976,MO
12970660,83971,MO
12970661,83978,MO
12970656,84006,MO
12970662,83964,MO
12970663,8395,MO
12970664,83999,MO
12970665,83997,MO
12970666,83994,MO
12970667,83991,MO
12970668,8394,MO
12970669,83794,MO
12970670,83768,MO
12970671,83734,MO
12970672,83735,MO
12970673,83730,MO
12970674,83725,MO
12970675,83723,MO
12970676,83719,MO
12970677,83739,MO
12970678,83678,MO
12970679,83664,MO
12970680,83670,MO
12970681,8367,MO
12970682,83654,MO
12970683,83652,MO
12970684,83649,MO
12970685,83641,MO
12970686,83639,MO
12970687,83577,MO
12970688,83575,MO
12970689,83573,MO
12970690,83568,MO
12970691,83567,MO
12970692,83566,MO
12970693,83563,MO
12970694,83560,MO
12970695,83558,MO
12970696,83554,MO
12970697,83548,MO
12970698,8355,MO
12970699,83532,MO
12970700,83531,MO
12970701,8353,MO
12970702,83505,MO
12970703,83525,MO
12970704,83524,MO
12970707,8350,MO
12970706,83487,MO
12970705,83484,MO
12970708,83483,MO
12970709,83486,MO
12970710,83485,MO
12970711,83397,MO
12970712,83482,MO
12970713,83481,MO
12970714,83474,MO
12970715,83478,MO
12970716,83396,MO
12970717,83423,MO
12970718,83411,MO
12970721,83389,MO
12970720,83388,MO
12970719,83391,MO
12970723,83390,MO
12970724,83385,MO
12970722,83386,MO
12970725,83387,MO
12970726,83383,MO
12970727,83408,MO
12970728,83382,MO
12970729,83407,MO
12970730,83406,MO
12970731,83401,MO
12970732,83378,MO
12970733,83376,MO
12970734,83375,MO
12970735,83252,MO
12970736,83250,MO
12970737,83251,MO
12970738,83249,MO
12970739,83248,MO
12970740,83246,MO
12970741,83245,MO
12970742,83243,MO
12970743,83242,MO
12970744,83239,MO
12970745,83238,MO
12970746,83237,MO
12970747,83231,MO
12970748,83230,MO
12970749,8323,MO
12970750,83228,MO
12970752,83344,MO
12970751,83226,MO
12970753,83225,MO
12970754,83224,MO
12970756,83222,MO
12970757,83221,MO
12970755,83223,MO
12970758,83218,MO
12970760,83215,MO
12970759,83216,MO
12970761,83213,MO
12970762,83212,MO
12970763,83211,MO
12970764,83208,MO
12970765,83207,MO
12970766,83205,MO
12970767,83204,MO
12970768,83203,MO
12970769,83202,MO
12970770,83198,MO
12970771,83196,MO
12970772,83191,MO
12970773,83188,MO
12970774,83186,MO
12970775,83185,MO
12970776,83183,MO
12970777,83182,MO
12970778,83180,MO
12970779,83178,MO
12970780,83175,MO
12970781,83132,MO
12970782,83130,MO
12970783,83127,MO
12970784,83129,MO
12970785,83124,MO
12970786,83125,MO
12970787,83106,MO
12970789,83102,MO
12970790,83103,MO
12970788,83105,MO
12970791,83122,MO
12970792,83121,MO
12970793,83123,MO
12970794,83120,MO
12970795,83119,MO
12970796,83096,MO
12970797,83097,MO
12970798,83092,MO
12970799,83091,MO
12970800,83112,MO
12970801,83089,MO
12970802,83088,MO
12970803,83111,MO
12970804,83109,MO
12970805,83107,MO
12970806,8305,MO
12970807,83046,MO
12970808,82969,MO
12970809,82967,MO
12970810,82959,MO
12970811,82958,MO
12970812,82957,MO
12970813,82953,MO
12970814,82945,MO
12970815,83054,MO
12970816,82934,MO
12970817,82930,MO
12970818,82928,MO
12970819,82927,MO
12970820,82924,MO
12970821,82925,MO
12970822,82923,MO
12970823,82901,MO
12970824,82900,MO
12970825,82864,MO
12970826,82863,MO
12970827,82862,MO
12970828,82861,MO
12970829,82860,MO
12970830,82859,MO
12970834,82857,MO
12970836,82853,MO
12970831,82852,MO
12970838,82855,MO
12970833,82858,MO
12970835,82854,MO
12970832,82851,MO
12970837,82856,MO
12970839,82850,MO
12970840,82845,MO
12970841,82846,MO
12970843,82843,MO
12970842,82844,MO
12970844,82841,MO
12970845,82839,MO
12970846,82838,MO
12970847,82849,MO
12970848,82847,MO
12970849,82848,MO
12970850,82837,MO
12970851,82835,MO
12970852,82836,MO
12970853,82834,MO
12970854,82833,MO
12970855,82832,MO
12970856,82831,MO
12970857,82830,MO
12970858,82829,MO
12970859,82828,MO
12970860,82825,MO
12970862,82821,MO
12970863,82820,MO
12970861,82822,MO
12970864,8282,MO
12970865,82819,MO
12970866,82818,MO
12970867,82817,MO
12970868,82816,MO
12970869,82814,MO
12970870,82815,MO
12970871,82813,MO
12970872,82812,MO
12970873,82810,MO
12970874,82811,MO
12970875,82809,MO
12970876,82808,MO
12970877,82801,MO
12970878,82800,MO
12970879,82799,MO
12970880,82798,MO
12970881,82796,MO
12970882,82792,MO
12970883,82790,MO
12970884,82791,MO
12970886,82793,MO
12970885,82795,MO
12970887,82797,MO
12970888,82788,MO
12970889,82784,MO
12970890,82782,MO
12970891,82785,MO
12970892,82780,MO
12970893,82783,MO
12970894,82787,MO
12970895,82779,MO
12970896,82777,MO
12970897,82778,MO
12970898,82776,MO
12970899,82774,MO
12970900,82773,MO
12970901,82772,MO
12970902,82763,MO
12970903,82760,MO
12970904,82758,MO
12970905,82757,MO
12970906,82753,MO
12970907,82703,MO
12970908,82747,MO
12970909,82696,MO
12970910,82743,MO
12970911,82692,MO
12970912,8269,MO
12970913,82737,MO
12970914,82736,MO
12970915,82681,MO
12970916,82734,MO
12970917,82733,MO
12970918,82728,MO
12970919,8272,MO
12970920,82712,MO
12970921,82709,MO
12970922,82708,MO
12970923,82668,MO
12970924,82669,MO
12970925,82664,MO
12970926,8266,MO
12970928,82657,MO
12970929,82663,MO
12970930,82658,MO
12970931,82628,MO
12970927,82642,MO
12970932,82656,MO
12970933,82654,MO
12970934,8265,MO
12970935,82645,MO
12970936,82641,MO
12970937,82636,MO
12970938,82630,MO
12970939,82624,MO
12970940,82517,MO
12970941,82599,MO
12970942,82510,MO
12970943,82505,MO
12970944,82444,MO
12970945,82421,MO
12970946,82420,MO
12970947,82326,MO
12970948,82313,MO
12970949,82307,MO
12970950,82305,MO
12970951,82235,MO
12970952,82220,MO
12970953,82282,MO
12970954,8220,MO
12970955,82196,MO
12970956,8218,MO
12970957,82260,MO
12970958,82165,MO
12970959,82139,MO
12970960,82108,MO
12970961,81955,MO
12970962,81939,MO
12970963,82089,MO
12970964,82082,MO
12970965,82070,MO
12970966,8207,MO
12970967,81933,MO
12970968,82062,MO
12970969,82054,MO
12970970,82052,MO
12970971,82034,MO
12970972,82035,MO
12970973,81903,MO
12970974,81888,MO
12970975,81984,MO
12970976,81879,MO
12970977,8197,MO
12970978,81857,MO
12970979,81853,MO
12970980,81823,MO
12970981,81802,MO
12970982,81730,MO
12970983,81780,MO
12970984,81778,MO
12970985,81772,MO
12970986,81716,MO
12970987,81715,MO
12970988,81712,MO
12970989,8171,MO
12970990,81698,MO
12970991,81749,MO
12970992,81677,MO
12970993,81659,MO
12970994,81469,MO
12970995,81468,MO
12970996,81447,MO
12970997,81087,MO
12970999,81358,MO
12970998,81357,MO
12971000,81054,MO
12971001,81005,MO
12971002,81306,MO
12971003,81002,MO
12971004,81298,MO
12971005,80988,MO
12971006,80990,MO
12971007,80987,MO
12971008,80974,MO
12971009,80969,MO
12971010,81192,MO
12971011,80963,MO
12971012,80961,MO
12971013,80952,MO
12971014,81145,MO
12971015,80924,MO
12971016,81139,MO
12971017,80901,MO
12971018,80853,MO
12971020,80864,MO
12971019,80850,MO
12971021,80831,MO
12971022,80871,MO
12971023,80865,MO
12971024,80825,MO
12971025,8081,MO
12971026,80809,MO
12971027,80628,MO
12971028,80792,MO
12971029,80614,MO
12971030,80591,MO
12971031,80570,MO
12971032,80560,MO
12971033,80733,MO
12971034,80718,MO
12971035,80442,MO
12971036,80432,MO
12971037,80421,MO
12971038,80412,MO
12971039,80691,MO
12971040,80687,MO
12971041,80403,MO
12971042,80392,MO
12971043,80659,MO
12971044,8034,MO
12971045,80336,MO
12971046,80327,MO
12971047,80267,MO
12971048,80319,MO
12971049,80260,MO
12971050,80312,MO
12971051,80253,MO
12971052,80251,MO
12971053,80246,MO
12971054,80162,MO
12971055,80151,MO
12971056,79856,MO
12971057,79843,MO
12971058,79829,MO
12971059,80132,MO
12971060,8013,MO
12971061,79822,MO
12971062,80124,MO
12971063,80118,MO
12971064,79804,MO
12971065,79800,MO
12971066,79808,MO
12971067,79797,MO
12971068,79739,MO
12971069,79736,MO
12971070,7973,MO
12971071,8005,MO
12971072,80045,MO
12971073,79705,MO
12971074,79701,MO
12971075,79694,MO
12971076,79691,MO
12971077,79675,MO
12971078,79667,MO
12971079,7965,MO
12971080,79652,MO
12971081,79626,MO
12971082,7962,MO
12971083,7961,MO
12971084,7957,MO
12971085,79451,MO
12971087,79440,MO
12971086,79443,MO
12971088,79533,MO
12971089,79435,MO
12971090,79513,MO
12971091,79397,MO
12971092,79396,MO
12971093,79355,MO
12971094,79332,MO
12971095,79327,MO
12971096,79326,MO
12971097,79325,MO
12971098,7930,MO
12971099,7897,MO
12971100,78970,MO
12971101,79050,MO
12971102,79044,MO
12971103,78750,MO
12971104,78740,MO
12971105,7904,MO
12971106,78728,MO
12971107,78727,MO
12971108,78699,MO
12971109,78667,MO
12971110,78638,MO
12971111,78611,MO
12971112,78567,MO
12971113,78562,MO
12971114,78404,MO
12971115,78396,MO
12971116,7848,MO
12971117,78371,MO
12971118,78363,MO
12971119,78421,MO
12971120,78348,MO
12971121,78413,MO
12971122,78411,MO
12971123,78335,MO
12971124,78328,MO
12971125,78320,MO
12971126,78198,MO
12971127,78192,MO
12971128,78315,MO
12971129,78191,MO
12971130,78172,MO
12971131,78278,MO
12971132,78149,MO
12971133,78265,MO
12971134,78256,MO
12971135,78239,MO
12971136,78232,MO
12971137,78097,MO
12971138,78088,MO
12971139,78061,MO
12971140,78028,MO
12971141,7802,MO
12971142,78019,MO
12971143,78016,MO
12971144,77791,MO
12971145,7801,MO
12971146,78004,MO
12971147,7764,MO
12971148,77635,MO
12971149,77996,MO
12971150,7763,MO
12971151,77993,MO
12971152,7762,MO
12971153,77988,MO
12971154,77602,MO
12971155,77812,MO
12971156,77802,MO
12971157,77474,MO
12971158,77585,MO
12971159,7756,MO
12971160,77551,MO
12971161,77454,MO
12971162,77538,MO
12971163,77425,MO
12971164,77507,MO
12971165,77386,MO
12971166,7736,MO
12971167,7709,MO
12971168,77340,MO
12971169,77088,MO
12971170,77086,MO
12971171,77057,MO
12971172,77062,MO
12971173,77048,MO
12971174,77303,MO
12971175,77045,MO
12971176,77033,MO
12971177,76948,MO
12971178,76941,MO
12971179,77267,MO
12971180,76913,MO
12971181,76903,MO
12971182,76901,MO
12971183,7690,MO
12971184,76891,MO
12971185,76837,MO
12971186,76755,MO
12971187,76699,MO
12971188,76741,MO
12971189,76740,MO
12971190,76680,MO
12971191,76665,MO
12971192,76661,MO
12971193,76648,MO
12971194,76628,MO
12971195,76620,MO
12971197,76600,MO
12971198,76603,MO
12971196,76602,MO
12971199,76597,MO
12971200,76604,MO
12971201,76578,MO
12971202,76544,MO
12971203,76539,MO
12971204,76524,MO
12971205,76501,MO
12971206,76447,MO
12971207,76486,MO
12971208,76482,MO
12971209,76475,MO
12971210,76465,MO
12971211,76185,MO
12971212,76093,MO
12971213,76092,MO
12971215,76082,MO
12971214,76167,MO
12971216,76081,MO
12971217,76147,MO
12971218,76123,MO
12971219,76122,MO
12971220,7612,MO
12971221,76115,MO
12971222,76112,MO
12971223,76107,MO
12971224,76103,MO
12971225,76046,MO
12971226,76031,MO
12971227,7610,MO
12971228,76011,MO
12971229,76006,MO
12971230,76004,MO
12971231,76002,MO
12971232,75991,MO
12971233,7600,MO
12971234,75717,MO
12971235,75878,MO
12971236,7570,MO
12971237,75687,MO
12971238,75862,MO
12971239,75686,MO
12971240,75679,MO
12971241,75857,MO
12971242,75840,MO
12971243,7566,MO
12971244,75653,MO
12971245,75826,MO
12971246,75645,MO
12971247,75816,MO
12971248,75804,MO
12971249,75621,MO
12971250,75761,MO
12971251,75573,MO
12971252,75572,MO
12971253,7556,MO
12971254,75731,MO
12971255,75727,MO
12971256,75553,MO
12971257,75503,MO
12971258,7555,MO
12971259,75531,MO
12971260,7550,MO
12971262,75494,MO
12971261,75496,MO
12971263,75499,MO
12971264,7549,MO
12971265,75485,MO
12971266,75462,MO
12971267,75428,MO
12971268,75419,MO
12971269,7523,MO
12971270,75230,MO
12971271,75397,MO
12971272,75186,MO
12971273,75183,MO
12971274,75372,MO
12971275,75092,MO
12971276,75071,MO
12971277,7506,MO
12971278,75048,MO
12971279,75077,MO
12971280,75032,MO
12971281,75024,MO
12971282,7502,MO
12971283,7499,MO
12971284,7498,MO
12971285,74882,MO
12971286,74954,MO
12971287,7486,MO
12971288,74932,MO
12971289,74925,MO
12971290,74832,MO
12971291,74825,MO
12971292,74897,MO
12971293,74815,MO
12971294,7436,MO
12971295,7478,MO
12971296,7434,MO
12971297,74334,MO
12971298,74329,MO
12971299,74341,MO
12971300,74320,MO
12971301,7432,MO
12971302,74317,MO
12971303,74300,MO
12971304,74291,MO
12971305,7427,MO
12971306,74379,MO
12971307,74372,MO
12971308,74218,MO
12971309,74200,MO
12971310,74211,MO
12971311,74216,MO
12971312,74145,MO
12971313,74147,MO
12971314,74139,MO
12971315,74114,MO
12971316,74083,MO
12971317,74076,MO
12971318,74069,MO
12971319,73965,MO
12971320,73957,MO
12971321,74053,MO
12971322,74043,MO
12971323,7404,MO
12971324,74039,MO
12971325,74034,MO
12971326,73948,MO
12971327,73946,MO
12971328,73939,MO
12971329,74008,MO
12971330,74006,MO
12971331,73926,MO
12971332,73923,MO
12971333,73996,MO
12971334,73904,MO
12971335,73901,MO
12971336,73844,MO
12971337,73977,MO
12971338,7384,MO
12971339,73834,MO
12971340,73796,MO
12971341,73779,MO
12971342,73773,MO
12971343,73636,MO
12971344,73637,MO
12971345,73630,MO
12971346,73628,MO
12971347,73619,MO
12971348,73609,MO
12971349,73605,MO
12971350,73709,MO
12971351,73468,MO
12971352,73455,MO
12971353,73681,MO
12971354,73330,MO
12971355,73651,MO
12971356,73309,MO
12971357,73306,MO
12971358,73286,MO
12971359,73263,MO
12971360,73257,MO
12971361,73255,MO
12971362,73222,MO
12971363,73292,MO
12971364,73207,MO
12971365,73205,MO
12971366,73199,MO
12971367,73184,MO
12971368,73135,MO
12971369,73062,MO
12971370,73042,MO
12971371,73040,MO
12971372,73027,MO
12971373,73003,MO
12971374,72919,MO
12971375,72914,MO
12971376,72894,MO
12971377,7298,MO
12971378,72967,MO
12971379,72970,MO
12971380,72861,MO
12971381,72956,MO
12971382,72848,MO
12971383,72832,MO
12971384,72828,MO
12971385,72823,MO
12971386,72806,MO
12971387,7277,MO
12971388,72763,MO
12971389,72776,MO
12971390,72748,MO
12971391,72747,MO
12971392,72673,MO
12971393,72652,MO
12971394,72721,MO
12971395,72713,MO
12971396,72637,MO
12971397,72703,MO
12971398,72618,MO
12971399,7268,MO
12971400,72582,MO
12971401,72571,MO
12971402,72564,MO
12971403,72474,MO
12971404,7241,MO
12971405,72447,MO
12971406,72408,MO
12971407,72407,MO
12971408,72440,MO
12971409,7240,MO
12971410,72436,MO
12971411,72391,MO
12971412,72428,MO
12971413,72372,MO
12971414,72360,MO
12971415,7233,MO
12971416,72218,MO
12971417,72211,MO
12971418,72307,MO
12971419,72305,MO
12971420,72182,MO
12971421,72183,MO
12971422,72180,MO
12971423,72173,MO
12971424,72250,MO
12971425,72248,MO
12971426,72150,MO
12971427,72121,MO
12971428,72132,MO
12971429,72095,MO
12971430,7209,MO
12971431,72085,MO
12971432,71758,MO
12971433,7175,MO
12971434,71744,MO
12971435,7174,MO
12971436,71714,MO
12971437,7171,MO
12971438,71702,MO
12971439,71534,MO
12971441,71533,MO
12971440,7154,MO
12971442,71678,MO
12971443,71530,MO
12971444,71507,MO
12971445,71611,MO
12971446,71476,MO
12971447,71604,MO
12971448,71600,MO
12971449,71470,MO
12971450,71574,MO
12971451,71435,MO
12971452,7156,MO
12971453,71429,MO
12971454,71428,MO
12971455,71386,MO
12971456,71361,MO
12971457,71358,MO
12971458,71158,MO
12971459,71146,MO
12971460,71078,MO
12971461,71111,MO
12971462,71107,MO
12971463,71041,MO
12971464,70958,MO
12971465,70944,MO
12971466,70939,MO
12971467,70937,MO
12971468,71009,MO
12971469,7092,MO
12971470,70992,MO
12971471,70985,MO
12971472,70917,MO
12971473,70913,MO
12971474,70906,MO
12971475,70902,MO
12971476,70895,MO
12971477,70871,MO
12971478,70866,MO
12971479,70852,MO
12971480,70856,MO
12971481,70848,MO
12971482,70843,MO
12971483,70840,MO
12971484,70819,MO
12971485,70808,MO
12971486,70800,MO
12971487,70783,MO
12971488,70771,MO
12971489,70742,MO
12971490,70632,MO
12971491,70626,MO
12971492,70548,MO
12971493,70530,MO
12971494,70519,MO
12971496,70514,MO
12971495,70520,MO
12971497,70509,MO
12971498,70511,MO
12971499,70497,MO
12971500,70328,MO
12971501,70324,MO
12971502,70290,MO
12971503,70287,MO
12971504,7018,MO
12971505,70241,MO
12971506,70221,MO
12971507,70218,MO
12971508,70216,MO
12971509,70214,MO
12971510,70162,MO
12971511,70160,MO
12971512,70148,MO
12971513,70139,MO
12971514,70020,MO
12971515,7000,MO
12971516,69996,MO
12971518,69985,MO
12971519,70009,MO
12971520,6998,MO
12971521,70004,MO
12971522,69975,MO
12971523,6996,MO
12971524,6941,MO
12971525,69947,MO
12971526,69400,MO
12971527,69380,MO
12971528,6991,MO
12971529,69898,MO
12971530,69370,MO
12971531,6937,MO
12971532,69342,MO
12971533,6934,MO
12971534,6933,MO
12971535,69325,MO
12971536,6932,MO
12971537,69590,MO
12971538,69579,MO
12971539,69556,MO
12971540,69277,MO
12971541,69274,MO
12971542,69517,MO
12971543,69490,MO
12971544,69491,MO
12971545,69480,MO
12971546,69472,MO
12971547,69089,MO
12971548,69087,MO
12971549,69080,MO
12971550,6907,MO
12971551,69068,MO
12971552,69066,MO
12971553,68879,MO
12971554,69011,MO
12971555,68851,MO
12971556,68979,MO
12971557,68850,MO
12971558,68776,MO
12971559,68773,MO
12971560,68959,MO
12971561,68955,MO
12971562,68947,MO
12971563,68923,MO
12971564,68742,MO
12971565,6860,MO
12971566,68594,MO
12971567,68592,MO
12971568,6847,MO
12971569,68447,MO
12971570,68560,MO
12971571,68439,MO
12971572,68438,MO
12971573,68555,MO
12971574,68420,MO
12971575,68411,MO
12971576,68494,MO
12971577,68401,MO
12971578,68486,MO
12971579,68484,MO
12971580,68398,MO
12971581,68397,MO
12971582,68393,MO
12971584,68388,MO
12971583,68390,MO
12971585,68375,MO
12971586,68371,MO
12971587,68267,MO
12971588,68206,MO
12971589,68345,MO
12971590,68344,MO
12971591,68323,MO
12971592,68317,MO
12971593,68313,MO
12971594,68191,MO
12971595,68288,MO
12971596,68284,MO
12971597,68037,MO
12971598,68029,MO
12971599,68018,MO
12971600,68014,MO
12971601,68047,MO
12971602,68043,MO
12971603,68041,MO
12971604,67965,MO
12971605,67792,MO
12971606,67794,MO
12971607,6794,MO
12971608,67751,MO
12971609,67913,MO
12971610,67906,MO
12971611,67714,MO
12971612,67811,MO
12971613,67710,MO
12971614,67690,MO
12971615,6769,MO
12971616,67672,MO
12971617,67382,MO
12971618,67376,MO
12971619,67630,MO
12971620,67358,MO
12971621,67623,MO
12971622,67602,MO
12971623,67347,MO
12971624,67340,MO
12971625,6749,MO
12971626,67473,MO
12971627,67294,MO
12971628,67457,MO
12971629,67451,MO
12971630,67431,MO
12971631,67423,MO
12971632,67417,MO
12971633,6741,MO
12971634,6718,MO
12971635,67160,MO
12971636,67095,MO
12971637,67093,MO
12971638,6708,MO
12971639,67115,MO
12971640,67111,MO
12971641,67106,MO
12971642,67058,MO
12971643,67056,MO
12971644,6702,MO
12971645,67015,MO
12971646,67007,MO
12971647,66965,MO
12971648,6697,MO
12971649,66993,MO
12971650,66953,MO
12971651,66984,MO
12971652,66931,MO
12971653,66925,MO
12971654,6692,MO
12971655,66912,MO
12971656,66631,MO
12971657,6662,MO
12971658,66899,MO
12971659,66890,MO
12971660,66672,MO
12971661,6667,MO
12971662,66579,MO
12971663,66651,MO
12971664,66559,MO
12971665,66536,MO
12971666,66426,MO
12971667,66419,MO
12971668,66508,MO
12971669,66504,MO
12971670,66493,MO
12971671,66408,MO
12971672,66492,MO
12971673,66484,MO
12971674,66481,MO
12971675,66398,MO
12971676,66385,MO
12971677,66384,MO
12971678,66379,MO
12971679,66378,MO
12971680,66061,MO
12971681,66046,MO
12971682,65981,MO
12971683,66001,MO
12971684,65976,MO
12971685,65936,MO
12971686,65818,MO
12971687,65810,MO
12971688,65803,MO
12971689,65794,MO
12971690,65845,MO
12971691,65773,MO
12971692,65678,MO
12971693,65583,MO
12971694,65637,MO
12971695,65625,MO
12971696,65602,MO
12971697,65593,MO
12971698,65592,MO
12971699,65591,MO
12971700,65489,MO
12971701,65256,MO
12971702,65246,MO
12971703,65245,MO
12971704,65433,MO
12971705,65425,MO
12971706,65224,MO
12971707,65215,MO
12971708,65415,MO
12971709,65211,MO
12971710,65391,MO
12971711,64978,MO
12971712,64974,MO
12971713,65373,MO
12971714,65363,MO
12971715,65360,MO
12971716,65347,MO
12971717,65337,MO
12971718,65322,MO
12971719,65320,MO
12971720,64965,MO
12971721,64921,MO
12971722,65293,MO
12971723,65289,MO
12971724,65287,MO
12971725,64915,MO
12971726,64912,MO
12971727,64913,MO
12971728,64878,MO
12971729,64858,MO
12971730,64830,MO
12971731,6485,MO
12971732,6475,MO
12971733,64732,MO
12971734,64556,MO
12971735,64551,MO
12971736,64550,MO
12971737,64543,MO
12971738,64671,MO
12971739,64538,MO
12971740,64666,MO
12971741,64648,MO
12971742,64528,MO
12971743,64520,MO
12971744,64511,MO
12971745,64626,MO
12971746,64507,MO
12971747,64501,MO
12971748,64607,MO
12971749,64486,MO
12971750,64591,MO
12971751,64578,MO
12971752,64576,MO
12971753,64479,MO
12971754,64476,MO
12971755,64474,MO
12971756,64439,MO
12971757,64321,MO
12971758,64383,MO
12971759,64371,MO
12971760,64359,MO
12971761,64299,MO
12971762,64270,MO
12971763,64267,MO
12971764,64266,MO
12971765,64244,MO
12971766,6422,MO
12971767,64212,MO
12971768,64202,MO
12971769,64200,MO
12971770,64193,MO
12971771,64168,MO
12971772,63904,MO
12971773,63898,MO
12971774,64103,MO
12971775,63684,MO
12971776,63727,MO
12971777,63613,MO
12971778,63607,MO
12971779,63699,MO
12971780,63593,MO
12971781,63567,MO
12971782,63566,MO
12971783,63583,MO
12971784,63461,MO
12971785,63374,MO
12971786,63445,MO
12971787,63358,MO
12971788,63434,MO
12971789,63424,MO
12971790,63404,MO
12971791,63388,MO
12971792,63084,MO
12971793,63077,MO
12971794,63075,MO
12971795,63209,MO
12971796,63207,MO
12971797,63202,MO
12971798,63068,MO
12971799,63063,MO
12971800,63199,MO
12971801,63058,MO
12971802,63172,MO
12971803,63041,MO
12971804,63136,MO
12971805,63128,MO
12971806,63014,MO
12971807,63008,MO
12971808,63092,MO
12971809,62998,MO
12971810,62994,MO
12971811,62984,MO
12971812,62924,MO
12971813,62919,MO
12971814,62828,MO
12971815,62897,MO
12971816,62896,MO
12971817,62814,MO
12971818,62807,MO
12971819,62781,MO
12971820,62647,MO
12971821,62642,MO
12971822,62585,MO
12971823,62637,MO
12971824,62553,MO
12971825,62539,MO
12971826,62449,MO
12971827,62432,MO
12971828,62418,MO
12971829,62497,MO
12971830,62463,MO
12971831,62384,MO
12971832,62379,MO
12971833,62462,MO
12971834,62368,MO
12971835,62367,MO
12971836,62364,MO
12971837,62355,MO
12971838,62342,MO
12971839,62258,MO
12971840,62349,MO
12971841,62239,MO
12971842,62103,MO
12971843,62218,MO
12971844,62207,MO
12971845,62088,MO
12971846,62083,MO
12971847,6208,MO
12971848,62072,MO
12971849,62071,MO
12971850,6207,MO
12971851,62066,MO
12971852,6205,MO
12971853,61946,MO
12971854,61939,MO
12971855,62036,MO
12971856,62023,MO
12971857,62021,MO
12971858,62012,MO
12971859,62010,MO
12971860,62003,MO
12971861,61906,MO
12971862,6200,MO
12971863,61882,MO
12971864,61760,MO
12971865,61755,MO
12971866,61856,MO
12971867,61738,MO
12971868,61830,MO
12971869,6163,MO
12971870,61826,MO
12971871,61619,MO
12971872,6180,MO
12971873,61797,MO
12971874,61791,MO
12971875,61788,MO
12971876,6157,MO
12971877,61564,MO
12971878,61543,MO
12971879,6154,MO
12971880,61530,MO
12971881,6153,MO
12971882,61404,MO
12971883,61403,MO
12971884,61387,MO
12971885,61361,MO
12971886,60989,MO
12971887,60958,MO
12971888,61192,MO
12971889,61183,MO
12971890,61178,MO
12971891,60930,MO
12971892,61160,MO
12971893,6116,MO
12971894,61145,MO
12971895,6090,MO
12971896,60925,MO
12971897,61119,MO
12971898,61074,MO
12971899,61052,MO
12971900,61051,MO
12971901,61058,MO
12971902,60851,MO
12971903,60813,MO
12971904,60811,MO
12971905,60716,MO
12971906,60805,MO
12971907,608,MO
12971908,60693,MO
12971909,60797,MO
12971910,60683,MO
12971911,60793,MO
12971912,60781,MO
12971913,60759,MO
12971914,60663,MO
12971915,60654,MO
12971916,60651,MO
12971917,60466,MO
12971918,60447,MO
12971919,60436,MO
12971920,60432,MO
12971921,60609,MO
12971922,60607,MO
12971923,60597,MO
12971924,60400,MO
12971925,60397,MO
12971926,60356,MO
12971927,60468,MO
12971928,60328,MO
12971929,60346,MO
12971930,60340,MO
12971931,60331,MO
12971932,60311,MO
12971933,60303,MO
12971934,60252,MO
12971935,60144,MO
12971936,60113,MO
12971937,60105,MO
12971938,60197,MO
12971939,60093,MO
12971940,60191,MO
12971941,60060,MO
12971942,60054,MO
12971943,60010,MO
12971944,60008,MO
12971945,60032,MO
12971946,60,MO
12971947,59984,MO
12971948,59977,MO
12971949,59952,MO
12971950,59845,MO
12971951,59939,MO
12971952,59455,MO
12971953,59937,MO
12971954,59934,MO
12971955,59914,MO
12971956,59919,MO
12971957,59901,MO
12971958,59422,MO
12971959,59418,MO
12971960,59414,MO
12971961,59413,MO
12971962,59411,MO
12971963,59403,MO
12971964,59379,MO
