Vudu_series_id,Vudu_id,show_type,purchase_type
377659,377784,SE,True
334986,377788,SE,Null
334986,377792,SE,Null
334986,377796,SE,Null
334986,377800,SE,Null
334986,377804,SE,Null
334986,377808,SE,Null
245971,377830,SE,True
245971,377834,SE,True
245971,377838,SE,True
245971,377842,SE,True
245971,377846,SE,True
245971,377850,SE,True
245971,377854,SE,True
245971,377858,SE,True
245971,377862,SE,True
245971,377866,SE,True
0,377870,MO,True
0,377880,MO,True
0,377946,SM,Null
377946,377951,SE,True
377946,377955,SE,True
377946,377959,SE,True
377946,377963,SE,True
377946,377967,SE,True
377946,377971,SE,True
377946,377975,SE,True
377946,377979,SE,True
377946,377983,SE,True
377946,377987,SE,True
377946,377991,SE,True
377946,377995,SE,True
377946,377999,SE,True
377946,378003,SE,True
377946,378007,SE,True
377946,378011,SE,True
377946,378015,SE,True
377946,378019,SE,True
377946,378023,SE,True
372566,378057,SE,True
372566,378061,SE,True
372566,378065,SE,True
372566,378069,SE,True
372566,378073,SE,True
372566,378077,SE,True
0,378081,MO,True
0,378083,MO,True
0,378087,MO,True
0,378095,MO,True
0,378099,MO,Null
0,378104,MO,True
0,378109,MO,True
0,378113,MO,True
378133,378119,SE,True
378133,378121,SE,True
378133,378123,SE,True
378133,378125,SE,True
378133,378127,SE,True
378133,378129,SE,True
378133,378131,SE,True
0,378133,SM,Null
378133,378134,SE,True
0,378141,MO,True
0,378145,MO,True
0,378147,MO,True
0,378151,MO,True
0,378153,MO,True
0,378155,MO,True
0,378157,MO,True
0,378159,MO,True
0,378161,MO,True
0,378165,MO,True
0,378169,MO,True
0,378171,MO,True
0,378173,MO,True
0,378175,MO,True
0,378177,MO,True
0,378181,MO,True
0,378185,MO,True
0,378189,MO,True
0,378191,MO,True
0,378193,MO,True
190789,378195,SE,True
0,378199,SM,Null
0,378200,SM,Null
0,378201,SM,Null
0,378202,SM,Null
0,378203,SM,Null
0,378204,SM,Null
0,378205,SM,Null
302309,378222,SE,Null
0,378226,SM,Null
194509,378231,SE,Null
