Vudu_series_id,Vudu_id,show_type,purchase_type
0,6,MO,True
0,21,MO,True
0,254,MO,Null
0,497,MO,True
0,510,MO,True
0,512,MO,True
0,514,MO,True
0,519,MO,True
0,548,MO,True
0,580,MO,True
0,607,MO,True
0,635,MO,True
0,641,MO,True
0,642,MO,True
0,679,MO,True
0,945,MO,True
0,978,MO,True
0,1014,MO,True
0,1042,MO,True
0,1143,MO,True
0,1197,MO,True
0,1200,MO,True
0,1207,MO,True
0,1242,MO,True
0,1336,MO,True
0,1350,MO,True
0,1432,MO,True
0,1490,MO,True
0,1778,MO,True
0,1895,MO,True
0,1900,MO,True
0,2046,MO,True
0,2050,MO,True
0,2072,MO,True
821138,2087,SE,Null
821138,2099,SE,Null
821138,2107,SE,Null
821138,2110,SE,Null
0,2159,MO,True
821138,2166,SE,Null
821138,2171,SE,Null
821138,2174,SE,Null
821138,2175,SE,Null
0,2198,MO,True
821138,2223,SE,Null
821138,2225,SE,Null
821138,2227,SE,Null
821138,2229,SE,Null
0,2258,MO,True
821138,2278,SE,Null
0,2279,MO,True
821138,2281,SE,Null
821138,2292,SE,Null
821138,2299,SE,Null
0,2321,MO,True
821138,2337,SE,Null
0,2341,MO,True
821138,2342,SE,Null
821138,2351,SE,Null
821138,2360,SE,Null
821138,2361,SE,Null
821138,2390,SE,Null
0,2392,MO,True
821138,2394,SE,Null
0,2557,MO,True
0,2608,MO,True
0,2621,MO,True
0,2665,MO,True
0,2836,MO,True
0,2859,MO,True
0,2909,MO,True
0,2938,MO,True
0,2982,MO,True
0,3003,MO,True
0,3038,MO,True
0,3073,MO,True
0,3074,MO,True
0,3163,MO,True
0,3173,MO,Null
0,3208,MO,True
0,3686,MO,True
0,3738,MO,True
0,3742,MO,True
0,3762,MO,True
0,3854,MO,True
0,3921,MO,True
0,3960,MO,True
0,3965,MO,True
0,4006,MO,True
0,4011,MO,True
0,4026,MO,True
0,4037,MO,True
0,4045,MO,True
0,4046,MO,True
0,4057,MO,True
0,4060,MO,True
0,4063,MO,True
0,4064,MO,True
0,4066,MO,True
0,4075,MO,True
0,4078,MO,True
0,4085,MO,True
0,4092,MO,True
0,4096,MO,True
0,4099,MO,True
0,4103,MO,True
0,4123,MO,True
0,4176,MO,True
0,4187,MO,True
0,4215,MO,True
0,4226,MO,True
0,4233,MO,True
0,4238,MO,True
0,4250,MO,True
0,4253,MO,True
0,4257,MO,True
0,4275,MO,True
0,4278,MO,True
0,4287,MO,True
0,4293,MO,True
0,4298,MO,True
0,4304,MO,True
0,4330,MO,True
0,4371,MO,True
0,4385,MO,True
0,4404,MO,True
0,4406,MO,True
0,4448,MO,True
0,4449,MO,True
0,4472,MO,True
0,4478,MO,True
0,4493,MO,True
0,4496,MO,True
0,4497,MO,True
0,4509,MO,True
0,4607,MO,True
0,4640,MO,True
130982,4739,SE,Null
0,4743,MO,True
0,4744,MO,True
0,4746,MO,True
0,4752,MO,True
0,4753,MO,True
0,4754,MO,True
0,4758,MO,True
0,4759,MO,True
0,4760,MO,True
0,4762,MO,True
0,4764,MO,True
0,4767,MO,True
0,4771,MO,True
0,4772,MO,True
0,4778,MO,True
0,4782,MO,True
0,4788,MO,True
0,4791,MO,True
0,4793,MO,True
0,4794,MO,True
0,4795,MO,True
0,4797,MO,True
0,4798,MO,True
0,4799,MO,True
0,4800,MO,True
0,4802,MO,True
0,4803,MO,True
0,4804,MO,True
0,4805,MO,True
0,4806,MO,True
0,4807,MO,True
0,4808,MO,True
0,4810,MO,True
0,4811,MO,True
0,4813,MO,True
0,4814,MO,True
0,4815,MO,True
0,4817,MO,True
0,4819,MO,True
0,4820,MO,True
0,4821,MO,True
0,4822,MO,True
0,4823,MO,True
0,4824,MO,True
0,4825,MO,True
0,4826,MO,True
0,4827,MO,True
0,4828,MO,True
0,4829,MO,True
0,4830,MO,True
0,4831,MO,True
0,4833,MO,True
0,4834,MO,True
0,4835,MO,True
0,4838,MO,True
0,4840,MO,True
0,4841,MO,True
0,4846,MO,True
0,4848,MO,True
0,4850,MO,True
0,4851,MO,True
0,4854,MO,True
0,4859,MO,True
0,4861,MO,True
0,4862,MO,True
0,4864,MO,True
0,4867,MO,True
0,4869,MO,True
0,4870,MO,True
0,4871,MO,True
0,4872,MO,True
0,4873,MO,True
0,4874,MO,True
0,4875,MO,True
0,4876,MO,True
0,4883,MO,True
0,4884,MO,True
0,4889,MO,True
0,4890,MO,True
0,4891,MO,True
0,4894,MO,True
0,4895,MO,True
0,4897,MO,True
0,4898,MO,True
0,4899,MO,True
0,4901,MO,True
0,4902,MO,True
0,4903,MO,True
0,4904,MO,True
0,4905,MO,True
0,4906,MO,True
0,4907,MO,True
0,4912,MO,True
0,4913,MO,True
0,4914,MO,True
0,4917,MO,True
0,4922,MO,True
0,4925,MO,True
0,4926,MO,True
0,4927,MO,True
0,4928,MO,True
0,4929,MO,True
0,4930,MO,True
0,4932,MO,True
0,4934,MO,True
0,4936,MO,True
0,4937,MO,True
0,4938,MO,True
0,4939,MO,True
0,4940,MO,True
0,4942,MO,True
0,4943,MO,True
0,4944,MO,True
0,4948,MO,True
0,4949,MO,True
0,4953,MO,True
0,4954,MO,True
0,4956,MO,True
0,4959,MO,True
0,4960,MO,True
0,4962,MO,True
0,4966,MO,True
0,4969,MO,True
0,4970,MO,True
0,4972,MO,True
0,4973,MO,True
0,4978,MO,True
0,4979,MO,True
0,4985,MO,True
0,4988,MO,True
0,4990,MO,True
0,4991,MO,True
0,4994,MO,True
0,4995,MO,True
0,4996,MO,True
0,5000,MO,True
0,5001,MO,True
0,5002,MO,True
0,5003,MO,True
0,5006,MO,True
0,5007,MO,True
0,5008,MO,True
0,5011,MO,True
0,5015,MO,True
0,5019,MO,True
0,5021,MO,True
0,5023,MO,True
0,5025,MO,True
0,5026,MO,True
0,5027,MO,True
0,5028,MO,True
0,5029,MO,True
0,5030,MO,True
0,5031,MO,True
0,5034,MO,True
0,5035,MO,True
0,5036,MO,True
0,5037,MO,True
0,5038,MO,True
0,5041,MO,True
0,5042,MO,True
0,5043,MO,True
0,5048,MO,True
0,5049,MO,True
0,5050,MO,Null
0,5052,MO,True
0,5053,MO,True
0,5058,MO,True
0,5059,MO,True
0,5060,MO,True
0,5064,MO,True
0,5068,MO,True
0,5069,MO,True
0,5071,MO,True
0,5072,MO,True
0,5073,MO,True
0,5074,MO,True
0,5075,MO,True
0,5080,MO,True
0,5081,MO,True
0,5082,MO,True
0,5083,MO,True
0,5084,MO,True
0,5085,MO,True
0,5086,MO,True
0,5087,MO,True
0,5089,MO,True
0,5091,MO,True
0,5094,MO,True
0,5095,MO,True
0,5097,MO,True
0,5098,MO,True
0,5101,MO,True
0,5103,MO,True
0,5104,MO,True
0,5105,MO,True
0,5107,MO,True
0,5116,MO,True
0,5117,MO,True
0,5118,MO,True
0,5120,MO,True
0,5121,MO,True
0,5126,MO,True
0,5129,MO,True
0,5131,MO,True
0,5132,MO,True
0,5135,MO,True
0,5137,MO,True
0,5140,MO,True
0,5144,MO,True
0,5145,MO,True
0,5147,MO,True
0,5150,MO,True
0,5151,MO,True
0,5152,MO,True
0,5153,MO,True
0,5155,MO,True
0,5156,MO,True
0,5157,MO,True
0,5158,MO,True
0,5160,MO,True
0,5164,MO,True
0,5166,MO,True
0,5167,MO,True
0,5169,MO,True
0,5170,MO,True
0,5171,MO,True
0,5172,MO,True
0,5173,MO,True
0,5176,MO,True
0,5179,MO,True
0,5188,MO,True
0,5190,MO,True
0,5192,MO,True
0,5193,MO,True
0,5194,MO,True
0,5197,MO,True
0,5202,MO,True
0,5203,MO,True
0,5205,MO,True
0,5206,MO,True
0,5207,MO,True
0,5208,MO,True
0,5210,MO,True
0,5213,MO,True
0,5215,MO,True
0,5216,MO,True
0,5217,MO,True
0,5219,MO,True
0,5220,MO,True
0,5222,MO,True
0,5228,MO,True
0,5230,MO,True
0,5232,MO,True
0,5233,MO,True
0,5234,MO,True
0,5235,MO,True
0,5236,MO,True
0,5237,MO,True
0,5240,MO,True
0,5242,MO,True
0,5247,MO,True
0,5250,MO,True
0,5253,MO,True
0,5254,MO,True
0,5256,MO,True
0,5257,MO,True
0,5258,MO,True
0,5260,MO,True
0,5263,MO,True
0,5264,MO,True
0,5265,MO,True
0,5270,MO,True
0,5273,MO,True
0,5275,MO,True
0,5276,MO,True
0,5277,MO,True
0,5278,MO,True
0,5280,MO,True
0,5283,MO,True
0,5287,MO,True
0,5291,MO,True
0,5294,MO,True
0,5295,MO,True
0,5298,MO,True
0,5300,MO,True
0,5307,MO,True
0,5308,MO,True
0,5309,MO,True
0,5310,MO,True
0,5311,MO,True
0,5314,MO,True
0,5315,MO,True
0,5319,MO,True
0,5322,MO,True
0,5323,MO,True
0,5324,MO,True
0,5325,MO,True
0,5326,MO,True
0,5327,MO,True
0,5328,MO,True
0,5329,MO,True
0,5335,MO,True
0,5340,MO,True
0,5342,MO,True
0,5345,MO,True
0,5348,MO,True
0,5351,MO,True
0,5353,MO,True
0,5354,MO,True
0,5355,MO,True
0,5356,MO,True
0,5363,MO,True
0,5364,MO,True
0,5366,MO,True
0,5372,MO,True
0,5373,MO,True
0,5376,MO,True
0,5377,MO,True
0,5386,MO,True
0,5389,MO,True
0,5390,MO,True
0,5391,MO,True
0,5392,MO,True
0,5394,MO,True
0,5395,MO,True
0,5396,MO,True
0,5397,MO,True
0,5399,MO,True
0,5400,MO,True
0,5405,MO,True
0,5408,MO,True
0,5416,MO,True
0,5420,MO,True
0,5421,MO,True
0,5422,MO,True
0,5423,MO,True
0,5424,MO,True
0,5425,MO,True
0,5426,MO,True
0,5427,MO,True
0,5429,MO,True
0,5430,MO,True
0,5433,MO,True
0,5436,MO,True
0,5437,MO,Null
0,5439,MO,True
0,5442,MO,True
0,5444,MO,True
0,5450,MO,True
0,5451,MO,True
0,5453,MO,True
0,5455,MO,True
0,5456,MO,True
0,5457,MO,True
0,5462,MO,True
0,5464,MO,True
0,5468,MO,True
0,5469,MO,True
0,5473,MO,True
0,5478,MO,True
0,5479,MO,True
0,5481,MO,True
0,5483,MO,True
0,5485,MO,True
0,5490,MO,True
0,5494,MO,True
0,5502,MO,True
0,5505,MO,True
0,5506,MO,True
0,5508,MO,True
0,5509,MO,True
0,5511,MO,True
0,5512,MO,True
0,5513,MO,True
0,5514,MO,True
0,5515,MO,True
0,5516,MO,True
0,5517,MO,True
0,5518,MO,True
0,5520,MO,True
0,5521,MO,True
0,5525,MO,True
0,5526,MO,True
0,5536,MO,True
0,5545,MO,True
0,5550,MO,True
0,5559,MO,True
0,5562,MO,True
0,5565,MO,Null
0,5571,MO,True
0,5572,MO,True
0,5575,MO,True
0,5576,MO,True
0,5579,MO,True
0,5580,MO,True
0,5583,MO,True
0,5588,MO,True
0,5590,MO,True
0,5598,MO,True
0,5604,MO,True
0,5606,MO,True
0,5613,MO,True
0,5614,MO,True
0,5615,MO,True
0,5617,MO,True
0,5618,MO,True
0,5619,MO,True
0,5623,MO,True
0,5625,MO,True
0,5628,MO,True
0,5631,MO,True
0,5632,MO,True
0,5633,MO,True
0,5634,MO,True
0,5636,MO,True
0,5645,MO,True
0,5648,MO,True
0,5650,MO,True
0,5651,MO,True
0,5658,MO,True
0,5664,MO,True
0,5665,MO,True
0,5668,MO,True
0,5669,MO,True
0,5671,MO,True
0,5673,MO,True
0,5678,MO,True
0,5682,MO,True
0,5683,MO,True
0,5685,MO,True
0,5686,MO,True
0,5688,MO,True
0,5689,MO,True
0,5690,MO,True
0,5692,MO,True
0,5695,MO,True
0,5696,MO,True
0,5699,MO,True
0,5700,MO,True
0,5702,MO,True
0,5703,MO,True
0,5705,MO,True
0,5706,MO,True
0,5708,MO,True
0,5710,MO,True
0,5711,MO,True
0,5713,MO,True
0,5714,MO,True
0,5718,MO,True
0,5720,MO,True
0,5721,MO,True
0,5726,MO,True
0,5729,MO,True
0,5732,MO,True
0,5733,MO,True
0,5734,MO,True
0,5738,MO,True
0,5740,MO,True
0,5741,MO,True
0,5743,MO,True
0,5744,MO,True
0,5745,MO,True
0,5746,MO,True
0,5749,MO,True
0,5753,MO,True
0,5755,MO,True
0,5758,MO,True
0,5759,MO,True
0,5763,MO,True
0,5765,MO,True
0,5767,MO,True
0,5768,MO,True
0,5769,MO,True
0,5770,MO,True
0,5771,MO,True
0,5775,MO,True
0,5780,MO,True
0,5781,MO,True
0,5782,MO,True
0,5783,MO,True
0,5785,MO,True
0,5787,MO,True
0,5788,MO,True
0,5792,MO,True
0,5793,MO,True
0,5799,MO,True
0,5801,MO,True
0,5804,MO,True
0,5807,MO,True
0,5811,MO,True
0,5816,MO,True
0,5819,MO,True
0,5821,MO,True
0,5825,MO,True
0,5828,MO,True
0,5829,MO,True
0,5830,MO,True
0,5832,MO,True
0,5833,MO,True
0,5836,MO,True
0,5839,MO,True
0,5841,MO,True
0,5843,MO,True
0,5844,MO,True
0,5846,MO,True
0,5847,MO,True
0,5848,MO,True
0,5849,MO,True
0,5850,MO,True
0,5852,MO,True
0,5853,MO,True
0,5854,MO,True
0,5856,MO,True
0,5858,MO,True
0,5860,MO,True
0,5861,MO,True
0,5863,MO,True
0,5864,MO,True
0,5865,MO,True
0,5867,MO,True
0,5868,MO,True
0,5870,MO,True
0,5871,MO,True
0,5872,MO,True
0,5876,MO,True
0,5877,MO,True
0,5878,MO,True
0,5879,MO,True
0,5882,MO,True
0,5885,MO,True
0,5887,MO,True
0,5888,MO,True
0,5889,MO,True
0,5890,MO,True
0,5894,MO,True
0,5896,MO,True
0,5897,MO,True
0,5899,MO,True
0,5902,MO,True
0,5903,MO,True
0,5904,MO,True
0,5905,MO,True
0,5908,MO,True
0,5909,MO,True
0,5911,MO,True
0,5913,MO,True
0,5914,MO,True
0,5916,MO,True
0,5917,MO,True
0,5919,MO,True
0,5923,MO,True
0,5926,MO,True
0,5927,MO,True
0,5928,MO,True
0,5930,MO,True
0,5932,MO,True
0,5933,MO,True
0,5935,MO,True
0,5937,MO,True
0,5938,MO,True
0,5940,MO,True
0,5941,MO,True
0,5945,MO,True
0,5946,MO,True
0,5948,MO,True
130982,5956,SE,Null
