Vudu_series_id,Vudu_id,show_type,purchase_type
269157,909026,SE,True
269157,909029,SE,True
269157,909032,SE,True
0,909038,SM,Null
909038,909044,SE,True
909038,909047,SE,True
909038,909050,SE,True
909038,909053,SE,True
909038,909056,SE,True
909038,909059,SE,True
0,909062,SM,Null
909062,909068,SE,True
909062,909071,SE,True
586927,909080,SE,True
586927,909083,SE,True
586927,909086,SE,True
586927,909089,SE,True
586927,909092,SE,True
586927,909095,SE,True
586927,909098,SE,True
586927,909101,SE,True
586927,909104,SE,True
586927,909107,SE,True
0,909110,MO,True
0,909113,MO,True
0,909116,MO,True
899013,909125,SE,Null
222617,909131,SE,True
222617,909134,SE,True
222617,909137,SE,True
222617,909140,SE,True
222617,909143,SE,True
222617,909146,SE,True
222617,909149,SE,True
899013,909152,SE,Null
899013,909155,SE,Null
899013,909158,SE,Null
899013,909161,SE,Null
0,909164,SM,Null
902646,909170,SE,True
902646,909173,SE,True
902646,909176,SE,True
909164,909179,SE,True
0,909182,MO,True
909164,909185,SE,True
909164,909188,SE,True
909164,909191,SE,True
909164,909194,SE,True
909164,909197,SE,True
909164,909200,SE,True
909164,909203,SE,True
909164,909206,SE,True
909164,909209,SE,True
909164,909212,SE,True
909164,909215,SE,True
909164,909218,SE,True
909164,909221,SE,True
909164,909224,SE,True
909164,909227,SE,True
909164,909230,SE,True
909164,909233,SE,True
532271,909239,SE,True
532271,909242,SE,True
532271,909245,SE,True
532271,909248,SE,True
532271,909251,SE,True
532271,909254,SE,True
532271,909257,SE,True
532271,909260,SE,True
532271,909263,SE,True
532271,909266,SE,True
532271,909269,SE,True
532271,909272,SE,True
0,909275,MO,True
0,909278,MO,True
0,909281,MO,True
0,909284,MO,True
0,909287,MO,True
0,909291,SM,Null
909291,909297,SE,True
909291,909300,SE,True
587469,909309,SE,True
587469,909312,SE,True
587469,909315,SE,True
587469,909318,SE,True
587469,909321,SE,True
587469,909324,SE,True
587469,909327,SE,True
587469,909330,SE,True
587469,909333,SE,True
587469,909336,SE,True
587469,909339,SE,True
587469,909342,SE,True
587469,909345,SE,True
587469,909348,SE,True
587469,909351,SE,True
587469,909354,SE,True
587469,909357,SE,True
587469,909360,SE,True
587469,909363,SE,True
699558,909372,SE,True
0,909378,SM,Null
909378,909384,SE,True
909378,909387,SE,True
909378,909390,SE,True
909378,909393,SE,True
909378,909396,SE,True
909378,909399,SE,True
909378,909402,SE,True
909378,909405,SE,True
909378,909408,SE,True
909378,909411,SE,True
909378,909414,SE,True
909378,909417,SE,True
909378,909420,SE,True
909378,909423,SE,True
622395,909429,SE,True
622395,909432,SE,True
622395,909435,SE,True
622395,909438,SE,True
622395,909441,SE,True
622395,909444,SE,True
622395,909447,SE,True
622395,909450,SE,True
622395,909453,SE,True
