Vudu_series_id,Vudu_id,show_type,purchase_type
560929,560965,SE,True
560929,560969,SE,True
560929,560977,SE,True
0,560989,MO,True
0,560993,SM,Null
560993,560998,SE,True
560993,561005,SE,True
560993,561009,SE,True
560993,561013,SE,True
560993,561017,SE,True
560993,561021,SE,True
306593,561026,SE,True
306593,561033,SE,True
306593,561039,SE,True
306593,561043,SE,True
306593,561047,SE,True
0,561051,MO,True
306593,561055,SE,True
306593,561059,SE,True
306593,561063,SE,True
306593,561067,SE,True
306593,561071,SE,True
0,561096,MO,True
452895,561106,SE,True
452895,561111,SE,True
452895,561115,SE,True
452895,561119,SE,True
452895,561123,SE,True
452895,561127,SE,True
0,561131,MO,True
0,561135,MO,True
0,561139,MO,True
0,561147,MO,True
257411,561151,SE,True
0,561159,MO,True
257411,561167,SE,True
401309,561171,SE,True
257411,561175,SE,True
257411,561179,SE,True
257411,561183,SE,True
257411,561187,SE,True
257411,561191,SE,True
257411,561195,SE,True
257411,561199,SE,True
257411,561203,SE,True
0,561207,MO,True
473860,561218,SE,True
0,561229,MO,True
473860,561236,SE,True
473860,561240,SE,True
473860,561244,SE,True
473860,561248,SE,True
0,561252,MO,True
473860,561256,SE,True
473860,561260,SE,True
473860,561264,SE,True
473860,561268,SE,True
473860,561272,SE,True
0,561276,MO,True
473860,561280,SE,True
473860,561284,SE,True
473860,561288,SE,True
0,561292,MO,True
0,561300,MO,True
0,561304,MO,True
445120,561308,SE,True
445120,561312,SE,True
445120,561316,SE,True
445120,561320,SE,True
445120,561324,SE,True
445120,561328,SE,True
445120,561332,SE,True
445120,561339,SE,True
445120,561343,SE,True
445120,561347,SE,True
445120,561354,SE,True
445120,561358,SE,True
0,561366,SM,Null
561366,561374,SE,True
561366,561378,SE,True
561366,561382,SE,True
561366,561386,SE,True
561366,561390,SE,True
561366,561394,SE,True
561366,561398,SE,True
561366,561402,SE,True
561366,561406,SE,True
561366,561414,SE,True
0,561418,SM,Null
561418,561424,SE,True
561418,561428,SE,True
561418,561432,SE,True
561418,561436,SE,True
561418,561440,SE,True
561418,561444,SE,True
561418,561448,SE,True
561418,561452,SE,True
0,561468,MO,True
0,561471,MO,True
0,561478,MO,True
0,561572,MO,True
561418,561604,SE,True
561418,561608,SE,True
0,561733,SM,Null
561733,561741,SE,True
561733,561745,SE,True
561733,561749,SE,True
561733,561753,SE,True
561733,561757,SE,True
561733,561761,SE,True
561733,561765,SE,True
561733,561769,SE,True
0,561785,SM,Null
561785,561793,SE,True
561785,561797,SE,True
561785,561801,SE,True
561785,561805,SE,True
561785,561809,SE,True
561785,561813,SE,True
561785,561817,SE,True
561785,561821,SE,True
561785,561825,SE,True
561785,561829,SE,True
561785,561833,SE,True
0,561837,SM,Null
561837,561845,SE,True
561837,561849,SE,True
561837,561853,SE,True
561837,561857,SE,True
561837,561861,SE,True
561837,561865,SE,True
231911,561873,SE,True
231911,561877,SE,True
231911,561881,SE,True
231911,561885,SE,True
231911,561889,SE,True
231911,561893,SE,True
231911,561897,SE,True
231911,561901,SE,True
231911,561905,SE,True
231911,561909,SE,True
231911,561913,SE,True
231911,561917,SE,True
231911,561921,SE,True
231911,561925,SE,True
231911,561929,SE,True
231911,561933,SE,True
232560,561937,SE,Null
232560,561941,SE,Null
0,561945,SM,Null
561945,561951,SE,True
561945,561955,SE,True
561945,561959,SE,True
561945,561963,SE,True
561945,561967,SE,True
561945,561971,SE,True
561945,561975,SE,True
561945,561979,SE,True
401309,561983,SE,True
401309,561987,SE,True
401309,561991,SE,True
401309,561995,SE,True
401309,561999,SE,True
401309,562003,SE,True
401309,562007,SE,True
401309,562011,SE,True
401309,562015,SE,True
401309,562019,SE,True
401309,562023,SE,True
401309,562027,SE,True
558573,562031,SE,True
558573,562035,SE,True
558220,562039,SE,True
558635,562043,SE,True
558767,562047,SE,True
558683,562051,SE,True
1085932,562055,SE,True
