source,sm_id,id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id_count for duplicate,Hulu_id count for duplicate,Mapped rovi_id for duplicate,Mapped gb_id for duplicate,Mapped Hulu_id for duplicate,variant parent id present,variant_parent_id,link_fetched_from,Sources of link
Hulu,14534,935935,SE,,Politicking with Larry King,Gaming the System: How Party Elites Purge Unwanted Voters,2013,False,[13397735],,,,"('No multiple ids for this link', 935935, 14534)",No multiple ids for this link,,,,,
Hulu,11725,935911,SE,,WWE en Espanol,"Vie, Abr 29, 2016",2012,False,[14687696],,,,"('No multiple ids for this link', 935911, 11725)",No multiple ids for this link,,,,,
Hulu,21550,935900,SE,,Assassination Classroom,(Sub) Past Time,2015,False,[13281759],,,,"('No multiple ids for this link', 935900, 21550)",No multiple ids for this link,,,,,
Hulu,20160,935480,SE,,With All Due Respect,"Wed, Apr 27, 2016",2014,False,[13318969],,,,"('No multiple ids for this link', 935480, 20160)",No multiple ids for this link,,,,,
Hulu,347,935592,SE,,WWE SmackDown,"Thu, Apr 28, 2016",1999,False,[13048676],,,,"('No multiple ids for this link', 935592, 347)",No multiple ids for this link,,,,,
Hulu,24857,935377,SE,,Rosewood,"Thorax, Thrombosis and Threesomes",2015,False,[3912677],,,,"('No multiple ids for this link', 935377, 24857)",No multiple ids for this link,,,,,
Hulu,27489,935367,SE,,JoJo's Bizarre Adventure,"(Sub) The Nijimura Brothers, Part 2",2012,False,[13253932],,,,"('No multiple ids for this link', 935367, 27489)",No multiple ids for this link,,,,,
Hulu,27186,935363,SE,,The Catch,The Benefactor,2016,False,[3754102],,,,"('No multiple ids for this link', 935363, 27186)",No multiple ids for this link,,,,,
Hulu,2388,935382,SE,,WWE Superstars,"Fri, Apr 29, 2016",2009,False,[13013191],,,,"('No multiple ids for this link', 935382, 2388)",No multiple ids for this link,,,,,
Hulu,10008,935289,SE,,Wicked Tuna,Take It to the Bank,2012,False,[3023533],,,,"('No multiple ids for this link', 935289, 10008)",No multiple ids for this link,,,,,
Hulu,27466,935183,SE,,Primal Survivor,Into Raging Waters,2016,False,[3748797],,,,"('No multiple ids for this link', 935183, 27466)",No multiple ids for this link,,,,,
Hulu,404,934895,SE,,The Real Housewives of New York City,"BBQ, Brunch or Bust",2008,False,[3011350],,,,"('No multiple ids for this link', 934895, 404)",No multiple ids for this link,,,,,
Hulu,20160,934874,SE,,With All Due Respect,"Tue, Apr 26, 2016",2014,False,[13318993],,,,"('No multiple ids for this link', 934874, 20160)",No multiple ids for this link,,,,,
Hulu,11907,934869,SE,,WWE Main Event,"Tue, Apr 26, 2016",2012,False,[13414522],,,,"('No multiple ids for this link', 934869, 11907)",No multiple ids for this link,,,,,
Hulu,18617,934842,SE,,Sailor Moon Crystal,(Dub) Act.25 Showdown - Death Phantom -,2014,False,[13340950],,,,"('No multiple ids for this link', 934842, 18617)",No multiple ids for this link,,,,,
Hulu,11226,934809,SE,,Nashville,Baby Come Home,2012,False,[3277225],,,,"('No multiple ids for this link', 934809, 11226)",No multiple ids for this link,,,,,
Hulu,10921,934786,SE,,Larry King Now,"Garry Marshall On Success, Julia Roberts, & 'Princess Diaries 3'",2012,False,[13426014],,,,"('No multiple ids for this link', 934786, 10921)",No multiple ids for this link,,,,,
Hulu,1603,934767,SE,,Naruto Shippuden,(Sub) Itachi's Story - Light and Darkness: Truth,2007,False,[13442064],,,,"('No multiple ids for this link', 934767, 1603)",No multiple ids for this link,,,,,
Hulu,3953,934766,SE,,WWE NXT,"Wed, Apr 27, 2016",2010,False,[13015352],,,,"('No multiple ids for this link', 934766, 3953)",No multiple ids for this link,,,,,
Hulu,14534,934639,SE,,Politicking with Larry King,"Ex-US Senator, Gov't Withholding Truth On 9/11",2013,False,[13397747],,,,"('No multiple ids for this link', 934639, 14534)",No multiple ids for this link,,,,,
Hulu,21027,934648,SE,,Empire,More Than Kin,2015,False,[6851323],,,,"('No multiple ids for this link', 934648, 21027)",No multiple ids for this link,,,,,
Hulu,25348,934518,SE,,The Asterisk War,(Sub) Never Back Down,2015,False,[13234481],,,,"('No multiple ids for this link', 934518, 25348)",No multiple ids for this link,,,,,
Hulu,10008,934467,SE,,Wicked Tuna,Opposites Distract,2012,False,[3023422],,,,"('No multiple ids for this link', 934467, 10008)",No multiple ids for this link,,,,,
Hulu,20477,934431,SE,,12 Monkeys,One Hundred Years,2014,False,[3752791],,,,"('No multiple ids for this link', 934431, 20477)",No multiple ids for this link,,,,,
Hulu,348,934411,SE,,WWE Monday Night Raw,"Mon, Apr 25, 2016",1997,False,[2985109],,,,"('No multiple ids for this link', 934411, 348)",No multiple ids for this link,,,,,
Hulu,10,934317,SE,,Bones,The Monster in the Closet,2005,False,[3202881],,,,"('No multiple ids for this link', 934317, 10)",No multiple ids for this link,,,,,
Hulu,20160,934271,SE,,With All Due Respect,"Mon, Apr 25, 2016",2014,False,[13319024],,,,"('No multiple ids for this link', 934271, 20160)",No multiple ids for this link,,,,,
Hulu,5004,934240,SE,,The Real Housewives of Beverly Hills,"Reunion, Part 2",2010,False,[3095529],,,,"('No multiple ids for this link', 934240, 5004)",No multiple ids for this link,,,,,
Hulu,21869,934073,SE,,Fresh off the Boat,"Hi, My Name Is. . .",2015,False,[3722274],,,,"('No multiple ids for this link', 934073, 21869)",No multiple ids for this link,,,,,
Hulu,24499,934062,SE,,Blindspot,In the Comet of Us,2015,False,[3697827],,,,"('No multiple ids for this link', 934062, 24499)",No multiple ids for this link,,,,,
Hulu,19738,933684,SE,,Black-ish,The Johnson Show,2014,False,[3568455],,,,"('No multiple ids for this link', 933684, 19738)",No multiple ids for this link,,,,,
Hulu,23848,933640,SE,,The Carmichael Show,The Blues,2015,False,[9379107],,,,"('No multiple ids for this link', 933640, 23848)",No multiple ids for this link,,,,,
Hulu,4910,933653,SE,,Bob's Burgers,Pro Tiki/Con Tiki,2011,False,[3745476],,,,"('No multiple ids for this link', 933653, 4910)",No multiple ids for this link,,,,,
Hulu,26232,933642,SE,,Bordertown,Wildfire,2016,False,[8891461],,,,"('No multiple ids for this link', 933642, 26232)",No multiple ids for this link,,,,,
Hulu,27441,933631,SE,,My Hero Academia,(Sub) Start Line,2016,False,[10339070],,,,"('No multiple ids for this link', 933631, 27441)",No multiple ids for this link,,,,,
Hulu,2138,933603,SE,,One Piece,(Sub) The Brothers' Bond! The Untold Story Behind Luffy and Sabo's Reunion!,1999,False,[4208891],,,,"('No multiple ids for this link', 933603, 2138)",No multiple ids for this link,,,,,
Hulu,21985,933578,SE,,The Last Man on Earth,Falling Slowly,2015,False,[3707510],,,,"('No multiple ids for this link', 933578, 21985)",No multiple ids for this link,,,,,
Hulu,22924,933572,SE,,Rin-ne,(Sub) The Disappearance of the Membership Fee,2015,False,[13269768],,,,"('No multiple ids for this link', 933572, 22924)",No multiple ids for this link,,,,,
Hulu,20160,933507,SE,,With All Due Respect,"Fri, Apr 22, 2016",2014,False,[13319050],,,,"('No multiple ids for this link', 933507, 20160)",No multiple ids for this link,,,,,
Hulu,7421,933490,SE,,Awkward.,Girls Gone Viral,2011,False,[3156897],,,,"('No multiple ids for this link', 933490, 7421)",No multiple ids for this link,,,,,
Hulu,12666,933485,SE,,Catfish: The TV Show,Tyreme & Tomorrow,2012,False,"[3420672, 3313104]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[{'variant_parent_id': '3313104'}],,
Hulu,10921,933420,SE,,Larry King Now,"Stephen Fry On Twitter, Trump, & the Right to Privacy",2012,False,[13426027],,,,"('No multiple ids for this link', 933420, 10921)",No multiple ids for this link,,,,,
Hulu,18617,933419,SE,,Sailor Moon Crystal,(Sub) Act.29 Infinity 3 Two - New Guardians -,2014,False,"[9031107, 14408724]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Hulu,14027,933414,SE,,Inside Amy Schumer,The World's Most Interesting Woman in the World,2013,False,"[14789231, 3945691]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Hulu,18159,933404,SE,,Haikyu!!,(Sub) Declaration of War,2014,False,[13346180],,,,"('No multiple ids for this link', 933404, 18159)",No multiple ids for this link,,,,,
Hulu,11248,933366,SE,,The Mindy Project,Bernardo & Anita,2012,False,[3439811],,,,"('No multiple ids for this link', 933366, 11248)",No multiple ids for this link,,,,,
Hulu,21550,933247,SE,,Assassination Classroom,(Sub) Confession Time,2015,False,[13281809],,,,"('No multiple ids for this link', 933247, 21550)",No multiple ids for this link,,,,,
Hulu,20477,933187,SE,,12 Monkeys,Primary,2014,False,[3752709],,,,"('No multiple ids for this link', 933187, 20477)",No multiple ids for this link,,,,,
Hulu,20160,933083,SE,,With All Due Respect,"Thu, Apr 21, 2016",2014,False,[13319073],,,,"('No multiple ids for this link', 933083, 20160)",No multiple ids for this link,,,,,
Hulu,22638,936034,SE,,Doc McStuffins,Top Lamb / Molly Molly Mouthful,2012,False,[3249711],,,,"('No multiple ids for this link', 936034, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936033,SE,,Doc McStuffins,Doc's Dream Team / Filling Chilly,2012,False,"[3250399, 14406022]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Hulu,22638,936032,SE,,Doc McStuffins,Take Your Pet to the Vet / Master and Commander,2012,False,[3249972],,,,"('No multiple ids for this link', 936032, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936031,SE,,Doc McStuffins,Stuffy and Squibbles / Queen of Thrones,2012,False,[3254247],,,,"('No multiple ids for this link', 936031, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936030,SE,,Doc McStuffins,A Dragon's Best Friend,2012,False,[3260724],,,,"('No multiple ids for this link', 936030, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936028,SE,,Doc McStuffins,Three Goats a'Cuddlin' / Swimmer's Belly,2012,False,"[3256885, 14406021]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Hulu,22638,936027,SE,,Doc McStuffins,Fetchin' Findo / Twin Tweaks,2012,False,"[3258180, 3251084]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Hulu,22638,936029,SE,,Doc McStuffins,Doc McStuffins Goes to Washington / Winded Winnie,2012,False,[3259918],,,,"('No multiple ids for this link', 936029, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936026,SE,,Doc McStuffins,Hallie Halloween / Don't Fence Me in,2012,False,[3251385],,,,"('No multiple ids for this link', 936026, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936025,SE,,Doc McStuffins,Demitri the Dazzling! / Smitten With a Kitten,2012,False,[3252142],,,,"('No multiple ids for this link', 936025, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936024,SE,,Doc McStuffins,The Search for Squibbles / Factory Fabulous,2012,False,[3252410],,,,"('No multiple ids for this link', 936024, 22638)",No multiple ids for this link,,,,,
Hulu,22638,936023,SE,,Doc McStuffins,Lambie Gets the Linties / Moo-Moo's Tutu Boo-Boo,2012,False,"[3257018, 14406020]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
Hulu,22638,936022,SE,,Doc McStuffins,The New Nurse / Chilly's Loose Button,2012,False,"[3254359, 14406019]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
