source,sm_id,id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,Hulu_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped Hulu_id for duplicate,variant parent id present,variant_parent_id,link_fetched_from,Sources of link
Hulu,,1482467,MO,Beautiful Girls,,,1996,False,[49856],,,,"('No multiple ids for this link', 1482467)",No multiple ids for this link
Hulu,,1484811,MO,Iris,,,2002,False,[67749],,,,"('No multiple ids for this link', 1484811)",No multiple ids for this link
Hulu,,1460086,MO,I'm Just F*cking With You,,,2019,False,[13581752],,,,"('No multiple ids for this link', 1460086)",No multiple ids for this link
Hulu,,1470741,MO,Border,,,2018,False,[1081012],,,,"('No multiple ids for this link', 1470741)",No multiple ids for this link
Hulu,,1491114,MO,Bernie the Dolphin,,,2018,False,[1080692],,,,"('No multiple ids for this link', 1491114)",No multiple ids for this link
Hulu,,1478875,MO,Zombieland,,,2009,False,[87765],,,,"('No multiple ids for this link', 1478875)",No multiple ids for this link
Hulu,,1476654,MO,Julie & Julia,,,2009,False,[85252],,,,"('No multiple ids for this link', 1476654)",No multiple ids for this link
Hulu,,1465799,MO,Action Point,,,2018,False,[1026535],,,,"('No multiple ids for this link', 1465799)",No multiple ids for this link
Hulu,,1470729,MO,Don't Go,,,2018,False,[1077575],,,,"('No multiple ids for this link', 1470729)",No multiple ids for this link
Hulu,,1452695,MO,Tea with the Dames,,,2018,False,[14403050],,,,"('No multiple ids for this link', 1452695)",No multiple ids for this link
Hulu,,1465791,MO,Dinosaur 13,,,2014,False,[166633],,,,"('No multiple ids for this link', 1465791)",No multiple ids for this link
Hulu,,1465796,MO,Morning Glory,,,2010,False,[119639],,,,"('No multiple ids for this link', 1465796)",No multiple ids for this link
Hulu,,1465794,MO,The Yellow Handkerchief,,,2008,False,[139016],,,,"('No multiple ids for this link', 1465794)",No multiple ids for this link
Hulu,,1465792,MO,The Romantics,,,2010,False,[101098],,,,"('No multiple ids for this link', 1465792)",No multiple ids for this link
Hulu,,1465778,MO,Pledge,,,2018,False,[2723519],,,,"('No multiple ids for this link', 1465778)",No multiple ids for this link
Hulu,,1451734,MO,If Beale Street Could Talk,,,2018,False,[1072804],,,,"('No multiple ids for this link', 1451734)",No multiple ids for this link
Hulu,,1453331,MO,Weightless,,,2017,False,[1080718],,,,"('No multiple ids for this link', 1453331)",No multiple ids for this link
Hulu,,1453330,MO,Air Strike,,,2018,False,[173080],,,,"('No multiple ids for this link', 1453330)",No multiple ids for this link
Hulu,,1470728,MO,Noma My Perfect Storm,,,2015,False,[152188],,,,"('No multiple ids for this link', 1470728)",No multiple ids for this link
Hulu,,1514102,MO,Lords of Chaos,,,2018,False,[1060091],,,,"('No multiple ids for this link', 1514102)",No multiple ids for this link
Hulu,,1514047,MO,Prospect,,,2018,False,[1068099],,,,"('No multiple ids for this link', 1514047)",No multiple ids for this link
Hulu,,1461033,MO,Beethoven's 3rd,,,2000,False,[3845],,,,"('No multiple ids for this link', 1461033)",No multiple ids for this link
Hulu,,1454655,MO,Beethoven's 2nd,,,1993,False,[63203],,,,"('No multiple ids for this link', 1454655)",No multiple ids for this link
Hulu,,1454654,MO,Beethoven,,,1992,False,[79159],,,,"('No multiple ids for this link', 1454654)",No multiple ids for this link
Hulu,,1453328,MO,Waiting for Superman,,,2010,False,[97918],,,,"('No multiple ids for this link', 1453328)",No multiple ids for this link
Hulu,,1466487,MO,Steve Jobs: The Man in the Machine,,,2015,False,[],,,,"('No multiple ids for this link', 1466487)",No multiple ids for this link
Hulu,,1454388,MO,Monsters and Men,,,2018,False,[1058947],,,,"('No multiple ids for this link', 1454388)",No multiple ids for this link
Hulu,,1453329,MO,The Next Three Days,,,2010,False,[88126],,,,"('No multiple ids for this link', 1453329)",No multiple ids for this link
Hulu,,1515053,MO,The Last Word,,,2017,False,[165892],,,,"('No multiple ids for this link', 1515053)",No multiple ids for this link
Hulu,,1445969,MO,Where Hands Touch,,,2018,False,[1076703],,,,"('No multiple ids for this link', 1445969)",No multiple ids for this link
Hulu,,1442933,MO,Not Another Teen Movie,,,2001,False,[12266435],,,,"('No multiple ids for this link', 1442933)",No multiple ids for this link
Hulu,,1446590,MO,The Party's Just Beginning,,,2018,False,[1065333],,,,"('No multiple ids for this link', 1446590)",No multiple ids for this link
Hulu,,1453327,MO,Paranormal Activity 2,,,2010,False,[85051],,,,"('No multiple ids for this link', 1453327)",No multiple ids for this link
Hulu,,1456002,MO,Welcome to the Rileys,,,2010,False,[109382],,,,"('No multiple ids for this link', 1456002)",No multiple ids for this link
Hulu,,1453322,MO,Overboard,,,2018,False,[168197],,,,"('No multiple ids for this link', 1453322)",No multiple ids for this link
Hulu,,1453324,MO,Case 39,,,2009,False,[84786],,,,"('No multiple ids for this link', 1453324)",No multiple ids for this link
Hulu,,1453323,MO,Finding Your Feet,,,2017,False,[168202],,,,"('No multiple ids for this link', 1453323)",No multiple ids for this link
Hulu,,1453326,MO,Book Club,,,2018,False,[170348],,,,"('No multiple ids for this link', 1453326)",No multiple ids for this link
Hulu,,1453332,MO,A Quiet Place,,,2018,False,[12290723],,,,"('No multiple ids for this link', 1453332)",No multiple ids for this link
Hulu,,1440117,MO,Open Season 3,,,2010,False,[9002],,,,"('No multiple ids for this link', 1440117)",No multiple ids for this link
Hulu,,1442932,MO,Open Season: Scared Silly,,,2016,False,[12286138],,,,"('No multiple ids for this link', 1442932)",No multiple ids for this link
Hulu,,1442934,MO,Open Season 2,,,2008,False,[969978],,,,"('No multiple ids for this link', 1442934)",No multiple ids for this link
Hulu,,1441410,MO,Treehouse,,,2019,False,[14402969],,,,"('No multiple ids for this link', 1441410)",No multiple ids for this link
Hulu,,1438428,MO,Lego DC Super Heroes: The Flash,,,2018,False,[21035],,,,"('No multiple ids for this link', 1438428)",No multiple ids for this link
Hulu,,1438427,MO,Lego Batman: The Movie - DC Super Heroes Unite,,,2013,False,[13498252],,,,"('No multiple ids for this link', 1438427)",No multiple ids for this link
