source,sm_id,id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id_count for duplicate,Hulu_id count for duplicate,Mapped rovi_id for duplicate,Mapped gb_id for duplicate,Mapped Hulu_id for duplicate,variant parent id present,variant_parent_id,link_fetched_from,Sources of link
Hulu,35023,1244169,SE,,Black Clover,(Sub) Adversity,2017,False,[11382048],,,,"('No multiple ids for this link', 1244169, 35023)",No multiple ids for this link,,,,,
Hulu,1534,1244058,SE,,American Greed,Stolen Valor Scam,2007,False,[2884079],,,,"('No multiple ids for this link', 1244058, 1534)",No multiple ids for this link,,,,,
Hulu,33320,1269579,SE,,El Senor de los Cielos,Una Nueva Cara,2013,False,[8210442],,,,"('No multiple ids for this link', 1269579, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269580,SE,,El Senor de los Cielos,Sin Mi te Mueres,2013,False,[8210080],,,,"('No multiple ids for this link', 1269580, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269576,SE,,El Senor de los Cielos,Prisionera en Mi Casa,2013,False,[8208899],,,,"('No multiple ids for this link', 1269576, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269574,SE,,El Senor de los Cielos,La Libreta,2013,False,[8205492],,,,"('No multiple ids for this link', 1269574, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269575,SE,,El Senor de los Cielos,Fuera del Camino,2013,False,[8205834],,,,"('No multiple ids for this link', 1269575, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269578,SE,,El Senor de los Cielos,Camino a la Verdad,2013,False,[8209251],,,,"('No multiple ids for this link', 1269578, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269573,SE,,El Senor de los Cielos,Dura Balacera,2013,False,[8210282],,,,"('No multiple ids for this link', 1269573, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269571,SE,,El Senor de los Cielos,Finalmente Juntos,2013,False,[8209523],,,,"('No multiple ids for this link', 1269571, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269572,SE,,El Senor de los Cielos,El Nombre del Padre,2013,False,[8209368],,,,"('No multiple ids for this link', 1269572, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269570,SE,,El Senor de los Cielos,Vivo o Muerto,2013,False,[8210660],,,,"('No multiple ids for this link', 1269570, 33320)",No multiple ids for this link,,,,,
Hulu,26129,1244018,SE,,Shadowhunters,The Powers That Be,2016,False,[9386506],,,,"('No multiple ids for this link', 1244018, 26129)",No multiple ids for this link,,,,,
Hulu,33320,1269565,SE,,El Senor de los Cielos,Los Platos Rotos,2013,False,[8209891],,,,"('No multiple ids for this link', 1269565, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269569,SE,,El Senor de los Cielos,Complot,2013,False,[8209763],,,,"('No multiple ids for this link', 1269569, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269566,SE,,El Senor de los Cielos,Secuestrados,2013,False,[8209631],,,,"('No multiple ids for this link', 1269566, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269593,SE,,El Senor de los Cielos,Tras los Pasos de Casillas,2013,False,[8208202],,,,"('No multiple ids for this link', 1269593, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269568,SE,,El Senor de los Cielos,La Boca Bien Cerrada,2013,False,[8208323],,,,"('No multiple ids for this link', 1269568, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269584,SE,,El Senor de los Cielos,Me las Pagaras,2013,False,[8205294],,,,"('No multiple ids for this link', 1269584, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269564,SE,,El Senor de los Cielos,Volver a Empezar,2013,False,[8210350],,,,"('No multiple ids for this link', 1269564, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269567,SE,,El Senor de los Cielos,Quien es el Infiltrado,2013,False,[8204569],,,,"('No multiple ids for this link', 1269567, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269563,SE,,El Senor de los Cielos,Furioso y en la Mira,2013,False,[8210190],,,,"('No multiple ids for this link', 1269563, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269562,SE,,El Senor de los Cielos,La Culpa es de Ella,2013,False,[8209017],,,,"('No multiple ids for this link', 1269562, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269559,SE,,El Senor de los Cielos,Nuevo Romance,2013,False,[8206418],,,,"('No multiple ids for this link', 1269559, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269561,SE,,El Senor de los Cielos,La Amenaza,2013,False,[8208662],,,,"('No multiple ids for this link', 1269561, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269558,SE,,El Senor de los Cielos,No Me Veas la Cara,2013,False,[8206655],,,,"('No multiple ids for this link', 1269558, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269560,SE,,El Senor de los Cielos,La Fuga,2013,False,[8209131],,,,"('No multiple ids for this link', 1269560, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269554,SE,,El Senor de los Cielos,Muerta de los Celos,2013,False,[8208544],,,,"('No multiple ids for this link', 1269554, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269557,SE,,El Senor de los Cielos,Choque con Criminales,2013,False,[8205592],,,,"('No multiple ids for this link', 1269557, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269556,SE,,El Senor de los Cielos,No Diga Nada,2013,False,[8208789],,,,"('No multiple ids for this link', 1269556, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269553,SE,,El Senor de los Cielos,Dejame Escapar,2013,False,[8206541],,,,"('No multiple ids for this link', 1269553, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269551,SE,,El Senor de los Cielos,Esta Vida No es Para Mi,2013,False,[8206743],,,,"('No multiple ids for this link', 1269551, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269555,SE,,El Senor de los Cielos,Sumando Muertes,2013,False,[8206144],,,,"('No multiple ids for this link', 1269555, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269552,SE,,El Senor de los Cielos,El Expediente,2013,False,[8204958],,,,"('No multiple ids for this link', 1269552, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269547,SE,,El Senor de los Cielos,Principales Sospechosos,2013,False,[8204844],,,,"('No multiple ids for this link', 1269547, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269544,SE,,El Senor de los Cielos,Todo por Venganza,2013,False,[8204217],,,,"('No multiple ids for this link', 1269544, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269548,SE,,El Senor de los Cielos,Nexos Con el Narcotrafico,2013,False,[8206011],,,,"('No multiple ids for this link', 1269548, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269546,SE,,El Senor de los Cielos,Algo Esta Cambiando,2013,False,[8206225],,,,"('No multiple ids for this link', 1269546, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269549,SE,,El Senor de los Cielos,Provocadora,2013,False,[8207369],,,,"('No multiple ids for this link', 1269549, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269550,SE,,El Senor de los Cielos,La Amante de tu Hijo,2013,False,[8205107],,,,"('No multiple ids for this link', 1269550, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269541,SE,,El Senor de los Cielos,La Traicion,2013,False,[8207630],,,,"('No multiple ids for this link', 1269541, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269543,SE,,El Senor de los Cielos,Secuestrada,2013,False,[8204344],,,,"('No multiple ids for this link', 1269543, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269545,SE,,El Senor de los Cielos,Cuidate la Espalda,2013,False,[8204717],,,,"('No multiple ids for this link', 1269545, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269542,SE,,El Senor de los Cielos,Aqui Tiene Mi Renuncia,2013,False,[8203885],,,,"('No multiple ids for this link', 1269542, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269539,SE,,El Senor de los Cielos,Tentaciones Peligrosas,2013,False,[8204102],,,,"('No multiple ids for this link', 1269539, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269534,SE,,El Senor de los Cielos,Contrarreloj,2013,False,[8207515],,,,"('No multiple ids for this link', 1269534, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269540,SE,,El Senor de los Cielos,Confesion de Amor,2013,False,[8206846],,,,"('No multiple ids for this link', 1269540, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269537,SE,,El Senor de los Cielos,Tiempos de Infarto,2013,False,[8207264],,,,"('No multiple ids for this link', 1269537, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269535,SE,,El Senor de los Cielos,Los Duenos del Mundo,2013,False,[8208090],,,,"('No multiple ids for this link', 1269535, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269536,SE,,El Senor de los Cielos,Golpe al Alma,2013,False,[8207126],,,,"('No multiple ids for this link', 1269536, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269538,SE,,El Senor de los Cielos,El Regreso,2013,False,[8196714],,,,"('No multiple ids for this link', 1269538, 33320)",No multiple ids for this link,,,,,
Hulu,33320,1269533,SE,,El Senor de los Cielos,En Busca de Ximena,2013,False,[8206992],,,,"('No multiple ids for this link', 1269533, 33320)",No multiple ids for this link,,,,,
