Show_Type,VU_SM_ID,VU_EP_ID,ROVI_SM_ID,ROVI_EP_ID
SE,183976,599994,2490832,1395631864
SE,183976,599998,2490832,1405489199
SE,183976,600006,2490832,1433591732
SE,183976,600010,2490832,1443077774
SE,183976,600022,2490832,1481130579
SE,183976,600038,2490832,1492391437
SE,183976,600046,2490832,1499832373
SE,183976,600054,2490832,1511661350
SE,183976,600074,2490832,1466021612
SE,183976,696080,2490832,1380055409
SE,183976,696090,2490832,1897824640
SE,183976,696094,2490832,1911663536
SE,183976,696098,2490832,1923997507
SE,183976,696102,2490832,1940983130
SE,183976,696106,2490832,1956753112
SE,183976,696110,2490832,1972231472
SE,183976,696114,2490832,2005970328
SE,183976,696118,2490832,2029110227
SE,183976,696122,2490832,3227664818
SE,183976,696126,2490832,3248791969
SE,183976,696130,2490832,3262623510
SE,183976,696134,2490832,3283047491
SE,183976,696138,2490832,3302043715
SE,183976,696142,2490832,3325262156
SE,183976,696146,2490832,3397255614
SE,183976,696150,2490832,3417103284
SE,183976,696154,2490832,3432695610
SE,183976,696158,2490832,3452188591
SE,183976,696162,2490832,3469631766
SE,183976,696166,2490832,3485164964
SE,183976,696170,2490832,3485164994
SE,183976,803918,2490832,3924937989
SE,183976,803922,2490832,4136742171
SE,183976,803926,2490832,4165551053
SE,183976,803930,2490832,4181513649
SE,183976,803934,2490832,4190765863
SE,183976,803938,2490832,4254748163
SE,183976,803942,2490832,4274544114
SE,183976,803949,2490832,4377295579
SE,183976,803953,2490832,4397202714
SE,183976,803957,2490832,4418026644
SE,183976,803961,2490832,4443485628
SE,183976,803965,2490832,4465030583
SE,183976,803969,2490832,4485987876
SE,183976,803973,2490832,4508833001
SE,183976,803977,2490832,4537645504
SE,183976,853942,2490832,4443162317
SE,189093,189095,2366223,9466658
SE,189093,189099,2366223,9893518
SE,189093,189103,2366223,9959458
SE,189093,189107,2366223,10135733
SE,189093,189111,2366223,10225602
SE,189093,189115,2366223,10269889
SE,189093,189119,2366223,10348873
SE,189093,189123,2366223,17633760
SE,189093,189127,2366223,17633761
SE,189093,189131,2366223,10555589
SE,189093,189135,2366223,10603445
SE,189093,189139,2366223,12540916
SE,189093,189143,2366223,17058801
SE,189093,189147,2366223,16857311
SE,189093,189151,2366223,16955666
SE,189093,189155,2366223,17168898
SE,189093,189159,2366223,17341058
SE,189093,189163,2366223,17431577
SE,189093,189167,2366223,17561176
SE,189093,189171,2366223,17648683
SE,189093,189175,2366223,17650370
SE,189093,189179,2366223,17655619
SE,189093,189183,2366223,17706870
SE,189093,189191,2366223,19179512
SE,189093,189195,2366223,19180345
SE,189093,189200,2366223,2398161
SE,189093,189202,2366223,2398163
SE,189093,189204,2366223,2398169
SE,189093,189206,2366223,2408965
SE,189093,189208,2366223,2425919
SE,189093,189210,2366223,2425538
SE,189093,189212,2366223,2425589
SE,189093,189214,2366223,2427850
SE,189093,189216,2366223,2433354
SE,189093,189218,2366223,2441345
SE,189093,189220,2366223,2439299
SE,189093,189222,2366223,2442863
SE,189093,189224,2366223,2443937
SE,189093,189226,2366223,2452738
SE,189093,189228,2366223,2454543
SE,189093,189230,2366223,2480721
SE,189093,189232,2366223,2480341
SE,189093,189234,2366223,2480764
SE,189093,189236,2366223,2480767
SE,189093,189238,2366223,2493801
SE,189093,189240,2366223,2493822
SE,189093,189242,2366223,2493852
SE,189093,189244,2366223,2494878
SE,189093,189246,2366223,9140560
SE,189093,189248,2366223,9140560
SE,189093,189250,2366223,8720273
SE,189093,196674,2366223,18779857
SE,189093,196681,2366223,18921520
SE,189093,196685,2366223,18930940
SE,189093,196689,2366223,18880850
SE,189093,196821,2366223,18921520
SE,189093,196825,2366223,18930940
SE,189093,196829,2366223,19083742
SE,189093,196833,2366223,19107916
SE,189093,196837,2366223,19740275
SE,189093,196841,2366223,21695232
SE,189093,196845,2366223,21716941
SE,189093,196849,2366223,20009828
SE,189727,189729,16602091,16823071
SE,189727,189733,16602091,16823602
SE,189727,189737,16602091,16856821
SE,189727,189741,16602091,16955346
SE,189727,189745,16602091,17389243
SE,189727,189749,16602091,17389235
SE,189727,189753,16602091,17406218
SE,189727,189757,16602091,17561048
SE,189727,189761,16602091,17648441
SE,189727,189765,16602091,17650312
SE,189727,189769,16602091,17655416
SE,189727,189773,16602091,17677775
SE,189727,189777,16602091,18150671
SE,189727,189781,16602091,18154977
SE,189727,189785,16602091,18163915
SE,189727,189789,16602091,18215042
SE,189727,189793,16602091,18567476
SE,189727,189797,16602091,18763322
SE,189727,189801,16602091,19008661
SE,189727,189805,16602091,18930228
SE,189727,189809,16602091,19061046
SE,189727,189813,16602091,19083441
SE,189727,189817,16602091,19107446
SE,189727,189821,16602091,19198250
SE,189727,189825,16602091,19198981
SE,189727,189829,16602091,19218692
SE,189727,344399,16602091,66716088
SE,189727,344403,16602091,66602652
SE,189727,344407,16602091,66610761
SE,189727,344411,16602091,66850248
SE,189727,344415,16602091,67202950
SE,189727,344419,16602091,289926617
SE,189727,344423,16602091,297010769
SE,189727,344427,16602091,289924288
SE,189727,344431,16602091,301165692
SE,189727,344435,16602091,21536743
SE,189727,344439,16602091,318841940
SE,189727,344443,16602091,21536744
SE,189727,344451,16602091,320907540
SE,189727,344455,16602091,322037429
SE,189727,344459,16602091,290842619
SE,189727,344463,16602091,328651265
SE,189727,344467,16602091,331578777
SE,189727,344471,16602091,342807421
SE,189727,344475,16602091,342462463
SE,189727,344479,16602091,365113787
SE,189727,344483,16602091,365113818
SE,189727,344487,16602091,382855723
SE,189727,344491,16602091,386573369
SE,189727,344495,16602091,422168292
SE,189727,344499,16602091,441700499
SE,189727,344507,16602091,19931621
SE,189727,344511,16602091,1054338032
SE,189727,344515,16602091,21510811
SE,189727,344519,16602091,21602393
SE,189727,344523,16602091,21513003
SE,189727,344527,16602091,21545177
SE,189727,344531,16602091,21616008
SE,189727,344535,16602091,21645113
SE,189727,344539,16602091,21701700
SE,189727,344543,16602091,21797809
SE,189727,344547,16602091,21798502
SE,189727,344551,16602091,21865156
SE,189727,344555,16602091,21962342
SE,189727,344559,16602091,21965889
SE,189727,344563,16602091,22019838
SE,189727,344567,16602091,22287666
SE,189727,344571,16602091,22294628
SE,189727,344575,16602091,22389493
SE,189727,344579,16602091,22395687
SE,189727,344583,16602091,22386588
SE,189727,344587,16602091,22597384
SE,189727,344591,16602091,66239986
SE,189727,344595,16602091,66345201
SE,189727,344599,16602091,66290575
SE,189727,344603,16602091,66982634
SE,189727,344607,16602091,66330940
SE,189727,426572,16602091,479615752
SE,189727,426579,16602091,479615782
SE,189727,426583,16602091,479615832
SE,189727,426587,16602091,479615732
SE,189727,426591,16602091,530941448
SE,189727,426595,16602091,530941488
SE,189727,426599,16602091,530941327
SE,189727,426603,16602091,563553140
SE,189727,426609,16602091,563553150
SE,189727,426613,16602091,624631745
SE,189727,426617,16602091,666779689
SE,189727,426621,16602091,659230786
SE,189727,426625,16602091,659230755
SE,189727,426629,16602091,712810666
SE,189727,426633,16602091,479926043
SE,189727,426637,16602091,734815333
SE,189727,426641,16602091,624631755
SE,189727,426645,16602091,479926033
SE,189727,426649,16602091,479926045
SE,189727,426653,16602091,479926024
SE,189727,426657,16602091,479926040
SE,189727,426661,16602091,479926041
SE,189727,426665,16602091,479926032
SE,189727,426669,16602091,479926029
SE,189727,426673,16602091,479926042
SE,190476,190478,9952498,13882101
SE,190476,190482,9952498,13882131
SE,190476,190486,9952498,13882217
SE,190476,190490,9952498,13882351
SE,190476,190494,9952498,14369075
SE,190476,190498,9952498,14389365
SE,190476,190502,9952498,14438234
SE,190476,190506,9952498,14438265
SE,190476,190510,9952498,14693320
SE,190476,190514,9952498,14693371
SE,190476,190518,9952498,17976867
SE,190476,190522,9952498,18002053
SE,190476,190526,9952498,18030749
SE,190476,190530,9952498,18030853
SE,190476,190534,9952498,18030857
SE,190476,190538,9952498,18110873
SE,190476,190542,9952498,18110878
SE,190476,190546,9952498,18110881
SE,190476,190550,9952498,18110883
SE,190476,190554,9952498,18199934
SE,190476,190558,9952498,18231990
SE,190476,190562,9952498,18231995
SE,190476,202561,9952498,19130248
SE,190476,202568,9952498,19130405
SE,190476,202572,9952498,19130500
SE,190476,202576,9952498,19239044
SE,190476,202580,9952498,19251547
SE,190476,202584,9952498,19273173
SE,190476,202588,9952498,19273175
SE,190476,202592,9952498,19725885
SE,190476,202596,9952498,19769841
SE,190476,202600,9952498,19870036
SE,190476,202604,9952498,19870095
SE,190476,202608,9952498,21485626
SE,190476,202612,9952498,21545155
SE,190476,202616,9952498,22029113
SE,190476,202620,9952498,22029428
SE,190476,202624,9952498,22029451
SE,190476,202628,9952498,22029652
SE,190476,202632,9952498,22183206
SE,190476,202636,9952498,22320464
SE,190476,202640,9952498,22325742
SE,190476,202644,9952498,22353199
SE,190476,202648,9952498,22353201
SE,190476,202652,9952498,22430638
SE,190476,202656,9952498,22480073
SE,190476,202660,9952498,22511000
SE,190476,349618,9952498,67006933
SE,190476,349622,9952498,67048459
SE,190476,349626,9952498,67048465
SE,190476,349630,9952498,288601633
SE,190476,349634,9952498,67416489
SE,190476,349638,9952498,67707667
SE,190476,349642,9952498,67707675
SE,190476,349646,9952498,67707683
SE,190476,349650,9952498,294303065
SE,190476,349654,9952498,297623662
SE,190476,349658,9952498,297623790
SE,190476,349662,9952498,297624099
SE,190476,349666,9952498,315124703
SE,190476,349670,9952498,358873310
SE,190476,349674,9952498,363701630
SE,190476,349678,9952498,363701693
SE,190476,349682,9952498,370183056
SE,190476,349686,9952498,373539305
SE,190476,349690,9952498,382836671
SE,190476,349694,9952498,382841268
SE,190476,349698,9952498,385837245
SE,190476,349702,9952498,422180431
SE,190476,349706,9952498,432016519
SE,190476,349710,9952498,441727435
SE,190476,444931,9952498,556688900
SE,190476,444938,9952498,560771382
SE,190476,444942,9952498,560771382
SE,190476,444946,9952498,599704443
SE,190476,444950,9952498,599704443
SE,190476,444954,9952498,586854380
SE,190476,444958,9952498,586854380
SE,190476,444962,9952498,624609904
SE,190476,444966,9952498,586854403
SE,190476,444970,9952498,586854393
SE,190476,444974,9952498,586854393
SE,190476,444978,9952498,666275477
SE,190476,444982,9952498,666275477
SE,190476,444986,9952498,790546342
SE,190476,444990,9952498,888594689
SE,190476,444994,9952498,868362462
SE,190476,444998,9952498,868362462
SE,190476,445002,9952498,868362520
SE,190476,445010,9952498,918805561
SE,190476,445014,9952498,918805561
SE,190476,445043,9952498,925169123
SE,190476,445047,9952498,586854390
SE,190476,445051,9952498,586854390
SE,190476,445055,9952498,948319010
SE,190476,453993,9952498,951531972
SE,190476,540992,9952498,1062837628
SE,190476,540999,9952498,1062864787
SE,190476,541003,9952498,1062864797
SE,190476,541007,9952498,1100179040
SE,190476,541011,9952498,1100604788
SE,190476,541015,9952498,1111233195
SE,190476,541019,9952498,1111233197
SE,190476,541023,9952498,1111233207
SE,190476,541027,9952498,1131748948
SE,190476,541031,9952498,1147957588
SE,190476,541035,9952498,1147957593
SE,190476,541039,9952498,1147957600
SE,190476,541043,9952498,1270794162
SE,190476,541047,9952498,1344113051
SE,190476,541051,9952498,1344113069
SE,190476,541055,9952498,1359802858
SE,190476,541059,9952498,1364401406
SE,190476,541063,9952498,1376955668
SE,190476,541067,9952498,1377098649
SE,190476,541075,9952498,1394753225
SE,190476,541079,9952498,1396568643
SE,190476,541083,9952498,1416389601
SE,190476,541087,9952498,1416392661
SE,190476,541091,9952498,1438425394
SE,190476,541095,9952498,1447927025
SE,190476,634441,9952498,1241311538
SE,190476,668159,9952498,1507994781
SE,190476,668163,9952498,1542723598
SE,190476,668167,9952498,1542725832
SE,190476,668171,9952498,1542726661
SE,190476,668175,9952498,1542727081
SE,190476,668179,9952498,1698028924
SE,190476,668183,9952498,1702716675
SE,190476,668187,9952498,1745537000
SE,190476,668191,9952498,1748543193
SE,190476,668195,9952498,1770501647
SE,190476,668199,9952498,3186888248
SE,190476,668203,9952498,3186888248
SE,190476,668207,9952498,3220433360
SE,190476,668211,9952498,3224503027
SE,190476,668215,9952498,3253962151
SE,190476,668219,9952498,3253982615
SE,190476,668223,9952498,3253997208
SE,190476,668227,9952498,3254003714
SE,190476,668231,9952498,3331430291
SE,190476,668235,9952498,3337581722
SE,190476,759580,9952498,3337581776
SE,190476,775932,9952498,3591573446
SE,190476,775936,9952498,3637944420
SE,190476,775940,9952498,3638211466
SE,190476,775944,9952498,3673220489
SE,190476,775948,9952498,3673671600
SE,190476,775952,9952498,3767168042
SE,190476,775956,9952498,3920336665
SE,190476,775960,9952498,3920336683
SE,190476,775964,9952498,3920336703
SE,190476,775968,9952498,3959213257
SE,190476,775972,9952498,4657338539
SE,190476,775976,9952498,4703631489
SE,190476,775980,9952498,4754945401
SE,190476,775984,9952498,4758989092
SE,190476,775988,9952498,4762157928
SE,190476,775992,9952498,4853749207
SE,190476,775996,9952498,4856209814
SE,190476,776000,9952498,4871451985
SE,190476,776004,9952498,4871452217
SE,190476,776008,9952498,4948208097
SE,190566,190568,2435701,17958312
SE,190566,190572,2435701,17958382
SE,190566,190576,2435701,17958688
SE,190566,190580,2435701,18055630
SE,190566,190584,2435701,18073483
SE,190566,190588,2435701,18090485
SE,190566,190592,2435701,18099340
SE,190566,190596,2435701,18151557
SE,190566,190600,2435701,18170376
SE,190566,190604,2435701,18227674
SE,190566,190608,2435701,66162673
SE,190566,190613,2435701,10653131
SE,190566,190617,2435701,10809818
SE,190566,190621,2435701,10859634
SE,190566,190625,2435701,12636024
SE,190566,190629,2435701,13100932
SE,190566,190633,2435701,12732096
SE,190566,190638,2435701,2461458
SE,190566,190640,2435701,2465149
SE,190566,190642,2435701,2468805
SE,190566,190644,2435701,2474884
SE,190566,190646,2435701,2471386
SE,190566,190648,2435701,2477285
SE,190566,190650,2435701,2480257
SE,190566,316411,2435701,22182855
SE,190566,316415,2435701,22365215
SE,190566,316419,2435701,22399437
SE,190566,316423,2435701,22302258
SE,190566,316427,2435701,22325836
SE,190566,316431,2435701,22353155
SE,190566,316435,2435701,22538951
SE,190566,316439,2435701,22573973
SE,190566,316443,2435701,66044675
SE,190566,416222,2435701,358868394
SE,190566,416229,2435701,383641022
SE,190566,416233,2435701,386181913
SE,190566,416237,2435701,386181974
SE,190566,416241,2435701,982878547
SE,190566,416245,2435701,993216441
SE,190566,416249,2435701,1001700571
SE,190566,416253,2435701,1011571497
SE,190566,416257,2435701,1020787091
SE,190566,416261,2435701,454744019
SE,190789,190815,8202313,9996965
SE,190789,190819,8202313,10005298
SE,190789,190823,8202313,10273201
SE,190789,190827,8202313,10343498
SE,190789,190831,8202313,10343669
SE,190789,190835,8202313,10344267
SE,190789,190839,8202313,4884486998
SE,190789,190844,8202313,10773564
SE,190789,190848,8202313,4884513118
SE,190789,190852,8202313,10779619
SE,190789,190856,8202313,4884526751
SE,190789,190860,8202313,4884544415
SE,190789,190864,8202313,13056582
SE,190789,360328,8202313,22018635
SE,190789,360332,8202313,22272732
SE,190789,360336,8202313,22302176
SE,190789,360340,8202313,22302334
SE,190789,360344,8202313,22306436
SE,190789,360348,8202313,22417984
SE,190789,360352,8202313,22418099
SE,190789,360356,8202313,22422004
SE,190789,360360,8202313,22422329
SE,190789,360364,8202313,22422416
SE,190789,470462,8202313,360277864
SE,190789,470466,8202313,6220192958
SE,190789,470470,8202313,363996649
SE,190789,470474,8202313,368504862
SE,190789,470478,8202313,368540201
SE,190789,470482,8202313,368540174
SE,190789,470486,8202313,385512682
SE,190789,470490,8202313,385512637
SE,190789,470494,8202313,385512660
SE,190789,470498,8202313,385512713
SE,190878,190880,17495228,16881712
SE,190878,190884,17495228,10746085
SE,190878,190888,17495228,12395223
SE,190878,190892,17495228,12323186
SE,190878,190896,17495228,12826371
SE,190878,190900,17495228,12370300
SE,190878,190904,17495228,12449527
SE,190878,190908,17495228,12715254
SE,190878,190912,17495228,13018449
SE,190878,190916,17495228,12450308
SE,190878,190920,17495228,13135572
SE,190878,190924,17495228,13753984
SE,190878,190929,17495228,17633979
SE,190878,190933,17495228,19705619
SE,190878,190937,17495228,2482542
SE,190878,190941,17495228,2482544
SE,190878,190945,17495228,17633976
SE,190878,190949,17495228,2493944
SE,190878,190953,17495228,17633981
SE,190878,190957,17495228,17633980
SE,190878,190961,17495228,17633977
SE,190878,190965,17495228,8051344
SE,190878,190969,17495228,17633978
SE,190878,190973,17495228,8070183
SE,190878,307591,17495228,18156107
SE,190878,307595,17495228,18778351
SE,190878,307599,17495228,18778854
SE,190878,307603,17495228,18779302
SE,190878,307607,17495228,18779301
SE,190878,307611,17495228,18899141
SE,190878,307615,17495228,18899607
SE,190878,307619,17495228,18886314
SE,190878,307623,17495228,18886315
SE,190878,307627,17495228,19045854
SE,190878,307631,17495228,19045852
SE,190878,307635,17495228,19728498
SE,190878,409858,17495228,22554269
SE,190878,409862,17495228,22554266
SE,190878,409866,17495228,22554267
SE,190878,409870,17495228,22554270
SE,190878,409874,17495228,66290188
SE,190878,409878,17495228,66290189
SE,190878,409882,17495228,66290192
SE,190878,409886,17495228,67173272
SE,190878,409890,17495228,66644069
SE,190878,409894,17495228,66644071
SE,190878,511148,17495228,987378211
SE,190878,511155,17495228,987378212
SE,190878,511159,17495228,987378213
SE,190878,511163,17495228,987378214
SE,190878,511167,17495228,479481098
SE,190878,511171,17495228,479482526
SE,190878,511175,17495228,1003053959
SE,190878,511179,17495228,1013077732
SE,190878,511183,17495228,1022065930
SE,190878,511187,17495228,531113669
SE,190878,633663,17495228,961679334
SE,190878,633667,17495228,961679351
SE,190878,633671,17495228,961678993
SE,190878,633675,17495228,1002276222
SE,190878,633679,17495228,1002276223
SE,190878,633683,17495228,1002276224
SE,190878,633687,17495228,1002276228
SE,190878,633691,17495228,1046904344
SE,190878,633695,17495228,1046904346
SE,190878,633699,17495228,1046904348
SE,190878,633703,17495228,1046904345
SE,190878,633707,17495228,1046904351
SE,190878,720835,17495228,1381251253
SE,190878,720843,17495228,1451685831
SE,190878,720851,17495228,1451685847
SE,190878,720855,17495228,1491142552
SE,190878,720859,17495228,1491142542
SE,190878,720867,17495228,1491142554
SE,190878,720871,17495228,1491142558
SE,190878,720875,17495228,1530296968
SE,190878,720883,17495228,1530296984
SE,190878,720887,17495228,1530296986
SE,190878,720891,17495228,1530296988
SE,190878,720895,17495228,1530296995
SE,191026,191028,2484112,16755332
SE,191026,191030,2484112,19149412
SE,191026,191032,2484112,19150169
SE,191026,191034,2484112,19150957
SE,191026,191036,2484112,19151979
SE,191026,191038,2484112,19152818
SE,191026,191040,2484112,17608680
SE,191026,191042,2484112,19156700
SE,191026,191044,2484112,19158480
SE,191026,191046,2484112,19161022
SE,191026,191048,2484112,19161654
SE,191026,191050,2484112,19167176
SE,191026,191052,2484112,19168765
SE,191026,191054,2484112,18119672
SE,191026,191056,2484112,19170451
SE,191026,191058,2484112,19171355
SE,191026,191060,2484112,19172836
SE,191026,191062,2484112,19177396
SE,191026,191064,2484112,19178464
SE,191026,191066,2484112,18879814
SE,191026,191068,2484112,18880966
SE,191026,191070,2484112,18915119
SE,191026,191151,2484112,8541623
SE,191026,191153,2484112,8610349
SE,191026,191155,2484112,8681987
SE,191026,191157,2484112,8964720
SE,191026,191159,2484112,8988815
SE,191026,191161,2484112,8761930
SE,191026,191163,2484112,9262772
SE,191026,191165,2484112,9273869
SE,191026,191167,2484112,9342076
SE,191026,191169,2484112,9291491
SE,191026,191171,2484112,9542915
SE,191026,191173,2484112,9638385
SE,191026,191175,2484112,10105242
SE,191026,191177,2484112,10177478
SE,191026,191179,2484112,10411967
SE,191026,191181,2484112,10468692
SE,191026,191183,2484112,10827514
SE,191026,191185,2484112,10674669
SE,191026,191187,2484112,10342556
SE,191026,191189,2484112,12779864
SE,191026,191191,2484112,12886628
SE,191026,191193,2484112,12155228
SE,191026,191195,2484112,13204654
SE,191026,191197,2484112,13381321
SE,191026,191199,2484112,13553221
SE,191026,197231,2484112,19274916
SE,191026,197447,2484112,19274917
SE,191026,229577,2484112,21512172
SE,191026,229584,2484112,21512274
SE,191026,229588,2484112,21543366
SE,191026,229592,2484112,21583329
SE,191026,229596,2484112,21610319
SE,191026,229600,2484112,21722928
SE,191026,229604,2484112,21732347
SE,191026,229608,2484112,21774067
SE,191026,229612,2484112,21873361
SE,191026,229616,2484112,21903509
SE,191026,229620,2484112,66064006
SE,191026,229624,2484112,22576573
SE,191026,229628,2484112,22576587
SE,191026,229632,2484112,66041749
SE,191026,229636,2484112,66133917
SE,191026,229640,2484112,66229620
SE,191026,229644,2484112,66332142
SE,191026,229648,2484112,66481244
SE,191026,229652,2484112,66585742
SE,191026,229656,2484112,66615037
SE,191026,229660,2484112,66706128
SE,191026,229664,2484112,66706125
SE,191026,390696,2484112,982760039
SE,191026,390700,2484112,982760041
SE,191026,390704,2484112,982760042
SE,191026,390708,2484112,982760040
SE,191026,390712,2484112,982760043
SE,191026,390720,2484112,982760046
SE,191026,390724,2484112,982760044
SE,191026,390728,2484112,982760045
SE,191026,390732,2484112,322632080
SE,191026,390736,2484112,982760047
SE,191026,390740,2484112,982760048
SE,191026,390744,2484112,982760050
SE,191026,390748,2484112,982760049
SE,191026,500413,2484112,1020787094
SE,191026,500421,2484112,1020787095
SE,191026,500425,2484112,869375193
SE,191026,500433,2484112,876459770
SE,191026,500437,2484112,921665532
SE,191026,500441,2484112,929940806
SE,191026,500445,2484112,961605859
SE,191026,500449,2484112,943109786
SE,191026,500453,2484112,951170260
SE,191026,500457,2484112,959680968
SE,191026,500461,2484112,989819661
SE,191026,500465,2484112,989536757
SE,191026,500469,2484112,995850590
SE,191026,502194,2484112,1468552344
SE,191026,502198,2484112,1383275457
SE,191026,502202,2484112,1487413924
SE,191026,502206,2484112,1496354968
SE,191026,502210,2484112,1477809314
SE,191026,502214,2484112,1506126520
SE,191026,502218,2484112,1515741196
SE,191026,502222,2484112,1525375639
SE,191026,502226,2484112,1534816302
SE,191026,502230,2484112,1544227876
SE,191026,502234,2484112,1553047246
SE,191026,502238,2484112,1618028703
SE,191026,502242,2484112,1632833518
SE,191515,192059,18166039,17975960
SE,191515,192063,18166039,18035194
SE,191515,192067,18166039,18035336
SE,191515,192072,18166039,18160695
SE,191515,192076,18166039,18160697
SE,191515,192080,18166039,19177205
SE,191515,192084,18166039,19178372
SE,191515,192088,18166039,19179184
SE,191515,192092,18166039,19180069
SE,191515,192096,18166039,18790005
SE,191515,192100,18166039,18790015
SE,191515,192104,18166039,18899154
SE,191515,192108,18166039,18899177
SE,191515,192112,18166039,996015014
SE,191515,192114,18166039,996015015
SE,191515,192116,18166039,996015022
SE,191515,192118,18166039,10822376
SE,191515,192121,18166039,996015016
SE,191515,192126,18166039,996015017
SE,191515,192128,18166039,996015019
SE,191515,192130,18166039,996015020
SE,191515,192132,18166039,996015021
SE,191515,192134,18166039,996015023
SE,191515,192136,18166039,996015024
SE,191515,192138,18166039,996015025
SE,191515,192140,18166039,996015026
SE,191515,293901,18166039,21964714
SE,191515,293905,18166039,22029662
SE,191515,293909,18166039,22029678
SE,191515,293913,18166039,22029681
SE,191515,293917,18166039,22294074
SE,191515,293921,18166039,22320235
SE,191515,293925,18166039,22390351
SE,191515,293929,18166039,22594867
SE,191515,293933,18166039,22436278
SE,191515,293937,18166039,22436300
SE,191515,293941,18166039,22518043
SE,191515,293945,18166039,66387162
SE,191515,293949,18166039,22518613
SE,191515,402955,18166039,342459660
SE,191515,402962,18166039,342459731
SE,191515,402966,18166039,342459758
SE,191515,402970,18166039,342459786
SE,191515,402974,18166039,371363924
SE,191515,402978,18166039,372676395
SE,191515,402982,18166039,372676991
SE,191515,402986,18166039,382832427
SE,191515,402990,18166039,385153824
SE,191515,402994,18166039,422063673
SE,191515,402998,18166039,364816289
SE,191515,403002,18166039,438298726
SE,191515,403006,18166039,364816635
SE,191515,503339,18166039,982760031
SE,191515,503343,18166039,982760032
SE,191515,503347,18166039,859047986
SE,191515,503351,18166039,982760034
SE,191515,503355,18166039,982760035
SE,191515,503359,18166039,982760036
SE,191515,503363,18166039,960813688
SE,191515,503367,18166039,968082370
SE,191515,503371,18166039,934626980
SE,191515,503375,18166039,950920350
SE,191515,503379,18166039,958162753
SE,191515,503383,18166039,1012538943
SE,191515,503387,18166039,1019699098
SE,191515,630496,18166039,1339649220
SE,191515,630504,18166039,1373776251
SE,191515,630512,18166039,1373776255
SE,191515,630520,18166039,1373776247
SE,191515,630524,18166039,1373776259
SE,191515,630532,18166039,1410714976
SE,191515,630540,18166039,1410714986
SE,191515,630548,18166039,1410714984
SE,191515,630552,18166039,1410714978
SE,191515,630556,18166039,1410714988
SE,191515,630560,18166039,1456792140
SE,191515,630564,18166039,1456792136
SE,191515,630568,18166039,1456792138
SE,192142,192144,12166297,19170267
SE,192142,192148,12166297,19171233
SE,192142,192152,12166297,19172750
SE,192142,192156,12166297,19174009
SE,192142,192160,12166297,19175366
SE,192142,192164,12166297,19177222
SE,192142,192168,12166297,19178378
SE,192142,192172,12166297,19179179
SE,192142,192176,12166297,19180064
SE,192196,192198,18181222,16716861
SE,192196,192202,18181222,17286696
SE,192196,192206,18181222,17288126
SE,192196,192210,18181222,17289133
SE,192196,192214,18181222,17289233
SE,192196,192218,18181222,17893508
SE,192196,219521,18181222,990494598
SE,192196,219528,18181222,997389418
SE,192196,219532,18181222,997389413
SE,192196,219536,18181222,997389426
SE,192196,219540,18181222,997389445
SE,192196,219544,18181222,997389419
SE,192196,219548,18181222,997389448
SE,192196,219552,18181222,997389416
SE,192196,219556,18181222,997389443
SE,192196,219560,18181222,997389423
SE,192196,219564,18181222,997389441
SE,192196,219568,18181222,997389427
SE,192196,219572,18181222,997389439
SE,192196,385184,18181222,311464562
SE,192196,385188,18181222,314517901
SE,192196,385192,18181222,317121803
SE,192196,385196,18181222,319665665
SE,192196,385200,18181222,322350639
SE,192196,385204,18181222,324720200
SE,192196,385208,18181222,325146814
SE,192196,385212,18181222,328934617
SE,192196,385216,18181222,372356510
SE,192196,385220,18181222,372678698
SE,192196,385224,18181222,323014654
SE,192196,385228,18181222,385180187
SE,192196,385232,18181222,422183287
SE,192196,385236,18181222,323014657
SE,192196,385240,18181222,323014658
SE,192196,385244,18181222,323014659
SE,192196,482731,18181222,727639662
SE,192196,482735,18181222,727639662
SE,192196,482739,18181222,725749818
SE,192196,482743,18181222,725749818
SE,192196,482747,18181222,725749820
SE,192196,482751,18181222,725749820
SE,192196,482755,18181222,725749815
SE,192196,482759,18181222,725749815
SE,192196,482763,18181222,778807087
SE,192196,482767,18181222,778807087
SE,192196,482771,18181222,793796923
SE,192196,482775,18181222,793796923
SE,192196,482779,18181222,725749810
SE,192196,482783,18181222,725749810
SE,192196,482787,18181222,813950348
SE,192196,482791,18181222,813950348
SE,192196,512683,18181222,894093146
SE,192196,512687,18181222,988706271
SE,192196,512691,18181222,988706475
SE,192196,512695,18181222,988706272
SE,192196,512699,18181222,988706549
SE,192196,512703,18181222,992795966
SE,192196,512707,18181222,1001299848
SE,192196,512711,18181222,1013213831
SE,192196,514293,18181222,894093146
SE,192196,514297,18181222,988706271
SE,192196,514301,18181222,988706272
SE,192196,514305,18181222,988706475
SE,192196,514313,18181222,988706549
SE,192196,514317,18181222,992795966
SE,192196,514321,18181222,1001299848
SE,192196,514325,18181222,1013213831
SE,192196,599588,18181222,1217596139
SE,192196,599600,18181222,1217596139
SE,192196,599612,18181222,1234136296
SE,192196,599620,18181222,1234136296
SE,192196,599624,18181222,1234136300
SE,192196,599628,18181222,1234136300
SE,192196,599632,18181222,1259595938
SE,192196,599636,18181222,1259595938
SE,192196,618614,18181222,1259595937
SE,192196,618618,18181222,1259595937
SE,192196,618622,18181222,1272687938
SE,192196,618626,18181222,1272687938
SE,192196,618630,18181222,1282929518
SE,192196,618634,18181222,1282929518
