Hulu_id,Rovi_id,movie_name,release_year,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,variant_present,Comment,Result of mapping,gb_id_present,vudu_id_present
1500749,6474367848,Out of Blue,2018,12788270,14015879,"[{'gb_id': '169515'}, {'source_id': '1500749,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0.9,""run_time"":0,""release_year_diff"":1,""release_year_missing"":0,""run_time_diff"":7,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:14015879"",""id_2"":""hulu:1500749"",""score"":3.18}'}]","[{'12788270': 'rovi_id:6474367848,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",,,False,Fail,Fail,True,False
1507676,5961295406,Diane ,2018,1063104,1063104,,,,,,Pass,Pass,,
1505930,1220799,Rules of Engagement,2000,58328,58328,,,,,,Pass,Pass,,
1508092,2324938,88 Minutes,2007,73711,73711,,,,,,Pass,Pass,,
1513952,1483520,Minority Report ,2002,62253,62253,,,,,,Pass,Pass,,
1515213,6957814134,The Brink ,2019,13497663,13559723,"[{'13559723': 'rovi_id:18842440,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":17,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'source_id': '1515213,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":4811,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13559723"",""id_2"":""hulu:1515213"",""score"":3.2}'}]","[{'13497663': 'rovi_id:6957814134,Map_reason:not found in projectx'}, {'vudu_id': '1141185'}, {'gb_id': '171270'}]",True,,False,Fail,Fail,True,True
1505928,1464849,The Sum of All Fears,2002,81656,81656,,,,,,Pass,Pass,,
1513954,2474977,Into the Blue 2: The Reef,2009,6839,6839,,,,,,Pass,Pass,,
1512163,6503915010,Terror in the Woods,2018,496828,496828,,,,,,Pass,Pass,,
1512163,6503915010,Terror in the Woods,2018,496828,496828,,,,,,Pass,Pass,,
1512006,6790565728,Stalked By My Patient,2018,1085713,1085713,,,,,,Pass,Pass,,
1484441,5845478904,Swimming With Men,2018,1081912,1081912,,,,,,Pass,Pass,,
1486636,982759650,Mission: Impossible III,2006,73246,73246,,,,,,Pass,Pass,,
1483746,5323108016,DriverX,2017,1081783,1081783,,,,,,Pass,Pass,,
1487174,2228679,Good Luck Chuck,2007,76707,76707,,,,,,Pass,Pass,,
1508316,2352100,My Best Friend's Girl,2008,82973,82973,,,,,,Pass,Pass,,
1508317,865745523,Cooties,2014,149366,149366,,,,,,Pass,Pass,,
1481091,1093136,Billboard Dad,1998,2923,2923,,,,,,Pass,Pass,,
1496608,1220203,Dragonheart: A New Beginning,2000,3351,3351,,,,,,Pass,Pass,,
1499948,2121961,The Good Shepherd,2006,72609,72609,,,,,,Pass,Pass,,
1496606,472560,Kindergarten Cop,1990,989597,989597,,,,,,Pass,Pass,,
1492615,422594,Dragonheart,1996,60894,60894,,,,,,Pass,Pass,,
1492613,430975,Dante's Peak,1997,56230,56230,,,,,,Pass,Pass,,
1496603,6398022002,Vox Lux,2018,1074734,1074734,,,,,,Pass,Pass,,
1477689,7347673373,All That We Destroy,2019,13824865,13759884,"[{'source_id': '1477689,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13759884"",""id_2"":""hulu:1477689"",""score"":3.2}'}, {'gb_id': '170456'}]","[{'13824865': 'rovi_id:7347673373,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}]",,,False,Fail,Fail,True,False
1493283,6451907279,Vice ,2018,173367,173367,,,,,,Pass,Pass,,
1492612,402343,Straw Dogs,2011,97442,97442,,,,,,Pass,Pass,,
1496602,2397023,District 9,2009,86450,86450,,,,,,Pass,Pass,,
1496602,2397023,District 9,2009,86450,86450,,,,,,Pass,Pass,,
1479390,6413387683,The Clovehitch Killer,2018,1081456,1081456,,,,,,Pass,Pass,,
1482695,6565427631,Astral,2018,356752,356752,,,,,,Pass,Pass,,
1492617,1022080348,Semi-Pro,2008,76026,76026,,,,,,Pass,Pass,,
1485523,1074247,The Lonely Man,1957,585410,585410,,,,,,Pass,Pass,,
1479878,982759672,True Grit ,2010,92501,14618600,"[{'source_id': '1479878,Map_reason:new'}]","[{'92501': 'rovi_id:982759672,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":192,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '5611'}, {'vudu_id': '181789'}]",,,False,Fail,Fail,True,True
1476662,13489080,Fair Game,2010,89071,1460421,"[{'1460421': 'rovi_id:10308266,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":100,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'source_id': '1476662,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":2860,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:1460421"",""id_2"":""hulu:1476662"",""score"":3.2}'}]","[{'89071': 'rovi_id:13489080,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":212,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '60661'}, {'vudu_id': '181794'}]",True,,False,Fail,Fail,True,True
1469861,18791972,Waiting...,2005,67352,634155,"[{'634155': 'rovi_id:1898253,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":825,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '1469861,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":2034,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:634155"",""id_2"":""hulu:1469861"",""score"":3.2}'}]","[{'67352': 'rovi_id:18791972,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":48,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '48303'}, {'vudu_id': '7585'}]",True,,False,Fail,Fail,True,True
1476579,10146729,The Ghost Writer,2010,88587,88587,,,,,,Pass,Pass,,
1479872,982759665,No Strings Attached,2011,91138,91138,,,,,,Pass,Pass,,
1483744,6594254453,Backtrace,2018,1080605,1080605,,,,,,Pass,Pass,,
1483745,1064713201,Tracers,2015,139949,139949,,,,,,Pass,Pass,,
1515212,6071120549,Woman at War,2019,12787398,12787398,,,,,,Pass,Pass,,
1479874,4804593072,The Spy Who Dumped Me,2018,169043,169043,,,,,,Pass,Pass,,
1479875,5629590317,Juliet Naked,2018,171062,171062,,,,,,Pass,Pass,,
1479876,18890990,Jackass 3,2010,89177,89177,,,,,,Pass,Pass,,
1485522,5809888780,I Still See You,2018,1074538,1074538,,,,,,Pass,Pass,,
1476578,17610289,Along Came a Spider,2001,66716,66716,,,,,,Pass,Pass,,
1465776,6232659312,The Oath ,2018,1079932,1079932,,,,,,Pass,Pass,,
1476656,1474691,Spirit: Stallion of the Cimarron,2002,61733,61733,,,,,,Pass,Pass,,
1476736,428643,12 Monkeys ,1996,12258378,12258378,,,,,,Pass,Pass,,
1512634,17853671,Drop Dead Gorgeous ,1999,744932,65968,"[{'65968': 'rovi_id:1146003,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":112,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '58966'}, {'source_id': '1512634,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":8.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.2}'}]","[{'744932': 'rovi_id:17853671,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":189,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '6717'}]",True,,False,Fail,Fail,True,False
1465042,6129758653,Destroyer ,2018,173319,867301,"[{'867301': 'rovi_id:1183541515,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":5,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '1465042,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0.9,""run_time"":0,""release_year_diff"":1,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:867301"",""id_2"":""hulu:1465042"",""score"":3.18}'}]","[{'173319': 'rovi_id:6129758653,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":198,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '168313'}, {'vudu_id': '1037362'}]",True,,False,Fail,Fail,True,True
1499947,1269222,Highlander: Endgame,2000,55556,55556,,,,,,Pass,Pass,,
1476658,6518276889,Laddie: The Man Behind The Movies,2019,12964876,12964876,,,,,,Pass,Pass,,
1476657,1184141,Passport To Paris,1999,2978,2978,,,,,,Pass,Pass,,
1476652,1128285,Switching Goals,1999,34920,34920,,,,,,Pass,Pass,,
1499949,1135345,A Walk on the Moon,1999,59478,59478,,,,,,Pass,Pass,,
1499950,427767,Marvin's Room,1996,56308,56308,,,,,,Pass,Pass,,
1492609,1213116,Reindeer Games,2000,82206,82206,,,,,,Pass,Pass,,
1492611,1990312,Kinky Boots,2005,72565,72565,,,,,,Pass,Pass,,
1482467,422666,Beautiful Girls,1996,49856,49856,,,,,,Pass,Pass,,
1484811,1449813,Iris ,2002,67749,67749,,,,,,Pass,Pass,,
1460086,7034770964,I'm Just F*cking With You,2019,13581752,13581752,,,,,,Pass,Pass,,
1470741,6024145117,Border,2018,1067793,1081012,"[{'1081012': 'rovi_id:6126485310,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":513,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '1470741,Map_reason:{""color"":0,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":3348,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:1081012"",""id_2"":""hulu:1470741"",""score"":2.9}'}]","[{'1067793': 'rovi_id:6024145117,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":2,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '165970'}, {'vudu_id': '1010557'}]",True,,False,Fail,Fail,True,True
1491114,6625386190,Bernie the Dolphin,2018,1080692,1080692,,,,,,Pass,Pass,,
1478875,17891615,Zombieland,2009,87765,87765,,,,,,Pass,Pass,,
1476654,2397120,Julie & Julia,2009,85252,85252,,,,,,Pass,Pass,,
1465799,4933767950,Action Point,2018,1026535,1026535,,,,,,Pass,Pass,,
1470729,6518130692,Don't Go,2018,1077575,1077575,,,,,,Pass,Pass,,
1452695,6514264080,Tea with the Dames,2018,1077424,14403050,"[{'gb_id': '165134'}, {'vudu_id': '986887'}, {'source_id': '1452695,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.2}'}]","[{'1077424': 'rovi_id:6514264080,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":57,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '168836'}]",,,False,Fail,Fail,True,True
1465791,865745537,Dinosaur 13,2014,166633,166633,,,,,,Pass,Pass,,
1465796,982759667,Morning Glory,2010,119639,119639,,,,,,Pass,Pass,,
1465794,333130,The Yellow Handkerchief,2008,139016,139016,,,,,,Pass,Pass,,
1465792,9715568,The Romantics,2010,101098,101098,,,,,,Pass,Pass,,
1465778,6501848601,Pledge,2018,1086764,2723519,"[{'2723519': 'rovi_id:5423986493,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":3,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '1465778,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:2723519"",""id_2"":""hulu:1465778"",""score"":3.2}'}]","[{'1086764': 'rovi_id:6501848601,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}, {'gb_id': '163637'}, {'vudu_id': '1023914'}]",True,,False,Fail,Fail,True,True
1451734,6074696714,If Beale Street Could Talk,2018,1072804,1072804,,,,,,Pass,Pass,,
1453331,6174520011,Weightless,2017,1080718,1080718,,,,,,Pass,Pass,,
1453330,6424896823,Air Strike,2018,173080,173080,,,,,,Pass,Pass,,
1514102,5612711631,Lords of Chaos,2018,1060091,1060091,,,,,,Pass,Pass,,
1514047,6108438189,Prospect,2018,1068099,1068099,,,,,,Pass,Pass,,
1461033,1209670,Beethoven's 3rd,2000,3845,3845,,,,,,Pass,Pass,,
1454655,465190,Beethoven's 2nd,1993,63203,63203,,,,,,Pass,Pass,,
1454654,435579,Beethoven,1992,79159,79159,,,,,,Pass,Pass,,
1453328,9715347,Waiting for Superman,2010,97918,97918,,,,,,Pass,Pass,,
1466487,1461129042,Steve Jobs: The Man in the Machine,2015,[149674],Nil,,,,,,No ingestion of source_id,Fail,,
1454388,5629590201,Monsters and Men,2018,1058947,1058947,,,,,,Pass,Pass,,
1453329,17894125,The Next Three Days,2010,88126,88126,,,,,,Pass,Pass,,
1515053,4270178497,The Last Word ,2017,165892,165892,,,,,,Pass,Pass,,
1445969,6405260512,Where Hands Touch,2018,1076703,1076703,,,,,,Pass,Pass,,
1442933,17892615,Not Another Teen Movie,2001,12266435,12266435,,,,,,Pass,Pass,,
1446590,5853100775,The Party's Just Beginning,2018,1065333,1065333,,,,,,Pass,Pass,,
1453327,982759680,Paranormal Activity 2,2010,85051,85051,,,,,,Pass,Pass,,
1465782,464382,Enchanted April,1992,55816,55816,,,,,,Pass,Pass,,
1456002,942217636,Welcome to the Rileys,2010,109382,109382,,,,,,Pass,Pass,,
1453322,5092590373,Overboard ,2018,168197,168197,,,,,,Pass,Pass,,
1453324,2396949,Case 39,2009,84786,84786,,,,,,Pass,Pass,,
1453323,4955261792,Finding Your Feet,2017,168202,168202,,,,,,Pass,Pass,,
1453326,5760895339,Book Club ,2018,170348,170348,,,,,,Pass,Pass,,
1453332,4933901803,A Quiet Place,2018,12290723,12290723,,,,,,Pass,Pass,,
1441410,7076300825,Treehouse,2019,12940297,14402969,"[{'gb_id': '168911'}, {'source_id': '1441410,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.2}'}]","[{'12940297': 'rovi_id:7076300825,Map_reason:not found in projectx'}]",,,False,Fail,Fail,True,False
1438428,5744350371,Lego DC Super Heroes: The Flash,2018,21035,21035,,,,,,Pass,Pass,,
