Hulu_id,Rovi_id,movie_name,release_year,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,variant_present,Comment,Result of mapping,gb_id_present,vudu_id_present
1438427,982760380,Lego Batman: The Movie - DC Super Heroes Unite,2013,14120,13498252,"[{'source_id': '1438427,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13498252"",""id_2"":""hulu:1438427"",""score"":3.2}'}, {'gb_id': '168912'}]","[{'14120': 'rovi_id:982760380,Map_reason:{""titleMapType"":""Distance"",""titleScore"":0.9761904761904762,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":18,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '19466'}, {'vudu_id': '422619'}]",,,False,Fail,Fail,True,True
1438427,982760380,Lego Batman: The Movie - DC Super Heroes Unite,2013,14120,13498252,"[{'source_id': '1438427,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13498252"",""id_2"":""hulu:1438427"",""score"":3.2}'}, {'gb_id': '168912'}]","[{'14120': 'rovi_id:982760380,Map_reason:{""titleMapType"":""Distance"",""titleScore"":0.9761904761904762,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":18,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '19466'}, {'vudu_id': '422619'}]",,,False,Fail,Fail,True,True
1453306,338746,The Time Traveler's Wife,2009,86214,86214,,,,,,Pass,Pass,,
1453306,338746,The Time Traveler's Wife,2009,86214,86214,,,,,,Pass,Pass,,
1482696,6309123063,Ben Is Back,2018,172699,172699,,,,,,Pass,Pass,,
1461363,6335470150,A Sister's Secret,2018,390172,390172,,,,,,Pass,Pass,,
1461364,5995145315,I KILLED MY BFF: THE PREACHER'S DAUGHTER,2018,32658,32658,,,,,,Pass,Pass,,
1439369,5925833069,Distorted,2018,1063941,1063941,,,,,,Pass,Pass,,
1444163,6290018888,Ouija House,2018,1071149,1071149,,,,,,Pass,Pass,,
1431667,5961295544,Unbanned: The Legend of AJ1,2019,12783558,12783558,,,,,,Pass,Pass,,
1450825,5629590495,Assassination Nation,2018,172423,172423,,,,,,Pass,Pass,,
1452694,7128840020,The Directive,2019,13515567,13523098,"[{'gb_id': '169217'}, {'source_id': '1452694,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13523098"",""id_2"":""hulu:1452694"",""score"":3.2}'}]","[{'13515567': 'rovi_id:7128840020,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}]",,,False,Fail,Fail,True,False
1479391,5968529500,The Unicorn,2018,1061010,1061010,,,,,,Pass,Pass,,
1466485,7030138843,We Are Columbine,2018,14402920,14402920,,,,,,Pass,Pass,,
1428604,2397159,Astro Boy ,2009,118944,118944,,,,,,Pass,Pass,,
1448304,6451907024,Free Solo,2018,12297506,12297506,,,,,,Pass,Pass,,
1439731,3266980415,Tickled,2016,966216,966216,,,,,,Pass,Pass,,
1454389,5629590323,Chef Flynn,2018,1081480,1081480,,,,,,Pass,Pass,,
1425214,5768345481,Dog Days ,2018,170858,170858,,,,,,Pass,Pass,,
1423552,7253881792,Down,2019,13716464,12974165,"[{'gb_id': '168283'}, {'source_id': '1423552,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12974165"",""id_2"":""hulu:1423552"",""score"":3.2}'}]","[{'13716464': 'rovi_id:7253881792,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":2,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",,,False,Fail,Fail,True,False
1476647,471047,The Sicilian,1987,572683,572683,,,,,,Pass,Pass,,
1470740,1828637728,The Sisters Brothers,2018,931710,931710,,,,,,Pass,Pass,,
1424441,5947976873,Pick of the Litter,2018,1075078,1075078,,,,,,Pass,Pass,,
1433812,4719914590,The Domestics,2018,1018473,1018473,,,,,,Pass,Pass,,
1433808,4990054581,Acrimony,2018,167806,167806,,,,,,Pass,Pass,,
1433806,6782335,Middle Men,2009,100022,100022,,,,,,Pass,Pass,,
1461029,5261621347,Funny Cow,2018,12415954,12415954,,,,,,Pass,Pass,,
1461027,6929027172,Painkillers,2018,12452520,14565760,"[{'source_id': '1461027,Map_reason:new'}]","[{'12452520': 'rovi_id:6929027172,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":30,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '168354'}]",,,False,Fail,Fail,True,False
1461028,6864391908,One Million American Dreams,2018,12419439,12419439,,,,,,Pass,Pass,,
1478423,4698273406,The Last Animals,2017,1029980,1029980,,,,,,Pass,Pass,,
1443820,6133235055,I Dolours,2018,12781439,12781439,,,,,,Pass,Pass,,
1461032,5353940036,Gloves Off,2018,12788392,12788392,,,,,,Pass,Pass,,
1461032,5353940036,Gloves Off,2018,12788392,12788392,,,,,,Pass,Pass,,
1461032,5353940036,Gloves Off,2018,12788392,12788392,,,,,,Pass,Pass,,
1431838,6334565885,The Last Sharknado: It's About Time!,2018,12296937,12296937,,,,,,Pass,Pass,,
1433648,4962802639,Moss ,2018,1069737,1069737,,,,,,Pass,Pass,,
1433810,5173313997,I Can Only Imagine,2018,167416,167416,,,,,,Pass,Pass,,
1423529,5961295396,In a Relationship,2018,1064819,1064819,,,,,,Pass,Pass,,
1424291,1066028,The Reckoning ,2018,580797,27812,"[{'27812': 'rovi_id:19356614,Map_reason:not found in projectx'}, {'source_id': '1424291,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":0.0,""run_time"":0.0,""release_year_diff"":7.0,""release_year_missing"":0.0,""run_time_diff"":655.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0}'}]","[{'580797': 'rovi_id:1066028,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":26,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '149360'}]",True,,False,Fail,Fail,True,False
1439725,5629590241,Three Identical Strangers,2018,1069284,1069284,,,,,,Pass,Pass,,
1483749,6832370555,Against the Clock,2019,12317630,12974316,"[{'gb_id': '167903'}, {'source_id': '1483749,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12974316"",""id_2"":""hulu:1483749"",""score"":3.2}'}]","[{'12317630': 'rovi_id:6832370555,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}, {'vudu_id': '1023863'}]",,,False,Fail,Fail,True,True
1483743,5961295394,Egg,2019,1064797,12974224,"[{'gb_id': '168037'}, {'source_id': '1483743,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12974224"",""id_2"":""hulu:1483743"",""score"":3.2}'}, {'vudu_id': '1023878'}]","[{'1064797': 'rovi_id:5961295394,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":139,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",,,False,Fail,Fail,True,True
1470732,6855388940,Hunting Evil,2019,12363637,12974184,"[{'gb_id': '168251'}, {'source_id': '1470732,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.2}'}, {'vudu_id': '1023902'}]","[{'12363637': 'rovi_id:6855388940,Map_reason:not found in projectx'}]",,,False,Fail,Fail,True,True
1470737,6814491463,Beast of the Water,2019,360373,12964846,"[{'gb_id': '168120'}, {'source_id': '1470737,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12964846"",""id_2"":""hulu:1470737"",""score"":3.2}'}]","[{'360373': 'rovi_id:6814491463,Map_reason:not found in projectx'}, {'vudu_id': '1023881'}]",,,False,Fail,Fail,True,True
1431832,5240482853,Deliver Us,2016,337866,337866,,,,,,Pass,Pass,,
1454386,6662236092,A Frozen New Years,2018,358313,358313,,,,,,Pass,Pass,,
1431833,18544,The Confessions,2016,505796,12961713,"[{'gb_id': '139801'}, {'source_id': '1431833,Map_reason:{""color"":1,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":1181,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12961713"",""id_2"":""hulu:1431833"",""score"":2.9}'}, {'vudu_id': '815565'}]","[{'505796': 'rovi_id:18544,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":25,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}]",,,False,Fail,Fail,True,True
1449933,6662236096,Trigger ,2016,1081767,1081767,,,,,,Pass,Pass,,
1454385,6662236100,A Cam Life,2018,1081534,1081534,,,,,,Pass,Pass,,
1446284,6662236090,A Frozen Christmas 3,2018,358286,358286,,,,,,Pass,Pass,,
1438921,6625251225,Alpha Wolf,2018,357290,357290,,,,,,Pass,Pass,,
1438924,6316009572,Assassin's Revenge,2018,353789,353789,,,,,,Pass,Pass,,
1438919,6478054131,American Exorcist,2018,355753,355753,,,,,,Pass,Pass,,
1431904,5339143083,Defective,2017,1052640,1052640,,,,,,Pass,Pass,,
1431829,4892166663,Ancient Aliens and the New World Order 2,2016,333732,333732,,,,,,Pass,Pass,,
1431831,6074696924,The Icarus Line Must Die,2017,1068429,1068429,,,,,,Pass,Pass,,
1431843,5699851524,Bad Apples,2018,1052844,1052844,,,,,,Pass,Pass,,
1431845,5805045510,The Lullaby,2018,171337,171337,,,,,,Pass,Pass,,
1412758,549103900,Walking with the Enemy,2013,821659,821659,,,,,,Pass,Pass,,
1431830,4153865266,Goran,2018,1026560,14565744,"[{'source_id': '1431830,Map_reason:new'}]","[{'1026560': 'rovi_id:4153865266,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}, {'gb_id': '160834'}, {'vudu_id': '953627'}]",,,False,Fail,Fail,True,True
1413996,6939017675,FYRE FRAUD,2019,12457886,12457886,,,,,,Pass,Pass,,
1412632,4743701536,Forever My Girl,2018,168248,168248,,,,,,Pass,Pass,,
1431828,1527048406,The Here After,2015,148528,148528,,,,,,Pass,Pass,,
1432915,6464620643,Mermaid's Song,2015,355404,355404,,,,,,Pass,Pass,,
1434244,4866475325,The Forest of the Lost Souls,2017,1038451,1038451,,,,,,Pass,Pass,,
1428185,6011763954,All Square,2018,1062460,1062460,,,,,,Pass,Pass,,
1419009,6315033032,Cruise,2018,1071498,1071498,,,,,,Pass,Pass,,
1439729,6478054103,The School ,2018,1076336,1076336,,,,,,Pass,Pass,,
1415665,6405252635,The Pagan King,2018,21610,21610,,,,,,Pass,Pass,,
1414957,4767876814,Death Wish,2018,164847,164847,,,,,,Pass,Pass,,
1450214,3209322073,No Way Out ,2015,1069891,14618569,"[{'source_id': '1450214,Map_reason:new'}]","[{'1069891': 'rovi_id:3209322073,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":33,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '163606'}]",,,False,Fail,Fail,True,False
1424486,1389712049,The Experimenter,2015,886609,886609,,,,,,Pass,Pass,,
1438916,1496943439,Requiem for the American Dream,2015,964133,964133,,,,,,Pass,Pass,,
1438920,6387393938,American Fright Fest,2018,355712,355712,,,,,,Pass,Pass,,
1438918,4962802629,New Chefs on the Block,2017,1057850,1057850,,,,,,Pass,Pass,,
1438918,4962802629,New Chefs on the Block,2017,1057850,1057850,,,,,,Pass,Pass,,
1438996,6201367876,Face Of Evil,2018,1068044,1068044,,,,,,Pass,Pass,,
1439049,6289631148,H. H. Holmes: Original Evil,2018,353195,12964394,"[{'vudu_id': '968656'}, {'source_id': '1439049,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":1,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12964394"",""id_2"":""hulu:1439049"",""score"":3.2}'}, {'gb_id': '164281'}]","[{'353195': 'rovi_id:6289631148,Map_reason:not found in projectx'}]",,,False,Fail,Fail,True,True
1438917,6405252587,Earth: Population Overload,2018,354570,354570,,,,,,Pass,Pass,,
1405564,1021222491,Drinking Buddies,2013,117418,117418,,,,,,Pass,Pass,,
1439065,6586816693,The Panama Papers,2018,390583,390583,,,,,,Pass,Pass,,
1409109,2397148,Next Day Air,2009,83720,83720,,,,,,Pass,Pass,,
1414959,4608506298,The Party,2017,1014581,1014581,,,,,,Pass,Pass,,
1403677,359160874,New Year New You,2018,2182106,12974326,"[{'gb_id': '167836'}, {'source_id': '1403677,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":29,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12974326"",""id_2"":""hulu:1403677"",""score"":3.2}'}]","[{'2182106': 'rovi_id:359160874,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}]",,,False,Fail,Fail,True,False
1403677,359160874,New Year New You,2018,2182106,12974326,"[{'gb_id': '167836'}, {'source_id': '1403677,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":29,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12974326"",""id_2"":""hulu:1403677"",""score"":3.2}'}]","[{'2182106': 'rovi_id:359160874,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}]",,,False,Fail,Fail,True,False
1439730,1389712087,Digging for Fire,2015,144462,144462,,,,,,Pass,Pass,,
1408119,1370825593,The Overnight,2015,148842,148842,,,,,,Pass,Pass,,
1476649,1568620,Thirteen ,2003,66659,66659,,,,,,Pass,Pass,,
1403045,8874371,I Know a Woman Like That,2009,334196,334196,,,,,,Pass,Pass,,
1403039,5282148404,Two Trains Runnin',2016,1039085,1039085,,,,,,Pass,Pass,,
1403038,1495560552,JACO,2015,314074,314074,,,,,,Pass,Pass,,
1414956,5302601259,Every Day ,2018,167705,167705,,,,,,Pass,Pass,,
1412618,656920243,Alone for Christmas,2013,250973,250973,,,,,,Pass,Pass,,
1404269,3452754840,Flight 7500,2014,973067,973067,,,,,,Pass,Pass,,
1428192,6146639900,Whitney ,2018,169509,1083088,"[{'1083088': 'rovi_id:6690459559,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":735,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '1428192,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":1732,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:1083088"",""id_2"":""hulu:1428192"",""score"":3.2}'}, {'vudu_id': '992121'}]","[{'169509': 'rovi_id:6146639900,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":64,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '162454'}]",True,,False,Fail,Fail,True,True
1449934,5972735664,Shoplifters,2018,173317,173317,,,,,,Pass,Pass,,
1399852,971844829,The Age of Reason,2014,853584,12974323,"[{'source_id': '1399852,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:12974323"",""id_2"":""hulu:1399852"",""score"":3.2}'}, {'gb_id': '167839'}]","[{'853584': 'rovi_id:971844829,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":12,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",,,False,Fail,Fail,True,False
1412615,17661826,Princess and the Pony,2011,8566,8566,,,,,,Pass,Pass,,
1412619,4408327243,Jurassic School,2017,1005924,1005924,,,,,,Pass,Pass,,
1476643,1565574,Le Divorce,2003,65241,65241,,,,,,Pass,Pass,,
1512667,447213,Revenge of the Nerds,1984,51889,51889,,,,,,Pass,Pass,,
1412394,241859,A Charlie Brown Valentine,2002,1109909,1109909,,,,,,Pass,Pass,,
1401274,5937745810,The Row,2018,1060225,1060225,,,,,,Pass,Pass,,
1401272,5918746336,The Con is On,2018,167760,14565702,"[{'source_id': '1401272,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":1.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.3}'}, {'vudu_id': '945800'}]","[{'167760': 'rovi_id:5918746336,Map_reason:{""titleMapType"":""Distance"",""titleScore"":0.8947368421052632,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":24,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'gb_id': '160769'}]",,,False,Fail,Fail,True,True
1401273,5859815184,Measure of a Man,2018,1064723,1064723,,,,,,Pass,Pass,,
1401271,4896410624,Cartels,2017,165349,165349,,,,,,Pass,Pass,,
1401359,6042019291,Affairs of State,2018,1063307,1063307,,,,,,Pass,Pass,,
1402509,973899948,Shrek,2001,126684,126684,,,,,,Pass,Pass,,
1402507,1249933,The Road to El Dorado,2000,81178,81178,,,,,,Pass,Pass,,
1402505,1116623,The Prince of Egypt,1998,55170,55170,,,,,,Pass,Pass,,
1402505,1116623,The Prince of Egypt,1998,55170,55170,,,,,,Pass,Pass,,
1402590,1242557,Chicken Run,2000,66219,66219,,,,,,Pass,Pass,,
1404266,471702,Antz,1998,86796,86796,,,,,,Pass,Pass,,
1441445,1258642,Alvin and the Chipmunks Meet the Wolfman,2000,68748,68748,,,,,,Pass,Pass,,
1441444,1172618,Alvin and the Chipmunks Meet Frankenstein,1999,3560,3560,,,,,,Pass,Pass,,
1407324,66064742,The Last Airbender,2010,170788,170788,,,,,,Pass,Pass,,
1402499,982759782,Mud,2012,109293,109293,,,,,,Pass,Pass,,
1402496,21805493,Girl in Progress,2012,812163,812163,,,,,,Pass,Pass,,
1400355,3953160375,I.T.,2016,154050,154050,,,,,,Pass,Pass,,
1402437,1997036734,Sherlock Gnomes,2018,141072,141072,,,,,,Pass,Pass,,
1391836,463160,Ride,1998,57894,57894,,,,,,Pass,Pass,,
1391870,20541259,Harry Brown,2009,739306,739306,,,,,,Pass,Pass,,
1391837,446545,Operation Condor,1991,101358,101358,,,,,,Pass,Pass,,
1391834,467404,Operation Condor 2: The Armour of the Gods,1991,84623,84623,,,,,,Pass,Pass,,
1402436,5136811354,Annihilation,2018,1037457,1037457,,,,,,Pass,Pass,,
1407335,1887626548,The Commuter,2018,165710,165710,,,,,,Pass,Pass,,
1401383,6688413143,Every Other Holiday,2018,1082385,1082385,,,,,,Pass,Pass,,
1398980,6621011828,The Truth About Christmas,2018,390585,390585,,,,,,Pass,Pass,,
1393217,6228740899,Urban Country,2018,21598,21598,,,,,,Pass,Pass,,
1401318,4962802583,A Crooked Somebody,2017,1074529,1074529,,,,,,Pass,Pass,,
1451036,6474367856,Divide and Conquer: The Story of Roger Ailes,2018,1079978,1079978,,,,,,Pass,Pass,,
1470738,6913429673,The Quake,2018,12410844,12410844,,,,,,Pass,Pass,,
1470738,6913429673,The Quake,2018,12410844,12410844,,,,,,Pass,Pass,,
1503808,1729985754,The Sweet Life,2016,1011983,1011983,,,,,,Pass,Pass,,
1415666,6478054274,Stella's Last Weekend,2018,1076361,1076361,,,,,,Pass,Pass,,
