GB_id,Movie_name,GB_ReleaseYear,Rovi_id
35325,The Searchers,1956,63106
35328,The Return of a Man Called Horse,1976,65700
35333,The Winslow Boy,1999,77508
35340,A Man Called Sledge,1970,154151
35344,The Rundown,2003,21405
35352,Sketches of Frank Gehry,2006,137491
35356,C.O.G.,2013,136302
35364,Saturday Night Fever,1977,50274
35370,The Man Who Cheated Himself,1950,581759
35375,Red Nights,2009,762091
35381,Guy-X,2005,117186
35383,This Boy's Life,1993,53514
35386,The Gingerdead Man,2005,195602
35389,Texas Rangers,2001,61839
35401,In My Country,2004,73003
35404,Enemy of the Law,1945,508108
35413,Phir Bhi Dil Hai Hindustani,2000,828472
35416,Patton,1970,746387
35418,The Cutting Edge,1992,52068
35419,The Mad Monster,1942,948745
35422,The Final Terror,1983,52057
35432,Sabata,1969,65814
35433,Scarface,1983,50881
35443,Kingdom Come,2001,59953
35445,Vampire,2011,747161
35448,Monsters University,2013,105959
35456,Where the Boys Are,1960,64614
35457,Yelling to the Sky,2011,740040
35458,Valentin,2003,83619
35460,Flying Down to Rio,1933,571018
35461,Dark Matter,2008,102374
35475,Victim,1961,88062
35477,Jubal,1956,73700
35478,Murder by Decree,1979,79098
35480,Double Double Toil and Trouble,1993,395684
35484,The Fifth Element,1997,84222
35489,Sinbad of the Seven Seas,1989,18324
35493,Campfire,2004,643837
35497,A Midsummer Night's Dream,1999,56137
35499,The Adventures of Huck Finn,1993,82239
35517,The Benchwarmers,2006,72120
35521,Beyond the Heavens,2013,894425
35524,Morning Glory,1933,573155
35525,Beethoven's 2nd,1993,63203
35528,Clean and Sober,1988,49839
35531,Artois the Goat,2009,565979
35536,The Swimmer,1968,72529
35540,Love Field,1992,63606
35542,Sweetwater,2013,106718
35544,Carry on Matron,1972,576911
35545,Gloria,1980,123942
35553,The Lady and the Highwayman,1989,393654
35555,Presumed Innocent,1990,81839
35560,Whispers in the Dark,1992,55353
35561,Murder Inc.,1960,120175
35565,10000 B.C.,2008,21565
35566,Superfly,1972,571207
35569,David and Bathsheba,1951,70331
35571,The Exorcism of Emily Rose,2005,95221
35575,Shampoo,1975,85216
35579,Stone Cold,1991,53057
35585,Please Give,2010,96030
35599,The Decline of Western Civilization Part III,1998,531386
35602,Cryptic,2009,651878
35621,Luv Shuv Tey Chicken Khurana,2012,800436
35626,The Magic Flute,2006,651939
35630,Vampire Girl vs. Frankenstein Girl,2008,843609
35638,First Sunday,2008,73124
35639,Flesh + Blood,1985,94359
35641,Watch on the Rhine,1943,569336
35642,All the King's Men,1949,53768
35644,Taking 5,2007,74734
35647,The French Lieutenant's Woman,1981,56766
35649,The Green Pastures,1936,568418
35656,Paul Bowles: The Cage Door is Always Open,2012,799509
35661,My Boyfriend's Back,1993,97610
35686,Mary Reilly,1996,117246
35692,Slayer,2006,28162
35693,Once Upon a Time,1944,580259
35695,Halloween II,1981,56848
35697,The Peace!,2005,147609
35699,Breathless,1960,93471
35703,Country Remedy,2007,793948
35712,Heroes of the East,1978,811315
35716,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,96563
35718,Dangerous,1935,567954
35721,Kush,2007,734869
35723,Kid Vengeance,1977,159099
35724,Hush Little Baby,2007,26340
35728,Trouble Along the Way,1953,569981
35746,Crimenes de Lujuria,2011,743873
35749,Grey Gardens,1975,510937
35752,So I Married an Axe Murderer,1993,64947
35755,Critters 4,1992,66144
35759,State Department File 649,1949,582633
35764,Supercross,2005,71796
35765,Pride Of The Bowery,1940,570230
35770,Another Kind,2013,900909
35772,American Pie Presents: Beta House,2007,5902
35780,Bad Trip,1999,1063075
35781,Bee Season,2005,69808
35808,Neil Finn: Sessions at West 54th,2000,12973042
35817,Foreign Exchange,2008,5257
35820,The Singing Revolution,2006,91905
35821,Blue,1993,764330
35822,The Corpse Vanishes,1942,73765
35839,Sometimes They Come Back...for More,1998,1587
35845,The Adventures of Priscilla Queen of the Desert,1994,52810
35847,Whispers: An Elephant's Tale,2000,118866
35870,How to Deal,2003,73205
35877,Another Woman's Husband,2000,22594
35878,Cape Karma,2007,859460
35880,The Heart Is a Lonely Hunter,1968,572526
35882,Bad Day at Black Rock,1955,64590
35896,The Little Princess,1939,56689
35899,Back to the Future,1985,62750
35901,Unemployed,2008,202680
35906,On Deadly Ground,1994,51186
35907,sex lies and videotape,1989,68031
35909,New Jack City,1991,49786
35915,All Quiet on the Western Front,1930,52363
35917,Dennis the Menace Strikes Again,1998,2207
35918,Dragon Hunter,2008,109328
35921,Adam,2009,647652
35923,A Cottage on Dartmoor / Silent Britain,1929,766070
35931,Pink: Live in Europe,2006,12965403
35941,The Dark Half,1993,55043
35944,Carpool,1996,53637
35952,2:22,2008,103509
35958,The Promise: The Making of Darkness on the Edge of Town,2010,86395
35962,The Naked Prey,1965,141856
35986,The Hard Corps,2006,5504
35997,College,2008,116293
35999,Cyrano de Bergerac,1950,599639
36008,The Out-of-Towners,1970,69212
36009,31 North 62 East,2009,649735
36010,The Horsemen,2009,94670
36024,Boy Toy,2011,791078
36034,Ride the Wild Surf,1964,580989
36039,The Crazies,2010,91820
36041,Now Voyager,1942,72543
36046,Deadly Choice,1982,12973036
36050,The Inkwell,1994,60266
36062,Get a Clue,2002,23170
36063,Trade Routes,2007,645704
36064,Stash House,2012,109272
36072,The Fog,2005,70874
36078,Grass,1999,538065
36084,Secret Ballot,2001,621137
36085,Blues Brothers 2000,1998,60024
36100,Cold Prey 2,2008,804798
36101,Little Big League,1994,854488
36106,Bulletproof Monk,2003,65249
36110,Newcastle,2008,645596
36113,No Greater Love,2009,754678
36118,The Blank Generation,1980,503798
36126,Fogi Is a Bastard,1998,631824
36136,Shall We Dance?,2004,70584
36155,I Eat Your Skin,1971,51706
36160,The Condemned,2012,810663
36161,Follow That Bird,1985,63365
36167,Illuminata: Special Edition,1998,67924
36170,Q & A,1990,58378
36179,SÃ¼gisball,2007,561239
36190,Dark City,1998,53154
36191,Summer Rain,2006,5883
36199,Guardian Angel,1994,68559
36201,In Dreams,1999,55319
36206,Awakenings,1990,55699
36214,The Trumpet of the Swan,2001,78065
36218,Spinout,1966,78390
36221,I Know What You Did Last Summer,1997,52905
36223,Murder,2004,636455
36226,Valentine's Day,2010,87605
36228,George of the Jungle,1997,51170
36230,Gaslight,1940,572825
36231,American Ninja,1985,51956
36234,The Incubus,2010,739124
36274,Paayum Puli,1983,1018527
36279,Hilary and Jackie,1998,53508
36282,All the Love You Cannes,2002,546717
36285,Night of the Living Dead,1968,56787
36287,Lost in the Stratosphere,1934,948999
36299,Final Draft,2007,641476
36301,But Not for Me,1959,69682
36308,The Cry,2007,561909
36313,Fathers' Day,1997,58829
36319,Romeo and Juliet,1936,568296
36326,A Gathering of Old Men,1987,446196
36329,Ramona and Beezus,2010,92376
36335,Murder Party,2007,202471
36342,The Nutty Professor 2: Facing the Fear,2008,203637
36346,Possessed,1947,71604
36354,Maniac Cop 3: Badge of Silence,1993,1862
36357,Perfect Sense,2011,122565
36361,Dark Asylum,2001,60173
36363,The Little Giant,1933,570112
36365,Brotherhood of Justice,1986,39502
36369,The Promise,2005,85325
36375,The Story of Vernon & Irene Castle,1939,77015
36381,Rent,2005,73951
36388,Les MisÃ©rables,2012,102824
36391,The Unsinkable Molly Brown,1964,65255
36400,One Armed Swordsmen,1976,518875
36401,Justice League: Crisis on Two Earths,2010,12086
36402,A Plumm Summer,2007,75815
36405,Firefox,1982,69583
36414,Nobody Gets Out Alive,2013,240794
36415,Java Heat,2013,124608
36420,House of Sand and Fog,2003,12266978
36424,Sherlock Holmes: A Game of Shadows,2011,100578
36436,Parts of the Family,2003,553864
36438,Meet John Doe,1941,55477
36439,Puppet Master,1989,19353
36448,Undercover Brother,2002,70457
36454,Lemon Tree,2008,74556
36459,The American,2010,91122
36466,Andrei Rublev,1966,121913
36472,The NeverEnding Story 2: The Next Chapter,1990,65740
36475,Dad,1989,58776
36485,The Verdict,1982,82772
36490,Crocodile Dundee 2,1988,80345
36492,Lady Gaga Presents: The Monster Ball at Madison Square Garden,2011,1091837
36497,Green Eyes,1934,51237
36507,The Wild Women of Wongo,1958,815083
36511,Paris Je T'aime,2006,76622
36513,My Favorite Brunette,1947,77789
36517,My Fair Son,2007,12973008
36518,Disorderlies,1987,56318
36536,Tenebre,1982,76933
36546,Flicka 2,2010,8233
36550,Taste the Blood of Dracula,1970,107648
36556,The Lucky One,2012,101571
36557,Kwik Stop,2001,545007
36561,Heartbeeps,1981,73315
36562,The Chair,2007,648355
36567,Motives 2: Retribution,2007,18637
36572,The Sitter,2011,98499
36581,Bambi II,2006,638886
36582,The Telegraph Trail,1933,583320
36592,Mountains of the Moon,1990,120202
36602,Trading Christmas,2011,27424
36607,Idaho Transfer,1973,512612
36610,Deliverance,1972,54148
36612,Beauty and the Beast,1987,575569
36618,The King of Marvin Gardens,1972,72454
36627,Le Donk & Scor-zay-zee,2009,755522
36635,Branded,1950,71377
36636,Fetishes,1996,767752
36647,Titanic,1997,12258540
36649,All Over Town,1937,502017
36651,Party Girl,1930,743083
36653,Almost Heroes,1998,61395
36660,Birth,2004,77148
36661,Restraint,2008,118039
36664,Surprise Surprise,2009,737500
36670,Sunday in the Park with George,1986,1105286
36680,Sugar,2008,84275
36688,Clifford,1994,607279
36707,Men of Honor,2000,72398
36708,Devil in the Flesh 2,2000,54504
36716,Diary of a Wimpy Kid: Rodrick Rules,2011,12279792
36718,The Silence,2001,549699
36719,Tokyo Raiders,2000,61598
36734,Eat Pray Love,2010,49525
36739,Jonathan Livingston Seagull,1973,587264
36765,Cavegirl,1985,505034
36791,Sundown: The Vampire in Retreat,1989,60804
36798,The Greatest Game Ever Played,2005,93531
36800,Napoleon & Samantha,1972,569334
36802,Terror Train,1980,568349
36809,Pathology,2008,91919
36810,None But the Lonely Heart,1944,71502
36833,The Company You Keep,2012,111294
36835,The Lost World: Jurassic Park,1997,50745
36838,The Devil's Music,2008,12972997
36843,According to Spencer,2001,627704
36845,Blast from the Past,1999,54155
36846,Sex Drive,2008,75848
36852,The Butcher's Wife,1991,56566
36860,The Farmer's Wife,1928,123566
36873,Sacred Planet,2004,92945
36874,Mandroid,1993,589134
36879,30 Miles,2005,875241
36884,The Night Porter,1974,143256
36887,B.A.P.S.,1997,54745
36892,The Headless Ghost,1959,577160
36895,Bull Durham,1988,50825
36899,Valley of the Dolls,1967,114487
36909,Die You Zombie Bastards!,2005,553815
36916,The Power of Few,2013,121362
36923,Lovesick,2006,645360
36929,Dracula: Pages from a Virgin's Diary,2002,399646
36933,Ruthless People,1986,57358
36936,Daddy's Little Girls,2007,74700
36938,The Great White Hype,1996,55068
36939,Dirty Pictures,2010,655134
36946,McHale's Navy,1997,58389
36950,Circle of Fury,2010,875500
36959,The Brothers Bloom,2008,97940
36965,Ninja: The Final Duel,1986,546673
36971,The Cat from Outer Space,1978,126980
36973,Silent Tongue,1993,61651
36978,The Caveman's Valentine,2001,59734
36981,Race with the Devil,1975,568363
36984,The Pelican Brief,1993,50375
36990,The Road Home,1999,68795
36998,Jury Duty,1995,57890
36999,Operation: Take No Prisoners,1987,12972989
37002,Meatballs,1979,55517
37003,Honor Thy Father,1973,37064
37006,Mortal Kombat: Annihilation,1997,89900
37017,Prince Valiant,1954,71170
37018,Joy Ride,2001,59801
37023,Sun Ra: A Joyful Noise,1980,2176620
37027,Game Change,2012,27558
37030,Lawless,2012,12269951
37050,Costa Rican Summer,2010,654736
37051,Asylum,1972,568272
37052,Arbitrage,2012,105096
37059,Donkey Punch,2008,74991
37066,Varsity Blues,1999,61333
37067,The Cowboys,1972,59351
37081,Brush With Fate,2003,12259762
37084,Burnt Money,2000,614797
37087,The Impossible Spy,1987,22880
37109,Win a Date with Tad Hamilton!,2004,64504
37112,QuinceaÃ±era,2006,49524
37114,A Lonely Place for Dying,2009,738116
37143,Reel Love,2011,372940
37144,The Last Shot,2004,12265511
37147,Cape Fear,1991,52466
37156,Rosenstrasse,2003,628708
37159,Hard Promises,1991,57059
37167,Seize the Day,1986,394351
37169,Anything Else,2003,64799
37173,Dum,2003,625582
37179,Penelope,2006,116550
37180,Eurythmics: Sweet Dreams,1983,12972980
37182,Victory,1981,616635
37188,Alain Delon: Flic Story,1975,100147
37192,Three Can Play That Game,2007,14898
37196,Angel III: The Final Chapter,1988,185532
37214,High Noon,2009,421777
37222,The Donner Party,2009,115118
37228,Hall Pass,2011,88376
37239,Stuck,2007,645069
37242,Any Given Sunday,1999,61709
37248,AmericanEast,2008,949672
37255,Battle in Seattle,2007,90464
37264,Paris Texas,1984,126189
37271,Saturday Morning Massacre,2012,105130
37288,As You Like It,1936,574323
37291,Anna Karenina,1935,569990
37295,Convicts at Large,1938,505941
37300,Cass,2008,563070
37302,The Story of Will Rogers,1952,570592
37303,Notting Hill,1999,60889
37305,Kings of the Evening,2008,562039
37317,The Kingdom,2007,77188
37318,The Four Musketeers,1974,58530
37326,Groundhog Day,1993,50243
37331,My Own Private Idaho,1991,50073
37333,Devil Dog: The Hound of Hell,1978,393227
37337,Now Forager,2012,146662
37341,Escape from Planet Earth,2013,104668
37343,Any Which Way You Can,1980,56821
37348,The Grudge,2004,64752
37353,Animal Kingdom,2010,96123
37369,The Mysteries of Pittsburgh,2008,649219
37394,Inside Supertramp: 1974-1978,2004,12965441
37397,1990: Bronx Warriors,1982,579878
37398,Billu,2009,565886
37401,Sissi: The Young Empress,1956,790192
37414,Daniel's Daughter,2008,25676
37429,Love and Other Four Letter Words,2007,648366
37440,Big Fan,2009,158839
37450,Serial Mom,1994,12268823
37453,Soldier Jane,2013,806875
37454,Hysteria,2011,742052
37469,Snowpiercer,2013,138845
37475,Legend of Speed,1999,956387
37478,Charles Mingus: Triumph of the Underdog,2004,12965451
37482,Man on Fire,2004,66335
37510,Anacondas: The Hunt for the Blood Orchid,2004,66951
37512,The Good Student,2006,12262888
37522,Saawariya,2007,78777
37524,Mister Lonely,2008,118329
37527,Ash Wednesday,2002,116746
37529,Toolbox Murders,2004,86043
37531,Baby Doll,1956,71755
37532,I'm So Excited,2013,106769
37535,The Descendants,2011,98491
37540,Close Encounters Of The Third Kind,1977,7227
37541,Hamlet,2009,41787
37561,Gregory Crewdson: Brief Encounters,2012,785156
37566,Three Amigos,1986,63681
37575,Torch Song,1953,583848
37583,Metropolitan,1935,579071
37601,B-Girl,2009,652207
37603,The Man with Nine Lives,1940,579006
37610,King's Ransom,2005,67768
37619,Francine,2012,784665
37621,Cries and Whispers,1972,136874
37623,Black Label Society: European Invasion,2006,12972953
37628,Superman: The Movie,1978,56814
37637,Five,1951,577896
37642,The Crush,1993,51150
37653,Beastly,2011,101191
37659,The Hunt for Eagle One: Crash Point,2006,6144
37672,Affinity,2008,43169
37688,Living in Oblivion,1995,56096
37694,You Can Thank Me Later,1999,65326
37701,Seduced: Pretty When You Cry,2001,67672
37703,Bachelor Party Vegas,2006,8569
37706,Tommy and the Cool Mule,2009,14527
37718,Naked Lie,1989,34371
37720,All American Zombie Drugs,2010,240850
37723,Rooster Cogburn,1975,80628
37726,Murder She Said,1961,77767
37735,Oh God! Book II,1980,54884
37741,Threesome,1994,79951
37743,The White Countess,2005,87950
37748,Last Great Ride,1999,54317
37749,The Conformist,1970,576021
37750,High Voltage,1929,595109
37751,Paris When It Sizzles,1964,75843
37752,Il Generale Della Rovere,1959,510042
37753,Stop-Loss,2008,73369
37757,Spectacular!,2009,25203
37761,The Morgue,2008,562979
37762,Blues,2008,859511
37775,Fast & Furious,2009,76660
37776,The Wolverine,2013,107921
37779,Rise of the Footsoldier,2007,647041
37783,Children of a Lesser God,1986,82033
37786,Closing the Ring,2007,98118
37790,The Grudge 2,2006,70107
37791,Alice Cooper Trashes the World,1990,12972949
37805,Neighbor,2009,208744
37807,Hocus Pocus,1993,81951
37813,Four Sheets to the Wind,2007,643723
37814,The Three Stooges,2012,101310
37817,Cheech & Chong's Animated Movie,2013,12447
37818,Let the Devil Wear Black,1999,605930
37835,The Job,2003,4614
37846,In Time,2011,97447
37847,Excess Baggage,1997,51292
37848,The Holcroft Covenant,1985,595825
37858,Friday the 13th: Part 4: The Final Chapter,1984,53388
37859,Pufnstuf,1970,580533
37865,The Godfather,1972,12279918
37878,The History of Future Folk,2012,800129
37886,1776,1972,153247
37889,Pushing Tin,1999,54849
37895,The Over-the-Hill Gang,1969,39061
37911,Maniac on the Loose,2008,565922
37924,Soap,2006,679316
37925,Alexander,2004,85857
37930,Trust the Man,2005,73453
37931,Scrapple,1998,12965460
37944,Taken,2008,95944
37945,The Tattooed Hit Man,1977,595582
37946,The Contractor,2007,6008
37947,Clash of the Titans,2010,90544
37948,A Wonderful Night in Split,2004,551984
37954,Lilies of the Field,1963,69807
37957,Dudley Do-Right,1999,59693
37958,The Flight of the Phoenix,1965,69160
37967,Police Academy 5: Assignment: Miami Beach,1988,53524
37970,A Day in the Life,2009,205856
37971,Honky Tonk Freeway,1981,566994
37985,Chasing the Green,2009,648698
38015,Zerophilia,2005,556420
38020,Underworld: Awakening,2012,12269582
38021,Black Sunday,1977,50272
38023,To Play or to Die,1990,525727
38034,The Chorus,2004,66090
38046,His Way,2011,30770
38049,Grumpier Old Men,1995,55000
38051,Room at the Top,1959,109101
38056,The English Patient,1996,105887
38060,The Illustrated Man,1969,107704
38071,The Lord of the Rings,1978,689765
38074,April in Paris,1952,566973
38078,Apocalypse,1998,107483
38079,The Lady in Scarlet,1935,580930
38081,Father of the Bride,1950,65459
38087,Skinned Alive,1990,190801
38092,The Adventures of Sebastian Cole,1998,65654
38098,Poison,1991,568999
38114,The Extreme Adventures of Super Dave,2000,4100
38126,The Samaritan,2012,123148
38128,He Loves Me He Loves Me Not,2002,66026
38135,The Young Land,1959,584730
38144,Waterworld,1995,52112
38147,Being Julia,2004,67535
38159,Juan of the Dead,2011,111519
38162,Warm Bodies,2013,105577
38170,No Way to Treat a Lady,1968,80261
38172,Reign Over Me,2007,76887
38177,Wonderwall,1968,637967
38178,Falling,2005,400068
38179,Blood Runs Cold,2011,772103
38199,Steve Miller Band: Live from Chicago,2008,12972937
38200,Citizen Jane,2009,364725
38207,After the Storm,2001,23671
38211,Jiang Hu: The Triad Zone,2000,960044
38214,Le Divorce,2003,65241
38228,Motorama,1991,568683
38233,The Tall T,1957,72729
38237,ThanksKilling 3,2012,238765
38238,Tropic of Cancer,1970,572541
38244,Prison of Secrets,1997,25059
38246,Do the Right Thing,1989,74120
38248,The Miles Davis Story,2001,12972924
38250,Happy Tears,2009,93870
38251,Summer '04,2006,76396
38252,Stevie Ray Vaughan and Double Trouble: Live from Austin Texas,1995,12972923
38256,Erin Brockovich,2000,57225
38277,Headspace,2005,123450
38286,House of 1000 Corpses,2003,83052
38294,The Winning Team,1952,585638
38310,Saw II,2005,67711
38318,Gaslight,1944,70946
38321,Baby Jane?,2010,737225
38326,Perils of the Jungle,1953,580202
38335,Blade in the Dark,1983,503780
38347,The A Plate,2012,786855
38353,Prey of the Chameleon,1992,383611
38364,Jurassic Park,1993,48475
38376,The Devil's Advocate,1997,12263847
38377,Disappearances,2007,110003
38384,The Rage of Paris,1938,605959
38393,Little Women,1933,64227
38394,Man of Steel,2013,108014
38399,Vision Quest,1985,59891
38402,This Movie Is Broken,2010,668276
38407,Prince,2010,939848
38409,Groove,2000,62189
38411,Catwoman,2004,66599
38413,Climates,2006,645572
38416,Our Idiot Brother,2011,108792
38417,Drillbit Taylor,2008,84020
38421,The Story of Jacob and Joseph,1974,391635
38427,Support Your Local Gunfighter,1971,709997
38428,Mike Oldfield: Live at Montreux 1981,1981,12972920
38430,Frankenweenie,1984,573878
38434,Berserk: The Golden Age Arc I - The Egg of the King,2012,794269
38443,The Real Bruce Lee,1973,613845
38454,Spike,2008,956566
38465,Footlight Parade,1933,55258
38470,Austenland,2013,115649
38475,Raiders of Leyte Gulf,1963,584436
38477,The Trouble with Harry,1955,69884
38481,Room 205,2007,646461
38490,Deja Vu,1998,70513
38494,Wrong Turn 2: Dead End,2007,5803
38505,Eragon,2006,70040
38506,Saturn 3,1980,569517
38523,Follow Me,2010,735938
38530,Spinning Boris,2003,28802
38534,Tarzan's Revenge,1938,68285
38540,The Fan,1996,49953
38541,Fired Up!,2009,75775
38543,Girls! Girls! Girls!,1962,50679
38563,The Ruins,2008,95081
38567,Ulli Lommel's Black Dahlia,2006,196793
38568,Big Top Scooby Doo!,2012,14838
38574,Witchouse 2,1999,619269
38579,Playing Columbine,2008,564796
38582,Woman of the Year,1942,66256
38601,Black Widow,1954,151950
38611,Stan Helsing,2009,113078
38614,The Collector,2009,84557
38616,Crazy as Hell,2002,787568
38618,Cannery Row,1982,76996
38619,The 7th Hunt,2009,867561
38620,James Last: Gentleman of Music,2000,12972903
38646,The Descent: Part 2,2009,98984
38652,Merrill's Marauders,1962,573254
38661,The Net,1995,50953
38665,Echo,2007,822764
38673,The Out-of-Towners,1999,66680
38678,Dil Se,1998,20692
38679,Tangled,2010,73899
38682,Autumn in New York,2000,116779
38684,Far from Home: The Adventures of Yellow Dog,1995,56561
38686,Half Past Dead,2002,80802
38690,Luck,2009,650131
38693,The Jackal,1997,88973
38694,The Last Kung Fu Monk,2010,219499
38698,Thunderheart,1992,50649
38700,Infernal Affairs,2002,80713
38701,The Merry Widow,1934,51399
38702,Hubog,2001,818178
38704,Delicatessen,1991,589041
38706,Orbs: The Veil is Lifting,2007,12972891
38707,Khakee,2004,171699
38709,September,1987,49860
38715,Summer Magic,1963,64749
38720,Phenomena,1985,49783
38723,Jefferson in Paris,1995,88679
38729,Unknown,2011,12263706
38739,Steel Magnolias,1989,53452
38750,Halloween 5: The Revenge of Michael Myers,1989,81846
38758,St. Ives,1976,80053
38760,Ferlinghetti: A Rebirth of Wonder,2009,105257
38761,Uprising,2001,12259590
38767,Loser,2000,133749
38776,Executive Suite,1954,65278
38794,The Last Day of Summer,2008,26343
38803,Life With Father,1947,56422
38818,Delta Force 3,1991,21382
38819,Superbad,2007,72113
38826,The Man in the Gray Flannel Suit,1956,83982
38833,Gone in 60 Seconds,2000,62706
38837,The Rage,2007,167556
38842,Black Knight,2001,60898
38845,Corky Romano,2001,67126
38849,Slip,2006,12965467
38854,3 Ninjas,1992,77918
38862,Another Gay Sequel: Gays Gone Wild!,2008,563661
38863,Don't Look Now,1973,566897
38867,Election,1999,53336
38870,Catch a Fire,2006,76974
38876,The Kiss of the Vampire,1963,80149
38881,Burden of Dreams,1982,504534
38886,Bloody Mallory,2002,633535
38890,Tobacco Road,1941,570250
38892,Fantastic Voyage,1966,69574
38898,Black & White,1999,22615
38907,Zatoichi: Vol. 12: Zatoichi and the Chess Expert,1965,614028
38927,The Vow,2012,99934
38929,Zakhm,1998,940302
38934,Unanswered Prayers,2010,26949
38936,$9.99 ,2008,646729
38943,Mr. Magorium's Wonder Emporium,2007,73773
38944,Sergeant York,1941,75995
38956,Mysterious Skin,2004,88256
38959,Because I Said So,2007,73802
38964,Bedknobs and Broomsticks,1971,52339
38978,Fire & Ice: The Dragon Chronicles,2008,77464
38981,Moscow Zero,2006,647040
38984,Cheetah,1989,82337
38986,Across the Universe,2007,92198
38988,Down Argentine Way,1940,566867
38999,Green Dragon,2001,629280
39006,Vertigo,1958,77360
39009,Deadly Friend,1986,53763
39014,The Mask,1994,52499
39015,Scarlet Pimpernel,1982,12258175
39016,The Hobbit: An Unexpected Journey,2012,96190
39018,The Prodigal Boxer,1972,580515
39022,Once Upon a Time Was I VerÃ´nica,2012,832192
39026,What Matters Most,2001,622060
39028,Dirty Rotten Scoundrels,1988,50124
39039,Alice's Adventures in Wonderland,1972,52130
39040,The Brooklyn Brothers Beat the Best,2012,773503
39045,Another Harvest Moon,2010,772642
39047,20 Million Miles to Earth,1957,69298
39048,Kangaroo Jack,2003,62985
39052,Chitty Chitty Bang Bang,1968,82635
39060,The Fighter,2010,88991
39063,The Invasion,2007,74027
39069,The Case of the Frightened Lady,1940,962529
39071,American Girl: Chrissa Stands Strong,2009,45289
39075,Twilight Zone: The Movie,1983,90526
39094,Transamerica,2005,79318
39118,Witchboard,1986,51137
39120,Drinking Buddies,2013,117418
39126,Astral City: A Spiritual Journey,2010,99587
39136,The Chronicles of Riddick,2004,65494
39140,The Notebook,2004,67473
39143,The Butcher Boy,1997,53177
39152,Scary Movie 5,2013,94483
39165,Darling Lili,1970,144075
39174,Buddha Mar Gaya,2007,560226
39177,Barbie Mermaidia,2006,8027
39181,Get Carter,1971,92970
39182,Blume in Love,1973,53829
39183,2012: Doomsday,2008,771422
39185,Throne of Blood,1957,91259
39202,Somers Town,2008,562066
39217,The Caine Mutiny,1954,71868
39223,Lucky,2010,100702
39235,Winter Kills,1979,567193
39237,Wall Street,1987,56083
39241,Donna Summer: Live and More Encore,1999,12965473
39248,A Goofy Movie,1995,12259350
39249,Paris 36,2008,646927
39252,Alive,1993,53786
39254,My Favorite Year,1982,64233
39258,Hour of the Gun,1967,66522
39267,Royal Warriors,1986,522065
39273,Slaves in Bondage,1937,523558
39275,Extreme Ops,2002,68177
39278,New Adventures of Tarzan,1935,952004
39279,Peep World,2010,105802
39281,Mi Verano con Amanda,2008,127132
39284,Kill Theory,2008,654192
39287,LUV,2013,781017
39292,Solaris,1972,589218
39297,Blue Streak,1999,112226
39302,American Crude,2008,8913
39310,To Sir with Love,1967,61787
39316,A Sound of Thunder,2005,68924
39326,Dr. Moreau's House of Pain,2004,193009
39327,Silver Bullets,2011,125931
39329,Concrete Cowboys,1979,36463
39330,Robin Hood: Men in Tights,1993,49873
39333,Beyond the Valley of the Dolls,1970,82452
39337,Dead Mine,2012,134371
39341,Chasing Mavericks,2012,105881
39345,Most Wonderful Time of the Year,2008,26216
39346,The Liability,2012,125101
39351,Hundra,1983,577483
39354,Some Like It Hot,1959,79272
39370,The Package,1989,50865
39373,Not Easily Broken,2009,76234
39383,The Other Side of Sleep,2011,765962
39385,X Games: The Movie,2009,859845
39392,Bones,2001,62003
39394,Batman & Mr. Freeze: Subzero,1998,2253
39409,Petulia,1968,568465
39418,The Gorilla,1939,568283
39426,Arsenic and Old Lace,1944,64963
39430,This Is Not a Test,1962,586220
39443,Zombie Undead,2010,208726
39444,City of Angels,1998,53400
39452,Lies and Illusions,2009,94459
39457,Ice Castles,1978,50362
39463,The Cold Lands,2013,826745
39477,Blonde Ambition,2007,83895
39482,Intermission,2003,77280
39485,Brothers,2009,97253
39494,The Big I Am,2010,216315
39500,Redneck Zombies,1989,802722
39507,The Bank Job,2008,85377
39510,Eden Log,2007,561274
39515,Much Ado About Nothing,2012,120604
39519,Would Be Kings,2008,12262923
39525,The Cheap Detective,1978,58380
39538,Maz Jobrani: Brown and Friendly,2009,1455945
39546,Foolish,1999,818083
39548,The Boss of It All,2006,83319
39573,The Italian,2005,122250
39574,Truth or Die,2012,796246
39582,Officer Down,2013,117911
39585,Contraband,2012,114823
39587,1408,2007,78817
39591,The Mummy: Tomb of the Dragon Emperor,2008,74257
39593,Cypress Hill: Smoke Out,2002,12972844
39599,Hart's War,2002,62098
39606,Trust,1990,567621
39610,Get Thrashed,2006,812661
39615,Suburban Commando,1991,55278
39618,Reaching for the Moon,2013,169422
39626,See No Evil Hear No Evil,1989,53520
39630,Stolen Summer,2002,63561
39644,Right Now,2004,634358
39646,Shadow: Dead Riot,2006,636744
39668,Colorado Sundown,1952,505703
39687,Lymelife,2008,113076
39692,Crying with Laughter,2009,650193
39695,Sahara Cross,1978,581134
39696,Sharpshooter,2007,38213
39698,The Weather Man,2005,79220
39704,This Is Elvis,1981,121240
39705,Locked Up,2004,12972857
39707,Can't Hardly Wait,1998,70001
39710,Hugh Hefner: Playboy Activist and Rebel,2009,12263449
39711,Justin Timberlake: Futuresex / Loveshow: Live from Madison Square Garden,2008,12972856
39715,Love Actually,2003,88626
