rovi_sm_id,rovi_id,rovi_show_type
223553,1526981,SE
1525310,1526983,SE
1526985,1526985,SM
768886,1526986,SE
,1526989,MO
1172170,1526991,SE
1525310,1526994,SE
,1526999,MO
1110801,1527003,SE
1525310,1527006,SE
768886,1527008,SE
1355176,1527010,SE
446044,1527012,SE
,1527018,MO
788511,1527019,SE
1100227,1527020,SE
437183,1527021,SE
,1527022,MO
379835,1527025,SE
788511,1527026,SE
223553,1527030,SE
788511,1527031,SE
771826,1527032,SE
788511,1527034,SE
223553,1527035,SE
423331,1527036,SE
223553,1527037,SE
1465814,1527038,SE
223553,1527041,SE
223553,1527043,SE
1527044,1527044,SM
223553,1527045,SE
223553,1527048,SE
1296747,1527049,SE
223553,1527051,SE
1526916,1527054,SE
223553,1527061,SE
223553,1527062,SE
473394,1527063,SE
824452,1527066,SE
1526916,1527067,SE
824452,1527069,SE
223553,1527070,SE
824452,1527071,SE
824452,1527072,SE
824452,1527073,SE
223553,1527074,SE
223553,1527077,SE
,1527079,MO
1403031,1527080,SE
1403031,1527081,SE
788511,1527083,SE
788511,1527085,SE
1526916,1527086,SE
1527089,1527089,SM
1379030,1527092,SE
1382871,1527093,SE
,1527094,MO
1509044,1527095,SE
1368628,1527098,SE
1382871,1527099,SE
1450137,1527100,SE
1358950,1527101,SE
,1527105,MO
,1527108,MO
,1527110,MO
1494809,1527112,SE
747074,1527119,SE
920211,1527120,SE
842671,1527122,SE
720561,1527123,SE
430935,1527125,SE
473394,1527128,SE
,1527134,MO
1273625,1527135,SE
1219275,1527138,SE
1503609,1527141,SE
1219275,1527142,SE
1273625,1527143,SE
461965,1527146,SE
461967,1527147,SE
1527150,1527150,SM
1221097,1527153,SE
1527154,1527154,SM
,1527158,MO
220726,1527165,SE
220726,1527167,SE
220726,1527168,SE
220726,1527169,SE
220726,1527170,SE
1223361,1527171,SE
1425952,1527172,SE
1425962,1527174,SE
1521820,1527175,SE
1527177,1527177,SM
,1527178,MO
1426119,1527179,SE
230960,1527182,SE
425311,1527184,SE
1527187,1527187,SM
1464592,1527192,SE
1329030,1527194,SE
1194918,1527195,SE
1379030,1527197,SE
11851582,1527200,SE
1335627,1527203,SE
1501152,1527204,SE
460311,1527209,SE
1148472,1527213,SE
1527214,1527214,SM
1298364,1527216,SE
445939,1527218,SE
1322294,1527219,SE
1489892,1527222,SE
1344039,1527223,SE
237347,1527227,SE
237347,1527228,SE
430935,1527233,SE
1527237,1527237,SM
427550,1527238,SE
1277393,1527242,SE
427871,1527243,SE
1458515,1527244,SE
1358950,1527248,SE
816094,1527249,SE
1449366,1527251,SE
1487654,1527252,SE
1379030,1527253,SE
448251,1527255,SE
1409735,1527258,SE
1459175,1527259,SE
1291532,1527261,SE
427580,1527263,SE
,1527267,MO
1503284,1527268,SE
1129849,1527270,SE
1527271,1527271,SM
1461211,1527272,SE
211172,1527273,SE
1461211,1527275,SE
211172,1527278,SE
429651,1527279,SE
1419378,1527283,SE
211172,1527284,SE
211172,1527286,SE
211172,1527287,SE
1527289,1527289,SM
1128995,1527290,SE
1527293,1527293,SM
1193424,1527294,SE
1434196,1527295,SE
1105404,1527296,SE
1161752,1527298,SE
222278,1527299,SE
1103247,1527302,SE
211172,1527303,SE
1120894,1527304,SE
430935,1527305,SE
211172,1527306,SE
720561,1527307,SE
1527308,1527308,SM
1273625,1527309,SE
1273625,1527310,SE
1328664,1527312,SE
211172,1527313,SE
1273625,1527314,SE
1273625,1527316,SE
211172,1527317,SE
1273625,1527318,SE
1411583,1527319,SE
1463445,1527320,SE
211172,1527321,SE
1104787,1527323,SE
,1527324,MO
66615032,1527326,SE
,1527327,MO
819428,1527328,SE
1235548,1527329,SE
,1527334,MO
427871,1527335,SE
1193424,1527337,SE
448251,1527339,SE
1252380,1527340,SE
1527341,1527341,SM
1527341,1527343,SE
1487654,1527347,SE
1527348,1527348,SM
1527348,1527349,SE
427580,1527355,SE
1527356,1527356,SM
1527356,1527358,SE
843974,1527363,SE
1459175,1527365,SE
1461211,1527375,SE
1461211,1527379,SE
1358950,1527381,SE
1461211,1527384,SE
1453440,1527394,SE
425311,1527408,SE
1527412,1527412,SM
1527412,1527413,SE
1301381,1527414,SE
1527412,1527416,SE
1227393,1527417,SE
468327,1527420,SE
