rovi_sm_id,rovi_id,rovi_show_type
464616,520752,SE
464616,520753,SE
464616,520754,SE
464616,520755,SE
464616,520756,SE
464616,520757,SE
464616,520758,SE
464616,520759,SE
464616,520760,SE
464616,520761,SE
464616,520762,SE
464616,520763,SE
464616,520764,SE
464616,520765,SE
464616,520766,SE
464616,520767,SE
464616,520768,SE
464616,520769,SE
464616,520770,SE
464616,520771,SE
464616,520772,SE
464616,520773,SE
464616,520774,SE
464616,520775,SE
464616,520776,SE
464616,520777,SE
464616,520778,SE
464616,520779,SE
464616,520780,SE
464616,520781,SE
464616,520782,SE
464616,520783,SE
464616,520784,SE
464616,520785,SE
464616,520786,SE
464616,520787,SE
464616,520788,SE
464616,520789,SE
464616,520790,SE
464616,520791,SE
464616,520792,SE
464616,520793,SE
464616,520794,SE
464616,520795,SE
464616,520796,SE
464616,520797,SE
464616,520798,SE
464616,520799,SE
464616,520800,SE
522575,520801,SE
522575,520802,SE
522575,520803,SE
520804,520804,SM
520804,520805,SE
520804,520806,SE
845628,520808,SE
845628,520809,SE
845628,520810,SE
845628,520811,SE
845628,520812,SE
845628,520813,SE
845628,520814,SE
520815,520815,SM
520815,520816,SE
520815,520817,SE
861522,520818,SE
861522,520819,SE
861522,520820,SE
861522,520821,SE
520596,520822,SE
520596,520823,SE
520596,520824,SE
520596,520825,SE
520596,520826,SE
520596,520827,SE
520596,520828,SE
520596,520829,SE
517849,520866,SE
517849,520867,SE
517849,520868,SE
517849,520869,SE
517849,520870,SE
517849,520871,SE
517849,520872,SE
517849,520873,SE
517849,520874,SE
517849,520875,SE
517849,520876,SE
517849,520877,SE
517849,520878,SE
517849,520879,SE
517849,520880,SE
517849,520881,SE
517849,520882,SE
1212,520883,SE
1212,520884,SE
1212,520885,SE
1212,520886,SE
1212,520887,SE
1212,520888,SE
518652,520889,SE
518652,520890,SE
518652,520891,SE
518652,520892,SE
518652,520893,SE
518652,520894,SE
515336,520895,SE
515336,520896,SE
515336,520897,SE
896407,520898,SE
896407,520899,SE
896407,520900,SE
896407,520901,SE
896407,520902,SE
896407,520903,SE
896407,520904,SE
896407,520905,SE
896407,520906,SE
896407,520907,SE
896407,520908,SE
896407,520909,SE
896407,520910,SE
896407,520911,SE
896407,520912,SE
896407,520913,SE
896407,520914,SE
896407,520915,SE
896407,520916,SE
896407,520917,SE
896407,520918,SE
896407,520919,SE
896407,520920,SE
896407,520921,SE
896407,520922,SE
896407,520923,SE
896407,520924,SE
896407,520925,SE
896407,520926,SE
896407,520927,SE
896407,520928,SE
896407,520929,SE
515819,520930,SE
515824,520931,SE
515827,520935,SE
515827,520936,SE
515827,520937,SE
515827,520938,SE
515827,520939,SE
515827,520940,SE
515832,520942,SE
515832,520943,SE
515832,520944,SE
515832,520945,SE
515832,520946,SE
515832,520947,SE
515832,520948,SE
515832,520949,SE
515832,520950,SE
515832,520951,SE
515832,520952,SE
515832,520953,SE
515832,520954,SE
515832,520955,SE
515832,520956,SE
515832,520957,SE
515832,520958,SE
515832,520959,SE
515832,520960,SE
515832,520961,SE
515832,520962,SE
515832,520963,SE
515832,520964,SE
515832,520965,SE
515832,520966,SE
515832,520967,SE
515832,520968,SE
515832,520969,SE
515832,520970,SE
515832,520971,SE
515832,520972,SE
520973,520973,SM
518899,520975,SE
518899,520976,SE
518899,520977,SE
520978,520978,SM
447009,520979,SE
447009,520980,SE
880624,520981,SE
880624,520982,SE
880624,520983,SE
114894,520985,SE
114894,520986,SE
114894,520987,SE
129712,520988,SE
129712,520989,SE
129712,520990,SE
129712,520991,SE
518915,520992,SE
518915,520993,SE
518915,520994,SE
518915,520995,SE
518915,520996,SE
518915,520997,SE
518915,520998,SE
518915,520999,SE
518915,521000,SE
518915,521001,SE
518915,521002,SE
518915,521003,SE
518915,521004,SE
518915,521005,SE
518915,521006,SE
