rovi_sm_id,rovi_id,rovi_show_type
960707,947724,SE
572315,947725,SE
576727,947726,SE
574944,947727,SE
576921,947728,SE
576921,947729,SE
575233,947730,SE
577015,947731,SE
577382,947732,SE
577664,947733,SE
867846,947734,SE
673679,947735,SE
970576,947736,SE
578215,947737,SE
579921,947738,SE
299454,947740,SE
299454,947741,SE
861770,947742,SE
299454,947743,SE
581826,947745,SE
947746,947746,SM
582409,947747,SE
582498,947748,SE
582498,947749,SE
299454,947750,SE
299454,947751,SE
299454,947752,SE
299454,947753,SE
299454,947754,SE
584519,947755,SE
587290,947756,SE
863295,947757,SE
947758,947758,SM
582600,947759,SE
586849,947760,SE
582498,947761,SE
582498,947762,SE
582498,947763,SE
582498,947764,SE
588057,947765,SE
585586,947767,SE
975250,947768,SE
437198,947769,SE
589465,947770,SE
586516,947771,SE
586516,947772,SE
586516,947773,SE
972767,947774,SE
424789,947775,SE
48976,947776,SE
48976,947777,SE
947779,947779,SM
587585,947780,SE
587585,947781,SE
587598,947782,SE
424781,947783,SE
424781,947784,SE
587778,947785,SE
586516,947786,SE
851401,947787,SE
590032,947788,SE
590032,947789,SE
590032,947790,SE
898242,947791,SE
591553,947792,SE
591622,947793,SE
594364,947794,SE
872328,947795,SE
594501,947796,SE
592628,947798,SE
592871,947799,SE
851742,947800,SE
450530,947801,SE
450530,947802,SE
450530,947803,SE
272786,947804,SE
594061,947805,SE
902775,947806,SE
56762,947807,SE
56762,947808,SE
599771,947809,SE
599771,947810,SE
599771,947811,SE
598099,947812,SE
947813,947813,SM
864941,947814,SE
421122,947815,SE
256161,947816,SE
600245,947817,SE
58507,947819,SE
598554,947820,SE
891793,947821,SE
331107,947822,SE
331107,947823,SE
331107,947824,SE
331107,947825,SE
602614,947826,SE
947827,947827,SM
331107,947828,SE
601523,947829,SE
923378,947830,SE
231729,947831,SE
231729,947832,SE
258338,947833,SE
678204,947834,SE
231729,947835,SE
231729,947836,SE
129702,947837,SE
678204,947838,SE
678204,947839,SE
233867,947840,SE
678204,947841,SE
678204,947842,SE
233867,947843,SE
269004,947844,SE
612974,947845,SE
233867,947846,SE
233867,947847,SE
853258,947848,SE
612804,947850,SE
612804,947851,SE
612188,947852,SE
900574,947853,SE
900574,947854,SE
615416,947855,SE
615416,947856,SE
615416,947857,SE
615416,947858,SE
614600,947859,SE
614600,947860,SE
613294,947861,SE
