rovi_sm_id,rovi_id,rovi_show_type
896007,747777,SE
368645,747778,SE
423501,747779,SE
724393,747780,SE
703233,747781,SE
673356,747782,SE
673356,747783,SE
673356,747784,SE
747856,747785,SE
469777,747787,SE
743215,747788,SE
426700,747789,SE
743251,747791,SE
712429,747792,SE
735480,747793,SE
752052,747794,SE
450068,747795,SE
741637,747796,SE
678668,747797,SE
678668,747798,SE
678668,747799,SE
681580,747800,SE
681580,747801,SE
681580,747802,SE
672677,747803,SE
672677,747804,SE
673713,747805,SE
425421,747806,SE
676906,747807,SE
737176,747808,SE
737176,747809,SE
737176,747810,SE
868289,747811,SE
432425,747814,SE
720561,747815,SE
674093,747816,SE
674093,747817,SE
675293,747819,SE
747820,747820,SM
953269,747821,SE
747218,747822,SE
747218,747823,SE
747218,747824,SE
886618,747825,SE
740929,747826,SE
696580,747827,SE
696580,747828,SE
449311,747829,SE
445787,747831,SE
720750,747833,SE
720750,747834,SE
424643,747835,SE
743041,747836,SE
743041,747837,SE
430985,747838,SE
430985,747839,SE
430985,747840,SE
430985,747841,SE
430985,747842,SE
446126,747843,SE
747844,747844,SM
423517,747845,SE
423517,747846,SE
737205,747847,SE
737205,747848,SE
672685,747854,SE
672685,747855,SE
747856,747856,SM
424776,747857,SE
735994,747858,SE
233866,747859,SE
233866,747860,SE
233866,747861,SE
233866,747862,SE
962094,747863,SE
718634,747864,SE
718634,747865,SE
735253,747867,SE
739880,747868,SE
728790,747869,SE
728791,747870,SE
447842,747872,SE
747874,747874,SM
673171,747875,SE
423501,747878,SE
380026,747879,SE
423656,747880,SE
423656,747881,SE
423656,747882,SE
673713,747883,SE
447690,747884,SE
747885,747885,SM
455998,747886,SE
747887,747887,SM
455866,747888,SE
677647,747889,SE
747890,747890,SM
747891,747891,SM
741309,747892,SE
474437,747893,SE
970571,747894,SE
426700,747895,SE
739100,747896,SE
739100,747898,SE
430985,747899,SE
736865,747900,SE
425264,747901,SE
736719,747902,SE
729887,747903,SE
423444,747904,SE
427548,747905,SE
427548,747906,SE
741637,747907,SE
747908,747908,SM
425594,747909,SE
425594,747910,SE
737919,747911,SE
721625,747912,SE
681580,747913,SE
681580,747914,SE
842671,747916,SE
428151,747917,SE
844392,747918,SE
423427,747919,SE
423678,747920,SE
423678,747921,SE
423671,747922,SE
367532,747923,SE
241081,747924,SE
747925,747925,SM
731599,747926,SE
750463,747929,SE
424948,747930,SE
424948,747931,SE
703911,747932,SE
427547,747934,SE
928842,747936,SE
427547,747937,SE
427547,747938,SE
747941,747941,SM
747942,747942,SM
423513,747943,SE
423513,747944,SE
972446,747945,SE
454503,747946,SE
861092,747947,SE
454503,747949,SE
673983,747950,SE
459978,747951,SE
975536,747952,SE
745882,747954,SE
745882,747956,SE
737174,747957,SE
737174,747958,SE
729859,747959,SE
747960,747960,SM
747961,747961,SM
673713,747962,SE
673713,747963,SE
747964,747964,SM
425947,747966,SE
425947,747967,SE
437585,747968,SE
697422,747969,SE
445931,747970,SE
743544,747971,SE
450445,747973,SE
736865,747975,SE
430985,747976,SE
