rovi_sm_id,rovi_id,rovi_show_type
441099,455910,SE
455911,455911,SM
423494,455912,SE
423493,455913,SE
423673,455914,SE
494385,455915,SE
494385,455917,SE
442926,455918,SE
494385,455919,SE
494385,455921,SE
,455923,MO
423676,455924,SE
423501,455925,SE
425374,455926,SE
494385,455929,SE
449677,455930,SE
494385,455931,SE
,455934,MO
,455935,MO
453157,455937,SE
430935,455938,SE
,455939,MO
423669,455940,SE
423684,455941,SE
423676,455943,SE
,455944,MO
433512,455945,SE
455947,455947,SM
455948,455948,SM
425314,455949,SE
,455961,MO
,455963,MO
,455964,MO
,455965,MO
,455966,MO
,455967,MO
,455968,MO
,455969,MO
,455970,MO
,455971,MO
423498,455973,SE
423671,455975,SE
430935,455976,SE
423676,455979,SE
423684,455980,SE
425374,455981,SE
424455,455982,SE
423691,455983,SE
,455985,MO
423438,455986,SE
427566,455987,SE
,455988,MO
,455989,MO
,455990,MO
454981,455992,SE
423494,455993,SE
,455994,MO
446647,455996,SE
1204231,455997,SE
455998,455998,SM
452778,455999,SE
446647,456000,SE
446647,456001,SE
446647,456002,SE
424773,456003,SE
424773,456004,SE
424773,456005,SE
469707,456007,SE
1111839,456009,SE
425237,456010,SE
456011,456011,SM
425162,456012,SE
448725,456013,SE
425162,456014,SE
425162,456015,SE
425165,456018,SE
425165,456019,SE
425165,456020,SE
425165,456021,SE
425166,456023,SE
446647,456025,SE
446647,456026,SE
446647,456027,SE
446647,456028,SE
446647,456029,SE
446647,456030,SE
446647,456031,SE
446647,456032,SE
446647,456033,SE
446647,456034,SE
446647,456035,SE
446647,456036,SE
446647,456037,SE
446647,456038,SE
446647,456039,SE
446647,456040,SE
446647,456041,SE
446647,456042,SE
446647,456043,SE
446647,456044,SE
446647,456045,SE
446647,456046,SE
446647,456047,SE
446647,456048,SE
446647,456049,SE
446647,456050,SE
446647,456051,SE
446647,456052,SE
446647,456053,SE
446647,456054,SE
446647,456055,SE
446647,456056,SE
446647,456057,SE
446647,456058,SE
424457,456059,SE
424457,456060,SE
424457,456061,SE
424457,456062,SE
424457,456063,SE
424457,456064,SE
424457,456065,SE
424457,456066,SE
424457,456067,SE
424457,456068,SE
424457,456069,SE
424457,456070,SE
424457,456071,SE
424457,456072,SE
,456073,MO
,456074,MO
345441,456075,SE
436769,456086,SE
436769,456087,SE
436769,456088,SE
436769,456089,SE
436769,456090,SE
436769,456091,SE
436769,456092,SE
436769,456093,SE
436769,456094,SE
436769,456095,SE
,456096,MO
,456097,MO
,456098,MO
,456099,MO
425374,456101,SE
,456103,MO
423451,456104,SE
,456105,MO
424455,456106,SE
425957,456107,SE
,456108,MO
,456109,MO
453627,456111,SE
225601,456113,SE
225601,456114,SE
423501,456119,SE
423501,456120,SE
,456123,MO
423501,456124,SE
444310,456125,SE
451064,456127,SE
451064,456128,SE
451064,456129,SE
,456133,MO
435071,456135,SE
,456137,MO
424729,456140,SE
284006,456141,SE
452978,456143,SE
452978,456144,SE
423501,456145,SE
456146,456146,SM
429702,456153,SE
456154,456154,SM
429702,456155,SE
423670,456156,SE
423501,456157,SE
,456158,MO
423501,456159,SE
453157,456160,SE
423501,456161,SE
430935,456163,SE
,456165,MO
423684,456166,SE
,456168,MO
,456169,MO
,456170,MO
456172,456172,SM
,456173,MO
425374,456174,SE
,456175,MO
,456177,MO
,456178,MO
,456180,MO
,456181,MO
425135,456183,SE
425135,456187,SE
425135,456188,SE
449811,456189,SE
225601,456190,SE
,456191,MO
423499,456193,SE
423499,456194,SE
423499,456195,SE
424934,456197,SE
432465,456198,SE
429900,456199,SE
453627,456200,SE
424455,456201,SE
423503,456204,SE
494385,456205,SE
331102,456208,SE
,456209,MO
424936,456210,SE
424936,456211,SE
448264,456212,SE
,456213,MO
451208,456214,SE
456215,456215,SM
1111839,456216,SE
448438,456217,SE
426139,456218,SE
456219,456219,SM
456220,456220,SM
446379,456221,SE
435071,456222,SE
,456223,MO
,456227,MO
426095,456228,SE
452372,456229,SE
425374,456233,SE
425374,456234,SE
425374,456236,SE
435138,456237,SE
435138,456238,SE
441626,456244,SE
434022,456245,SE
,456246,MO
434022,456247,SE
300383,456249,SE
456250,456250,SM
445443,456252,SE
300383,456254,SE
449811,456255,SE
449811,456256,SE
449811,456257,SE
,456258,MO
,456259,MO
,456260,MO
,456262,MO
,456263,MO
870242,456264,SE
,456265,MO
443278,456267,SE
424457,456268,SE
423501,456269,SE
448257,456270,SE
494385,456271,SE
453157,456272,SE
423442,456273,SE
423432,456275,SE
,456279,MO
,456282,MO
448438,456283,SE
,456284,MO
425494,456285,SE
,456286,MO
,456287,MO
,456288,MO
,456289,MO
1111839,456291,SE
425683,456292,SE
424032,456293,SE
423479,456294,SE
,456295,MO
,456297,MO
,456302,MO
,456303,MO
,456305,MO
,456308,MO
448264,456311,SE
451208,456312,SE
456314,456314,SM
,456315,MO
,456318,MO
448479,456320,SE
453136,456324,SE
423438,456325,SE
,456326,MO
709255,456328,SE
,456329,MO
456330,456330,SM
448905,456332,SE
509078,456333,SE
449998,456334,SE
456335,456335,SM
423451,456337,SE
423501,456338,SE
,456342,MO
425374,456343,SE
,456344,MO
,456346,MO
456348,456348,SM
433506,456349,SE
,456350,MO
423675,456351,SE
,456353,MO
433512,456354,SE
,456355,MO
,456359,MO
423493,456360,SE
,456361,MO
423673,456362,SE
425374,456371,SE
,456372,MO
456373,456373,SM
423501,456375,SE
432349,456376,SE
425374,456377,SE
423670,456378,SE
444310,456379,SE
444310,456380,SE
444310,456381,SE
449998,456383,SE
456387,456387,SM
456387,456388,SE
448905,456389,SE
456387,456390,SE
456387,456393,SE
434742,456394,SE
434742,456395,SE
434742,456396,SE
435138,456397,SE
,456399,MO
,456400,MO
453761,456402,SE
453761,456403,SE
427551,456404,SE
,456405,MO
447567,456407,SE
426095,456408,SE
,456409,MO
,456410,MO
,456411,MO
,456412,MO
456413,456413,SM
429900,456414,SE
444926,456415,SE
423451,456416,SE
423451,456417,SE
456418,456418,SM
423451,456419,SE
423451,456420,SE
423501,456422,SE
469779,456423,SE
423501,456424,SE
427551,456425,SE
129131,456427,SE
129131,456428,SE
425683,456433,SE
428011,456435,SE
448121,456436,SE
424729,456437,SE
427566,456438,SE
425374,456441,SE
,456443,MO
450761,456444,SE
427870,456447,SE
427870,456448,SE
448264,456449,SE
,456451,MO
451208,456453,SE
,456454,MO
,456456,MO
444310,456459,SE
444310,456461,SE
423499,456462,SE
449998,456463,SE
452978,456464,SE
452978,456465,SE
452978,456466,SE
423499,456467,SE
,456468,MO
129604,456469,SE
456470,456470,SM
,456471,MO
428214,456473,SE
456474,456474,SM
205150,456475,SE
456477,456477,SM
,456479,MO
435071,456482,SE
453215,456485,SE
456486,456486,SM
441626,456488,SE
434022,456490,SE
331102,456491,SE
,456492,MO
426139,456493,SE
426095,456495,SE
425957,456496,SE
425957,456497,SE
231776,456498,SE
442913,456503,SE
425135,456504,SE
425135,456505,SE
425135,456506,SE
425135,456507,SE
442913,456508,SE
423647,456509,SE
423647,456510,SE
452372,456511,SE
456513,456513,SM
425349,456515,SE
425349,456516,SE
1110636,456517,SE
424729,456522,SE
423501,456523,SE
423501,456524,SE
,456525,MO
425683,456526,SE
456527,456527,SM
,456528,MO
,456530,MO
424936,456531,SE
,456532,MO
425374,456536,SE
425374,456538,SE
467906,456539,SE
426370,456542,SE
426370,456543,SE
442913,456545,SE
456546,456546,SM
442913,456547,SE
449811,456548,SE
451212,456549,SE
456550,456550,SM
456550,456551,SE
449811,456552,SE
449811,456553,SE
709255,456554,SE
456550,456555,SE
,456557,MO
,456558,MO
423493,456559,SE
423673,456560,SE
331102,456564,SE
423495,456565,SE
,456566,MO
,456567,MO
,456568,MO
423495,456569,SE
,456570,MO
423501,456571,SE
423494,456572,SE
,456573,MO
423547,456574,SE
423501,456576,SE
423494,456577,SE
431076,456578,SE
456579,456579,SM
