rovi_sm_id,rovi_id,rovi_show_type
1241877,1331200,SE
1193424,1331201,SE
469422,1331202,SE
469422,1331203,SE
469423,1331204,SE
1212903,1331205,SE
1255986,1331206,SE
1307285,1331207,SE
469427,1331208,SE
469427,1331209,SE
444048,1331210,SE
469427,1331211,SE
469427,1331213,SE
,1331215,MO
,1331216,MO
423684,1331217,SE
469422,1331218,SE
469422,1331219,SE
469423,1331220,SE
423547,1331221,SE
1326286,1331222,SE
1324654,1331223,SE
1331224,1331224,SM
1324502,1331225,SE
469427,1331226,SE
1241807,1331227,SE
1324508,1331228,SE
469427,1331229,SE
469427,1331230,SE
1325281,1331231,SE
1313721,1331233,SE
,1331234,MO
1325296,1331235,SE
211141,1331236,SE
1331240,1331240,SM
,1331241,MO
1331242,1331242,SM
1331244,1331244,SM
1313704,1331245,SE
1307285,1331247,SE
1128124,1331248,SE
,1331249,MO
444048,1331251,SE
494385,1331253,SE
1252420,1331256,SE
,1331258,MO
1307285,1331259,SE
469424,1331261,SE
,1331266,MO
442926,1331268,SE
1307285,1331269,SE
66332585,1331273,SE
1128130,1331276,SE
,1331278,MO
444048,1331279,SE
1331282,1331282,SM
211143,1331283,SE
211143,1331284,SE
1254370,1331285,SE
1331286,1331286,SM
1331287,1331287,SM
674794,1331288,SE
674794,1331290,SE
1331291,1331291,SM
674794,1331292,SE
,1331294,MO
,1331297,MO
,1331298,MO
,1331300,MO
,1331301,MO
674794,1331302,SE
1327976,1331303,SE
1327976,1331304,SE
674794,1331307,SE
1327976,1331308,SE
1327976,1331309,SE
,1331310,MO
674794,1331312,SE
1327976,1331313,SE
,1331317,MO
,1331321,MO
,1331323,MO
1254497,1331325,SE
,1331326,MO
449783,1331327,SE
449783,1331328,SE
,1331329,MO
163321,1331330,SE
1182491,1331331,SE
1331332,1331332,SM
163321,1331333,SE
1331334,1331334,SM
,1331335,MO
,1331336,MO
471080,1331337,SE
163321,1331338,SE
163321,1331339,SE
449798,1331341,SE
469427,1331343,SE
163321,1331344,SE
478197,1331345,SE
469427,1331346,SE
,1331347,MO
469427,1331348,SE
469427,1331350,SE
163321,1331351,SE
754080,1331352,SE
674794,1331353,SE
163321,1331354,SE
163321,1331355,SE
674794,1331356,SE
1326840,1331357,SE
,1331358,MO
674723,1331359,SE
163321,1331360,SE
899124,1331361,SE
163321,1331362,SE
19104709,1331363,SE
1143635,1331365,SE
674723,1331366,SE
163321,1331367,SE
163321,1331369,SE
455386,1331370,SE
163321,1331371,SE
674723,1331372,SE
163321,1331374,SE
773052,1331375,SE
1331377,1331377,SM
899124,1331379,SE
1331377,1331383,SE
1331377,1331384,SE
494385,1331385,SE
1331377,1331387,SE
761117,1331388,SE
674723,1331389,SE
1331377,1331390,SE
1331391,1331391,SM
1331377,1331392,SE
1103458,1331396,SE
966158,1331398,SE
1254535,1331399,SE
,1331400,MO
966158,1331406,SE
966158,1331409,SE
,1331414,MO
966158,1331415,SE
1331416,1331416,SM
1128995,1331417,SE
1257957,1331419,SE
423678,1331422,SE
423678,1331424,SE
423678,1331425,SE
423678,1331426,SE
1331427,1331427,SM
423678,1331428,SE
899124,1331430,SE
,1331431,MO
764108,1331432,SE
,1331433,MO
,1331434,MO
494385,1331435,SE
,1331436,MO
1158061,1331437,SE
871657,1331438,SE
,1331439,MO
674723,1331441,SE
899124,1331443,SE
1241663,1331444,SE
21651009,1331445,SE
,1331446,MO
424179,1331447,SE
,1331448,MO
424179,1331449,SE
424179,1331451,SE
,1331452,MO
,1331453,MO
424179,1331454,SE
,1331455,MO
424179,1331456,SE
674723,1331457,SE
,1331458,MO
771826,1331459,SE
883449,1331461,SE
,1331462,MO
428639,1331463,SE
773052,1331464,SE
1103458,1331466,SE
1128995,1331469,SE
,1331471,MO
,1331472,MO
248290,1331473,SE
1106720,1331474,SE
,1331475,MO
1106720,1331477,SE
1106720,1331478,SE
1103458,1331479,SE
1249128,1331480,SE
1249128,1331482,SE
1249128,1331483,SE
222272,1331484,SE
452932,1331485,SE
1249128,1331486,SE
1131186,1331487,SE
452932,1331488,SE
1158061,1331489,SE
1331490,1331490,SM
1331491,1331491,SM
452932,1331492,SE
,1331493,MO
,1331494,MO
452932,1331495,SE
452932,1331496,SE
966158,1331497,SE
431076,1331498,SE
431709,1331499,SE
431076,1331501,SE
431709,1331502,SE
431709,1331503,SE
1313721,1331504,SE
431709,1331505,SE
211141,1331506,SE
1176246,1331507,SE
431709,1331508,SE
966158,1331509,SE
1331513,1331513,SM
1313704,1331514,SE
1331515,1331515,SM
1331515,1331516,SE
427561,1331517,SE
1307285,1331519,SE
,1331521,MO
739100,1331522,SE
211143,1331524,SE
427561,1331525,SE
1294043,1331526,SE
211143,1331527,SE
1176246,1331531,SE
1331532,1331532,SM
1331533,1331533,SM
1331533,1331537,SE
1173257,1331539,SE
423513,1331540,SE
1331533,1331544,SE
423513,1331545,SE
1331546,1331546,SM
423513,1331547,SE
,1331548,MO
1103458,1331549,SE
423513,1331550,SE
1331551,1331551,SM
1331552,1331552,SM
423513,1331553,SE
1331554,1331554,SM
778842,1331557,SE
1331561,1331561,SM
1331564,1331564,SM
1307285,1331565,SE
1331566,1331566,SM
444048,1331567,SE
1103458,1331568,SE
1331569,1331569,SM
1331570,1331570,SM
1331570,1331571,SE
966158,1331574,SE
494385,1331575,SE
1131054,1331576,SE
1307285,1331578,SE
222272,1331580,SE
400982,1331583,SE
1307257,1331585,SE
966158,1331587,SE
1320748,1331590,SE
966158,1331591,SE
966158,1331593,SE
674794,1331594,SE
966158,1331597,SE
444048,1331598,SE
1331083,1331599,SE
1224779,1331603,SE
,1331604,MO
1313704,1331613,SE
1307285,1331615,SE
1205675,1331616,SE
,1331618,MO
444048,1331619,SE
771826,1331620,SE
1257957,1331621,SE
211143,1331622,SE
1224779,1331623,SE
211143,1331624,SE
494385,1331625,SE
427568,1331626,SE
1307285,1331628,SE
1331629,1331629,SM
1131054,1331631,SE
1331633,1331633,SM
,1331636,MO
1201589,1331641,SE
1331643,1331643,SM
1128995,1331644,SE
,1331645,MO
1317575,1331646,SE
,1331649,MO
1282796,1331650,SE
,1331651,MO
1307576,1331654,SE
771826,1331655,SE
1307576,1331656,SE
899124,1331657,SE
773052,1331658,SE
1103458,1331659,SE
1307285,1331661,SE
444048,1331662,SE
773052,1331663,SE
1103458,1331665,SE
494385,1331666,SE
1131054,1331667,SE
1131054,1331668,SE
1307285,1331674,SE
1200844,1331675,SE
1331676,1331676,SM
1131058,1331677,SE
1210683,1331678,SE
1131054,1331679,SE
1331676,1331680,SE
1331676,1331683,SE
1159222,1331685,SE
457971,1331686,SE
422946,1331687,SE
1103458,1331689,SE
1110290,1331691,SE
250365,1331693,SE
1107158,1331694,SE
1107158,1331696,SE
1331570,1331697,SE
1331676,1331699,SE
1128995,1331701,SE
899124,1331703,SE
442926,1331704,SE
1229158,1331705,SE
773052,1331706,SE
1331707,1331707,SM
1331676,1331712,SE
1331707,1331715,SE
966158,1331716,SE
966158,1331718,SE
966158,1331719,SE
1315991,1331721,SE
1331723,1331723,SM
764108,1331725,SE
