rovi_sm_id,rovi_id,rovi_show_type
1357188,1412492,SE
1331843,1412493,SE
1306142,1412494,SE
1331843,1412495,SE
1331843,1412496,SE
1335359,1412497,SE
1148585,1412498,SE
764108,1412499,SE
,1412500,MO
1174926,1412501,SE
1359885,1412502,SE
423436,1412503,SE
1358950,1412504,SE
1358950,1412505,SE
,1412507,MO
1412508,1412508,SM
,1412509,MO
,1412511,MO
1412512,1412512,SM
,1412513,MO
,1412514,MO
,1412515,MO
809599,1412516,SE
1306142,1412519,SE
1187460,1412520,SE
,1412521,MO
,1412522,MO
1395900,1412523,SE
320270355,1412524,SE
1343578,1412525,SE
12131910,1412526,SE
,1412527,MO
,1412531,MO
796423,1412533,SE
,1412534,MO
,1412536,MO
,1412537,MO
1412538,1412538,SM
,1412539,MO
770157,1412540,SE
,1412541,MO
,1412543,MO
1306142,1412544,SE
,1412545,MO
,1412546,MO
,1412547,MO
,1412548,MO
,1412549,MO
,1412551,MO
,1412552,MO
1191645,1412554,SE
1342425,1412555,SE
,1412557,MO
1342425,1412558,SE
1378130,1412560,SE
1342425,1412561,SE
953269,1412562,SE
1342425,1412563,SE
1342425,1412564,SE
1342425,1412565,SE
,1412566,MO
,1412567,MO
,1412568,MO
1372571,1412569,SE
1109267,1412570,SE
,1412572,MO
1181578,1412573,SE
525114,1412574,SE
525114,1412575,SE
1181578,1412576,SE
525114,1412577,SE
,1412579,MO
,1412580,MO
1109924,1412583,SE
1109267,1412585,SE
1409080,1412586,SE
1109267,1412588,SE
1148585,1412589,SE
1253758,1412590,SE
,1412591,MO
737205,1412593,SE
1412594,1412594,SM
1327783,1412595,SE
345760,1412597,SE
,1412598,MO
1194587,1412599,SE
,1412600,MO
1169848,1412601,SE
,1412604,MO
,1412605,MO
,1412606,MO
885274,1412610,SE
761266,1412611,SE
447756,1412612,SE
,1412614,MO
,1412616,MO
,1412617,MO
,1412619,MO
,1412620,MO
966158,1412621,SE
761266,1412622,SE
,1412624,MO
,1412625,MO
,1412626,MO
,1412627,MO
1169424,1412628,SE
,1412629,MO
899124,1412630,SE
,1412631,MO
966158,1412632,SE
899124,1412633,SE
,1412636,MO
1394096,1412639,SE
1171816,1412644,SE
,1412645,MO
1324419,1412650,SE
,1412653,MO
218393,1412654,SE
755330,1412656,SE
755330,1412657,SE
,1412658,MO
1348227,1412659,SE
755330,1412660,SE
755330,1412661,SE
755330,1412662,SE
1212124,1412663,SE
755330,1412664,SE
755330,1412666,SE
525114,1412668,SE
755330,1412669,SE
,1412670,MO
755330,1412671,SE
1369011,1412673,SE
755330,1412674,SE
,1412675,MO
1369011,1412677,SE
1191949,1412678,SE
899124,1412680,SE
446353,1412681,SE
1405869,1412683,SE
1412684,1412684,SM
,1412685,MO
,1412686,MO
,1412687,MO
966158,1412688,SE
,1412689,MO
469267,1412692,SE
423332,1412694,SE
,1412695,MO
1118624,1412696,SE
771826,1412697,SE
1099193,1412698,SE
1438425168,1412699,SE
1394096,1412700,SE
772652,1412701,SE
,1412702,MO
,1412705,MO
,1412706,MO
,1412707,MO
,1412708,MO
