Show_Type,VU_MO_ID,ROVI_ID
MO,61275,454604
MO,61289,1952992
MO,61290,2000822
MO,61321,1937320
MO,61322,1960716
MO,61361,2049973
MO,61402,1957083
MO,61403,1914492
MO,61405,1959056
MO,61409,2014591
MO,61452,1987957
MO,61461,1956976
MO,61484,1963901
MO,61485,1933190
MO,61539,1968457
MO,61545,12177792
MO,61563,1959073
MO,61569,1956858
MO,61622,424295
MO,61672,20560971
MO,61723,982759710
MO,61796,1968610
MO,61804,2010557
MO,61806,2140314
MO,61814,425020
MO,61945,456279
MO,61946,1972641
MO,61955,1995677
MO,62041,438125
MO,62044,107678
MO,62047,1053648
MO,62050,471204
MO,62051,435705
MO,62053,436732
MO,62103,13204
MO,62140,2022590
MO,62224,2025599
MO,62387,1970692
MO,62431,473730
MO,62473,1974174
MO,62479,11888000
MO,62480,1990241
MO,62546,1978601
MO,62833,1998883
MO,62845,446903
MO,62915,2021048
MO,62916,930178103
MO,62925,2098925
MO,62933,3201959273
MO,62981,1990178
MO,63004,1737959
MO,63034,260953
MO,63128,470608
MO,63155,276396
MO,63180,2032407
MO,63188,1998963
MO,63189,1992234
MO,63223,2048101
MO,63263,291909
MO,63268,1967760
MO,63345,466125
MO,63346,469658
MO,63375,5602555462
MO,63439,1998960
MO,63495,1998234
MO,63512,1005846842
MO,63514,2050201
MO,63516,437195
MO,63517,427283
MO,63542,1996456
MO,63543,1990312
MO,63544,2006996
MO,63619,8147866
MO,63620,2032426
MO,63622,2032739
MO,63673,2037391
MO,63674,1083190
MO,63675,17902861
MO,63676,2008128
MO,63698,1064112
MO,63771,78898
MO,63867,2072082
MO,63870,455844
MO,63899,1071391
MO,63974,2065039
MO,63975,1995182
MO,63976,2037329
MO,64139,2064877
MO,64140,2064859
MO,64258,230264
MO,64407,2035210
MO,64408,1005746473
MO,64438,2013954
MO,64440,2013200
MO,64449,462078
MO,64450,422725
MO,64451,438036
MO,64523,17547753
MO,64538,1084611
MO,64561,301905
MO,64575,2079475
MO,64626,2027259
MO,64896,1037974362
MO,64922,967263332
MO,64932,2054233
MO,64943,982759658
MO,65032,17962272
MO,65183,1968025
MO,65293,2054820
MO,65301,1740078
MO,65409,285440
MO,65473,2027530
MO,65478,423780
MO,65490,1068173
MO,65501,2083312
MO,65531,2041515
MO,65543,252961
MO,65549,1948073
MO,65572,1565157
MO,65664,2012853
MO,65669,1057446
MO,65670,429968
MO,65671,450911
MO,65672,424816
MO,65673,1072545
MO,65674,1071452
MO,65714,455507
MO,65745,2482503
MO,65751,986490934
MO,65756,2013374
MO,65757,2340099
MO,65765,454579
MO,65776,1057190
MO,66043,435250
MO,66080,1094800
MO,66081,2267215
MO,66082,982759948
MO,66084,2083283
MO,66085,2093632
MO,66117,2073109
MO,66214,1976058
MO,66325,2096100
MO,66347,2041720
MO,66352,2080790
MO,66383,376480
MO,66398,2092039
MO,66399,297967
MO,66401,2077763
MO,66412,20425008
MO,66413,435234
MO,66414,436163
MO,66478,2082906
MO,66527,2078324
MO,66569,2173601
MO,66615,2091062
MO,66618,986490935
MO,66646,296675
MO,66664,2204810
MO,66722,2253949
MO,66760,434936
MO,66781,269917
MO,66860,2044289
MO,66886,261750
MO,66899,2073615
MO,67006,436694
MO,67007,433387
MO,67008,1062396
MO,67009,1019360642
MO,67010,428536
MO,67011,466504
MO,67012,436379
MO,67103,469461
MO,67105,1066338
MO,67154,8872976
MO,67156,23474
MO,67180,2108359
MO,67181,2130590
MO,67182,2130595
MO,67190,2194258
MO,67208,2107819
MO,67240,323300
MO,67251,2392468
MO,67340,2108304
MO,67341,2130601
MO,67379,323676
MO,67576,1095163
MO,67669,2306846
MO,67674,458436
MO,67676,2121886
MO,67677,2073586
MO,67694,2065051
MO,67835,2107979
MO,67875,1095399
MO,67898,1087554
MO,67905,1380051383
MO,67918,1074270
MO,67920,1087124
MO,67923,1088835
MO,67925,477414
MO,67926,1090448
MO,67948,1064608
MO,68075,2080796
MO,68083,2100292
MO,68087,2121986
MO,68101,2082910
MO,68107,2115186
MO,68150,2108373
MO,68177,2091113
MO,68205,2108259
MO,68220,4816465812
MO,68283,2099927
MO,68285,436267
MO,68289,457195
MO,68302,2108514
MO,68304,286112
MO,68305,2134411
MO,68346,436462
MO,68347,2108396
MO,68348,2120522
MO,68349,2134275
MO,68360,2116434
MO,68375,2122184
MO,68393,1062829
MO,68394,270304
MO,68481,2195627
MO,68531,457231
MO,68546,2100241
MO,68547,2100206
MO,68549,2121664
MO,68550,2108337
MO,68569,2197810
MO,68600,2019090
MO,68625,2314180
MO,68658,461631
MO,68659,440366
MO,68660,435235
MO,68661,426236
MO,68662,435783
MO,68677,2110299
MO,68709,2130040
MO,68721,2133895
MO,68724,2100295
MO,68734,2121414
MO,68735,2121533
MO,68744,2107961
MO,68747,304430
MO,68754,2099940
MO,68755,2133917
MO,68828,2397881
MO,68847,2345397
MO,68855,1883222
MO,68856,2131300
MO,68858,2124797
MO,68859,2121941
MO,68867,2121733
MO,68871,982759659
MO,68897,2277041
MO,68900,2095057
MO,68919,460507
MO,68920,462676
MO,68921,1061401
MO,68924,1064190
MO,68925,463517
MO,68926,436383
MO,68960,2126551
MO,68961,2134247
MO,68962,2134241
MO,68963,2133888
MO,68964,2133890
MO,68981,2121700
MO,68982,2121555
MO,69074,2121628
MO,69076,457163
MO,69111,2100117
MO,69112,2136712
MO,69113,2133560
MO,69114,2106391
MO,69115,12098737
MO,69140,2121757
MO,69187,2100248
MO,69190,2364727
MO,69194,2121614
MO,69196,2100164
MO,69208,2121370
MO,69255,19753840
MO,69271,425233
MO,69272,2247660
MO,69299,428404
MO,69312,460961
MO,69314,426250
MO,69316,435064
MO,69317,430109
MO,69352,1057783
MO,69359,2088138
MO,69375,2181439
MO,69376,2162872
MO,69409,22040305
MO,69416,2147949
MO,69418,2147933
MO,69433,2247561
MO,69525,299714
MO,69542,462387
MO,69543,438042
MO,69544,423326
MO,69545,437393
MO,69558,2121961
MO,69560,2100080
MO,69581,2100027
MO,69582,2232379
MO,69601,2099951
MO,69668,331690
MO,69689,1898873
MO,69709,2149350
MO,69714,1093745
MO,69741,2147111
MO,69777,2115742
MO,69806,2099963
MO,69837,2147159
MO,69840,988039623
MO,69863,2301235
MO,69865,245800
MO,69866,2133611
MO,69964,21256478
MO,70057,324086
MO,70069,1064703
MO,70124,2147139
MO,70133,2100134
MO,70134,2148267
MO,70135,2100041
MO,70141,2161781
MO,70157,473824
MO,70158,435555
MO,70173,428762
MO,70174,458528
MO,70187,2388799
MO,70188,2147729
MO,70189,2147748
MO,70193,2100093
MO,70194,2147622
MO,70195,2147599
MO,70226,1059659
MO,70232,2161728
MO,70271,1061678
MO,70272,2185471
MO,70274,429963
MO,70275,1073221
MO,70277,454885
MO,70278,437143
MO,70298,2147055
MO,70305,326294957
MO,70307,2204137
MO,70355,2132866
MO,70356,2147810
MO,70366,21546018
MO,70368,1071235
MO,70447,2267387
MO,70496,1066712
MO,70497,1070115
MO,70498,2159737
MO,70504,2095365
MO,70547,2161797
MO,70549,2133575
MO,70550,15313
MO,70581,426341
MO,70613,1073291
MO,70621,1054357
MO,70826,434243
MO,70834,435084
MO,70837,458606
MO,70846,458595
MO,70859,439905
MO,70879,430031
MO,70888,435230
MO,70891,1053430
MO,70906,435232
MO,70935,1053714
MO,70996,1053727
MO,71010,440183
MO,71097,1053558
MO,71136,1053666
MO,71150,441625
MO,71170,426589
MO,71183,1053585
MO,71199,1053680
MO,71239,1053590
MO,71250,462700
MO,71294,1053779
MO,71296,428128
MO,71316,435566
MO,71327,462728
MO,71357,461051
MO,71373,435588
MO,71411,435603
MO,71430,448046
MO,71479,452304
MO,71548,435733
MO,71594,1054216
MO,71624,435991
MO,71628,1169915
MO,71642,426372
MO,71643,430168
MO,71644,459217
MO,71645,430635
MO,71661,435999
MO,71722,20063854
MO,71724,1054332
MO,71741,426155
MO,71743,426439
MO,71821,425156
MO,71869,1057438
MO,71882,1054082
MO,71893,449561
MO,71894,1053993
MO,71966,1054089
MO,72013,1054099
MO,72056,1077304
MO,72057,462720
MO,72058,1054105
MO,72071,1054018
MO,72124,19955150
MO,72179,1054037
MO,72216,424542
MO,72218,435087
MO,72220,468448
MO,72227,1054133
MO,72233,1054134
MO,72255,1054046
MO,72257,429168
MO,72258,440194
MO,72268,854914914
MO,72275,440198
MO,72298,434761
MO,72300,460115
MO,72304,424544
MO,72307,455661
MO,72309,435240
MO,72378,1056080
MO,72514,428394
MO,72595,462436
MO,72611,468198
MO,72614,464494
MO,72628,461089
MO,72631,441013
MO,72638,1057784
MO,72684,1057786
MO,72696,1057795
MO,72721,435595
MO,72756,435608
MO,72791,454537
MO,72808,459171
MO,72810,424905
MO,72828,426343
MO,72898,428262
MO,72952,453926
MO,73024,1054960
MO,73025,471207
MO,73081,1054493
MO,73082,434771
MO,73086,1058226
MO,73095,426251
MO,73101,1054979
MO,73105,455176
MO,73106,461476
MO,73107,458717
MO,73163,1058243
MO,73235,457892
MO,73265,469906
MO,73274,1055003
MO,73293,434773
MO,73331,20717237
MO,73368,1054653
MO,73386,436466
MO,73412,456288
MO,73417,469895
MO,73447,18815486
MO,73455,428403
MO,73477,434776
MO,73493,436691
MO,73611,1055101
MO,73635,423029
MO,73650,470648
MO,73666,466988
MO,73672,429981
MO,73697,455390
MO,73789,434780
MO,73791,428559
MO,73793,1081276
MO,73794,1066402
MO,73798,436847
MO,73805,427089
MO,73814,1076696
MO,73850,459621
MO,73976,451307
MO,73979,1056853
MO,73989,12035
MO,73993,1055836
MO,74028,438111
MO,74029,438116
MO,74031,449790
MO,74049,12291
MO,74067,458882
MO,74073,438377
MO,74146,470887
MO,74190,12721
MO,74205,451831
MO,74257,438491
MO,74282,430381
MO,74302,469108
MO,74373,1054344
MO,74383,453409
MO,74406,1054704
MO,74438,13694
MO,74484,430673
MO,74496,435332
MO,74505,14006
MO,74734,1054880
MO,74741,462786
MO,74752,1079301
MO,74784,448094
MO,74850,454611
MO,74879,426166
MO,74944,1058927
MO,75027,435891
MO,75103,424498
MO,75104,461486
MO,75135,1056123
MO,75140,435933
MO,75143,466090
MO,75170,428406
MO,75178,436013
MO,75355,430226
MO,75368,429947
MO,75388,436296
MO,75407,437844
MO,75410,428390
MO,75419,451614
MO,75422,423707
MO,75424,425520
MO,75517,469904
MO,75640,438126
MO,75765,437793
MO,75775,1063275
MO,75868,472352
MO,75935,1063293
MO,75951,1056825
MO,75994,442582
MO,76015,451552
MO,76126,1057628
MO,76182,1063337
MO,76269,425246
MO,76331,424580
MO,76338,19232494
MO,76358,424937
MO,76363,469011
MO,76404,1075229
MO,76416,452965
MO,76510,1055302
MO,76518,455831
MO,76523,1056976
MO,76548,474472
MO,76586,435147
MO,76620,432143
MO,76623,451114
MO,76668,462750
MO,76713,435268
MO,76735,425697
MO,76748,435300
MO,76771,461076
MO,76774,435307
MO,76849,435385
MO,76927,1055371
MO,76928,1059848
MO,76983,457975
MO,77024,435644
MO,77040,1059156
MO,77067,431676
MO,77083,1055617
MO,77126,435777
MO,77161,1061041
MO,77189,428420
MO,77217,450529
MO,77290,449494
MO,77326,470889
MO,77419,426036
MO,77424,454736
MO,77426,1056311
MO,77466,1056326
MO,77468,462295
MO,77485,1061591
MO,77604,1077743
MO,77667,454670
MO,77790,436374
MO,77812,457726
MO,77815,469882
MO,77828,428939
MO,77855,1056903
MO,77882,436482
MO,77895,458622
MO,77914,1055891
MO,77945,1093928
MO,77993,426297
MO,78000,1078990
MO,78011,426300
MO,78019,469173
MO,78049,458548
MO,78050,436415
MO,78076,433431
MO,78079,1093879
MO,78094,26058
MO,78134,430599
MO,78143,473319
MO,78190,1093980
MO,78207,457422
MO,78230,1093986
MO,78363,428430
MO,78383,458670
MO,78425,430470
MO,78447,425191
MO,78467,435613
MO,78504,435657
MO,78552,1094195
MO,78618,1094644
MO,78662,464382
MO,78684,1061632
MO,78688,435474
MO,78903,428350
MO,78922,435476
MO,78944,423824
MO,78945,459238
MO,79026,1057685
MO,79078,29531
MO,79172,1989704112
MO,79210,30020
MO,79249,1057880
MO,79255,449713
MO,79260,1060716
MO,79263,430819
MO,79271,1060718
MO,79273,1060719
MO,79353,438112
MO,79419,429490
MO,79456,1369421
MO,79471,1058076
MO,79574,448495
MO,79585,458910
MO,79621,1058387
MO,79666,1060798
MO,79670,1058473
MO,79757,1061948
MO,79768,440367
MO,79793,1057811
MO,79881,462652
MO,80005,1061853
MO,80038,468967
MO,80073,446567
MO,80084,456073
MO,80173,1082350
MO,80206,1061894
MO,80210,997117
MO,80248,451328
MO,80255,468197
MO,80264,1068155
MO,80303,1062159
MO,80307,429382
MO,80444,451480
MO,80445,34451
MO,80556,469110
MO,80563,6208423722
MO,80575,17891103
MO,80624,35031
MO,80661,472204
MO,80662,434822
MO,80681,1058576
MO,80761,441026
MO,80834,430507
MO,80879,19083843
MO,80892,35936
MO,80904,1340280
MO,80916,1058610
MO,80943,36085
MO,80964,458147
MO,80966,1058774
MO,80975,467060
MO,80976,435926
MO,80994,435947
MO,81028,436027
MO,81060,426657
MO,81099,434826
MO,81104,20402577
MO,81155,424639
MO,81159,436205
MO,81166,423144
MO,81178,37082
MO,81284,436291
MO,81306,460539
MO,81437,436489
MO,81535,1058428
MO,81543,470890
MO,81656,1063398
MO,81770,431110
MO,81788,66536140
MO,81809,428447
MO,81841,1059332
MO,81842,1059330
MO,81885,435276
MO,81886,17564733
MO,81898,1059344
MO,81932,427177
MO,81969,1079331
MO,82037,436034
MO,82053,436042
MO,82175,1059477
MO,82177,470123
MO,82197,1074017
MO,82198,1296204
MO,82200,436365
MO,82368,1053547
MO,82380,1094744
MO,82402,998218030
MO,82434,41981
MO,82458,1094764
MO,82473,1079681
MO,82491,449389
MO,82550,458887
MO,82552,1095752
MO,82648,1085296
MO,82652,471509
MO,82670,473215
MO,82703,435155
MO,82722,436767
MO,82758,1095773
MO,82845,449721
MO,82846,437362
MO,82875,17981075
MO,82881,469472
MO,82923,43662
MO,82954,1094587
MO,82971,1094589
MO,83023,465195
MO,83034,458812
MO,83049,1059483
MO,83050,1059412
MO,83053,431041
MO,83079,462894
MO,83101,1060125
MO,83216,1060127
MO,83261,446573
MO,83270,450193
MO,83281,431990
MO,83411,454701
MO,83414,428759
MO,83422,1059944
MO,83426,424662
MO,83441,434907
MO,83453,426595
MO,83471,1059937
MO,83513,460737
MO,83625,1083783
MO,83651,428347
MO,83697,2017518797
MO,83727,428284
MO,83794,1060230
MO,83795,1065441
MO,83801,1060233
MO,83802,1060281
MO,83821,424669
MO,83822,982759634
MO,83903,470800
MO,83974,1075460
MO,84014,1065470
MO,84044,431091
MO,84079,428455
MO,84118,426384
MO,84168,473835
MO,84190,445734
MO,84193,451270
MO,84217,435778
MO,84238,451228
MO,84256,429942
MO,84266,1065636
MO,84289,1068210
MO,84482,1068233
MO,84498,434912
MO,84616,472311
MO,84800,451527
MO,84830,1077803
MO,84871,1083424
MO,84919,429943
MO,84931,440654
MO,84979,459041
MO,84996,470358
MO,84997,455569
MO,85018,49962
MO,85061,431001
MO,85072,1068504
MO,85078,50193
MO,85092,435290
MO,85116,1079186
MO,85251,1065489
MO,85288,1056104
MO,85308,426030
MO,85312,1060333
MO,85372,470732
MO,85425,427256
MO,85430,435625
MO,85478,458490
MO,85480,428461
MO,85490,1061003
MO,85491,435673
MO,85711,15962
MO,85776,1147221
MO,85791,449704
MO,85798,451182
MO,85820,431448
MO,85867,1060921
MO,86030,459164
MO,86076,449230
MO,86080,1098462
MO,86117,1066173
MO,86140,433625
MO,86159,21268157
MO,86161,459255
MO,86176,423156
MO,86267,435776
MO,86282,18942855
MO,86283,445733
MO,86323,422993
MO,86324,54187
MO,86486,426594
MO,86526,1068635
MO,86553,429294
MO,86554,423977
MO,86562,1077919
MO,86578,457834
MO,86651,1068840
MO,86658,1068661
MO,86690,1074233
MO,86764,451580
MO,86819,474874
MO,86888,1130973
MO,86916,458619
MO,86971,424818
MO,86998,453162
MO,87009,1082337
MO,87012,428470
MO,87148,1067711
MO,87167,466955
MO,87173,1067721
MO,87174,435818
MO,87183,425259
MO,87209,1067727
MO,87273,446616
MO,87382,424821
MO,87405,1067805
MO,87415,1062738
MO,87443,448339
MO,87456,432666
MO,87487,14554002
MO,87605,1062846
MO,87606,59920
MO,87622,463327
MO,87630,426165
MO,87632,1062854
MO,87703,462667
MO,87714,464658
MO,87765,12921229
MO,87782,469347
MO,87881,422997
MO,87921,424822
MO,87978,432947
MO,87991,426584
MO,88000,1069543
MO,88021,1064066
MO,88041,473224
MO,88179,12025438
MO,88208,426460
MO,88252,445770
MO,88306,2240621
MO,88392,461484
MO,88537,424778
MO,88548,1062088
MO,88557,1069025
MO,88597,1069788
MO,88651,1063629
MO,88687,1069805
MO,88693,450852
MO,88702,451498
MO,88772,446986
MO,88829,428348
MO,88883,1146855
MO,88900,64651
MO,88904,1063668
MO,88905,1063669
MO,88906,1063670
MO,88908,1070228
MO,88925,451357
MO,88932,447257
MO,88936,1063608
MO,88955,1063691
MO,88966,445049
MO,88971,1070255
MO,89056,1063729
MO,89085,454558
MO,89111,449351
MO,89325,454234
MO,89370,1083922
MO,89521,455277
MO,89540,445831
MO,89553,458590
MO,89563,1064463
MO,89613,16852624
MO,89634,428490
MO,89731,450117
MO,89733,1064865
MO,89789,1064884
MO,89799,1064470
MO,89812,1064301
MO,89816,435299
MO,89825,448559
MO,89829,1064888
MO,89830,1064891
MO,89839,713979026
MO,89846,470824
MO,89852,1064480
MO,89877,474155
MO,89986,422924
MO,90003,455510
MO,90014,465806
MO,90057,467352
MO,90062,453089
MO,90150,474334
MO,90190,1076568
MO,90197,424535
MO,90207,454606
MO,90228,1070312
MO,90266,1063789
MO,90267,459137
MO,90268,454833
MO,90288,428495
MO,90342,428496
MO,90370,426549
MO,90399,1065019
MO,90401,429891
MO,90404,677381178
MO,90410,1070354
MO,90438,1070825
MO,90447,1065034
MO,90451,1065038
MO,90500,1070830
MO,90501,1065078
MO,90516,429627
MO,90636,445840
MO,90656,1001831985
MO,90680,429542
MO,90682,469182
MO,90684,428757
MO,90695,457633
MO,90699,437851
MO,90708,471035
MO,90709,1065365
MO,90714,428340
MO,90726,425017
MO,90764,1071574
MO,90786,462373
MO,90804,464027
MO,90836,435573
MO,90864,462719
MO,90874,466970
MO,90910,430436
MO,90952,72074
MO,90961,429613
MO,90971,450537
MO,90986,426798
MO,91045,429334
MO,91147,1076901
MO,91198,1079538
MO,91219,451050
MO,91234,424833
MO,91242,437740
MO,91256,1065984
MO,91302,472162
MO,91322,438129
MO,91337,436765
MO,91372,1070803
MO,91397,426590
MO,91408,472666
MO,91474,430272
MO,91513,1066976
MO,91576,1065839
MO,91673,1071885
MO,91735,1065164
MO,91837,1065183
MO,91905,470360
MO,91933,1065730
MO,92014,76177
MO,92021,457317
MO,92043,1079531
MO,92048,463666
MO,92085,459891
MO,92128,1077037
MO,92158,457292
MO,92201,1076149
MO,92208,1066375
MO,92212,426267
MO,92213,453365
MO,92252,472122
MO,92313,435490
MO,92316,19955141
MO,92361,429371
MO,92372,1066536
MO,92415,1066799
MO,92419,455961
MO,92443,457936
MO,92579,428506
MO,92580,458818
MO,92582,1066692
MO,92617,1066700
MO,92755,451377
MO,92777,22316144
MO,92785,457420
MO,92792,466959
MO,92841,457435
MO,92891,1081289
MO,92896,428760
MO,92898,79074
MO,92944,471062
MO,92991,448072
MO,92995,1990605341
MO,92998,456757
MO,93022,1066091
MO,93033,457312
MO,93045,1066096
MO,93047,1078621
MO,93071,428928
MO,93072,436266
MO,93088,1066392
MO,93089,17508468
MO,93099,455354
MO,93161,1066333
MO,93164,426130
MO,93201,969128959
MO,93215,454784
MO,93220,463754
MO,93232,1066362
MO,93250,423354
MO,93300,1067147
MO,93433,1076045
MO,93516,1072487
MO,93522,436392
MO,93543,436393
MO,93569,429885
MO,93590,436626
MO,93593,430941
MO,93639,453514
MO,93690,6848979641
MO,93704,438180
MO,93836,459162
MO,93874,435634
MO,93928,1066659
MO,93930,1067122
MO,93939,435666
MO,93985,468203
MO,93999,83014
MO,94018,454709
MO,94024,451298
MO,94117,1087459
MO,94123,1093472
MO,94204,1093569
MO,94217,435824
MO,94267,1093579
MO,94287,458915
MO,94324,429370
MO,94445,424579
MO,94510,396
MO,94557,1067601
MO,94558,429884
MO,94563,1067607
MO,94567,464533
MO,94573,446652
MO,94578,435923
MO,94592,449671
MO,94596,1067616
MO,94756,435973
MO,94762,1067322
MO,94826,459167
MO,94832,457659
MO,94862,471862
MO,94905,1068000
MO,94932,1067956
MO,94963,1073796
MO,94969,1076054
MO,94995,1067702
MO,95026,1069113
MO,95050,424870
MO,95116,458253
MO,95124,1092269
MO,95171,436339
MO,95205,462380
MO,95228,424350
MO,95232,465236
MO,95280,1074473
MO,95320,436446
MO,95341,88035
MO,95345,458401
MO,95361,1068945
MO,95436,1070016
MO,95503,1070717
MO,95515,1070721
MO,95535,449686
MO,95541,1070045
MO,95545,435987
MO,95581,436036
MO,95809,1070157
MO,95858,436804
MO,95948,427067
MO,95985,428641
MO,96021,1079021
MO,96173,424975
MO,96203,437144
MO,96236,437228
MO,96240,1069373
MO,96290,1069225
MO,96320,458909
MO,96326,455814
MO,96404,1069397
MO,96419,438033
MO,96444,429499
MO,96455,438049
MO,96461,428944
MO,96471,438062
MO,96479,438068
MO,96495,1074810
MO,96503,435033
MO,96575,426450
MO,96585,92154
MO,96685,457734
MO,96711,1069956
MO,96740,425302
MO,96742,1078444
MO,96841,1070437
MO,96908,446585
MO,96926,459262
MO,97006,1070474
MO,97012,1071816
MO,97183,1072230
MO,97184,426037
MO,97187,1072058
MO,97188,1070500
MO,97236,425978
MO,97250,1076364
MO,97253,1070518
MO,97254,1072083
MO,97264,1070521
MO,97272,1095277
MO,97293,458478
MO,97295,459248
MO,97359,423015
MO,97368,1085564
MO,97412,1072095
MO,97431,1085068
MO,97440,1070545
MO,97450,1072105
MO,97482,1070553
MO,97540,1070573
MO,97574,1076425
MO,97609,437018
MO,97623,1070388
MO,97666,1071085
MO,97731,430071
MO,97732,473434
MO,97794,1070977
MO,97826,1760458543
MO,97930,468582
MO,97985,3374518179
MO,97996,473711
MO,98019,1083433
MO,98098,452684
MO,98114,1076509
MO,98222,1071396
MO,98236,435062
MO,98238,1075777
MO,98274,1071412
MO,98282,451878
MO,98312,1071445
MO,98328,452114
MO,98476,1073314
MO,98497,428357
MO,98509,1073254
MO,98536,449100
MO,98546,447892
MO,98594,1071986
MO,98632,454889
MO,98659,1078547
MO,98669,430858
MO,98765,427659
MO,98823,453187
MO,98831,428264
MO,98948,428274
MO,98998,1072157
MO,99001,1073841
MO,99005,1073722
MO,99051,427303
MO,99062,1078159
MO,99128,1071427
MO,99153,427306
MO,99178,451240
MO,99198,436638
MO,99233,101584
MO,99277,1079292
MO,99573,457239
MO,99577,461485
MO,99610,472066
MO,99617,1071750
MO,99621,1071518
MO,99663,436679
MO,99787,436740
MO,99803,432087
MO,99936,103964
MO,99938,2017472278
MO,99940,103968
MO,99945,103973
MO,99948,2017505613
MO,99954,2017476262
MO,100018,455292
MO,100090,429482
MO,100143,1082653
MO,100179,1073011
MO,100229,1072896
MO,100283,1072764
MO,100304,459133
MO,100324,435161
MO,100373,437002
MO,100393,435165
MO,100401,1074421
MO,100443,1074434
MO,100444,1073466
MO,100485,1073483
MO,100543,437443
MO,100563,1089884
MO,100625,1074586
MO,100646,1079449
MO,100676,437704
MO,100752,1074601
MO,100781,452176
MO,100866,1079500
MO,101220,473713
MO,101242,1001718
MO,101250,448802
MO,101277,12072509
MO,101282,1038777
MO,101314,1073057
MO,101367,426281
MO,101370,1073177
MO,101373,425878
MO,101426,460063
MO,101454,109519
MO,101466,1072851
MO,101760,7087
MO,101998,1061016
MO,102349,22861
MO,102488,1094208
MO,102577,467009
MO,102834,460491
MO,103015,41096
MO,103184,423801
MO,103371,333622538
MO,103959,1064516
MO,104386,423620
MO,104589,435909
MO,104667,1067703
MO,104683,1082380
MO,107261,5760161619
MO,107314,1079549
MO,107584,1074062
MO,107678,1074878
MO,107683,458527
MO,107685,440247
MO,108673,424815
MO,109174,1064994
MO,109646,4028865977
MO,109702,1063532
MO,109729,428416
MO,109755,1066603
MO,110041,1081568
MO,110810,446699
MO,111023,1070835
MO,111042,438211
MO,111075,451445
MO,111078,1058885
MO,111079,458254
MO,111081,467293
MO,111083,454464
MO,111087,1070600
MO,111151,451144
MO,111165,439904
MO,111175,1053517
MO,111178,458180
MO,111201,453178
MO,111216,471606
MO,111233,859
MO,111240,1053620
MO,111256,1053533
MO,111280,435162
MO,111502,1081660
MO,111554,442583
MO,111559,442584
MO,111572,1076576
MO,111587,1054282
MO,111645,428189
MO,111667,1053808
MO,111675,459355
MO,111679,1054305
MO,111733,459031
MO,111734,1053924
MO,111749,1053835
MO,111762,438113
MO,111787,436006
MO,111796,1054257
MO,111831,473836
MO,111852,1053964
MO,111879,462859
MO,111918,440762
MO,111935,1067780
MO,112043,448372
MO,112185,440193
MO,112226,1057503
MO,112262,443069
MO,112268,1054155
MO,112274,443072
MO,112286,458544
MO,112344,1056083
MO,112382,473171
MO,112462,472240
MO,112536,473485
MO,112545,1056141
MO,112635,454490
MO,112674,1058194
MO,112785,449748
MO,112796,1054963
MO,112799,19232557
MO,112803,1056193
MO,112809,1089628
MO,112833,452693
MO,112840,459249
MO,112866,1056210
MO,112888,469314
MO,112903,1058244
MO,112910,434770
MO,112951,1054520
MO,112981,1054530
MO,112987,1084314
MO,113000,1054535
MO,113013,1058271
MO,113014,453348
MO,113027,1056245
MO,113041,1054646
MO,113044,1080237
MO,113137,1054665
MO,113184,430052
MO,113187,1056468
MO,113226,456718
MO,113246,426840
MO,113286,1055650
MO,113287,1055651
MO,113288,1054158
MO,113289,446441
MO,113331,1056692
MO,113342,1055668
MO,113348,467291
MO,113350,424230
MO,113409,426354
MO,113441,1055683
MO,113493,1076088
MO,113495,1055789
MO,113497,472740
MO,113499,1059613
MO,113525,17227250
MO,113605,1056839
MO,113660,1055168
MO,113670,462585
MO,113684,1056855
MO,113693,451180
MO,113710,1056860
MO,113846,425373
MO,113847,1059676
MO,113912,1075808
MO,113960,1055881
MO,114027,458179
MO,114033,443683
MO,114036,13424
MO,114053,1055450
MO,114194,1055475
MO,114201,433618
MO,114215,1058366
MO,114236,452122
MO,114267,458419
MO,114313,1056539
MO,114336,1056548
MO,114389,428749
MO,114423,473282
MO,114491,1054911
MO,114585,1059135
MO,114775,454712
MO,114931,1056767
MO,115073,1055778
MO,115074,1084756
MO,115129,459239
MO,115191,458854
MO,115242,1056005
MO,115332,1057630
MO,115394,449740
MO,115400,1056478
MO,115444,1056486
MO,115505,1074395
MO,115536,1055917
MO,115560,453233
MO,115567,470888
MO,115620,1056954
MO,115628,453167
MO,115676,426433
MO,115725,449319
MO,115778,1056987
MO,115907,21410
MO,115967,1055350
MO,115971,435767
MO,116119,1059855
MO,116191,2435040
MO,116206,1055616
MO,116223,1056265
MO,116246,434800
MO,116436,429492
MO,116480,454644
MO,116708,1057386
MO,116852,450231
MO,116883,1059713
MO,116986,1057395
MO,116994,451314
MO,116995,1094078
MO,116996,1061443
MO,116997,1093955
MO,117048,428936
MO,117085,453149
MO,117097,455081
MO,117125,1061477
MO,117171,1085734
MO,117196,467511
MO,117222,2297873
MO,117274,458605
MO,117308,452697
MO,117386,460236
MO,117389,452696
MO,117450,1094663
MO,117452,1061636
MO,117514,1057060
MO,117576,17637561
MO,117690,430026
MO,117734,1057689
MO,117803,1057699
MO,117867,29979
MO,117940,428346
MO,117941,1058109
MO,118002,1060736
MO,118192,31109
MO,118230,1058082
MO,118298,1057949
MO,118350,1060803
MO,118362,1062485
MO,118802,1062188
MO,118809,1062120
