Show_Type,VU_MO_ID,ROVI_ID
MO,5520,429347
MO,5521,456246
MO,5525,1005846856
MO,5526,1654887
MO,5545,1587855
MO,5550,1093960
MO,5559,426885
MO,5565,1509437
MO,5572,430674
MO,5576,430520
MO,5579,435854
MO,5580,430124
MO,5583,454790
MO,5588,454880
MO,5590,437852
MO,5604,1686559
MO,5606,1698444
MO,5613,1720816
MO,5614,1772795
MO,5615,1652254
MO,5617,1713334
MO,5618,427698
MO,5619,1098019
MO,5623,423072
MO,5625,450808
MO,5628,426773
MO,5632,434008
MO,5633,1075446
MO,5634,17831247
MO,5636,424986
MO,5645,1725801
MO,5648,1748902
MO,5650,17633138
MO,5651,2483712
MO,5658,1777275
MO,5664,423367
MO,5665,1753194
MO,5668,430943
MO,5669,426345
MO,5671,1056140
MO,5673,1829580
MO,5678,1777654
MO,5682,268809
MO,5683,1800004
MO,5685,423388
MO,5686,2232564
MO,5688,989232204
MO,5689,1080249
MO,5690,435495
MO,5692,1903590
MO,5695,1800083
MO,5699,1669826
MO,5700,1787531
MO,5702,989232189
MO,5703,422848
MO,5706,2000182
MO,5708,437322
MO,5710,1495931
MO,5711,454905
MO,5714,1094288
MO,5718,995192209
MO,5726,1807385
MO,5732,1054341921
MO,5733,474184
MO,5734,1969426
MO,5738,451194
MO,5743,990708575
MO,5744,1738761
MO,5745,443346
MO,5746,457375
MO,5749,1855560
MO,5753,1873807
MO,5755,1898799
MO,5758,1862892
MO,5759,422611
MO,5765,1873814
MO,5767,1725819
MO,5768,430414
MO,5769,1898626
MO,5770,1516369
MO,5771,1695380
MO,5775,1899133
MO,5782,436671
MO,5792,1927185
MO,5801,426722
MO,5804,1927834
MO,5807,454898
MO,5811,454933
MO,5819,1908781
MO,5821,1921960
MO,5825,1913115
MO,5828,427655
MO,5830,1220300
MO,5832,3661723500
MO,5836,1990275
MO,5839,2022168
MO,5841,1992250
MO,5843,2020301
MO,5844,455970
MO,5846,1074745
MO,5847,1977686
MO,5848,474998
MO,5849,17637621
MO,5850,1420757
MO,5852,1535630
MO,5853,1393830
MO,5854,1748013
MO,5856,1839255
MO,5858,425474
MO,5860,2021656
MO,5863,1178242
MO,5865,1563912
MO,5867,1516372
MO,5868,457965
MO,5870,12197605
MO,5872,437206
MO,5876,1958955
MO,5877,426794
MO,5878,1057887
MO,5879,2050041
MO,5882,427669
MO,5885,1995690
MO,5887,1998317
MO,5888,982760348
MO,5889,982760220
MO,5894,1951001
MO,5896,2014753
MO,5897,982760221
MO,5899,2050578
MO,5902,18791965
MO,5903,428643
MO,5904,430138
MO,5905,1005730647
MO,5908,304028
MO,5909,436752
MO,5911,1054342887
MO,5914,1562613
MO,5916,2054520
MO,5917,265635
MO,5919,2057717
MO,5923,982759617
MO,5926,21264075
MO,5930,995192210
MO,5933,2076813
MO,5935,1449778
MO,5937,2107483
MO,5941,1022080320
MO,5945,2091614
MO,5946,982760346
MO,5948,1005730649
MO,5976,1432261
MO,5986,1509512
MO,6067,1873823
MO,6084,432389
MO,6086,431008
MO,6087,430982
MO,6088,458865
MO,6089,427769
MO,6091,426758
MO,6092,12060585
MO,6098,1081816
MO,6102,466502
MO,6103,422862
MO,6114,455271
MO,6125,17633216
MO,6126,472418
MO,6130,435382
MO,6132,441541
MO,6134,452311
MO,6136,982867257
MO,6138,473188
MO,6140,1080233
MO,6141,1194219
MO,6144,1093305
MO,6147,1093304
MO,6150,451448
MO,6154,1095343
MO,6156,1084154
MO,6162,1134136
MO,6164,1084014
MO,6173,1092472
MO,6186,432788
MO,6187,452871
MO,6188,1081698
MO,6189,450947
MO,6193,1128257
MO,6202,1129859
MO,6205,1146573
MO,6217,982867293
MO,6222,1162925
MO,6223,1166399
MO,6224,1173947
MO,6228,1178309
MO,6230,1129741
MO,6233,1179188
MO,6242,1072305
MO,6248,1196191
MO,6256,1138209
MO,6263,1222475
MO,6279,1094338
MO,6280,1243615
MO,6281,1262224
MO,6284,1219152
MO,6286,1250025
MO,6288,1298970
MO,6297,1279112
MO,6302,474187
MO,6304,1297143
MO,6305,422857
MO,6306,423060
MO,6308,1219436
MO,6314,1298260
MO,6315,1279449
MO,6317,1284737
MO,6323,1297798
MO,6324,1307844
MO,6329,1311455
MO,6335,471121
MO,6339,1299697
MO,6340,1347162
MO,6350,1409937
MO,6358,1389762
MO,6365,1325280
MO,6367,1335093
MO,6373,1386324
MO,6382,1345837
MO,6383,1355975
MO,6386,1079546
MO,6404,1375523
MO,6410,1383307
MO,6411,1383404
MO,6424,1338013
MO,6428,1450092
MO,6430,1413477
MO,6433,1525308
MO,6436,1425161
MO,6439,1424089
MO,6441,1459646
MO,6444,1079552
MO,6445,1477528
MO,6448,1402844
MO,6449,1473249
MO,6450,1420816
MO,6452,1487125
MO,6463,1503951
MO,6464,1441998
MO,6470,1468958
MO,6472,1449811
MO,6475,1404792
MO,6476,1472172
MO,6477,1426574
MO,6494,1485215
MO,6509,1347826
MO,6510,449475
MO,6518,1522913
MO,6520,471408
MO,6522,1518261
MO,6524,18873281
MO,6526,1537429
MO,6530,1539210
MO,6536,1097714
MO,6538,478064
MO,6539,1553592
MO,6541,1552141
MO,6552,1562118
MO,6553,1555153
MO,6556,1060943
MO,6558,1082865
MO,6560,436568
MO,6561,1075461
MO,6562,1238513
MO,6568,443527
MO,6582,1581673
MO,6586,1571860
MO,6588,1441992
MO,6589,109754
MO,6595,1594914
MO,6598,1530719
MO,6599,1059897
MO,6601,1585117
MO,6604,1595836
MO,6605,1585129
MO,6607,1607895
MO,6609,1567568
MO,6618,1611538
MO,6619,1573832
MO,6624,1591417
MO,6625,1623542
MO,6626,1635603
MO,6629,1578379
MO,6637,1587626
MO,6640,1600929
MO,6644,1610429
MO,6647,1621406
MO,6649,1009217562
MO,6652,1677033
MO,6662,1654780
MO,6664,1690978
MO,6675,1667584
MO,6685,1662552
MO,6686,1180643
MO,6687,1744087
MO,6692,1653992
MO,6704,1754399
MO,6710,1714454
MO,6712,1765406
MO,6717,1734426
MO,6720,1789867
MO,6721,1773858
MO,6731,1082495
MO,6733,1737122
MO,6735,1081723
MO,6736,1734431
MO,6740,1760596
MO,6742,454637
MO,6743,459523
MO,6747,17633139
MO,6756,238375
MO,6758,2440807
MO,6768,1838465
MO,6773,1873512
MO,6776,1561141
MO,6787,260662
MO,6802,1903557
MO,6804,1838747
MO,6818,989232201
MO,6822,1937191
MO,6825,1891972
MO,6831,1938152
MO,6841,1972029
MO,6851,1083390
MO,6852,17633088
MO,6858,1922072
MO,6860,1996710
MO,6864,1983841
MO,6873,763817478
MO,6874,1842750
MO,6878,1958562
MO,6881,1964224
MO,6885,1996390
MO,6890,1062172
MO,6895,1998873
MO,6906,1054427
MO,6910,468323
MO,6918,982867854
MO,6923,448521
MO,6926,17893176
MO,6933,1080170
MO,6934,2021812
MO,6943,474585
MO,6946,2018423
MO,6956,990543113
MO,6970,429617
MO,6971,427765
MO,6974,2091112
MO,6978,422634
MO,6983,457716
MO,6986,422951
MO,6989,982878521
MO,6991,450063
MO,6997,454643
MO,6999,455586
MO,7004,430952
MO,7007,471902
MO,7008,472402
MO,7015,452053
MO,7021,458200
MO,7023,466419
MO,7026,471844
MO,7027,473175
MO,7029,1529765
MO,7031,426783
MO,7038,458218
MO,7040,1129966
MO,7041,1156994
MO,7045,1127960
MO,7047,1162609
MO,7053,450983
MO,7058,429195
MO,7060,1174106
MO,7070,1203893
MO,7075,5656465139
MO,7076,1241336
MO,7079,430627
MO,7082,1248445
MO,7087,1272819
MO,7088,1260904
MO,7091,1265631
MO,7094,1269217
MO,7096,1269651
MO,7101,1057590
MO,7104,1223639
MO,7109,866639211
MO,7111,1108662
MO,7112,445542
MO,7117,1371362
MO,7120,1289074
MO,7123,449069
MO,7125,422626
MO,7126,1364208
MO,7129,452459
MO,7130,1335534
MO,7134,18932325
MO,7142,1355132
MO,7146,458473
MO,7161,435267
MO,7162,1122835
MO,7163,12973414
MO,7173,1180524
MO,7175,1116715
MO,7181,422867
MO,7186,1236907
MO,7187,458098
MO,7191,451824
MO,7194,1355151
MO,7196,90942
MO,7200,429919
MO,7211,1383975
MO,7214,457322
MO,7219,462446
MO,7220,443529
MO,7221,430419
MO,7226,451446
MO,7227,1402963
MO,7233,435457
MO,7235,429944
MO,7236,17893817
MO,7238,1081273
MO,7239,1346208
MO,7254,1084033
MO,7267,1441878
MO,7278,448818
MO,7284,456636
MO,7287,1464991
MO,7291,427368
MO,7292,427797
MO,7294,1472178
MO,7295,454987
MO,7309,1082756
MO,7319,1076138
MO,7331,455607
MO,7332,424006
MO,7336,1518256
MO,7337,465198
MO,7341,473325
MO,7342,435356
MO,7345,1073168
MO,7346,1525527
MO,7366,1546226
MO,7377,1555148
MO,7381,430565
MO,7385,235217
MO,7397,426503
MO,7403,449115
MO,7408,1074388
MO,7411,449113
MO,7414,436734
MO,7416,1594909
MO,7417,210881
MO,7444,1592008
MO,7455,1578384
MO,7470,453334
MO,7476,430952
MO,7478,1959293
MO,7485,470639
MO,7489,1590790
MO,7492,1646319
MO,7505,463614
MO,7517,1702794
MO,7520,434239
MO,7529,17893845
MO,7530,1730897
MO,7536,1818698
MO,7567,1902654
MO,7579,1928100
MO,7585,301299
MO,7596,116624
MO,7597,452459
MO,7613,295670
MO,7624,1963667
MO,7627,1996637
MO,7630,2062922
MO,7631,2059478
MO,7632,2049977
MO,7633,1022080320
MO,7636,2014000
MO,7637,1911341
MO,7638,2125026
MO,7642,1079321
MO,7643,449488
MO,7649,424234
MO,7650,472275
MO,7651,471305
MO,7652,982759512
MO,7654,982759515
MO,7656,468708
MO,7659,456932
MO,7661,470638
MO,7664,98195
MO,7665,435847
MO,7667,457220
MO,7668,452990
MO,7671,1093121
MO,7672,1093171
MO,7673,1095534
MO,7675,459317
MO,7677,448923
MO,7678,457222
MO,7679,458188
MO,7684,17892998
MO,7685,424506
MO,7690,446376
MO,7691,17633526
MO,7697,1127967
MO,7698,448362
MO,7699,1137770
MO,7702,448584
MO,7704,1120939
MO,7705,1116628
MO,7708,1143849
MO,7709,448922
MO,7711,457151
MO,7712,1062539
MO,7713,982759586
MO,7714,982759587
MO,7717,1153219
MO,7719,446406
MO,7723,446553
MO,7724,464234
MO,7730,446091
MO,7731,1170064
MO,7734,1192212
MO,7737,1166365
MO,7739,1178227
MO,7741,1203074
MO,7742,423059
MO,7743,982759514
MO,7744,1079676
MO,7745,452692
MO,7753,1213120
MO,7754,424235
MO,7755,422627
MO,7758,459318
MO,7765,982759516
MO,7767,1231479
MO,7770,1250937
MO,7772,463153
MO,7777,423346
MO,7781,446390
MO,7784,429346
MO,7786,460719
MO,7790,460718
MO,7792,471747
MO,7793,422671
MO,7795,425195
MO,7797,451291
MO,7801,471447
MO,7805,459316
MO,7806,459315
MO,7807,439746
MO,7809,436993
MO,7811,17893978
MO,7815,422619
MO,7817,423343
MO,7818,459924
MO,7819,458093
MO,7820,1296666
MO,7821,17633632
MO,7824,1307386
MO,7826,1056057
MO,7829,422866
MO,7836,1324865
MO,7838,459369
MO,7840,17633659
MO,7843,437247
MO,7844,426586
MO,7847,1334991
MO,7851,468591
MO,7852,436329
MO,7855,1344887
MO,7859,427068
MO,7860,454795
MO,7861,1072017
MO,7862,1093501
MO,7863,462456
MO,7866,425970
MO,7871,1365510
MO,7874,458182
MO,7875,446692
MO,7876,1232252
MO,7878,422637
MO,7882,458502
MO,7885,464951
MO,7887,440189
MO,7888,462833
MO,7889,472681
MO,7890,459321
MO,7893,1013612773
MO,7894,129994
MO,7896,1080090
MO,7897,19222387
MO,7899,1269712
MO,7900,1393779
MO,7904,446648
MO,7906,1383970
MO,7912,449354
MO,7913,462774
MO,7914,470610
MO,7917,429612
MO,7918,982759700
MO,7920,1146471
MO,7922,422975
MO,7923,1088975
MO,7928,982759616
MO,7931,1402948
MO,7932,982759591
MO,7933,1402944
MO,7936,1420775
MO,7937,452887
MO,7939,429561
MO,7940,433612
MO,7941,1055314
MO,7943,461867
MO,7945,430142
MO,7946,1412636
MO,7950,453941
MO,7955,982759589
MO,7956,1344844
MO,7958,453364
MO,7960,464495
MO,7961,1178097
MO,7967,1431053
MO,7971,427499
MO,7972,1082124
MO,7973,1431049
MO,7975,1315903
MO,7977,429778
MO,7979,1441842
MO,7980,1441873
MO,7981,475110
MO,7983,425955
MO,7987,1449822
MO,7990,436649
MO,7991,1091202
MO,7993,1449819
MO,7996,1402945
MO,7998,4343973633
MO,8006,1485070
MO,8007,1474700
MO,8008,426160
MO,8009,1231606
MO,8011,1278469
MO,8015,457828
MO,8016,1334993
MO,8018,1128350
MO,8019,462781
MO,8023,466836
MO,8028,1506278
MO,8040,450144
MO,8046,435176
MO,8049,462881
MO,8050,1649158
MO,8051,1495948
MO,8052,462384
MO,8053,473894
MO,8056,460213
MO,8057,429181
MO,8059,457495
MO,8060,455532
MO,8065,1005746474
MO,8067,426032
MO,8074,436359
MO,8076,460009
MO,8077,422727
MO,8085,17443185
MO,8086,454891
MO,8087,1055199
MO,8088,459376
MO,8089,1058238
MO,8090,454791
MO,8091,453088
MO,8092,456869
MO,8094,468590
MO,8095,453250
MO,8096,472266
MO,8097,429516
MO,8098,459432
MO,8101,465760
MO,8102,457561
MO,8103,447853
MO,8105,426066
MO,8106,1074996
MO,8107,435641
MO,8112,1536788
MO,8115,1178211
MO,8132,427712
MO,8135,1544198
MO,8138,1548689
MO,8139,435244
MO,8144,459938
MO,8154,17637645
MO,8155,982759590
MO,8168,1554966
MO,8170,1569888
MO,8172,1569909
MO,8181,19776025
MO,8186,425009
MO,8187,426040
MO,8196,1004998399
MO,8198,454550
MO,8199,425985
MO,8200,426841
MO,8207,1567623
MO,8220,1565574
MO,8222,470748
MO,8223,427702
MO,8226,1354865
MO,8227,454424
MO,8229,1568620
MO,8233,454259
MO,8235,424489
MO,8238,424511
MO,8241,435491
MO,8244,1227670
MO,8246,1593772
MO,8251,453754
MO,8252,1066048
MO,8254,430999
MO,8258,1054000
MO,8262,1061721
MO,8263,436834
MO,8264,19228544
MO,8268,2443236
MO,8270,1605340
MO,8275,1610683
MO,8277,454704
MO,8278,1065196
MO,8279,12199798
MO,8281,448028
MO,8293,1072853
MO,8296,1644624
MO,8297,1641224
MO,8303,1282373
MO,8304,446935
MO,8306,1064970
MO,8310,459380
MO,8311,427678
MO,8312,427787
MO,8313,1093524
MO,8314,17633643
MO,8316,429585
MO,8323,455750
MO,8335,1564855
MO,8344,1646267
MO,8346,441637
MO,8348,426223
MO,8354,429616
MO,8356,1282394
MO,8361,1659895
MO,8362,453942
MO,8364,464526
MO,8367,1067894
MO,8373,1665042
MO,8376,1069329
MO,8386,423026
MO,8388,453069
MO,8402,443486
MO,8404,1689129
MO,8412,425032
MO,8418,1697997
MO,8419,982759654
MO,8421,261397
MO,8423,470631
MO,8424,1174098
MO,8425,459755
MO,8426,1083919
MO,8427,427737
MO,8433,1714478
MO,8442,471751
MO,8445,17890892
MO,8448,453943
MO,8455,1725512
MO,8456,459864
MO,8460,459356
MO,8468,17637508
MO,8469,246764
MO,8471,1728622
MO,8474,21500907
MO,8477,425968
MO,8478,425952
MO,8479,1729669
MO,8481,1074171
MO,8488,1067924
MO,8494,1817533
MO,8495,463283
MO,8496,1777391
MO,8499,429551
MO,8500,425449
MO,8501,424637
MO,8503,424558
MO,8506,460632
MO,8513,459349
MO,8514,1748938
MO,8518,429491
MO,8519,447997
MO,8524,436015
MO,8541,336370
MO,8548,1694687
MO,8550,424665
MO,8551,1062783
MO,8555,466833
MO,8582,473891
MO,8584,436220
MO,8593,1823267
MO,8602,1655314
MO,8605,459375
MO,8607,1807428
MO,8616,1824003
MO,8621,1059070
MO,8625,436648
MO,8627,462888
MO,8632,1823226
MO,8633,1006928653
MO,8637,1565815
MO,8639,1106650
MO,8642,982759585
MO,8646,443212
MO,8656,1927506
MO,8658,1628364
MO,8659,446525
MO,8661,17633620
MO,8665,1235207
MO,8666,1069395
MO,8667,470611
MO,8674,459326
MO,8676,11756790
MO,8679,1681738
MO,8682,1912369
MO,8687,1056765
MO,8693,1066281
MO,8703,1938136
MO,8704,1953749
MO,8705,455707
MO,8707,426256
MO,8708,464528
MO,8710,1059495
MO,8712,1062490
MO,8713,429549
MO,8714,470359
MO,8715,452140
MO,8716,438034
MO,8720,435391
MO,8722,1914919
MO,8724,1967091
MO,8728,1054339128
MO,8729,435606
MO,8730,464500
MO,8731,436683
MO,8732,982759583
MO,8738,1967114
MO,8743,471576
MO,8751,1966880
MO,8753,17891069
MO,8756,443552
MO,8757,1072858
MO,8759,432578
MO,8763,1065225
MO,8771,1982882
MO,8776,1571282
MO,8785,1944687
MO,8789,452537
MO,8792,425954
MO,8793,470350
MO,8797,1070265
MO,8800,1993759
MO,8802,455751
MO,8803,1071638
MO,8807,461002
MO,8808,1956989
MO,8809,1964174
MO,8810,1957066
MO,8820,1970727
MO,8823,456789
MO,8824,452152
MO,8826,422588
MO,8850,456492
MO,8852,2020984
MO,8853,424967
MO,8857,429527
MO,8859,1065678
MO,8861,1072318
MO,8864,454772
MO,8868,448063
MO,8877,470609
MO,8878,375791
MO,8883,2012868
MO,8887,1679645
MO,8889,16888558
MO,8893,1220302
MO,8894,17893117
MO,8898,1061102
MO,8899,1128419
MO,8907,1019425964
MO,8908,989454393
MO,8914,982759521
MO,8915,1939939
MO,8920,454777
MO,8922,982759518
MO,8923,459818
MO,8924,460215
MO,8930,1911890
MO,8931,1374211
MO,8932,1518151
MO,8934,1565041
MO,8936,1848716
MO,8938,2018457
MO,8941,1811162
MO,8943,17892562
MO,8947,1107340
MO,8948,2078155
MO,8949,2059927
MO,8952,1747365
MO,8953,16883000
MO,8958,1776678
MO,8959,459313
MO,8961,1927940
MO,8963,451589
MO,8964,982759592
MO,8967,430783
MO,8968,467834
MO,8973,429504
MO,8975,438177
MO,8976,422557
MO,8977,1279993
MO,8979,2098920
MO,8981,2098313
MO,8982,2057726
MO,8984,456785
MO,8988,2082730
MO,8990,1998795
MO,8995,1355136
MO,9000,454422
MO,9002,427751
MO,9003,435557
MO,9004,435366
MO,9005,424515
MO,9006,1083216
MO,9007,465977
MO,9008,435587
MO,9011,989232197
MO,9012,436698
MO,9013,424508
MO,9014,1059689
MO,9015,428285
MO,9017,447031
MO,9019,472923
MO,9020,424523
MO,9021,1061911
MO,9022,472279
MO,9023,447328
MO,9024,422620
MO,9026,423039
MO,9028,1081422
MO,9029,1082475
MO,9030,422719
MO,9031,471437
MO,9032,425231
MO,9033,1082579
MO,9034,435849
MO,9035,465690
MO,9037,430960
MO,9038,1170411
MO,9039,427766
MO,9041,423829
MO,9042,422712
MO,9043,427775
MO,9044,1108409
MO,9045,463611
MO,9046,435582
MO,9047,447027
MO,9048,2321667
MO,9049,453962
MO,9050,455633
MO,9052,17942601
MO,9053,454391
MO,9054,1022080346
MO,9055,423833
MO,9056,428355
MO,9057,462775
MO,9058,422560
MO,9059,422598
MO,9061,465871
MO,9062,423025
MO,9063,1081997
MO,9068,436168
MO,9069,432470
MO,9071,450450
MO,9072,424945
MO,9073,1083686
MO,9074,1069726
MO,9076,448735
MO,9078,435111
MO,9079,176966
MO,9080,1064140
MO,9081,422984
MO,9082,446552
MO,9084,456927
MO,9085,434955
MO,9086,454257
MO,9087,451617
MO,9088,433884
MO,9089,1089592
MO,9090,453714
