source,id,SM_id,show_type,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,7987715,11095,SE,,,,Firework Frenzy,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987745,41191,SE,,,,2018 Canadian Juniors (Finals),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987747,39559,SE,,,,Navy vs. Duke (Wrestling),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987751,39517,SE,,,,Arkansas vs. #11 Missouri (W Basketball),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987755,39516,SE,,,,Northern Iowa vs. Southern Illinois (M Basketball),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987763,36910,SE,,,,Royal Family - Episode 18,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987814,26564,SE,,,,(13) Fenty vs. Erel (Junior Boys' Singles First Round),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987816,24035,SE,,,,Golden State Warriors vs. Houston Rockets,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7987836,20122,SE,,,,In Spanish - Tuzos del Pachuca vs. Lobos BUAP (Matchday #3) (Liga MX),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7988082,47265,SE,,,,Episode 6,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7830843,2627,SE,,,,A Gallagher Pedicure,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7944379,13925,SE,,,,5000 Mile Hunt,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989222,38997,SE,,,,Happy Now?,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989206,42545,SE,,,,Pete and Leif,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7981051,34601,SE,,,,"January 18, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989251,46804,SE,,,,"Lesson 3 ""Asking the price"" Page 47-50",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989255,46892,SE,,,,Sweet Home Abaco,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989263,45380,SE,,,,Flight Club,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,67358,,MO,[{'amazon': 'B0796BR6TB'}],The Other Hell,,,,False,"[162923, 12971620, 579846, 162786]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[{'variant_parent_id': '162786'}],,
GuideBox,7989264,110,SE,,,,"PBS NewsHour Weekend full episode January 21, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989266,2434,SE,,,,Mr. Mozzarella's Hamburger Skateboard Depot,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989267,47136,SE,,,,Risky Business,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7884833,45584,SE,,,,Ghosts,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989268,84,SE,,,,"Ask TOH | Tankless Heater, Retaining Wall",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989269,46595,SE,,,,Latinos unidos,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989270,33329,SE,,,,SOUTHAMPTON vs TOTTENHAM,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989271,47085,SE,,,,Suelta La Sopa VIP 1-21,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7967497,10277,SE,,,,Episode 6,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7944294,2941,SE,,,,Squeeze Sticks / Basketball for All,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,6049921,2948,SE,,,,Clunky Wilson / Late Again Eddie,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7981116,12403,SE,,,,"January 18, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989272,14434,SE,,,,No Room for Error,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989273,14792,SE,,,,Game Changer,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,5218207,16070,SE,,,,Mr. Fox's Shop/Shadows/International Day/The Rainy Day Game/Mummy Rabbit's Bump,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989274,17464,SE,,,,"Mon, Jan 8, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,83757,,MO,,The Corsican Brothers,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,10485,,MO,,The Lives of a Bengal Lancer,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,9008,,MO,,Siegfried,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,7989276,55,SE,,,,"Sun, Jan 21, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7839700,16819,SE,,,,GGG vs. DDD,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989277,575,SE,,,,Shajia Ayobi,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989278,46884,SE,,,,Season 1 - Episode 23,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989279,46755,SE,,,,Video For Children- Learning Colors with Making Wooden Chairs,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989287,43340,SE,,,,The Egg,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989291,12806,SE,,,,I Will Survive (Part 2),,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989292,726,SE,,,,"Jan 21, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7944758,28397,SE,,,, True Story of Hidden Figures,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989295,41088,SE,,,,Lost Identity & Never Kissed,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989296,39092,SE,,,,Don Francisco 01-21,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989297,37006,SE,,,,Episode 121,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7617343,35932,SE,,,,Puppy Love,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989299,21966,SE,,,,1-21,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989301,953,SE,,,,"Wednesday, December 31, 1969",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989302,744,SE,,,,Diamonds Are Forever,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7860973,624,SE,,,,Storming Out,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,158338,,MO,[{'itunes': '1336484620'}],Innocent Killer,,,,False,[],,,,"('No multiple ids for this link', [{'itunes': '1336484620'}])",No multiple ids for this link,,,,,
GuideBox,158339,,MO,[{'itunes': '1338932835'}],Mary and the Witch's Flower,,,,False,[165973],,,,"('No multiple ids for this link', [{'itunes': '1338932835'}])",No multiple ids for this link,,,,,
GuideBox,7989304,18515,SE,,,,Nostalgic for the Wildwoods,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989306,24746,SE,,,,Home With a View on Topsail,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989224,35374,SE,,,,The Black Widow,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989315,16080,SE,,,,Disaster at Tenerife,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989320,9892,SE,,,,Show Me the Vegetables!,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,1592,,MO,,The Advocate,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,7989351,42343,SE,,,,The Two Dragons,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989352,42380,SE,,,,March - I Will Not Lose,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989359,651,SE,,,,1/21/18,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989375,46615,SE,,,,Secret,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989329,14962,SE,,,,Pedal to the Heavy Metal,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989332,185,SE,,,,Episode 19,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989317,46780,SE,,,,Katie Garding,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989405,14779,SE,,,,"Sonrojarse, brillar o reventar",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7115762,36669,SE,,,,The Sins of the Father,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989454,46875,SE,,,," Mitotic Proliferation Theory / It's Harder on the Legs / Confused Deduction / Confused Detective / It's His Favorite / Roll, Roll",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989455,46873,SE,,,,Untitled,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7487324,42568,SE,,,,The Soy of Baking,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7935917,36464,SE,,,,"Droning for the Future, Giant Pizza",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989456,28331,SE,,,,MAN CITY vs NEWCASTLE,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7894248,23280,SE,,,,Twin It to Win It,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989459,10172,SE,,,,What's So Funny?,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989319,46723,SE,,,,Pounding Mochi and the Enchanted Highway,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989223,20269,SE,,,,"Eat, Prey, Kill",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7986672,17167,SE,,,,Anna Faris Has a Mom Crush and Meghan Markle's First Gift As a Royal Is More Fit for the Help!,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,139572,,MO,[{'amazon': 'B07RHKWV5C'}],Thikka,,,,False,[985615],,,,"('No multiple ids for this link', [{'amazon': 'B07RHKWV5C'}])",No multiple ids for this link,,,,,
GuideBox,110545,,MO,,Bible!,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,7989519,47277,SE,,,,The Couch is Quicksand,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989520,47275,SE,,,,Dino Bird,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989521,47276,SE,,,,Planet of the Birds,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,91781,,MO,,Marvo Movie,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,155888,,MO,[{'amazon': 'B07NHCZ9V5'}],Gunturodu,,,,False,[1017830],,,,"('No multiple ids for this link', [{'amazon': 'B07NHCZ9V5'}])",No multiple ids for this link,,,,,
GuideBox,7989522,32624,SE,,,,Directors,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,127597,,MO,,Midnight Movie,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,94868,,MO,,Marathon,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,6630,,MO,,Fighting Back,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,130320,,MO,,Theodora Goes Wild,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,7981275,194,SE,,,,"KLG and Hoda - Jan. 18, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,129372,,MO,,Gang Of Ghosts,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,7989525,20564,SE,,,,East Texas Fishing,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989526,46977,SE,,,,Jason Miller,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7472581,9903,SE,,,,Grill Masters: Battle 4,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989603,71,SE,,,,Episode 1,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989604,46739,SE,,,,Jaws Strike Back,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989605,47274,SE,,,,Firework Frenzy,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989606,47268,SE,,,,Hooked,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989613,47269,SE,,,,Only When It Hurts,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989648,46988,SE,,,,The Third Moment,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989649,46971,SE,,,,Derby Italiano!,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989318,39180,SE,,,,Mercedes AMG GT,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989650,47230,SE,,,,Celebrity Special Featuring Ray Jorden at The Old Mill House,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989652,47233,SE,,,,The Engineer,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989653,47234,SE,,,,Hitler's Biological Soldiers,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989657,47238,SE,,,,Live Ladies and Cars Webinar - Bonus!,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989662,20856,SE,,,,Ivan the Terrible's Fortresses,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989799,45564,SE,,,,New York Fashion Week Spring Summer 2006,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989800,41087,SE,,,,Dragon Ball Super Ends... Very Soon!!,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989801,40878,SE,,,,What Do You Want to Know About the Jeep JL? We Answer Viewer Questions,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989802,37791,SE,,,,The Masquerade Ball,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989803,36272,SE,,,,"Monday, January 22th, 2018",,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7915873,34833,SE,,,,Rainbow Connections,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989804,33843,SE,,,,WHEEL OF GAMEBANG,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989805,24064,SE,,,,24th Annual Screen Actors Guild Awards,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989806,9829,SE,,,,The Kouga Must Die,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989835,47279,SE,,,,The Flip,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,4287467,11143,SE,,,,Master Vs. Master,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7989838,32672,SE,,,,I Am Bruce Lee,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7115686,33422,SE,,,,Coach Cleen,,,,,,,No series_title for this episode,No series title for this episode,,,,,
GuideBox,7102406,23229,SE,,,,Skylar Astin vs. Metta World Peace,,,,,,,No series_title for this episode,No series title for this episode,,,,,
