source,id,SM_id,show_type,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,111506,,MO,,The Temptation of St. Anthony,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111512,,MO,,The Magician,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111513,,MO,,Troop Ships for the Philippines,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111514,,MO,[{'amazon': 'B01M4IOW7L'}],"U.S. Troops Landing at Daiquiri, Cuba",,,,False,[552648],,,,"('No multiple ids for this link', [{'amazon': 'B01M4IOW7L'}])",No multiple ids for this link,,,,,
GuideBox,111515,,MO,[{'amazon': 'B01M242IRH'}],Shooting Captured Insurgents,,,,False,[552649],,,,"('No multiple ids for this link', [{'amazon': 'B01M242IRH'}])",No multiple ids for this link,,,,,
GuideBox,111516,,MO,[{'amazon': 'B01M22YOAB'}],The Burglar on the Roof,,,,False,[12993921],,,,"('No multiple ids for this link', [{'amazon': 'B01M22YOAB'}])",No multiple ids for this link,,,,,
GuideBox,111517,,MO,,The Damnation of Faust,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111518,,MO,,The Surrender of Tournavos,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111519,,MO,,Between Calais and Dover,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111523,,MO,[{'amazon': 'B01M2WME6I'}],Mr. Edison at Work in His Chemical Laboratory,,,,False,[552246],,,,"('No multiple ids for this link', [{'amazon': 'B01M2WME6I'}])",No multiple ids for this link,,,,,
GuideBox,111524,,MO,[{'amazon': 'B01MCUS60R'}],Seminary Girls,,,,False,[12993916],,,,"('No multiple ids for this link', [{'amazon': 'B01MCUS60R'}])",No multiple ids for this link,,,,,
GuideBox,111525,,MO,[{'amazon': 'B01M3OCBZS'}],Niagara Falls,,,,False,[1185439],,,,"('No multiple ids for this link', [{'amazon': 'B01M3OCBZS'}])",No multiple ids for this link,,,,,
GuideBox,111526,,MO,[{'netflixusa': '80113787'}],Live and let Live,,,,True,[851386],,,,"('No multiple ids for this link', [{'netflixusa': '80113787'}])",No multiple ids for this link,,,,,
GuideBox,111527,,MO,[{'itunes': '1163892848'}],What Other Couples Do,,,,False,[270055],,,,"('No multiple ids for this link', [{'itunes': '1163892848'}])",No multiple ids for this link,,,,,
GuideBox,111528,,MO,,The Universal Language,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111529,,MO,[{'amazon': 'B00ETC2CB0'}],Luis and Marta Work Together,,,,False,[967487],,,,"('No multiple ids for this link', [{'amazon': 'B00ETC2CB0'}])",No multiple ids for this link,,,,,
GuideBox,111531,,MO,[{'amazon': 'B01MCT2PAS'}],Love and Other Anxieties,,,,False,[12993913],,,,"('No multiple ids for this link', [{'amazon': 'B01MCT2PAS'}])",No multiple ids for this link,,,,,
GuideBox,111532,,MO,[{'amazon': 'B079Y71QRZ'}],Where the Streets Have No Name,,,,False,[14166514],,,,"('No multiple ids for this link', [{'amazon': 'B079Y71QRZ'}])",No multiple ids for this link,,,,,
GuideBox,111533,,MO,[{'amazon': 'B01M1D302F'}],Unsubscribe IV,,,,False,[12993912],,,,"('No multiple ids for this link', [{'amazon': 'B01M1D302F'}])",No multiple ids for this link,,,,,
GuideBox,111534,,MO,[{'amazon': 'B004L4IXS2'}],She's a Boy I Knew,,,,False,[560884],,,,"('No multiple ids for this link', [{'amazon': 'B004L4IXS2'}])",No multiple ids for this link,,,,,
GuideBox,111535,,MO,[{'amazon': 'B01M8GQIZ5'}],The Back of Her Head,,,,False,[558208],,,,"('No multiple ids for this link', [{'amazon': 'B01M8GQIZ5'}])",No multiple ids for this link,,,,,
GuideBox,111537,,MO,[{'amazon': 'B01M6Y5I5K'}],Zemsta,,,,False,[802647],,,,"('No multiple ids for this link', [{'amazon': 'B01M6Y5I5K'}])",No multiple ids for this link,,,,,
GuideBox,111538,,MO,[{'amazon': 'B01M2YJIZ0'}],Prophets and Lessons,,,,False,[12993910],,,,"('No multiple ids for this link', [{'amazon': 'B01M2YJIZ0'}])",No multiple ids for this link,,,,,
GuideBox,111540,,MO,,Clay,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111541,,MO,[{'amazon': 'B000RZSF6E'}],The Golden Twenties,,,,False,[1108011],,,,"('No multiple ids for this link', [{'amazon': 'B000RZSF6E'}])",No multiple ids for this link,,,,,
GuideBox,111542,,MO,[{'amazon': 'B01MAW0IVT'}],Growing Girls,,,,False,[12993908],,,,"('No multiple ids for this link', [{'amazon': 'B01MAW0IVT'}])",No multiple ids for this link,,,,,
GuideBox,111544,,MO,[{'amazon': 'B01M230E31'}],Robin Hood of Monterey,,,,False,[521749],,,,"('No multiple ids for this link', [{'amazon': 'B01M230E31'}])",No multiple ids for this link,,,,,
GuideBox,111548,,MO,[{'amazon': 'B01M4HKJAX'}],On Directing,,,,False,[12993909],,,,"('No multiple ids for this link', [{'amazon': 'B01M4HKJAX'}])",No multiple ids for this link,,,,,
GuideBox,111550,,MO,[{'amazon': 'B01M9BABNF'}],The Thanhouser Studio and the Birth of American Cinema,,,,False,[885284],,,,"('No multiple ids for this link', [{'amazon': 'B01M9BABNF'}])",No multiple ids for this link,,,,,
GuideBox,111551,,MO,[{'amazon': 'B018AQINUY'}],Cave-o-nomics,,,,False,[12993907],,,,"('No multiple ids for this link', [{'amazon': 'B018AQINUY'}])",No multiple ids for this link,,,,,
GuideBox,111552,,MO,[{'amazon': 'B01M3OCU6I'}],A Bridge to a Border,,,,False,[876739],,,,"('No multiple ids for this link', [{'amazon': 'B01M3OCU6I'}])",No multiple ids for this link,,,,,
GuideBox,111553,,MO,[{'amazon': 'B018AQH1KM'}],The Foreign Aid Paradox,,,,False,[12993873],,,,"('No multiple ids for this link', [{'amazon': 'B018AQH1KM'}])",No multiple ids for this link,,,,,
GuideBox,111554,,MO,,Hermaphrodite,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111555,,MO,[{'amazon': 'B018AQJ0K6'}],The Unbelievably Sweet Alpacas!,,,,False,[12993871],,,,"('No multiple ids for this link', [{'amazon': 'B018AQJ0K6'}])",No multiple ids for this link,,,,,
GuideBox,111558,,MO,[{'amazon': 'B017OSQG6C'}],Lemonade War,,,,False,[12993869],,,,"('No multiple ids for this link', [{'amazon': 'B017OSQG6C'}])",No multiple ids for this link,,,,,
GuideBox,111561,,MO,[{'amazon': 'B01M7OYCP2'}],"Bim, Bam, Boom",,,,False,[12993867],,,,"('No multiple ids for this link', [{'amazon': 'B01M7OYCP2'}])",No multiple ids for this link,,,,,
GuideBox,111562,,MO,[{'amazon': 'B018AQOHRM'}],Globalization... Who Cares? You Do,,,,False,[12993866],,,,"('No multiple ids for this link', [{'amazon': 'B018AQOHRM'}])",No multiple ids for this link,,,,,
GuideBox,111565,,MO,[{'amazon': 'B017OMISUK'}],Fed Head,,,,False,[12993865],,,,"('No multiple ids for this link', [{'amazon': 'B017OMISUK'}])",No multiple ids for this link,,,,,
GuideBox,111566,,MO,[{'amazon': 'B018AQKTCY'}],Amazing Animated Film on the Debt and the Deficit,,,,False,[14166513],,,,"('No multiple ids for this link', [{'amazon': 'B018AQKTCY'}])",No multiple ids for this link,,,,,
GuideBox,111572,,MO,[{'itunes': '1359523061'}],Your Day is My Night,,,,False,[776374],,,,"('No multiple ids for this link', [{'itunes': '1359523061'}])",No multiple ids for this link,,,,,
GuideBox,111573,,MO,,Falling Notes Unleaving,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111574,,MO,[{'amazon': 'B01MEE9SYY'}],The Gay Agenda,,,,False,[12993860],,,,"('No multiple ids for this link', [{'amazon': 'B01MEE9SYY'}])",No multiple ids for this link,,,,,
GuideBox,111575,,MO,[{'amazon': 'B01KYAHLH0'}],Adjust Your Tracking,,,,False,[816895],,,,"('No multiple ids for this link', [{'amazon': 'B01KYAHLH0'}])",No multiple ids for this link,,,,,
GuideBox,111576,,MO,[{'amazon': 'B01MF5CHI8'}],Slow Interrogation,,,,False,[12993852],,,,"('No multiple ids for this link', [{'amazon': 'B01MF5CHI8'}])",No multiple ids for this link,,,,,
GuideBox,111577,,MO,,Solar Sight III,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111578,,MO,,Entr'acte(2013),,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111579,,MO,,After the Circus,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111580,,MO,[{'amazon': 'B01M1D3523'}],Collywobbles,,,,False,[12993846],,,,"('No multiple ids for this link', [{'amazon': 'B01M1D3523'}])",No multiple ids for this link,,,,,
GuideBox,111581,,MO,[{'amazon': 'B01MCSWSOU'}],American Hunger,,,,False,[12993844],,,,"('No multiple ids for this link', [{'amazon': 'B01MCSWSOU'}])",No multiple ids for this link,,,,,
GuideBox,111582,,MO,[{'amazon': 'B01M63K2S6'}],The House at the Edge of the Galaxy,,,,False,[332526],,,,"('No multiple ids for this link', [{'amazon': 'B01M63K2S6'}])",No multiple ids for this link,,,,,
GuideBox,111583,,MO,[{'amazon': 'B01M0DXWKV'}],Duluth is Horrible,,,,False,[12993842],,,,"('No multiple ids for this link', [{'amazon': 'B01M0DXWKV'}])",No multiple ids for this link,,,,,
GuideBox,111584,,MO,[{'amazon': 'B01MAV0Y2Y'}],Coda I,,,,False,[12993840],,,,"('No multiple ids for this link', [{'amazon': 'B01MAV0Y2Y'}])",No multiple ids for this link,,,,,
GuideBox,111585,,MO,[{'amazon': 'B01M7PUJGZ'}],Coda II,,,,False,[12993838],,,,"('No multiple ids for this link', [{'amazon': 'B01M7PUJGZ'}])",No multiple ids for this link,,,,,
GuideBox,111586,,MO,[{'amazon': 'B01M4KGEDC'}],Stepsister,,,,False,[1034830],,,,"('No multiple ids for this link', [{'amazon': 'B01M4KGEDC'}])",No multiple ids for this link,,,,,
GuideBox,111587,,MO,,Agitprop,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111588,,MO,[{'amazon': 'B01MDK97WE'}],The Last Headbanger,,,,False,[12993836],,,,"('No multiple ids for this link', [{'amazon': 'B01MDK97WE'}])",No multiple ids for this link,,,,,
GuideBox,111590,,MO,[{'amazon': 'B01M4IMY2G'}],A Leap to Take,,,,False,[14544286],,,,"('No multiple ids for this link', [{'amazon': 'B01M4IMY2G'}])",No multiple ids for this link,,,,,
GuideBox,111591,,MO,[{'amazon': 'B01LXS5KRZ'}],Green and Blue Lovers,,,,False,[12993828],,,,"('No multiple ids for this link', [{'amazon': 'B01LXS5KRZ'}])",No multiple ids for this link,,,,,
GuideBox,111592,,MO,[{'amazon': 'B01MECZUWF'}],Light Plate,,,,False,[12993826],,,,"('No multiple ids for this link', [{'amazon': 'B01MECZUWF'}])",No multiple ids for this link,,,,,
GuideBox,111593,,MO,,Happy Meal,,,,,[],,,,No link for this link,No link for this link,,,,,
GuideBox,111594,,MO,[{'amazon': 'B00JLAY9XY'}],The Age of Cheap,,,,False,[14013244],,,,"('No multiple ids for this link', [{'amazon': 'B00JLAY9XY'}])",No multiple ids for this link,,,,,
GuideBox,111595,,MO,[{'amazon': 'B00T4LICXS'}],Dipso,,,,False,[12993821],,,,"('No multiple ids for this link', [{'amazon': 'B00T4LICXS'}])",No multiple ids for this link,,,,,
