Hulu_sm_id,Rovi_sm_id,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,variant_present,Comment,Result of mapping series
34356,1878857,2790747,2790747,,,,,,Pass,Pass
34076,1211196023,[9226871],Nil,,,,,,No ingestion of source_id,Fail
34310,5359635015,11313804,11313804,,,,,,Pass,Pass
16806,19953585,7415459,14470645,"[{'source_id': '16806,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":0.0,""run_time"":0.0,""release_year_diff"":9.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0}'}]","[{'7415459': 'rovi_id:19953585,Map_reason:not found in projectx'}]",,,False,Fail,Fail
23141,1309725979,9202174,9202174,,,,,,Pass,Pass
1721,2406698,2905961,2905961,,,,,,Pass,Pass
23848,1482900873,9377631,9377631,,,,,,Pass,Pass
34192,1529514919,9418483,9418483,,,,,,Pass,Pass
799,1835235,3000484,3000484,,,,,,Pass,Pass
16871,434998384,3755012,3755012,,,,,,Pass,Pass
17967,586882462,8270233,8270233,,,,,,Pass,Pass
15054,655464834,2741806,2741806,,,,,,Pass,Pass
30422,2017591238,10085512,10085512,,,,,,Pass,Pass
30602,1335651342,3230571,3230571,,,,,,Pass,Pass
19165,67129987,7805415,7805415,,,,,,Pass,Pass
22017,477931481,10178753,10178753,,,,,,Pass,Pass
34087,806576751,8200048,13361821,"[{'source_id': '34087,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.8,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0.9,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13361821"",""id_2"":""hulu:34087"",""score"":3.98}'}]","[{'8200048': 'rovi_id:806576751,Map_reason:not found in projectx'}]",,,False,Fail,Fail
31764,22520950,3235569,3235569,,,,,,Pass,Pass
10297,66120223,3287815,3287815,,,,,,Pass,Pass
22278,16602088,3109219,3109219,,,,,,Pass,Pass
27445,1705499150,3588092,3588092,,,,,,Pass,Pass
31843,380950525,8086815,8086815,,,,,,Pass,Pass
31325,1301493588,3879700,3879700,,,,,,Pass,Pass
27466,3232633532,3748301,3748301,,,,,,Pass,Pass
31057,1884285387,9943486,9943486,,,,,,Pass,Pass
31707,2374300,12262596,12262596,,,,,,Pass,Pass
31757,895801249,8681352,8681352,,,,,,Pass,Pass
31786,862176034,8632721,8632721,,,,,,Pass,Pass
32339,702263,4543374,4543374,,,,,,Pass,Pass
31563,423416,3432391,3432391,,,,,,Pass,Pass
23315,435680,10110005,10110005,,,,,,Pass,Pass
28175,1921453890,9990939,9990939,,,,,,Pass,Pass
8815,19104020,3205545,3205545,,,,,,Pass,Pass
31298,22030252,7582653,7582653,,,,,,Pass,Pass
37,334142,3195312,3195312,,,,,,Pass,Pass
31484,571606884,8264524,8264524,,,,,,Pass,Pass
28285,1705498672,9484890,9484890,,,,,,Pass,Pass
11154,67507801,3514257,3514257,,,,,,Pass,Pass
27186,1517457357,3753332,3753332,,,,,,Pass,Pass
25348,3310286744,10268029,10268029,,,,,,Pass,Pass
10498,695928698,1124366,1124366,,,,,,Pass,Pass
22171,22423691,7654478,7654478,,,,,,Pass,Pass
31029,923243443,8707057,8707057,,,,,,Pass,Pass
31102,4524296655,10945744,10945744,,,,,,Pass,Pass
32341,4366067439,10871328,10871328,,,,,,Pass,Pass
24857,1519092102,3910437,3910437,,,,,,Pass,Pass
23009,1120301682,3861052,3861052,,,,,,Pass,Pass
18637,1064496125,3680869,3680869,,,,,,Pass,Pass
31031,1029087865,3556631,3556631,,,,,,Pass,Pass
27491,21492230,3130662,3130662,,,,,,Pass,Pass
28308,1536530394,9424232,9424232,,,,,,Pass,Pass
30150,4708975339,11021388,11021388,,,,,,Pass,Pass
29675,3256915450,3973607,3973607,,,,,,Pass,Pass
15138,546339786,3677095,3677095,,,,,,Pass,Pass
10,1836155,3155311,3155311,,,,,,Pass,Pass
19145,13742906,3065519,3065519,,,,,,Pass,Pass
6341,18765804,3700548,3700548,,,,,,Pass,Pass
29716,3519514977,3837673,3837673,,,,,,Pass,Pass
30271,2364263,2821040,2821040,,,,,,Pass,Pass
30021,3565267893,10388473,10388473,,,,,,Pass,Pass
28055,2001885398,3885013,3885013,,,,,,Pass,Pass
29890,555620631,3377665,3377665,,,,,,Pass,Pass
24357,447842,2939113,2939113,,,,,,Pass,Pass
23971,3459985439,10348905,10348905,,,,,,Pass,Pass
12103,333627570,8009244,8009244,,,,,,Pass,Pass
12104,506526069,8174419,8174419,,,,,,Pass,Pass
20160,1239609414,9089473,9089473,,,,,,Pass,Pass
20501,1398127281,9302183,9302183,,,,,,Pass,Pass
13951,662768752,8372709,8372709,,,,,,Pass,Pass
29617,1886128,2942248,2942248,,,,,,Pass,Pass
21550,1490454138,3961019,3961019,,,,,,Pass,Pass
16924,902519422,8693378,14622334,"[{'source_id': '16924,Map_reason:new'}]","[{'8693378': 'rovi_id:902519422,Map_reason:not found in projectx'}]",,,False,Fail,Fail
14455,66762570,3387739,3387739,,,,,,Pass,Pass
4136,279060,4115066,4115066,,,,,,Pass,Pass
8803,17982104,7086749,7086749,,,,,,Pass,Pass
29524,425050,2773709,2773709,,,,,,Pass,Pass
29460,776204630,3691174,3691174,,,,,,Pass,Pass
27828,1046828564,3486297,3486297,,,,,,Pass,Pass
23134,1270837296,9949312,9949312,,,,,,Pass,Pass
29459,3633459857,10420094,10420094,,,,,,Pass,Pass
29326,2204571,3940636,14435727,"[{'source_id': '29326,Map_reason:new'}]","[{'3940636': 'rovi_id:2204571,Map_reason:not found in projectx'}]",,,False,Fail,Fail
29438,327207867,7990140,14625774,"[{'source_id': '29438,Map_reason:new'}]","[{'7990140': 'rovi_id:327207867,Map_reason:not found in projectx'}]",,,False,Fail,Fail
20357,21977561,3318662,9019615,"[{'3318662': 'rovi_id:1183708745,Map_reason:not found in projectx'}, {'source_id': '20357,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":1.0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":977,""run_time_missing"":0,""levenshtein_titles"":0.5675675676,""cosine_titles"":0.7925939239,""partial_titles"":1,""id_1"":""projectx:9019615"",""id_2"":""hulu:20357"",""score"":3.5601614915}'}]","[{'3318662': 'rovi_id:21977561,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
29083,16852305,2997444,14435720,"[{'source_id': '29083,Map_reason:new'}]","[{'2997444': 'rovi_id:16852305,Map_reason:not found in projectx'}]",,,False,Fail,Fail
16391,2467064,3235964,3235964,,,,,,Pass,Pass
22414,1000646061,3734818,3734818,,,,,,Pass,Pass
16535,1093498706,3438999,3438999,,,,,,Pass,Pass
18314,13917226,3096834,14623463,"[{'source_id': '18314,Map_reason:new'}]","[{'3096834': 'rovi_id:13917226,Map_reason:not found in projectx'}]",,,False,Fail,Fail
25355,644305502,8863137,8863137,,,,,,Pass,Pass
2388,2468426,3513696,3513696,,,,,,Pass,Pass
29164,4074068454,10554400,10554400,,,,,,Pass,Pass
29148,3217949085,10205104,10205104,,,,,,Pass,Pass
20475,1198225425,3764940,3764940,,,,,,Pass,Pass
28908,3520582335,3798870,3798870,,,,,,Pass,Pass
16149,934666109,8710376,8710376,,,,,,Pass,Pass
9269,17309714,3920342,3920342,,,,,,Pass,Pass
16208,19121887,7320071,7320071,,,,,,Pass,Pass
28726,1707856110,9486875,9486875,,,,,,Pass,Pass
11266,19629971,2859867,2859867,,,,,,Pass,Pass
11217,1309421,2750299,2750299,,,,,,Pass,Pass
17327,869509798,3508942,3508942,,,,,,Pass,Pass
24094,1529414149,3750706,3750706,,,,,,Pass,Pass
14407,527762799,3664413,3664413,,,,,,Pass,Pass
26004,466388754,8148232,8148232,,,,,,Pass,Pass
8322,1534414,2809441,14436697,"[{'source_id': '8322,Map_reason:new'}]","[{'2809441': 'rovi_id:1534414,Map_reason:not found in projectx'}]",,,False,Fail,Fail
22883,570878549,3930958,3930958,,,,,,Pass,Pass
22280,1784269,2781356,2781356,,,,,,Pass,Pass
10662,21575498,3648568,3648568,,,,,,Pass,Pass
21488,1483040194,9377866,9377866,,,,,,Pass,Pass
28211,3144066846,3743639,3743639,,,,,,Pass,Pass
19435,18195286,7165095,7165095,,,,,,Pass,Pass
20216,371014340,3781118,3781118,,,,,,Pass,Pass
16321,17958793,3123943,3123943,,,,,,Pass,Pass
14027,361732171,3940412,3940412,,,,,,Pass,Pass
27359,22176127,3546674,3546674,,,,,,Pass,Pass
27935,1718566984,3800055,3800055,,,,,,Pass,Pass
23344,1058055895,10193224,10193224,,,,,,Pass,Pass
28071,2382639,3370250,3370250,,,,,,Pass,Pass
28049,1463998563,3688961,3688961,,,,,,Pass,Pass
20822,1714723,3261246,13385286,"[{'source_id': '20822,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":1.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":0.9,""run_time"":0.0,""release_year_diff"":1.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":0.4074074074,""cosine_titles"":0.7492686493,""partial_titles"":1.0,""score"":3.3366760567}'}]","[{'3261246': 'rovi_id:1714723,Map_reason:not found in projectx'}]",,,False,Fail,Fail
28109,18830304,3262347,3262347,,,,,,Pass,Pass
28000,438414681,3361093,3361093,,,,,,Pass,Pass
18412,427871,3932608,3932608,,,,,,Pass,Pass
1926,2435701,3653314,3653314,,,,,,Pass,Pass
7421,19706278,3128968,3128968,,,,,,Pass,Pass
18130,971335048,3504195,3504195,,,,,,Pass,Pass
27721,1644663033,9458176,9458176,,,,,,Pass,Pass
27709,1433884878,9332265,9332265,,,,,,Pass,Pass
15094,2490563,2927351,2927351,,,,,,Pass,Pass
27723,1919256500,9989761,9989761,,,,,,Pass,Pass
16874,460584,3047203,3047203,,,,,,Pass,Pass
16693,890782692,3537633,3537633,,,,,,Pass,Pass
14950,305915093,7901620,7901620,,,,,,Pass,Pass
19081,895788268,3979506,3979506,,,,,,Pass,Pass
21684,841111981,8610568,8610568,,,,,,Pass,Pass
5769,1882889,5213326,5213326,,,,,,Pass,Pass
14198,11962332,3909178,3909178,,,,,,Pass,Pass
20468,657776794,3955763,3955763,,,,,,Pass,Pass
6385,19680393,7365873,7365873,,,,,,Pass,Pass
13700,1771805,3043904,3043904,,,,,,Pass,Pass
20353,440115141,3509422,3509422,,,,,,Pass,Pass
27403,886254378,8939058,8939058,,,,,,Pass,Pass
22868,453315883,8134735,8134735,,,,,,Pass,Pass
3615,2420871,2937188,2937188,,,,,,Pass,Pass
27435,1374879893,9439062,9439062,,,,,,Pass,Pass
18502,1085174333,8924040,8924040,,,,,,Pass,Pass
27434,1420785608,9439026,9439026,,,,,,Pass,Pass
24031,1523564586,3772999,3772999,,,,,,Pass,Pass
26057,1542527217,3911709,3911709,,,,,,Pass,Pass
1201,1549972,2763727,2763727,,,,,,Pass,Pass
25302,424302,2732733,2732733,,,,,,Pass,Pass
2505,2484112,2864057,2864057,,,,,,Pass,Pass
26800,3204378072,10205610,10205610,,,,,,Pass,Pass
23234,139939,4034277,4034277,,,,,,Pass,Pass
14787,936143059,8735967,8735967,,,,,,Pass,Pass
13844,2005008,2993117,2993117,,,,,,Pass,Pass
21213,1046915274,3677183,3677183,,,,,,Pass,Pass
27199,930115913,8723890,8723890,,,,,,Pass,Pass
17887,1167717069,8999078,8999078,,,,,,Pass,Pass
11412,21522264,7471915,7471915,,,,,,Pass,Pass
21292,1050494956,8881934,14624149,"[{'source_id': '21292,Map_reason:new'}]","[{'8881934': 'rovi_id:1050494956,Map_reason:not found in projectx'}]",,,False,Fail,Fail
26725,449303,2733020,2733020,,,,,,Pass,Pass
26774,11828388,2927854,2927854,,,,,,Pass,Pass
18496,1252336060,9101705,9101705,,,,,,Pass,Pass
8738,14418348,3009263,3009263,,,,,,Pass,Pass
2070,280168,4115968,4115968,,,,,,Pass,Pass
25954,1426326214,9325252,9325252,,,,,,Pass,Pass
25845,1800393069,9530098,9530098,,,,,,Pass,Pass
25928,369320697,4011305,4011305,,,,,,Pass,Pass
26392,1149163597,8979672,8979672,,,,,,Pass,Pass
26391,1270885003,3560137,3560137,,,,,,Pass,Pass
20608,18933945,3274647,3274647,,,,,,Pass,Pass
24190,894255542,3838433,3838433,,,,,,Pass,Pass
24907,4584819627,3392095,3392095,,,,,,Pass,Pass
26347,719444,4557523,4557523,,,,,,Pass,Pass
26190,423415,2734643,2734643,,,,,,Pass,Pass
25995,1112451640,8949142,8949142,,,,,,Pass,Pass
3358,8969186,3357670,3357670,,,,,,Pass,Pass
13304,1758153,5158672,5158672,,,,,,Pass,Pass
25085,1311637197,3794482,3794482,,,,,,Pass,Pass
7889,1193096,2783110,2783110,,,,,,Pass,Pass
24502,1321389,2889675,2889675,,,,,,Pass,Pass
12901,535032164,8207643,8207643,,,,,,Pass,Pass
8341,21749114,7519424,7519424,,,,,,Pass,Pass
25243,425330,3172374,3172374,,,,,,Pass,Pass
11967,17006815,3561839,3561839,,,,,,Pass,Pass
18951,1064496120,9126420,9126420,,,,,,Pass,Pass
25244,425339,4213083,4213083,,,,,,Pass,Pass
11951,2441881,2836870,2836870,,,,,,Pass,Pass
8898,21983077,3940421,3940421,,,,,,Pass,Pass
16831,927526661,10192858,10192858,,,,,,Pass,Pass
13590,129486,4029230,4029230,,,,,,Pass,Pass
25165,17006603,3089583,3089583,,,,,,Pass,Pass
14146,327498014,3664919,3664919,,,,,,Pass,Pass
24286,1375229347,9282376,9282376,,,,,,Pass,Pass
15854,927497330,8716460,8716460,,,,,,Pass,Pass
16987,872294137,3462524,3462524,,,,,,Pass,Pass
17940,1000997850,3585310,3585310,,,,,,Pass,Pass
4814,9952276,3175753,3175753,,,,,,Pass,Pass
1304,1877213,2813503,2813503,,,,,,Pass,Pass
16556,841067040,8611173,8611173,,,,,,Pass,Pass
23526,17691485,3415482,3415482,,,,,,Pass,Pass
21761,1352271335,9259522,9259522,,,,,,Pass,Pass
14827,67111861,7803349,7803349,,,,,,Pass,Pass
22901,1490458359,9384980,9384980,,,,,,Pass,Pass
19491,2154617,2858535,2858535,,,,,,Pass,Pass
17862,1609178,2938441,2938441,,,,,,Pass,Pass
24037,12133315,3649483,3649483,,,,,,Pass,Pass
22443,1389615238,9295110,9295110,,,,,,Pass,Pass
17855,2300286,12262262,12262262,,,,,,Pass,Pass
23499,1863968,2953188,2953188,,,,,,Pass,Pass
16563,841067043,8611098,8611098,,,,,,Pass,Pass
18113,676534,2750544,2750544,,,,,,Pass,Pass
18321,9955688,5511040,5511040,,,,,,Pass,Pass
9067,534005569,8211300,13146078,"[{'source_id': '9067,Map_reason:{""color"":1,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":1.0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13146078"",""id_2"":""hulu:9067"",""score"":3.9}'}]","[{'8211300': 'rovi_id:534005569,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",,,False,Fail,Fail
11876,542476032,8549019,8549019,,,,,,Pass,Pass
9133,556694020,8103708,8103708,,,,,,Pass,Pass
14682,300729,4130494,4130494,,,,,,Pass,Pass
8732,1987080,5263664,5263664,,,,,,Pass,Pass
23408,1136168967,8968092,8968092,,,,,,Pass,Pass
1155,267939,4106979,4106979,,,,,,Pass,Pass
7556,18830442,3243871,3243871,,,,,,Pass,Pass
23145,1218565117,3516124,3516124,,,,,,Pass,Pass
22996,1276725,3009695,3009695,,,,,,Pass,Pass
15462,12169510,6192039,6192039,,,,,,Pass,Pass
17297,560772269,3858509,3858509,,,,,,Pass,Pass
18498,12107800,3271497,3271497,,,,,,Pass,Pass
18662,3646002982,10423631,10423631,,,,,,Pass,Pass
13680,308709032,7918923,7918923,,,,,,Pass,Pass
20840,1327228,6832545,13064510,"[{'source_id': '20840,Map_reason:{""color"":1,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.8461538462,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13064510"",""id_2"":""hulu:20840"",""score"":3.7461538462}'}]","[{'6832545': 'rovi_id:1327228,Map_reason:not found in projectx'}]",,,False,Fail,Fail
9974,432193958,8112174,8112174,,,,,,Pass,Pass
217,17891288,3062706,3062706,,,,,,Pass,Pass
21596,294301969,3530149,3530149,,,,,,Pass,Pass
22751,1712037087,10236530,10236530,,,,,,Pass,Pass
22272,1691541,2776212,2776212,,,,,,Pass,Pass
22282,1926403,2784893,2784893,,,,,,Pass,Pass
22239,1325494,3679919,3679919,,,,,,Pass,Pass
22170,375390,3064492,3064492,,,,,,Pass,Pass
22274,1326442,3697604,3697604,,,,,,Pass,Pass
22249,15046205,6874746,6874746,,,,,,Pass,Pass
1968,412432,3498772,3498772,,,,,,Pass,Pass
12904,825647841,8714701,8714701,,,,,,Pass,Pass
9979,66700815,3481218,3481218,,,,,,Pass,Pass
22080,19734393,3740748,3740748,,,,,,Pass,Pass
21823,518477970,8186869,8186869,,,,,,Pass,Pass
8023,21718205,3345859,3345859,,,,,,Pass,Pass
18537,14856640,3137131,3137131,,,,,,Pass,Pass
10507,500423,4381776,4381776,,,,,,Pass,Pass
18387,995753609,8813104,8813104,,,,,,Pass,Pass
3897,2484036,2986569,2986569,,,,,,Pass,Pass
21774,289865,4124729,4124729,,,,,,Pass,Pass
22172,366565,4149741,4149741,,,,,,Pass,Pass
21561,2333803,2826023,2826023,,,,,,Pass,Pass
6466,17982749,7086419,7086419,,,,,,Pass,Pass
21175,1413519972,9314807,9314807,,,,,,Pass,Pass
13334,910099,2745437,2745437,,,,,,Pass,Pass
3663,2091882,3072625,3072625,,,,,,Pass,Pass
12903,727366857,8474651,8474651,,,,,,Pass,Pass
1238,2357228,3218505,3218505,,,,,,Pass,Pass
13217,1856415,5199787,5199787,,,,,,Pass,Pass
419,1681011,2764257,2764257,,,,,,Pass,Pass
21222,1443107,2768899,2768899,,,,,,Pass,Pass
20971,1553246,3594266,3594266,,,,,,Pass,Pass
20969,425350,2864396,2864396,,,,,,Pass,Pass
20979,1645107,3508415,3508415,,,,,,Pass,Pass
20977,1613836,3023239,3023239,,,,,,Pass,Pass
21147,1266318,2911677,2911677,,,,,,Pass,Pass
6345,14595823,3229324,3229324,,,,,,Pass,Pass
15682,936077774,8735638,8735638,,,,,,Pass,Pass
20983,2285877,3374604,3374604,,,,,,Pass,Pass
5725,9485030,3035298,3035298,,,,,,Pass,Pass
2494,17339702,3293853,3293853,,,,,,Pass,Pass
13892,315473347,7949432,7949432,,,,,,Pass,Pass
13973,677074795,8385529,8385529,,,,,,Pass,Pass
20217,19917055,12258253,12258253,,,,,,Pass,Pass
93,1308574,2984774,2984774,,,,,,Pass,Pass
57,2169493,2886601,2886601,,,,,,Pass,Pass
13061,333919186,3641175,3641175,,,,,,Pass,Pass
9873,543837675,8218285,8218285,,,,,,Pass,Pass
19498,1236156,4864998,4864998,,,,,,Pass,Pass
17098,1100715506,8936555,8936555,,,,,,Pass,Pass
15759,22515389,3211410,3211410,,,,,,Pass,Pass
20159,1208841808,3897551,3763479,"[{'3897551': 'rovi_id:21720173,Map_reason:not found in projectx'}, {'source_id': '20159,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":1.0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:3763479"",""id_2"":""hulu:20159"",""score"":4.2}'}]","[{'3897551': 'rovi_id:1208841808,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
9172,17835686,7046486,7046486,,,,,,Pass,Pass
19478,19881032,6559386,6559386,,,,,,Pass,Pass
3640,406170,4162711,4162711,,,,,,Pass,Pass
16872,890796436,8676277,8676277,,,,,,Pass,Pass
3281,318547525,7959158,7959158,,,,,,Pass,Pass
14703,661539770,8368345,8368345,,,,,,Pass,Pass
6287,19766558,7386884,7386884,,,,,,Pass,Pass
12990,67263002,7813017,7813017,,,,,,Pass,Pass
17106,1216419708,9058970,9058970,,,,,,Pass,Pass
18318,17672873,3363794,3363794,,,,,,Pass,Pass
9814,556694071,8240120,8240120,,,,,,Pass,Pass
18074,14225399,3157510,3157510,,,,,,Pass,Pass
18389,18221448,3931900,3931900,,,,,,Pass,Pass
4948,13892760,3065419,3065419,,,,,,Pass,Pass
1303,2231762,5375795,5375795,,,,,,Pass,Pass
14421,307001273,7909111,7909111,,,,,,Pass,Pass
4069,17016589,6974658,6974658,,,,,,Pass,Pass
10337,22450995,3662708,3662708,,,,,,Pass,Pass
17938,479073,4375408,4375408,,,,,,Pass,Pass
18035,2123532,3507861,3507861,,,,,,Pass,Pass
17868,1837250,2776119,2776119,,,,,,Pass,Pass
17954,423112,2812317,2812317,,,,,,Pass,Pass
17989,675293,2732602,2732602,,,,,,Pass,Pass
17863,2335837,2968662,2968662,,,,,,Pass,Pass
2324,19955807,8133328,8133328,,,,,,Pass,Pass
8106,1835227,12260303,12260303,,,,,,Pass,Pass
17860,424456,3280081,3280081,,,,,,Pass,Pass
17959,901207,2799794,2799794,,,,,,Pass,Pass
18131,2490666,2854176,3317424,"[{'2854176': 'rovi_id:423976,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":13,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'source_id': '18131,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.3725490196,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.5725490196}'}]","[{'2854176': 'rovi_id:2490666,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
15960,891969431,8678351,8678351,,,,,,Pass,Pass
8230,22280226,3779676,3779676,,,,,,Pass,Pass
16037,1106256,4752333,4752333,,,,,,Pass,Pass
8095,456706435,8010872,8010872,,,,,,Pass,Pass
11946,21473762,3131809,3131809,,,,,,Pass,Pass
14828,372002716,8069326,8069326,,,,,,Pass,Pass
2207,2329560,2833278,2833278,,,,,,Pass,Pass
16649,129185,4027187,4027187,,,,,,Pass,Pass
15985,11809586,3360559,3360559,,,,,,Pass,Pass
16224,13633374,6796591,6796591,,,,,,Pass,Pass
12690,921104589,3511915,3511915,,,,,,Pass,Pass
13918,17970298,3469555,3469555,,,,,,Pass,Pass
16829,299289316,3673123,3673123,,,,,,Pass,Pass
13878,18135438,7140974,7140974,,,,,,Pass,Pass
11756,556694614,8242244,8242244,,,,,,Pass,Pass
14949,919906586,8699810,8699810,,,,,,Pass,Pass
14862,634349011,8324560,8324560,,,,,,Pass,Pass
5049,366673,4149995,4149995,,,,,,Pass,Pass
14723,2432647,3962330,3962330,,,,,,Pass,Pass
2411,2341335,2852449,2852449,,,,,,Pass,Pass
6026,19917620,3103790,3103790,,,,,,Pass,Pass
2295,2334107,3227606,3227606,,,,,,Pass,Pass
14429,324100736,3298902,3298902,,,,,,Pass,Pass
8902,18815807,3185914,3185914,,,,,,Pass,Pass
6375,11906493,3098927,3098927,,,,,,Pass,Pass
3603,2180605,2860372,2860372,,,,,,Pass,Pass
13676,2331038,2960981,2960981,,,,,,Pass,Pass
10119,275235,4111566,4111566,,,,,,Pass,Pass
14127,2361755,3171471,3171471,,,,,,Pass,Pass
10048,1281479,4892892,4892892,,,,,,Pass,Pass
13874,383120310,8088582,4276702,"[{'8088582': 'rovi_id:444695,Map_reason:not found in projectx'}, {'source_id': '13874,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.92,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:4276702"",""id_2"":""hulu:13874"",""score"":4.12}'}]","[{'8088582': 'rovi_id:383120310,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":11,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
9161,425684,3617430,3617430,,,,,,Pass,Pass
14096,2122334,5328879,5328879,,,,,,Pass,Pass
