Hulu_sm_id,Rovi_sm_id,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,variant_present,Comment,Result of mapping series
30551,1501835939,9393507,13240401,"[{'source_id': '30551,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.7450980392,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.9450980392}'}]","[{'9393507': 'rovi_id:1501835939,Map_reason:not found in projectx'}]",,,False,Fail,Fail
28926,1547449526,3768332,3768332,,,,,,Pass,Pass
30169,1539704524,3850273,3850273,,,,,,Pass,Pass
42230,4261351517,10802376,10802376,,,,,,Pass,Pass
55,424455,2769288,2769288,,,,,,Pass,Pass
37503,5830218262,11495737,11495737,,,,,,Pass,Pass
36741,5732464675,11463433,13088902,"[{'source_id': '36741,Map_reason:{""color"":1,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.9545454545,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":1,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13088902"",""id_2"":""hulu:36741"",""score"":3.6545454545}'}]","[{'11463433': 'rovi_id:5732464675,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",,,False,Fail,Fail
19925,1140832592,2989009,2989009,,,,,,Pass,Pass
23897,1191253871,3564823,3564823,,,,,,Pass,Pass
41237,6495577611,11696933,11696933,,,,,,Pass,Pass
22416,12515919,3064292,3064292,,,,,,Pass,Pass
32,486936,4375452,4375452,,,,,,Pass,Pass
290,508610,2751289,2751289,,,,,,Pass,Pass
34,2124203,2811375,2811375,,,,,,Pass,Pass
41090,362032898,8037746,8037746,,,,,,Pass,Pass
30799,3524468527,12287366,12287366,,,,,,Pass,Pass
41642,12009660,5933791,5933791,,,,,,Pass,Pass
1603,9101122,3554754,3554754,,,,,,Pass,Pass
2006,2350601,2854732,2854732,,,,,,Pass,Pass
34517,1350002632,3564432,14435906,"[{'source_id': '34517,Map_reason:new'}]","[{'3564432': 'rovi_id:1350002632,Map_reason:not found in projectx'}]",,,False,Fail,Fail
23200,66763055,3396864,3396864,,,,,,Pass,Pass
1322,2350577,5417518,5417518,,,,,,Pass,Pass
22189,1245706705,3592358,3592358,,,,,,Pass,Pass
11908,556694697,8242502,8242502,,,,,,Pass,Pass
40307,5322506004,11297409,11297409,,,,,,Pass,Pass
29920,4579185421,10963707,10963707,,,,,,Pass,Pass
31283,1373921574,9281237,9281237,,,,,,Pass,Pass
31305,727626046,3495329,14627698,"[{'source_id': '31305,Map_reason:new'}]","[{'3495329': 'rovi_id:727626046,Map_reason:not found in projectx'}]",,,False,Fail,Fail
31985,3927303384,10476413,10476413,,,,,,Pass,Pass
40319,5905364878,11519095,11519095,,,,,,Pass,Pass
11196,1843946,2942109,2942109,,,,,,Pass,Pass
21723,874705204,3430588,9993632,"[{'3430588': 'rovi_id:1934248574,Map_reason:not found in projectx'}, {'source_id': '21723,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.75,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":0.9,""run_time"":0.0,""release_year_diff"":1.0,""release_year_missing"":0.0,""run_time_diff"":1665.0,""run_time_missing"":0.0,""levenshtein_titles"":0.55,""cosine_titles"":0.7223151185,""partial_titles"":1.0,""score"":3.2023151185}'}]","[{'3430588': 'rovi_id:874705204,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
34855,1854020029,10194732,10194732,,,,,,Pass,Pass
14516,661156610,3529815,3529815,,,,,,Pass,Pass
41179,4733572243,11028706,11028706,,,,,,Pass,Pass
16401,526541224,3376808,3376808,,,,,,Pass,Pass
41132,1089763039,8928828,8928828,,,,,,Pass,Pass
41141,362033065,8037752,8037752,,,,,,Pass,Pass
4479,3487139560,10357449,3797032,"[{'10357449': 'rovi_id:1835264,Map_reason:not found in projectx'}, {'source_id': '4479,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":1058.0,""run_time_missing"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.2}'}]","[{'10357449': 'rovi_id:3487139560,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
34062,1339714898,3762533,3762533,,,,,,Pass,Pass
31124,18012765,3364472,3364472,,,,,,Pass,Pass
34140,5073126416,11185016,11185016,,,,,,Pass,Pass
33789,3958169892,10498239,10498239,,,,,,Pass,Pass
1251,1111132,3976502,3976502,,,,,,Pass,Pass
3543,1992960,3611869,3611869,,,,,,Pass,Pass
31165,1875795984,9961698,9961698,,,,,,Pass,Pass
41114,4507943732,10919750,10919750,,,,,,Pass,Pass
40678,5642266721,11432261,11432261,,,,,,Pass,Pass
28830,3432828711,3799715,3799715,,,,,,Pass,Pass
41265,1394193512,3567088,3567088,,,,,,Pass,Pass
3966,2307066,3172674,3172674,,,,,,Pass,Pass
20221,1762428,3218927,3218927,,,,,,Pass,Pass
41227,5081818044,11189379,11189379,,,,,,Pass,Pass
41288,5239558824,3924335,3924335,,,,,,Pass,Pass
41197,5637745332,3966237,3966237,,,,,,Pass,Pass
41194,5191292132,3966424,3966424,,,,,,Pass,Pass
26381,1952213963,7477772,7477772,,,,,,Pass,Pass
29812,1938681649,3869079,3869079,,,,,,Pass,Pass
31583,3223872587,10227926,10227926,,,,,,Pass,Pass
19899,1186263201,3507913,3507913,,,,,,Pass,Pass
18232,212743,2966288,2966288,,,,,,Pass,Pass
6561,17707064,3100158,3100158,,,,,,Pass,Pass
32787,1921449393,3737475,3737475,,,,,,Pass,Pass
30524,3227333584,10229803,10229803,,,,,,Pass,Pass
27489,4092282937,10563505,10563505,,,,,,Pass,Pass
20725,310172451,3394418,3394418,,,,,,Pass,Pass
27771,863977799,12278876,12278876,,,,,,Pass,Pass
30484,3318171758,3759701,3759701,,,,,,Pass,Pass
7795,18851501,3135399,3135399,,,,,,Pass,Pass
40002,5917517421,11522218,11522218,,,,,,Pass,Pass
23898,806354930,10101426,10101426,,,,,,Pass,Pass
26768,1219877239,9063599,9063599,,,,,,Pass,Pass
36519,3754444766,10444037,10444037,,,,,,Pass,Pass
39126,5843470973,11500212,11500212,,,,,,Pass,Pass
17768,500671538,8165207,8165207,,,,,,Pass,Pass
34059,4733252631,3926932,3926932,,,,,,Pass,Pass
23170,1285008503,3858903,3858903,,,,,,Pass,Pass
28662,840112435,8888427,8888427,,,,,,Pass,Pass
28944,3958608413,3957994,3957994,,,,,,Pass,Pass
40414,1703729789,3526709,3526709,,,,,,Pass,Pass
40280,6354089128,3996706,3996706,,,,,,Pass,Pass
29984,461330965,3371467,3371467,,,,,,Pass,Pass
15896,770326629,3395805,3395805,,,,,,Pass,Pass
18970,1064496126,3698332,3698332,,,,,,Pass,Pass
39780,480118,2770983,2770983,,,,,,Pass,Pass
35100,6007610610,11757428,11757428,,,,,,Pass,Pass
27451,4160161076,10719603,10719603,,,,,,Pass,Pass
18114,18040876,3047429,3047429,,,,,,Pass,Pass
30894,4166108032,10721452,10721452,,,,,,Pass,Pass
11226,66762694,3266877,3266877,,,,,,Pass,Pass
36183,1308634,3946162,3946162,,,,,,Pass,Pass
33985,4027704213,3991969,3991969,,,,,,Pass,Pass
25870,1468613896,3769229,3769229,,,,,,Pass,Pass
11997,2224158,3450660,3450660,,,,,,Pass,Pass
27575,1393536880,3704066,3704066,,,,,,Pass,Pass
25303,1081655877,3530719,3530719,,,,,,Pass,Pass
10890,2373513,3072163,14485825,"[{'source_id': '10890,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":0.9,""run_time"":0.0,""release_year_diff"":1.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.18}'}]","[{'3072163': 'rovi_id:2373513,Map_reason:not found in projectx'}]",,,False,Fail,Fail
11235,299932988,3324611,3324611,,,,,,Pass,Pass
30923,1389607597,9295085,9295085,,,,,,Pass,Pass
31297,3254988480,10235261,10235261,,,,,,Pass,Pass
31981,1362417580,9269842,9269842,,,,,,Pass,Pass
31373,66290102,7723863,14628044,"[{'source_id': '31373,Map_reason:new'}]","[{'7723863': 'rovi_id:66290102,Map_reason:not found in projectx'}]",,,False,Fail,Fail
28446,3541524153,10375933,10375933,,,,,,Pass,Pass
16752,637365240,3434868,3434868,,,,,,Pass,Pass
31294,4310580301,10814939,10814939,,,,,,Pass,Pass
11958,16889242,3003798,3003798,,,,,,Pass,Pass
13400,378338644,8080124,13403491,"[{'source_id': '13400,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":1.0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13403491"",""id_2"":""hulu:13400"",""score"":4.2}'}]","[{'8080124': 'rovi_id:378338644,Map_reason:not found in projectx'}]",,,False,Fail,Fail
8861,18040773,3403213,3403213,,,,,,Pass,Pass
39706,1768806,3599281,3599281,,,,,,Pass,Pass
13597,361732170,8675352,8675352,,,,,,Pass,Pass
39583,19185063,7178330,7178330,,,,,,Pass,Pass
8733,19104057,7314870,7314870,,,,,,Pass,Pass
1287,2144706,3402606,3402606,,,,,,Pass,Pass
22750,1449566103,3559070,3559070,,,,,,Pass,Pass
39705,1443547418,3747126,3747126,,,,,,Pass,Pass
23016,1443547132,9339762,9339762,,,,,,Pass,Pass
17214,732428186,3684526,3684526,,,,,,Pass,Pass
39662,1163311698,3753463,3753463,,,,,,Pass,Pass
3983,416298,3796920,3796920,,,,,,Pass,Pass
39657,4588137954,3875330,3875330,,,,,,Pass,Pass
24517,1775684580,3571686,3571686,,,,,,Pass,Pass
31331,927357218,3796632,3796632,,,,,,Pass,Pass
34167,5085416019,3938668,3938668,,,,,,Pass,Pass
31894,3394780578,10310866,10310866,,,,,,Pass,Pass
34013,4540561500,10944854,10944854,,,,,,Pass,Pass
39701,3529732257,10379038,13217760,"[{'source_id': '39701,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":1.0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13217760"",""id_2"":""hulu:39701"",""score"":4.2}'}]","[{'10379038': 'rovi_id:3529732257,Map_reason:not found in projectx'}]",,,False,Fail,Fail
30817,3297781858,10264747,10264747,,,,,,Pass,Pass
31787,3639766913,10420333,10420333,,,,,,Pass,Pass
30708,4153433459,10706725,10706725,,,,,,Pass,Pass
30641,4373767962,10857344,10857344,,,,,,Pass,Pass
35831,4113959532,10620995,10620995,,,,,,Pass,Pass
30617,4101455317,3864595,3864595,,,,,,Pass,Pass
31050,3277855601,3967564,3967564,,,,,,Pass,Pass
39656,3302654582,10265997,10265997,,,,,,Pass,Pass
35047,3569623729,3992180,3992180,,,,,,Pass,Pass
21985,1046915455,3704497,3704497,,,,,,Pass,Pass
39641,3569618419,10389094,10389094,,,,,,Pass,Pass
39642,3950194039,10485772,10485772,,,,,,Pass,Pass
39361,1146683,2804133,2804133,,,,,,Pass,Pass
39967,5631874217,11415034,11415034,,,,,,Pass,Pass
9518,22443076,3277921,3277921,,,,,,Pass,Pass
39660,3569616532,10389051,10389051,,,,,,Pass,Pass
18949,964114751,3677659,3677659,,,,,,Pass,Pass
39424,293475231,7844279,7844279,,,,,,Pass,Pass
22881,841399567,3518617,3518617,,,,,,Pass,Pass
29758,3288924559,3866394,3866394,,,,,,Pass,Pass
39095,18189268,3651783,3651783,,,,,,Pass,Pass
39397,4508200279,10933930,10933930,,,,,,Pass,Pass
32869,3233144447,10231283,10231283,,,,,,Pass,Pass
29991,3162925257,3797266,14626456,"[{'source_id': '29991,Map_reason:new'}]","[{'3797266': 'rovi_id:3162925257,Map_reason:not found in projectx'}]",,,False,Fail,Fail
36376,4644655055,10991428,10991428,,,,,,Pass,Pass
39019,5345378070,11307520,11307520,,,,,,Pass,Pass
29428,3424621495,3975321,3975321,,,,,,Pass,Pass
31228,1316325376,3926428,3926428,,,,,,Pass,Pass
16094,1095959,4741452,4741452,,,,,,Pass,Pass
12854,1649542371,5457893,5457893,,,,,,Pass,Pass
63,1833819,12260304,12260304,,,,,,Pass,Pass
30558,3545775753,10380794,10380794,,,,,,Pass,Pass
38499,5959095581,11535776,11535776,,,,,,Pass,Pass
16383,19678672,3104208,3104208,,,,,,Pass,Pass
19924,17972741,3164170,14435698,"[{'source_id': '19924,Map_reason:new'}]","[{'3164170': 'rovi_id:17972741,Map_reason:not found in projectx'}]",,,False,Fail,Fail
20111,2432819,3070799,3070799,,,,,,Pass,Pass
20898,561774475,[3416498],[8292656],"[{'3416498': 'rovi_id:603805338,Map_reason:not found in projectx'}, {'source_id': '44690,Map_reason:{""color"":0.0,""language"":0.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":2.9}'}]","[{'3416498': 'rovi_id:561774475,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
16406,2452348,2845008,11568996,"[{'2845008': 'rovi_id:6088274971,Map_reason:not found in projectx'}, {'source_id': '16406,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":1.0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":1,""run_time_diff"":1181,""run_time_missing"":0,""levenshtein_titles"":0.4642857143,""cosine_titles"":0.8571593914,""partial_titles"":1,""id_1"":""projectx:11568996"",""id_2"":""hulu:16406"",""score"":3.3214451057}'}]","[{'2845008': 'rovi_id:2452348,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
17619,2222160,2821335,2821335,,,,,,Pass,Pass
29427,1490457853,9384962,9384962,,,,,,Pass,Pass
17976,1800074,2773524,14566080,"[{'source_id': '17976,Map_reason:new'}]","[{'2773524': 'rovi_id:1800074,Map_reason:not found in projectx'}]",,,False,Fail,Fail
20348,13690463,3499167,14330873,"[{'source_id': '20348,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.568627451,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:14330873"",""id_2"":""hulu:20348"",""score"":3.768627451}'}]","[{'3499167': 'rovi_id:13690463,Map_reason:not found in projectx'}]",,,False,Fail,Fail
29482,1230825440,9077582,9077582,,,,,,Pass,Pass
21722,2020459,2870737,14531870,"[{'source_id': '21722,Map_reason:new'}]","[{'2870737': 'rovi_id:2020459,Map_reason:not found in projectx'}]",,,False,Fail,Fail
29755,4180895580,3851631,3851631,,,,,,Pass,Pass
16403,1496959,3105605,3105605,,,,,,Pass,Pass
9137,931231,2732730,2732730,,,,,,Pass,Pass
14972,527893388,3729584,3729584,,,,,,Pass,Pass
39378,1408223775,9311589,9311589,,,,,,Pass,Pass
38550,12091955,6340044,6340044,,,,,,Pass,Pass
31332,297633806,7858673,14435816,"[{'source_id': '31332,Map_reason:new'}]","[{'7858673': 'rovi_id:297633806,Map_reason:not found in projectx'}]",,,False,Fail,Fail
26656,512463271,3665136,3665136,,,,,,Pass,Pass
31360,475185344,3535109,3535109,,,,,,Pass,Pass
31359,1628330161,3887170,3887170,,,,,,Pass,Pass
65,129499,4029150,4029150,,,,,,Pass,Pass
17193,364404024,3359818,3359818,,,,,,Pass,Pass
13943,362327383,3423338,3423338,,,,,,Pass,Pass
13710,331861562,3710677,3710677,,,,,,Pass,Pass
29978,4201481310,3892085,3892085,,,,,,Pass,Pass
26510,3157300991,10129907,10129907,,,,,,Pass,Pass
5422,1652356,2777632,2777632,,,,,,Pass,Pass
11097,2121843,2860756,2860756,,,,,,Pass,Pass
28654,1352271299,3574036,3574036,,,,,,Pass,Pass
28407,1672731652,9466220,9466220,,,,,,Pass,Pass
12745,1702819,3226319,9393455,"[{'3226319': 'rovi_id:22056483,Map_reason:not found in projectx'}, {'source_id': '12745,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.8,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":1,""run_time_diff"":1045,""run_time_missing"":0,""levenshtein_titles"":0.5,""cosine_titles"":0.6882472016,""partial_titles"":1,""id_1"":""projectx:9393455"",""id_2"":""hulu:12745"",""score"":2.9882472016}'}]","[{'3226319': 'rovi_id:1702819,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
39117,5464667973,11356129,11356129,,,,,,Pass,Pass
9338,1321248,3388391,3388391,,,,,,Pass,Pass
37605,6089948606,11568797,11568797,,,,,,Pass,Pass
17861,2491249,3019262,3019262,,,,,,Pass,Pass
2646,2490772,2862041,2862041,,,,,,Pass,Pass
15730,945674413,8756273,8756273,,,,,,Pass,Pass
35555,3941891576,3930909,3930909,,,,,,Pass,Pass
36785,5334812122,11301913,11301913,,,,,,Pass,Pass
36707,5528372725,11375425,11375425,,,,,,Pass,Pass
38325,3233172879,10231310,10231310,,,,,,Pass,Pass
36292,1775469558,9480472,9480472,,,,,,Pass,Pass
2400,1672492,2892047,2892047,,,,,,Pass,Pass
31649,3241587189,10233742,10233742,,,,,,Pass,Pass
30840,4455474232,10950318,13219350,"[{'source_id': '30840,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.2156862745,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13219350"",""id_2"":""hulu:30840"",""score"":3.4156862745}'}]","[{'10950318': 'rovi_id:4455474232,Map_reason:not found in projectx'}]",,,False,Fail,Fail
36194,426596,2742590,2742590,,,,,,Pass,Pass
9499,2138418,2808037,2808037,,,,,,Pass,Pass
6618,13987012,3078182,3078182,,,,,,Pass,Pass
1768,2314067,5403540,5403540,,,,,,Pass,Pass
28405,3391865718,3890247,3890247,,,,,,Pass,Pass
12138,291108286,3274010,3274010,,,,,,Pass,Pass
35740,1106509,2739512,2739512,,,,,,Pass,Pass
28172,312574760,3435447,3435447,,,,,,Pass,Pass
30011,4387128769,3867279,14435725,"[{'source_id': '30011,Map_reason:new'}]","[{'3867279': 'rovi_id:4387128769,Map_reason:not found in projectx'}]",,,False,Fail,Fail
36348,129162,2743725,2743725,,,,,,Pass,Pass
28461,3233111776,3981286,3981286,,,,,,Pass,Pass
36122,689287406,3670351,3670351,,,,,,Pass,Pass
6475,9907487,3398638,3398638,,,,,,Pass,Pass
6902,14735363,3902033,3902033,,,,,,Pass,Pass
36218,1945933837,10006855,10006855,,,,,,Pass,Pass
28460,3537445761,2809782,2809782,,,,,,Pass,Pass
14114,535046845,8206972,8206972,,,,,,Pass,Pass
23481,678340079,3676349,3676349,,,,,,Pass,Pass
13588,4493604648,3896545,14621705,"[{'source_id': '13588,Map_reason:new'}]","[{'3896545': 'rovi_id:4493604648,Map_reason:not found in projectx'}]",,,False,Fail,Fail
11248,66911118,3429461,3429461,,,,,,Pass,Pass
27694,1285376321,3930072,3930072,,,,,,Pass,Pass
35745,4730546571,11025668,11025668,,,,,,Pass,Pass
1221,1561837,2833074,2833074,,,,,,Pass,Pass
35788,424719,2947414,2947414,,,,,,Pass,Pass
35763,1418323,2785175,2785175,,,,,,Pass,Pass
35550,423354738,3295241,3295241,,,,,,Pass,Pass
28313,3448371359,10344285,10344285,,,,,,Pass,Pass
11709,556695462,8243296,8243296,,,,,,Pass,Pass
1349,1174114411,9007901,2743959,"[{'9007901': 'rovi_id:647828,Map_reason:not found in projectx'}, {'source_id': '1349,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.18,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.38}'}]","[{'9007901': 'rovi_id:1174114411,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":60,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
28729,5282208523,3791571,3791571,,,,,,Pass,Pass
7936,944521780,8754312,7365830,"[{'8754312': 'rovi_id:19679741,Map_reason:not found in projectx'}, {'source_id': '7936,Map_reason:{""color"":0,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.88,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:7365830"",""id_2"":""hulu:7936"",""score"":3.78}'}]","[{'8754312': 'rovi_id:944521780,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":5,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
35197,284006,4119230,4119230,,,,,,Pass,Pass
443,423684,2763853,2763853,,,,,,Pass,Pass
21475,1123597025,3689882,3689882,,,,,,Pass,Pass
19276,1198107253,9040643,9040643,,,,,,Pass,Pass
29745,2096525418,10089981,10089981,,,,,,Pass,Pass
20147,1318363996,9216775,9216775,,,,,,Pass,Pass
18217,1105554128,8941470,8941470,,,,,,Pass,Pass
25292,3591543502,10399434,10399434,,,,,,Pass,Pass
9158,12400185,3169925,3169925,,,,,,Pass,Pass
28771,3675674470,10433856,10433856,,,,,,Pass,Pass
44,2001298,2895395,2895395,,,,,,Pass,Pass
38397,546733009,3694538,3694538,,,,,,Pass,Pass
2276,2444634,2849913,2849913,,,,,,Pass,Pass
46,1836145,2785194,2785194,,,,,,Pass,Pass
15643,384301517,3498573,3498573,,,,,,Pass,Pass
34744,819428,3261612,3261612,,,,,,Pass,Pass
829,471861,3676764,3676764,,,,,,Pass,Pass
33388,436769,2778704,2778704,,,,,,Pass,Pass
34324,1501846010,9393505,9393505,,,,,,Pass,Pass
33696,423503,2753951,2753951,,,,,,Pass,Pass
34600,878911,2966884,2966884,,,,,,Pass,Pass
22638,18938617,3236750,3236750,,,,,,Pass,Pass
28821,1350002632,3564432,11622518,"[{'3564432': 'rovi_id:6071695398,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":9,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'source_id': '28821,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.6,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0.0,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:11622518"",""id_2"":""hulu:28821"",""score"":3.6}'}]","[{'3564432': 'rovi_id:1350002632,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
21721,312574693,3463834,3463834,,,,,,Pass,Pass
1504,1309451,4909416,4909416,,,,,,Pass,Pass
34488,423501,2732748,2732748,,,,,,Pass,Pass
34486,423494,2746770,2746770,,,,,,Pass,Pass
