GB_id,GB_Title,GB_ReleaseYear,Search,Match,GB_AmazonLink,Amazon_Flag,GB_StarzLink,Starz_Flag,GB_NetflixLink,Netflix_flag,GB_NbcLink,Nbc_flag,GB_CBSLink,CBS_flag,GB_VuduLink,Vudu_flag,GB_ItunesLink,Itunes_flag,Ozone_Ott_flag,RoviID,Result
2469,Soldier's Revenge,1986,TRUE,FALSE,"['B01N26YS08','B01N26YS08']",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,Couldn't Map
2491,Crucible of Horror,1970,TRUE,FALSE,['B009MKPJT6'],FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,Couldn't Map
2492,Shakespeare's Women and Claire Bloom,1999,TRUE,FALSE,"['B00NRKF8Y8','B00NRKF8Y8']",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,['306433466'],FALSE,FALSE,,Couldn't Map
2494,The Industry,2005,TRUE,FALSE,"['B000NPKPGQ','B000NPKPGQ']",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,Couldn't Map
2679,Black Girl,1972,TRUE,FALSE,['B01MU9G0B9'],FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,Couldn't Map
2691,Barney: Let's Go to the Beach,2002,TRUE,FALSE,['B003MP7LRU'],FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,['921389537'],FALSE,FALSE,,Couldn't Map
2692,Angelina Ballerina: Follows Her Dreams,2007,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,['921389052'],FALSE,FALSE,,Couldn't Map
2693,Thomas & Friends: Track Stars,2006,TRUE,FALSE,,FALSE,,FALSE,['70041507'],FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,Couldn't Map
2711,Operation Last Patrol,1972,TRUE,FALSE,['B002UXCKK8'],FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,Couldn't Map
2719,Barney: Can You Sing That Song?,2005,TRUE,FALSE,['B003QFHV0I'],FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,['921388537'],FALSE,FALSE,,Couldn't Map
